x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,5,11
0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
0,26,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,9,5,14
0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,6,10
0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,4,7,11
0,34,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,5,6,11
0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,4,7
0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,5,10
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,43,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,10,6,16
0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6
0,58,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,4,3,3,0,0,8,10,18
0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,60,0,0,0,0,0,3,0,0,0,0,3,5,0,3,3,0,3,0,0,0,0,6,7,13
0,65,0,3,0,0,0,0,3,3,0,3,0,4,3,4,0,3,0,0,0,0,0,12,9,21
0,66,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,0,0,0,0,7,11,18
0,67,0,0,0,0,0,3,0,0,0,0,6,5,3,3,5,0,0,0,0,0,0,14,20,34
0,68,33,31,0,43,51,60,51,34,36,41,53,46,36,55,49,53,37,29,13,16,3,376,396,772
0,69,55,65,0,72,74,75,68,56,42,44,40,42,61,40,55,60,49,30,24,13,0,484,482,966
0,70,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,8,12
0,71,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,6,11
0,76,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,0,0,0,0,0,8,11,19
0,78,3,0,0,3,3,3,0,0,3,3,5,5,4,3,4,7,3,0,0,3,0,30,21,51
0,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,82,5,3,0,0,0,0,0,3,4,4,3,0,3,3,4,7,3,0,0,0,0,22,21,43
0,83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
0,84,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,8
0,85,0,3,0,0,0,3,0,3,0,0,4,5,3,0,0,0,0,3,0,0,0,11,11,22
0,86,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,3,3,0,3,0,0,10,17,27
0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,7
0,88,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
0,89,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,96,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,7,5,12
0,119,3,4,0,0,0,3,4,0,3,0,0,3,4,3,0,5,3,0,0,0,0,13,18,31
0,122,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6
0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,4,5,9
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
1,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
