x,y,2006,2011,2018
44,88,4,0,3
44,89,48,30,30
44,110,0,0,3
44,111,0,0,14
44,90,21,0,0
44,117,0,0,13
44,118,1,0,20
44,119,184,181,286
44,92,0,0,1
44,72,12,0,20
44,73,16,7,241
44,74,0,127,94
44,75,0,0,18
44,76,0,0,19
44,98,0,0,2
44,78,0,0,13
44,79,0,0,1
44,120,297,79,111
44,121,0,0,10
44,122,0,0,10
44,101,0,0,7
44,123,0,0,13
44,124,1,15,22
44,102,0,0,3
44,125,115,97,71
44,103,0,0,1
44,104,0,0,7
44,126,0,0,1
44,127,0,0,1
44,80,0,0,1
44,82,0,0,3
45,88,12,0,0
45,89,316,171,93
45,110,0,0,4
45,114,0,0,4
45,90,2,0,6
45,118,8,0,0
45,119,44,0,3
45,72,0,0,2
45,73,48,81,176
45,74,1008,1525,1406
45,75,40,197,379
45,76,0,0,27
45,98,0,0,2
45,77,7,0,12
45,78,170,197,141
45,79,0,0,6
45,100,7,31,16
45,122,0,0,1
45,101,500,502,335
45,102,0,0,8
45,124,0,0,2
45,103,0,0,1
45,125,8,0,0
45,82,0,0,2
45,83,0,93,55
45,84,0,12,1
45,85,0,0,4
46,77,0,0,24
46,88,0,0,3
46,89,0,0,2
46,79,7,0,0
46,110,0,0,1
46,100,0,0,1
46,101,0,0,4
46,102,0,0,11
46,125,0,0,6
46,126,0,0,7
46,127,0,0,5
46,80,0,0,2
46,81,0,0,8
46,119,59,0,4
46,93,0,0,3
46,82,0,0,3
46,83,0,0,1
46,73,0,0,33
46,84,0,0,6
46,74,871,1142,1023
46,85,0,0,4
46,75,1695,1775,1472
46,76,62,0,132
47,88,0,0,1
47,89,0,0,2
47,110,0,0,5
47,115,0,0,4
47,116,0,0,3
47,117,0,0,3
47,91,0,0,2
47,118,0,0,1
47,119,520,530,270
47,92,1,0,1
47,73,0,0,24
47,74,0,0,36
47,75,387,23,57
47,76,5,0,5
47,77,17,0,5
47,78,33,0,11
47,79,0,0,2
47,120,0,0,1
47,100,0,0,4
47,102,0,0,5
47,125,0,0,1
47,127,0,0,1
47,107,0,0,11
47,80,1,0,7
47,81,0,0,18
47,84,0,0,2
47,85,79,102,71
47,87,0,0,2
48,77,0,0,3
48,78,14,0,4
48,79,170,264,198
48,110,0,0,8
48,102,0,1,8
48,103,0,0,2
48,125,0,0,1
48,90,0,0,3
48,80,123,8,56
48,91,10,0,49
48,118,0,0,8
48,81,1,0,21
48,92,23,0,0
48,108,0,0,24
48,109,0,0,1
48,73,0,0,7
48,84,0,0,1
48,85,0,0,5
48,75,0,0,23
49,110,270,368,430
49,117,0,0,5
49,90,0,62,30
49,91,9,0,10
49,118,0,0,17
49,119,0,0,3
49,94,0,0,1
49,73,0,0,1
49,75,0,0,12
49,76,0,8,7
49,98,0,0,5
49,77,0,0,4
49,99,6,0,2
49,78,0,0,1
49,79,263,35,17
49,121,0,0,5
49,101,0,0,3
49,102,1,0,1
49,103,0,0,3
49,104,0,0,7
49,105,0,11,25
49,106,0,0,3
49,80,165,0,0
49,108,1,0,37
49,81,6,0,4
49,109,10,308,233
49,82,17,0,0
49,83,0,0,10
49,84,0,0,2
50,89,0,0,4
50,110,1895,1512,1419
50,111,8,27,51
50,112,3,0,5
50,113,0,0,8
50,114,0,0,6
50,115,46,0,4
50,116,3,0,0
50,117,0,0,7
50,90,269,466,332
50,91,400,184,130
50,118,0,56,14
50,119,0,3,26
50,92,8,0,37
50,93,0,26,25
50,94,0,57,46
50,95,77,72,66
50,96,272,113,92
50,97,5,0,13
50,98,0,0,3
50,76,245,194,255
50,99,102,0,11
50,77,0,0,6
50,100,109,0,18
50,122,0,0,3
50,101,202,207,162
50,102,182,0,58
50,124,0,0,1
50,103,0,0,30
50,104,0,0,14
50,105,303,330,277
50,106,311,102,70
50,107,76,0,40
50,80,0,14,21
50,81,22,144,107
50,108,109,7,49
50,109,1062,1478,1628
50,82,0,0,1
50,84,1,0,20
50,85,2,15,10
50,86,1,9,17
50,87,0,0,2
51,88,5,0,3
51,89,0,0,98
51,110,94,0,0
51,111,15,0,0
51,90,3,0,77
51,117,0,0,5
51,91,22,0,42
51,118,0,90,53
51,92,0,0,17
51,93,0,13,11
51,94,448,214,182
51,95,13,0,7
51,96,15,0,0
51,76,0,0,7
51,98,0,0,6
51,99,0,0,3
51,100,104,0,6
51,101,435,155,89
51,102,205,4,8
51,103,35,0,13
51,126,0,0,1
51,104,38,0,19
51,127,3,125,130
51,105,110,0,3
51,106,52,0,0
51,80,0,7,2
51,81,402,0,38
51,109,9,0,0
51,82,2,0,9
51,83,0,1,9
51,85,25,26,31
51,86,52,10,5
51,87,105,169,210
52,88,146,0,1
52,99,0,0,3
52,127,39,12,11
52,90,0,0,12
52,91,1,378,189
52,118,0,0,13
52,92,1,78,113
52,119,0,0,4
52,93,0,0,5
52,82,0,0,9
52,83,781,864,707
52,84,192,26,11
52,95,0,0,7
52,96,0,0,3
52,97,204,185,168
52,98,426,143,128
52,87,160,63,55
53,122,0,0,1
53,123,0,0,2
53,124,0,0,11
53,103,0,0,3
53,90,0,69,56
53,91,849,1249,1432
53,92,591,509,380
53,119,21,0,19
53,82,28,0,26
53,83,323,89,54
53,84,112,18,12
53,98,2,0,0
10,88,0,0,21
10,66,0,81,47
10,89,44,248,184
10,110,0,0,8
10,111,0,0,3
10,114,0,51,0
10,117,18,0,0
10,90,216,91,51
10,91,0,0,6
10,71,6,0,0
10,98,0,0,8
10,77,0,0,3
10,99,0,0,4
10,122,1,0,0
10,103,0,0,3
10,125,4,3,14
10,104,0,8,1
10,126,0,8,0
10,105,0,0,30
10,106,0,0,4
10,109,0,0,4
10,61,0,0,2
10,62,221,37,61
10,63,0,0,23
10,64,3,0,11
10,65,0,0,15
10,87,0,0,10
54,121,0,0,1
54,123,0,0,1
54,90,0,0,2
54,91,1,6,8
54,119,18,20,48
54,92,18,0,0
54,82,9,0,0
54,84,0,0,1
54,85,0,0,7
54,86,0,0,77
54,120,0,0,1
11,88,207,246,195
11,89,0,0,3
11,110,0,0,6
11,111,0,52,0
11,112,940,278,34
11,115,0,0,5
11,90,0,0,9
11,92,0,0,9
11,93,0,0,7
11,71,14,0,0
11,73,0,0,5
11,95,0,0,1
11,97,0,0,3
11,99,0,0,7
11,77,0,0,3
11,122,0,8,7
11,100,0,0,3
11,126,9,0,2
11,108,0,0,1
11,109,0,0,9
11,62,0,66,42
11,63,469,510,375
11,64,20,0,20
11,87,0,0,9
11,65,0,0,8
55,124,0,0,1
55,125,0,0,2
55,119,802,726,638
55,83,0,72,46
55,84,0,19,13
55,120,321,125,18
55,87,0,0,6
56,123,0,0,1
56,126,0,0,1
56,119,14,6,71
56,83,152,96,117
56,84,216,6,6
56,85,0,0,1
56,86,0,0,4
56,87,0,0,9
56,120,636,211,259
12,77,0,9,8
12,79,0,0,11
12,100,0,0,23
12,101,0,0,14
12,105,0,33,15
12,127,1,0,7
12,106,497,166,101
12,108,0,0,4
12,93,0,0,12
12,62,17,157,43
12,63,982,191,177
12,97,0,0,3
12,64,29,0,28
12,76,0,0,1
12,87,0,0,10
12,65,0,0,17
13,114,4,0,0
13,91,0,0,1
13,92,0,0,3
13,93,0,0,15
13,72,0,0,25
13,73,0,0,3
13,97,0,0,2
13,76,0,5,2
13,98,0,0,4
13,77,160,61,27
13,99,0,0,19
13,19,0,57,0
13,100,0,0,68
13,101,0,0,19
13,102,0,87,22
13,103,0,16,45
13,127,25,33,35
13,105,0,0,1
13,106,6,0,79
13,107,0,0,28
13,108,0,0,48
13,109,0,0,9
13,62,0,0,7
13,63,23,118,23
13,85,0,0,2
13,64,279,0,12
13,86,0,0,9
13,65,2,0,9
13,87,0,0,21
57,121,0,0,1
57,125,0,0,1
57,83,0,0,3
57,84,0,0,6
57,85,198,158,193
57,120,50,0,12
14,117,2,0,0
14,91,0,0,5
14,119,1,0,0
14,92,0,0,4
14,72,0,0,5
14,95,0,0,1
14,77,61,0,3
14,79,0,0,1
14,120,0,0,5
14,122,28,0,0
14,101,0,41,58
14,103,0,0,3
14,104,0,0,20
14,105,0,0,44
14,127,83,82,77
14,106,0,0,24
14,107,0,84,0
14,81,0,0,2
14,82,0,0,16
14,109,0,0,20
14,63,87,150,119
14,86,46,0,0
14,64,222,0,1
14,87,0,0,15
14,65,25,0,24
58,121,15,0,16
58,122,25,0,8
58,123,0,0,1
58,125,0,0,3
58,85,259,0,7
59,122,22,0,5
59,123,285,412,304
59,124,356,0,12
15,66,2,0,2
15,110,0,0,4
15,113,0,0,1
15,117,19,0,0
15,90,0,0,10
15,118,1,0,0
15,91,0,0,1
15,119,4,43,35
15,92,0,0,5
15,71,0,0,8
15,72,0,0,5
15,73,0,0,11
15,96,0,0,2
15,77,18,0,5
15,78,0,0,2
15,79,0,0,3
15,120,50,34,22
15,121,0,29,16
15,100,0,6,0
15,101,0,28,25
15,124,0,3,0
15,125,6,0,0
15,126,0,0,12
15,104,0,0,7
15,105,0,0,19
15,127,13,0,0
15,106,0,0,30
15,107,0,0,22
15,108,0,0,4
15,109,0,0,16
15,63,164,6,133
