x,y,val
178,24,18
160,8,40
202,2,3
249,24,11
227,27,9
170,26,37
161,4,367
165,23,11
242,40,605
204,0,18
240,22,4
162,1,175
157,3,148
190,29,15
232,36,14
231,13,4
190,27,26
172,15,29
221,43,1
209,35,22
206,22,1
233,41,87
243,30,33
240,38,3
239,17,4
233,39,128
158,8,14
225,8,8
158,13,108
173,4,6
222,29,4
241,27,9
159,12,342
171,7,70
244,31,41
184,20,6
161,10,52
165,16,1
226,18,25
229,35,24
194,26,7
252,29,63
204,23,1
207,54,129
195,29,47
160,6,376
197,42,4110
197,30,25
222,45,97
202,6,63
169,3,9
237,3,37
239,8,7
188,24,158
163,4,226
233,11,2
235,12,1
218,47,1
167,16,672
168,3,26
173,1,18
206,0,4
183,18,191
229,31,1
175,8,137
158,4,276
249,32,5
156,9,184
201,7,2
190,20,34
254,33,1
251,31,8
164,4,90
221,12,6
250,30,18
211,53,48
166,12,336
164,17,129
185,29,18
202,17,2
235,55,534
232,46,3
235,45,26
251,27,51
231,44,18
173,24,25
222,53,51
211,32,3
164,13,181
234,34,5
240,7,114
207,15,1
193,43,5
235,0,1
250,32,2520
222,54,994
203,38,39
162,9,14
250,26,85
185,0,4
161,16,136
188,31,137
219,47,3
152,2,39
153,8,136
177,13,9
156,10,255
205,43,6
178,12,83
243,40,71
152,4,133
159,9,49
235,13,2
163,14,481
251,29,61
240,40,23
151,4,69
221,18,2
238,6,2043
210,31,1293
171,9,47
176,4,25
237,19,7
172,12,113
214,44,2
159,7,3
199,25,35
163,9,53
143,0,5
169,27,48
211,50,3
202,39,28
223,48,1
165,12,257
198,34,29
221,27,31
188,21,121
240,8,2
246,40,1400
172,0,137
232,13,27
229,7,1
163,11,39
144,2,27
167,11,151
162,3,96
177,9,356
208,35,2
189,31,33
197,32,89
185,25,3
172,7,30
164,6,78
143,2,28
192,41,8
166,7,229
165,18,83
188,39,4
160,0,12
229,6,17
238,1,2
172,8,39
198,42,3375
243,12,11
164,19,10
230,8,7
222,8,21
168,8,46
162,13,9
211,49,2
153,0,158
219,46,20
193,33,77
165,11,144
164,2,19
211,31,444
175,20,44
224,43,5
163,10,24
210,30,1251
185,39,195
167,0,374
164,8,156
187,22,10
235,46,12
252,33,70
233,37,195
169,5,1285
188,20,10
232,15,33
172,21,1
164,7,20
161,6,166
250,27,8
216,18,60
180,21,16
180,22,79
193,41,2
187,36,440
181,18,10
227,30,16
165,8,107
187,30,5
179,11,16
224,46,39
170,4,115
204,10,7
167,10,59
232,14,22
184,30,45
209,37,41
239,2,3
224,32,11
196,25,110
227,6,18
171,6,107
186,14,1
245,40,2912
244,2,1
170,9,10
197,25,254
164,23,9
180,13,96
198,39,20
196,40,4
164,5,23
238,8,36
161,5,189
238,18,5
172,25,121
171,17,92
181,13,131
162,11,93
167,7,114
176,11,146
238,19,1
212,37,6
167,15,3809
160,13,20
198,40,41
169,10,12
249,44,20
229,25,11
187,37,2
228,32,4
188,22,113
238,5,1558
222,28,1
165,10,2
243,28,6
227,48,2
157,4,158
201,5,893
168,5,36
160,1,171
241,40,1
241,51,1
166,16,174
160,2,247
166,9,74
176,9,39
169,13,46
184,21,21
163,12,60
213,52,406
182,19,1204
232,41,86
170,19,19
245,41,833
220,21,19
230,24,2
168,2,14
184,22,55
211,54,42
174,3,10
241,22,1
232,37,180
169,6,104
152,7,10
229,50,6
159,2,33
166,0,90
181,28,1
159,4,3080
247,32,8
165,24,2
237,38,8
213,42,22
227,52,6
199,30,4
172,23,23
237,6,6
170,22,56
205,10,7
162,16,45
226,8,8
203,8,2
161,13,38
186,22,2
234,4,4
158,0,416
232,42,77
161,11,41
230,10,21
222,31,8
248,24,2
163,18,1
229,51,2
176,13,691
173,2,44
233,35,3
234,41,11
190,30,111
201,39,128
141,0,104
188,37,8
242,38,1
195,23,5
228,49,29
158,12,16
210,40,26
220,24,12
246,32,33
157,10,10
158,7,12
182,3,25
160,12,55
251,33,212
191,27,27
198,32,1
237,17,10
187,13,4
224,8,3
168,13,10
178,27,13
182,22,40
223,4,1
