x,y,pp,ra,rp
60,40,3237,2298,
61,39,3237,2298,70
61,40,3237,2298,70
61,41,3237,2298,70
61,42,3237,2298,70
62,39,3237,2298,70
62,40,3237,2298,70
62,41,3237,2298,70
62,42,3237,2298,70
63,40,3237,2298,70
63,41,3237,2298,70
88,1,13828,12355,89
88,2,13828,12355,89
89,0,13828,12355,89
89,1,13828,12355,89
89,2,13828,12355,89
90,0,13828,12355,89
90,2,13828,12355,89
90,3,13828,12355,89
91,0,13828,12355,89
91,1,13828,12355,89
91,2,13828,12355,89
91,3,13828,12355,89
98,0,8527,6913,81
99,0,8527,6912,81
104,4,4025,3861,95
104,5,4025,3861,95
104,6,4025,3861,95
105,4,4025,3861,95
105,5,4025,3861,95
105,6,4025,3861,95
106,4,4025,3861,95
106,5,4025,3861,95
