x,y,2006,2011,2018
88,44,0,4,2
88,45,14,145,125
88,46,26,132,96
88,111,0,19,20
88,112,873,805,690
88,114,19,43,34
88,115,64,161,136
88,116,451,332,266
88,118,21,0,0
88,91,0,25,21
88,92,16,62,53
88,119,98,0,0
88,93,321,291,275
88,50,318,0,0
88,94,623,889,767
88,95,47,42,36
88,96,28,4,4
88,97,9,2,2
88,98,156,325,286
88,11,0,89,79
88,55,0,38,31
88,12,0,154,90
88,56,0,10,8
88,13,71,2,2
88,57,0,47,45
88,14,0,9,8
88,58,0,86,74
88,59,0,252,224
88,18,0,18,15
88,122,0,0,9
88,123,382,289,228
88,124,291,394,334
88,4,39,137,112
88,125,484,279,228
88,126,0,0,14
88,5,528,393,338
88,6,345,164,346
88,127,0,66,59
88,8,0,1,1
88,60,948,88,75
88,61,0,13,11
88,62,0,42,35
88,63,0,55,46
88,22,0,2,2
88,23,0,12,9
88,25,0,17,14
88,69,0,8,8
88,26,576,194,155
88,27,134,122,97
88,28,248,138,99
88,29,111,357,184
88,30,7,72,98
88,75,0,5,5
88,32,0,31,29
88,76,0,31,33
88,77,0,208,225
88,33,0,97,90
88,34,29,70,2
88,78,0,104,112
88,79,0,41,44
88,35,0,3,3
88,36,0,87,80
88,37,382,172,132
88,38,0,34,31
88,100,594,440,387
88,103,5,58,59
88,104,0,0,5
88,105,100,265,236
88,107,154,119,100
88,81,0,4,4
88,108,0,8,7
88,82,3,33,32
88,83,141,385,394
88,84,376,424,432
88,85,160,14,13
88,41,0,42,16
88,86,0,1,1
88,42,36,96,70
88,43,139,275,239
89,44,65,23,17
89,45,68,21,17
89,46,264,154,121
89,47,0,20,19
89,48,0,61,58
89,49,0,19,18
89,112,738,852,728
89,113,26,22,17
89,115,356,396,312
89,116,59,32,25
89,94,26,15,13
89,50,0,44,13
89,51,0,35,34
89,95,0,149,142
89,96,232,67,59
89,97,25,9,8
89,98,1021,373,329
89,11,0,28,25
89,55,0,51,41
89,56,0,23,20
89,12,821,146,159
89,57,0,79,75
89,13,28,0,0
89,58,0,70,66
89,14,0,12,11
89,59,0,167,147
89,18,0,14,10
89,125,34,152,120
89,5,179,338,99
89,126,113,99,78
89,127,256,324,256
89,6,816,281,162
89,60,0,157,145
89,61,0,89,84
89,62,0,142,135
89,23,0,8,7
89,69,0,7,7
89,26,173,82,65
89,27,0,16,8
89,28,0,259,136
89,29,1535,1265,659
89,30,32,202,104
89,75,0,19,20
89,31,384,133,60
89,76,0,77,83
89,32,211,137,115
89,33,0,12,10
89,77,0,104,112
89,78,0,79,86
89,34,310,89,87
89,79,634,241,260
89,36,0,9,8
89,37,0,32,29
89,100,65,131,114
89,101,0,15,13
89,103,718,673,654
89,104,134,58,61
89,105,328,326,288
89,106,16,0,0
89,107,211,212,178
89,80,198,24,26
89,108,66,65,60
89,109,478,465,390
89,82,322,195,193
89,83,133,58,56
89,84,208,181,174
89,42,325,474,377
89,43,1193,543,419
110,49,0,2,2
110,110,0,23,1
110,111,0,29,27
110,112,11,15,15
110,113,78,106,101
110,115,0,264,231
110,116,369,208,195
110,91,299,206,181
110,118,0,1,1
110,92,258,308,281
110,119,0,66,58
110,93,1,28,25
110,50,0,19,17
110,94,0,30,26
110,51,940,47,43
110,95,0,76,70
110,96,391,296,237
110,52,0,56,51
110,97,28,8,8
110,98,70,170,178
110,10,0,52,44
110,99,0,4,4
110,11,0,44,37
110,12,0,70,60
110,13,0,36,29
110,57,0,2,2
110,58,4,67,67
110,59,190,167,167
110,16,0,59,46
110,17,0,11,9
110,18,0,1,4
110,19,41,145,141
110,120,0,91,80
110,121,0,64,54
110,122,0,14,15
110,123,0,8,9
110,124,0,248,295
110,125,0,151,11
110,126,69,281,89
110,6,328,41,34
110,127,670,944,949
110,7,261,42,36
110,8,51,5,2
110,9,319,88,81
110,60,0,6,6
110,62,0,106,92
110,63,0,52,45
110,20,203,295,258
110,21,332,559,499
110,22,253,74,65
110,23,44,312,247
110,24,191,239,224
110,68,0,10,10
110,69,0,9,9
110,25,90,327,259
110,27,5140,4592,4645
110,28,7538,9944,9915
110,29,577,3,150
110,70,0,30,31
110,71,0,38,39
110,72,0,3,3
110,73,0,4,3
110,31,173,1095,934
110,75,31,59,52
110,32,1876,1016,865
110,33,105,20,17
110,77,303,226,217
110,78,487,354,483
110,34,0,17,14
110,35,0,20,17
110,79,1166,919,1138
110,36,0,22,19
110,37,0,25,22
110,38,0,5,4
110,100,80,37,39
110,101,102,95,93
110,102,0,49,34
110,103,1,24,21
110,104,644,230,201
110,105,177,108,117
110,106,75,90,78
110,107,78,157,102
110,108,56,33,2
110,81,0,1,1
110,82,0,59,106
110,109,0,2,2
110,83,18,412,425
110,41,0,41,12
110,42,92,531,483
110,86,216,122,116
110,43,0,1,1
110,87,0,45,23
111,49,0,35,38
111,110,224,180,172
111,111,299,240,224
111,112,0,208,90
111,113,51,87,86
111,114,50,90,87
111,116,0,61,53
111,118,0,12,11
111,92,462,229,233
111,119,0,96,94
111,93,111,5,4
111,50,0,28,29
111,94,0,9,8
111,51,0,51,47
111,95,0,21,20
111,52,0,33,31
111,96,0,5,5
111,97,0,88,142
111,53,0,2,2
111,10,116,185,157
111,54,0,33,31
111,98,593,321,278
111,11,0,170,144
111,99,200,146,189
111,55,0,2,2
111,56,0,18,18
111,12,1,0,0
111,13,0,11,9
111,14,0,17,13
111,15,0,20,16
111,16,0,90,71
111,17,0,23,18
111,18,0,5,4
111,19,2,4,3
111,120,0,29,34
111,121,0,2,2
111,122,0,218,52
111,123,0,369,149
111,124,0,212,257
111,125,64,63,84
111,126,0,186,167
111,127,267,169,172
111,6,0,47,41
111,7,251,183,158
111,8,850,609,527
111,9,509,523,445
111,63,0,94,81
111,64,0,19,16
111,20,85,85,74
111,21,223,60,52
111,22,405,278,241
111,23,91,28,21
111,24,0,6,5
111,25,717,301,246
111,26,1157,1048,832
111,27,2165,1491,1541
111,28,4949,1243,1251
111,29,1440,802,862
111,70,0,12,12
111,71,0,39,21
111,72,0,3,3
111,73,332,295,259
111,30,0,138,129
111,75,401,771,676
111,31,329,316,269
111,76,33,131,198
111,77,20,7,36
111,33,283,164,139
111,78,216,34,50
111,34,246,141,120
111,35,0,13,11
111,79,1694,1331,1956
111,36,0,71,62
111,37,0,41,36
111,38,0,8,7
111,39,0,5,4
111,100,112,74,77
111,101,91,114,19
111,102,0,33,8
111,104,0,188,149
111,105,94,17,3
111,106,0,5,4
111,81,1066,795,820
111,108,123,36,34
111,109,623,502,488
111,82,180,339,354
111,83,1284,738,808
111,40,0,2,2
111,41,559,370,301
111,42,272,75,71
111,86,0,114,118
111,87,0,22,22
111,43,1150,661,620
112,88,284,533,573
112,89,9,0,0
112,49,0,14,14
112,111,0,18,17
112,112,1416,970,947
112,113,17,0,0
112,114,0,7,7
112,115,125,77,74
112,116,0,66,57
112,117,0,2,2
112,90,111,272,232
112,91,393,337,290
112,118,0,14,13
112,119,0,96,110
112,92,242,225,228
112,93,0,2,2
112,50,0,34,36
112,95,0,2,2
112,96,403,543,547
112,52,0,15,14
112,53,0,35,33
112,97,0,4,4
112,98,195,117,122
112,54,0,48,46
112,10,0,5,4
112,99,0,13,13
112,55,0,33,33
112,56,0,22,22
112,57,0,15,33
112,58,0,33,28
112,15,0,43,33
112,59,0,120,104
112,16,0,21,16
112,17,0,5,5
112,18,0,10,9
112,19,0,21,18
112,120,0,130,157
112,121,0,12,15
112,0,43,32,29
112,122,2938,935,1195
112,123,764,135,279
112,124,0,300,366
112,125,0,202,244
112,126,0,262,64
112,127,0,59,52
112,6,0,15,13
112,7,661,1105,960
112,8,4,0,0
112,60,0,9,8
112,63,0,12,10
112,20,0,16,14
112,21,0,5,4
112,66,0,5,4
112,22,0,1,1
112,67,85,45,35
112,23,0,54,41
112,68,0,48,46
112,24,0,3,2
112,70,0,4,4
112,71,0,74,77
112,72,144,277,243
112,73,201,180,173
112,30,14,0,14
112,31,0,2,242
112,75,1166,1066,943
112,32,102,180,158
112,76,956,823,722
112,77,0,17,15
112,33,0,11,0
112,34,32,138,111
112,35,0,37,32
112,79,862,4234,6630
112,36,299,45,40
112,37,0,12,10
112,38,0,9,8
112,100,0,73,19
112,101,0,11,11
112,102,0,5,8
112,103,141,97,103
112,104,0,33,10
112,106,0,1,1
112,107,0,5,6
112,80,0,4,5
112,81,606,270,279
112,82,885,279,411
112,109,55,172,152
112,83,0,5,5
112,84,0,100,103
112,85,769,454,476
112,41,186,96,90
112,42,364,327,259
112,86,307,62,64
112,87,0,44,41
112,43,1174,146,137
113,88,246,125,138
113,89,127,115,97
113,45,0,15,13
113,49,0,97,103
113,110,55,398,317
113,112,1,2,6
113,113,84,2,2
113,114,98,85,55
113,116,0,43,38
113,117,0,194,173
113,90,304,101,86
113,91,177,145,129
113,118,0,68,60
113,119,0,74,67
113,92,71,252,241
113,50,0,6,6
113,95,0,57,8
113,96,226,145,138
113,53,0,18,18
113,54,0,46,43
113,99,0,17,16
113,55,0,80,79
113,56,0,35,34
113,57,0,44,39
113,58,0,89,78
113,15,0,13,10
113,59,206,346,321
113,16,0,127,112
113,17,0,35,30
113,120,0,145,171
113,121,0,16,19
113,0,734,270,284
113,122,0,206,84
113,123,0,302,75
113,124,0,83,77
113,125,0,30,36
113,126,0,71,86
113,127,0,172,124
113,6,96,179,189
113,7,976,453,392
113,8,31,47,0
113,60,879,370,323
113,62,260,141,122
113,65,0,6,5
113,66,0,33,25
113,67,47,1,1
113,23,110,201,161
113,24,526,247,195
113,68,67,154,151
113,69,20,49,48
113,25,0,13,10
113,27,0,7,6
113,28,835,933,797
113,29,186,101,87
113,70,1150,831,866
113,71,868,407,424
113,72,190,141,126
113,73,382,274,247
113,74,11,23,20
113,75,7,44,39
113,32,1751,606,516
113,33,1,45,40
113,77,0,3,2
113,78,4,692,1124
113,34,216,241,185
113,79,3542,13995,20392
113,39,0,27,26
113,100,0,129,55
113,101,0,90,23
113,103,0,43,41
113,104,41,108,119
113,105,386,147,159
113,106,0,84,87
113,80,837,651,986
113,107,878,565,629
113,108,0,160,28
113,82,879,2341,2416
113,109,11,99,107
113,83,0,13,49
113,84,268,252,322
113,85,0,6,12
113,42,86,135,121
113,86,378,780,941
113,43,493,242,173
114,88,520,418,443
114,45,0,217,193
114,89,35,0,0
114,49,0,3,3
114,110,201,58,49
114,112,0,9,8
114,113,0,10,10
114,114,0,1,1
114,115,303,171,153
114,116,0,21,19
114,90,2,0,3
114,117,0,271,148
114,91,3,9,8
114,92,0,1,1
114,119,0,61,61
114,93,0,68,58
114,50,0,60,64
114,94,0,15,14
114,95,49,164,222
114,51,0,26,28
114,52,0,14,15
114,53,0,7,7
114,97,0,51,49
114,54,0,4,4
114,99,0,17,1
114,55,0,11,11
114,56,0,97,95
114,57,0,80,79
114,58,0,56,49
114,59,0,53,47
114,120,0,120,93
114,0,2211,1121,1066
114,121,0,108,121
114,1,451,47,22
114,122,21,123,86
114,123,81,318,310
114,2,142,0,0
114,124,0,290,81
114,125,55,292,168
114,126,346,395,364
114,127,461,297,274
114,6,0,3,2
114,7,243,223,192
114,60,573,229,205
114,61,0,74,39
114,62,998,263,228
114,64,57,136,105
114,65,256,204,157
114,66,124,31,24
114,23,45,193,449
114,67,0,37,36
114,68,355,365,355
114,24,50,110,87
114,69,8,0,0
114,26,1,74,63
114,27,0,18,30
114,28,120,0,3
114,29,306,264,224
114,70,325,60,67
114,72,293,214,193
114,73,8,7,6
114,30,724,564,483
114,75,243,45,39
114,31,26,0,0
114,76,0,9,33
114,77,198,127,173
114,33,0,55,198
114,78,272,33,70
114,34,35,106,80
114,79,155,706,584
114,39,0,6,6
114,102,172,159,140
114,104,65,143,133
114,80,324,584,1053
114,81,110,833,886
114,108,0,11,9
114,82,2218,3934,5342
114,109,283,518,415
114,83,0,34,52
114,84,646,310,327
114,85,78,209,282
114,86,647,299,317
114,42,0,5,4
114,87,0,1,3
115,88,0,3,3
115,44,0,52,47
115,89,85,117,126
115,45,0,23,21
115,110,683,549,468
115,112,0,4,4
115,115,0,23,20
115,116,364,80,71
115,117,512,185,175
115,90,176,53,52
115,91,17,102,88
115,118,4,184,180
115,92,0,21,18
115,119,0,23,20
115,93,162,65,55
115,50,0,12,13
115,51,0,58,38
115,96,0,78,74
115,52,0,75,24
115,97,765,278,261
115,53,0,47,50
115,54,0,8,9
115,98,129,97,84
115,99,210,58,107
115,55,0,27,26
115,56,0,35,34
