x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,4,2,1.1,0.4,0,0,0.2,1.1,0.5,0.8,112.3,1
0,39,19,14,9,0,6,1,8,3,9,925,0
0,40,5,3.5,2.5,0,1.2,0.5,2.3,1.8,2.8,278.5,1
0,113,1,0.6,0.3,0,0.2,0.1,0.4,0.2,0.3,44.9,1
0,114,8,4.5,2.2,0,1.5,0.9,3,1.3,2.4,359.4,1
1,39,1,0.7,0.5,0,0.2,0.1,0.5,0.4,0.6,55.7,1
1,40,33,18,7,0,12,3,6,7,12,1464,0
1,72,4,2.8,1.8,0,2.2,0.6,0.6,1.4,2,202.4,1
1,114,12,6.7,3.3,0,2.2,1.4,4.5,2,3.6,539.2,1
1,115,6,3.3,1.7,0,1.1,0.7,2.2,1,1.8,269.6,1
2,5,1,0.6,0.2,0,0,0.1,0.6,0.2,0.4,56.2,1
2,39,6,4.2,3,0,1.5,0.6,2.7,2.1,3.3,334.2,1
2,40,24,16,11,0,8,2,8,3,10,901,0
2,41,1,0.7,0.5,0,0.2,0.1,0.5,0.4,0.6,55.7,1
2,71,1,0.7,0.4,0,0.5,0.2,0.2,0.4,0.5,50.6,1
2,72,14,9.8,6.3,0,7.7,2.1,2.1,4.9,7,708.4,1
2,115,12,6.7,3.3,0,2.2,1.4,4.5,2,3.6,539.2,1
2,116,2,1,0.5,0.1,0.4,0.1,0.6,0.2,0.6,61.5,1
3,7,1,0.6,0.2,0,0,0.1,0.6,0.2,0.4,56.2,1
4,69,2,1.4,0.9,0,0.9,0.1,0.5,0.4,0.8,80.4,1
4,70,12,8.2,5.2,0,5.2,0.8,3,2.2,4.5,482.2,1
4,120,2,0.9,0.2,0,0.3,0.1,0.6,0.1,0.6,79.1,1
5,122,2,0.9,0.2,0,0.3,0.1,0.6,0.1,0.6,79.1,1
6,120,10,4.4,0.9,0.2,1.5,0.7,2.9,0.7,3.1,395.7,1
6,121,1,0.4,0.1,0,0.1,0.1,0.3,0.1,0.3,39.6,1
7,104,8,4.7,2.2,0,3.3,0.6,1.4,1.9,2.5,259.3,1
7,120,2,0.9,0.2,0,0.3,0.1,0.6,0.1,0.6,79.1,1
8,34,4,2.1,1.1,0.1,1.3,0.5,0.8,0.6,1.2,141.1,1
8,35,1,0.5,0.3,0,0.3,0.1,0.2,0.1,0.3,35.3,1
8,103,21,12.3,5.8,0,8.7,1.4,3.6,5.1,6.5,680.7,1
8,104,47,21,5,1,18,2,3,7,15,1329,0
8,108,1,0.4,0.2,0.1,0.2,0.1,0.2,0.1,0.2,21.4,1
8,120,3,1.3,0.3,0.1,0.4,0.2,0.9,0.2,0.9,118.7,1
8,121,2,0.9,0.2,0,0.3,0.1,0.6,0.1,0.6,79.1,1
9,20,2,1.3,0.7,0,0.8,0.2,0.5,0.3,0.6,86,1
9,35,3,2.4,1.8,0,1.6,0.2,0.8,1.2,1.2,149.8,1
9,108,25,9.4,4.7,1.6,4.7,1.6,4.7,1.6,4.7,535.2,1
9,115,18,7.9,3.6,0,4.3,0.7,3.6,2.2,3.6,444.2,1
9,121,2,0.9,0.2,0,0.3,0.1,0.6,0.1,0.6,79.1,1
10,18,4,2.5,1.4,0,1.6,0.4,0.9,0.7,1.3,172.1,1
10,20,47,29.5,15.9,0,19.1,4.8,10.4,8,15.1,2021.8,1
10,21,9,5.5,2.5,0,2,0.5,3.5,1,4,458,1
10,28,7,3.8,1.9,0.2,2.4,0.9,1.4,1,2,246.9,1
10,35,9,7.2,5.4,0,4.8,0.6,2.4,3.6,3.6,449.4,1
10,81,16,7.5,2.7,0,2.4,1.2,5.1,3.3,5.4,622.5,1
