x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
124,110,85,160,148,179,23,116,34,44,364,47,236,81,182,185,19,120,42
124,111,110,174,223,230,18,167,36,55,467,52,325,86,244,237,23,158,50
125,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,107,125,238,290,313,37,230,43,79,626,79,446,96,313,306,42,211,47
125,108,128,225,289,300,27,200,37,84,647,83,450,96,280,333,22,235,45
125,109,1582,2985,4003,3811,523,2738,513,1289,8023,983,5713,1318,4075,4202,443,2959,769
125,110,220,423,522,598,71,452,31,130,1197,180,879,108,552,599,94,417,44
125,111,57,35,94,99,0,76,0,0,183,19,138,13,75,84,0,62,0
126,103,174,420,389,424,56,263,94,218,926,105,584,235,413,502,43,311,141
126,104,240,483,402,469,53,342,74,143,1022,109,705,199,501,533,56,348,125
126,105,106,227,267,280,52,195,33,55,593,99,410,84,327,313,47,215,51
126,106,876,1379,1560,1560,206,1110,239,427,3384,420,2278,677,1622,1816,209,1168,438
126,107,148,225,327,351,36,268,16,27,693,95,509,68,335,331,31,241,23
126,108,379,394,498,519,27,377,57,51,1075,134,746,171,437,556,36,363,79
126,109,256,340,446,481,52,363,34,58,970,127,705,116,457,484,63,332,47
126,110,164,251,364,364,44,264,38,96,758,98,550,96,341,378,45,266,52
127,99,65,148,90,124,7,88,29,49,264,26,167,71,124,140,19,79,42
127,100,846,1458,1648,1683,195,1247,222,498,3512,364,2495,642,1712,1829,160,1239,420
127,101,391,722,775,880,134,630,111,146,1768,254,1244,262,940,878,120,609,145
127,102,197,472,458,549,66,385,68,137,1101,148,775,173,558,544,52,383,80
127,103,373,798,1145,1111,174,816,100,313,2329,350,1712,252,1231,1197,156,871,146
127,104,1194,2849,3535,3526,535,2505,473,1380,7425,1028,5286,1104,3786,3899,493,2781,614
127,105,460,601,1003,954,144,701,89,182,1943,296,1402,226,941,967,134,685,116
127,106,230,321,515,495,71,363,48,71,1011,144,734,125,526,509,62,365,65
127,107,171,159,166,179,13,129,20,19,405,29,291,64,125,203,11,140,32
127,108,285,375,419,460,51,335,60,65,909,104,643,154,416,449,42,308,84
127,109,541,810,1236,1175,141,879,123,272,2410,297,1774,322,1199,1220,118,885,159
127,110,173,276,405,410,51,298,43,86,830,108,605,99,392,412,52,289,49
