x,y,clc
42,117,28
43,116,28
43,117,28
44,111,28
44,112,28
44,113,28
44,114,28
44,115,28
44,116,28
44,117,28
45,110,24
45,111,28
45,112,28
45,113,28
45,114,28
45,115,28
45,116,28
45,117,28
46,109,24
46,110,24
46,111,28
46,112,28
46,113,28
46,114,28
46,115,28
46,116,28
46,117,31
47,110,24
47,111,28
47,112,28
47,113,28
47,114,28
47,115,28
47,116,28
48,109,24
48,110,24
48,111,28
48,112,24
48,113,24
49,109,24
49,110,24
49,111,28
49,112,28
50,109,24
50,110,24
51,108,28
51,109,28
85,107,28
86,104,28
86,105,20
86,106,20
86,107,20
86,108,28
87,103,28
87,104,20
87,105,20
87,106,20
87,107,20
88,104,20
88,105,20
88,106,20
88,107,20
88,108,20
89,103,20
89,104,20
89,105,20
89,106,20
89,107,20
89,108,20
89,109,20
90,104,20
90,105,20
90,106,20
90,107,20
90,108,20
90,109,20
90,110,28
91,104,28
91,105,28
91,106,28
91,107,28
91,108,28
91,109,28
91,110,28
91,111,28
92,104,20
92,105,28
92,106,28
92,107,28
93,104,20
93,105,20
93,106,1
93,120,28
93,121,28
93,122,28
93,123,28
94,104,20
94,105,1
94,106,1
94,119,21
94,120,28
94,121,28
94,122,28
94,123,28
95,104,20
95,105,2
95,106,1
95,118,28
95,119,28
95,120,28
95,121,28
95,122,28
95,123,28
95,124,28
96,104,20
96,105,20
96,106,20
96,107,20
96,120,28
96,121,28
96,122,28
97,103,20
97,104,20
97,105,20
97,106,20
97,107,20
97,120,28
98,102,20
98,103,20
98,104,20
98,105,20
98,106,20
99,100,20
99,101,20
99,102,20
99,103,20
99,104,20
100,101,20
100,102,20
100,103,20
101,102,20
101,103,20
113,77,1
113,78,1
113,79,1
113,97,38
113,98,38
114,76,1
114,77,1
114,78,1
114,79,1
114,96,38
114,97,38
114,98,38
115,75,5
115,76,1
115,77,1
115,78,1
115,79,1
115,92,38
115,93,38
115,94,38
115,95,38
115,96,38
115,97,38
115,98,38
115,99,38
116,74,2
116,75,2
116,76,2
116,77,2
116,78,32
116,79,1
116,90,24
116,91,24
116,94,38
116,100,38
117,73,2
117,74,2
117,75,2
117,76,2
117,77,32
117,78,32
117,79,32
117,100,38
117,101,38
118,72,15
118,73,2
118,74,2
118,75,2
118,76,2
118,77,2
118,78,32
118,79,2
118,80,20
118,101,38
118,102,38
119,69,2
119,70,15
119,71,15
119,72,20
119,73,20
119,74,20
119,75,2
119,76,2
119,77,20
119,78,20
119,79,20
119,80,20
119,81,20
119,101,38
119,102,15
119,103,15
120,67,2
120,68,2
120,69,2
120,70,2
120,71,20
120,72,20
120,73,20
120,74,20
120,75,20
120,76,20
120,77,20
120,78,20
120,79,20
120,80,20
120,81,20
120,82,20
120,83,15
120,84,20
