x,y,val
1,10,233
0,7,13618
14,7,26880
13,5,23207
6,4,2414
12,6,886
2,4,1580
13,3,128721
2,8,4935
11,4,5747
11,8,13522
13,8,6249
5,3,4300
4,2,1421
12,4,1174
5,5,5441
3,13,12131
3,1,1921
6,6,78
13,7,13939
15,2,1983
14,3,62645
8,3,69
14,9,8
4,0,2032
13,4,44130
2,9,1710
8,8,1382
8,2,3056
9,0,14037
3,12,28131
4,13,3
5,0,8186
1,13,1024
7,7,69091
7,8,426
1,5,9358
12,5,32124
5,11,72517
15,6,20023
9,1,6922
3,2,2578
15,3,23589
4,8,1397
1,4,62592
7,9,1872
7,1,121
9,7,26361
4,12,93402
4,9,38
9,4,16942
6,3,3875
2,7,1560
12,10,354
11,10,39844
1,8,12038
0,8,4735
0,15,199
3,6,138
9,6,699
14,6,43869
13,9,51631
15,5,10774
1,7,3845
8,11,33998
6,8,106
2,1,3309
9,3,308
4,11,27113
0,2,5764
4,4,5795
0,12,11721
0,3,2887
5,1,1095
15,8,610
5,12,23151
1,14,413
14,5,5135
8,9,36266
8,1,7479
3,4,2452
7,3,7707
7,4,4042
1,0,2366
1,12,336
1,11,55088
3,11,30127
5,6,1096
7,2,5983
8,6,374
6,1,181
9,8,33494
0,14,100
14,2,2675
9,10,234124
3,3,1921
0,0,8794
10,8,7447
14,8,28052
0,4,10880
0,5,12311
10,1,18
9,9,24968
6,2,94
2,5,3424
0,1,7427
5,4,1604
0,13,370
6,5,171
10,2,981
11,5,34074
5,8,234
1,3,3724
7,0,9267
8,0,3545
15,4,42307
8,5,34686
2,10,287
1,1,10679
1,9,1489
9,5,14946
10,9,49727
2,2,1984
6,9,727
11,6,1517
9,2,19870
8,4,9888
2,6,6376
2,12,153
3,7,5818
5,9,340
4,6,4056
10,7,26174
11,7,991
12,7,19868
6,11,54733
2,0,6334
10,3,5919
3,0,2380
6,12,33295
6,7,43004
15,7,10257
10,4,576
5,2,4581
7,10,29185
9,11,23899
4,3,2496
5,10,3931
4,10,106
3,8,6731
0,11,10441
10,10,136391
7,11,60597
10,5,14033
1,6,5491
11,3,1012
1,2,753
6,10,68971
14,4,9436
2,3,1780
3,10,240
13,6,3037
8,10,66986
12,8,45584
1,15,54914
7,6,689
4,1,2037
11,9,28129
10,6,926
6,0,121
3,9,9254
0,6,5106
5,7,222
7,5,24165
0,9,12292
8,7,282
4,7,30
4,5,384
3,5,4873
2,13,2528
0,10,498
2,11,251
12,9,29989
