x,y,val
6,8,106
29,26,1617
14,7,26880
3,9,9254
14,30,740
31,23,18416
2,6,6376
23,3,860
5,1,1095
31,28,1433
9,5,14946
4,4,5795
12,5,32124
1,10,233
0,5,12311
0,1,7427
2,1,3309
10,3,5919
14,6,43869
3,7,5818
21,5,233
31,17,3969
6,3,3875
1,7,3845
2,31,2063
30,26,2544
30,25,8729
31,8,2963
11,7,991
30,21,5032
13,3,128721
11,31,869
30,28,489
10,4,576
8,0,3545
9,1,6922
4,10,106
1,11,55088
0,14,100
10,9,49727
8,4,9888
0,4,10880
12,9,29989
21,4,2382
14,31,317
1,0,2366
5,11,72517
18,5,27696
2,3,1780
15,3,23589
3,10,240
5,3,4300
15,2,1983
24,2,354
17,6,28062
10,6,926
13,4,44130
31,22,18351
16,4,33870
1,6,5491
1,3,3724
6,0,121
12,4,1174
20,4,38811
7,9,1872
9,2,19870
3,4,2452
18,6,811
8,6,374
7,2,5983
13,6,3037
19,2,6735
0,19,1242
1,30,16
8,11,33998
6,10,68971
31,15,136319
1,2,753
0,16,392
23,2,9719
9,8,33494
7,7,69091
23,0,35762
3,13,12131
2,4,1580
4,6,4056
6,11,54733
9,30,9
11,8,13522
21,26,348
1,12,336
15,8,610
18,28,30129
0,11,10441
22,26,83
3,2,2578
9,3,308
10,1,18
18,3,11680
18,7,4
5,12,23151
5,0,8186
31,19,279
12,29,317
16,5,4655
31,7,1569
0,12,11721
30,24,16717
7,10,29185
13,7,13939
31,11,5
0,7,13618
14,2,2675
11,5,34074
1,14,413
29,21,358
13,30,517
12,10,354
17,29,1762
8,28,299
31,13,2147
11,10,39844
16,30,954
7,31,1325
15,28,45
4,9,38
4,12,93402
0,3,2887
13,8,6249
7,28,4
20,5,478
16,2,7825
14,9,8
15,5,10774
6,7,43004
14,5,5135
5,9,340
6,6,78
30,27,708
21,2,22651
22,1,40285
4,8,1397
11,9,28129
8,10,66986
5,6,1096
17,7,1104
19,27,469
10,8,7447
17,28,237
31,24,9783
31,12,1007
2,17,36
15,6,20023
24,1,9411
6,31,2976
20,28,508
31,26,509
1,13,1024
23,1,24485
3,8,6731
1,15,54914
5,10,3931
30,23,86259
10,2,981
5,7,222
22,4,1621
0,2,5764
2,8,4935
11,6,1517
7,4,4042
2,12,153
10,10,136391
2,7,1560
30,16,22
6,4,2414
5,4,1604
17,2,1062
14,29,389
31,9,2144
2,5,3424
29,25,4822
20,3,46116
4,0,2032
15,4,42307
21,1,46444
31,25,638
3,17,76
22,0,3690
18,2,476
17,3,33294
0,18,5290
4,13,3
31,27,313
6,30,152
0,9,12292
21,27,1534
2,19,4230
22,3,20703
5,2,4581
31,10,231
6,1,181
12,7,19868
8,5,34686
6,2,94
1,8,12038
22,2,22908
2,10,287
9,10,234124
6,5,171
30,22,7843
15,29,80
2,0,6334
9,7,26361
16,7,27706
7,0,9267
1,31,1386
3,5,4873
4,5,384
4,7,30
13,5,23207
6,12,33295
3,1,1921
10,30,815
7,30,3310
4,11,27113
2,18,230
0,6,5106
11,3,1012
8,8,1382
31,20,1897
14,3,62645
31,21,4585
7,6,689
0,17,7374
19,5,3768
18,4,438
14,8,28052
15,7,10257
1,9,1489
19,28,11079
2,13,2528
9,4,16942
1,1,10679
31,14,728
7,5,24165
15,31,349
8,1,7479
2,9,1710
31,16,14591
5,8,234
2,2,1984
3,0,2380
10,31,7412
8,3,69
18,29,10152
3,6,138
17,5,15197
14,4,9436
1,16,13240
29,27,8
19,1,410
20,27,2890
8,30,1525
20,0,22572
8,2,3056
10,5,14033
1,4,62592
0,15,199
3,3,1921
16,31,35
13,9,51631
0,13,370
12,8,45584
9,9,24968
20,1,30002
11,4,5747
3,31,24
1,5,9358
21,0,43883
24,0,10100
29,22,757
13,29,265
20,2,38248
17,4,31838
19,3,22379
31,18,823
10,7,26174
3,12,28131
4,2,1421
7,3,7707
8,7,282
19,6,84175
2,16,6316
31,29,678
15,30,1450
3,11,30127
12,6,886
3,19,160
4,1,2037
1,19,2418
7,1,121
2,11,251
31,6,11
21,3,124261
9,31,1041
4,3,2496
9,6,699
3,18,12776
0,10,498
13,31,1031
16,6,15280
12,31,1234
16,3,21108
6,9,727
9,11,23899
29,23,742
8,29,489
1,18,11181
7,11,60597
0,0,8794
8,31,12
5,5,5441
7,8,426
9,0,14037
19,4,14535
0,8,4735
16,29,623
20,6,14
8,9,36266
