x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
69,41,14,0,13,6,2,6,8,0,4,1,0,1,5,0,1,4,3,6,15,0,89
69,42,14,0,27,2,4,15,39,6,13,2,0,2,10,2,2,5,2,8,19,0,172
69,43,9,1,19,1,6,14,34,1,5,1,0,0,6,1,2,2,2,9,11,0,124
70,20,0,0,7,1,2,9,24,3,16,3,0,5,18,14,3,4,7,11,20,0,147
70,21,3,0,3,0,0,3,7,4,11,0,0,3,1,0,0,0,0,1,2,0,38
70,22,3,0,2,0,2,5,9,0,18,0,1,2,3,5,1,2,0,4,11,0,68
70,23,3,0,53,2,6,60,99,17,126,18,3,25,42,48,5,9,7,32,45,0,600
70,24,5,1,23,1,1,48,39,17,8,2,1,1,11,2,4,5,0,3,13,0,185
70,37,11,1,52,1,5,25,54,5,9,10,4,1,28,4,7,16,10,11,37,0,291
70,38,3,1,11,0,0,7,14,0,1,1,0,0,3,0,2,2,6,0,11,0,62
70,39,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
70,40,2,0,2,2,1,3,0,0,0,0,0,0,1,0,1,2,1,0,2,0,17
70,41,4,0,1,1,1,4,6,0,1,0,0,1,2,0,0,0,1,3,2,0,27
70,42,34,1,60,7,6,44,125,19,28,18,3,5,57,8,11,20,22,33,65,1,567
70,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
71,20,0,1,2,0,2,4,4,1,8,1,0,2,0,2,1,0,0,3,11,0,42
71,21,6,0,8,0,3,3,17,2,8,0,1,4,7,4,2,3,1,3,13,0,85
71,22,1,0,2,0,0,13,10,1,33,0,0,3,3,9,2,3,0,5,17,0,102
71,23,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
71,24,1,0,24,0,3,42,62,12,20,8,0,3,15,6,6,14,9,9,23,0,257
71,36,1,0,1,0,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,11
71,37,7,0,12,1,1,3,4,0,1,0,0,0,4,0,1,4,1,0,4,0,43
71,38,4,0,9,1,0,8,10,6,0,0,0,0,2,0,1,1,0,2,2,0,46
71,39,3,0,4,0,0,4,0,0,2,1,0,0,2,2,0,1,1,1,3,0,24
71,40,6,0,7,4,0,2,3,1,2,1,0,0,0,0,1,2,0,1,4,0,34
71,41,8,0,7,0,0,5,20,3,4,1,0,0,5,0,0,1,0,1,5,0,60
71,42,6,0,3,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,3,0,20
72,19,0,0,0,0,0,1,2,2,5,1,0,0,0,0,0,0,0,1,3,0,15
72,20,3,0,8,0,0,4,1,2,3,1,0,0,0,4,1,1,0,2,5,0,35
72,21,6,1,19,2,2,18,35,23,10,4,1,2,13,5,3,7,7,12,26,0,196
72,22,4,0,18,0,2,16,26,1,6,1,0,1,4,0,2,5,2,7,20,0,115
72,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
72,37,7,0,19,1,0,9,14,4,6,1,1,0,6,1,3,4,1,5,17,0,99
72,38,17,0,83,2,7,51,131,24,38,25,2,5,83,9,12,28,26,36,93,0,672
72,39,2,1,17,0,2,5,9,3,10,3,0,0,5,2,2,4,1,1,18,0,85
72,40,3,0,9,0,0,5,3,2,0,1,0,0,0,0,2,1,0,3,6,0,35
72,41,23,0,39,3,2,16,46,9,8,3,2,0,26,0,6,12,8,15,31,0,249
72,42,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,2,0,12
73,19,1,0,1,0,2,1,1,1,4,1,0,0,1,3,2,1,0,0,3,0,22
73,20,3,1,2,0,0,2,2,0,10,1,0,0,1,3,0,0,0,1,3,0,29
73,21,22,2,44,2,10,54,133,17,23,6,0,6,35,8,8,16,14,34,53,0,487
73,22,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,8
