x,y,val
15,5,6825
9,6,4516
10,9,843
12,7,4819
0,6,1405
10,7,2853
1,3,159
7,15,4598
2,1,1264
11,14,4371
1,5,5469
14,13,4484
1,11,1201
12,6,6397
2,2,750
14,4,3596
12,12,2411
6,1,3563
8,9,9407
13,11,5055
5,1,3427
14,3,11
8,6,7937
3,1,2758
1,1,3455
5,10,1208
12,9,4379
11,5,1106
0,10,1566
2,10,1264
6,0,1470
10,8,1578
14,15,40023
11,11,2862
12,11,6758
1,15,1310
4,12,125
8,5,845
14,6,4206
2,9,509
5,13,417
3,4,4468
15,4,168
0,2,328
15,10,4560
13,1,1038
8,7,27745
2,6,2128
14,14,23392
9,9,4455
0,0,10187
3,3,3156
1,9,1716
14,10,52339
5,4,8324
13,4,463
0,4,1607
12,4,127
9,7,1765
9,10,8369
10,5,3394
7,7,2656
5,2,1937
10,11,2025
4,15,1161
0,1,5454
1,8,3485
0,15,609
2,7,2993
4,4,61160
5,11,5263
9,14,57893
13,5,20508
6,7,346
6,9,383
9,13,2125
1,6,1589
9,11,21452
0,14,44
3,8,5086
0,5,1843
4,10,8253
6,6,4855
7,13,2888
13,12,26575
10,10,17452
0,11,3359
6,4,2766
2,3,861
7,11,747
5,12,236
7,6,5917
14,0,51
5,5,4756
6,13,997
5,14,1220
15,6,10513
12,13,8970
11,13,17407
7,5,19618
14,11,7031
8,13,4260
4,7,389
4,3,3945
15,2,3281
6,2,590
6,10,582
2,8,16137
13,14,4078
6,11,1370
4,1,3912
7,10,415
15,12,2417
6,8,2632
3,6,3913
2,15,1923
11,15,7107
2,14,859
2,12,2731
13,13,6569
1,12,1308
2,11,3741
4,8,438
10,6,6589
10,15,5015
13,15,6640
6,5,21161
3,15,3174
7,1,3419
3,7,3366
15,7,2163
4,5,17268
3,14,2386
2,13,389
10,12,13230
15,14,8985
13,8,3486
4,6,3655
1,13,16
6,14,2916
8,14,6788
8,0,11881
3,11,6211
5,6,1523
5,9,414
12,2,1323
15,8,2501
10,13,7926
5,8,5414
11,8,2707
11,12,2373
7,3,5
0,9,3910
4,14,2160
3,5,60651
1,10,147
10,0,18
12,15,4271
2,4,501
15,9,1528
13,6,151558
8,15,3258
14,8,986
12,5,9089
7,8,1990
13,10,7075
13,9,7878
8,10,4542
5,7,991
9,5,4563
7,12,1521
6,3,633
7,9,3586
15,1,4695
11,7,1115
0,12,231
2,5,2289
15,0,4025
4,0,13
0,7,317
4,9,1756
5,3,3457
8,1,49438
0,8,2412
1,7,575
11,10,10920
9,15,1153
12,1,531
12,10,2479
3,10,1766
1,2,572
4,11,9642
15,11,8614
15,13,4168
10,14,20919
6,15,25626
1,0,1341
14,12,6206
14,7,3961
7,4,158
15,3,2721
9,8,5519
9,12,7487
14,5,9915
15,15,120181
11,9,3847
14,1,1247
1,4,188
3,12,1743
8,12,1312
4,2,13249
8,8,64548
6,12,1511
12,14,3511
12,8,1544
0,13,4
11,6,6025
9,4,195
3,9,2142
5,15,8150
8,11,3602
7,0,46882
13,7,6216
7,14,1884
3,2,2475
14,9,1210
