x,y,val
8,8,8
13,9,7623
1,7,1662
7,11,5473
4,3,442
6,15,3668
12,10,1659
11,13,7507
15,8,7030
9,0,2053
0,9,1095
4,9,394
11,1,1898
0,8,4602
8,7,2986
2,11,6104
2,1,1099
15,10,6369
0,4,1070
9,12,1993
7,12,10159
12,14,5227
9,3,1
10,10,6442
5,14,12284
11,15,2373
5,12,21450
9,8,2366
8,12,2410
7,10,28391
14,13,14638
8,3,8572
13,0,1272
12,12,31254
10,8,6061
8,4,1999
12,15,4234
5,15,3474
0,0,2785
4,13,1667
3,13,590
2,10,1424
9,9,3623
4,14,2723
11,12,10651
2,7,58
1,1,281
8,2,2943
10,5,6200
9,15,11023
14,12,12704
8,5,855
5,1,732
10,2,1003
2,13,39
15,15,605
1,6,1104
13,1,5070
7,7,307
1,4,14423
14,15,1596
9,11,20512
10,9,3830
5,6,2689
11,8,3199
2,5,572
15,14,1337
11,9,1477
10,4,371
7,8,1430
14,2,597
5,13,1533
8,6,726
7,4,1859
8,14,4845
10,13,11759
3,11,2417
8,1,1562
1,8,1670
3,9,35692
7,1,3039
11,3,2825
0,10,444
3,8,2965
1,13,407
7,5,2244
9,13,4923
4,5,2631
5,9,19
0,11,19947
0,3,836
1,0,885
7,15,404
15,12,2227
4,6,40255
10,11,3724
5,11,765
12,0,1414
6,0,205
2,8,2744
6,3,3600
1,11,2244
3,2,1383
1,5,1715
10,15,940
2,12,1131
5,2,3918
8,15,592
13,3,1001
1,12,4852
0,12,2520
6,12,12931
10,7,63932
11,6,38
0,6,2904
14,8,464
3,4,1047
14,14,505
4,10,407
7,0,1642
12,13,5427
4,12,1101
11,14,2145
7,9,30813
10,3,1982
0,7,1768
4,11,961
4,2,286
1,2,261
6,6,6515
5,5,1569
12,1,1115
11,5,3945
9,7,4629
6,9,339
6,10,16668
6,14,2203
6,13,2748
9,10,8413
8,10,5886
5,0,364
12,3,898
6,8,621
15,9,2903
14,1,535
11,2,5473
0,2,270
10,6,4565
15,13,1341
6,11,10850
7,14,8
14,9,3780
8,11,8075
13,11,235166
15,0,423
5,8,2534
3,5,62
4,15,105
6,7,234
14,10,15943
2,4,717
10,0,147503
1,3,774
3,0,9775
3,7,596
9,14,4265
11,7,4349
12,4,1639
1,10,2034
6,1,1910
0,13,502
9,2,2378
11,4,4265
1,9,2311
5,4,979
11,11,13296
5,3,509
11,0,6654
7,6,44
2,0,691
14,11,38800
2,3,1309
10,12,8199
3,6,2374
8,9,2188
15,11,1123
8,13,34853
2,2,103
9,4,792
2,9,1970
13,15,755
13,13,34020
12,2,637
0,1,791
3,12,1796
13,12,544496
7,13,4517
4,8,192
9,1,13106
13,14,3956
13,10,43084
4,7,16770
9,6,2255
10,1,11068
6,5,2365
0,5,2044
3,3,595
14,0,141
10,14,3362
5,7,1509
4,1,904
13,2,1291
2,6,7637
7,3,1233
4,0,1183
3,10,4125
4,4,51
3,1,1124
5,10,119
6,4,2160
7,2,2098
