x,y,dlt,tcd
0,100,,26
0,101,1,74
0,102,1,78
0,103,1,79
0,104,1,77
0,105,,5
0,119,,1
1,100,,4
1,101,1,75
1,102,1,79
1,103,1,84
1,104,1,81
1,105,,1
2,101,1,58
2,102,1,81
2,103,1,87
2,104,1,79
2,116,,5
2,117,,3
3,101,,24
3,102,1,76
3,103,1,87
3,104,1,46
4,102,,1
4,103,,18
4,104,,4
4,115,,14
5,115,,10
6,73,,11
6,74,,15
6,75,,1
6,76,1,60
6,77,1,64
6,78,,19
6,115,,3
6,116,,10
6,117,,9
6,118,,7
7,72,1,71
7,73,1,87
7,74,1,84
7,75,,18
7,76,1,76
7,77,1,77
7,78,1,54
7,112,,7
7,118,,2
8,72,,35
8,73,,33
8,74,,22
8,75,1,64
8,76,1,80
8,77,1,81
8,78,1,73
8,79,1,41
8,80,1,37
8,81,,26
8,100,,10
8,101,,6
8,111,,8
8,112,,25
8,116,,6
8,117,,14
8,118,,6
8,119,,1
9,74,,1
9,75,1,72
9,76,1,81
9,77,1,77
9,78,1,73
9,79,1,70
9,80,1,70
9,81,1,64
9,82,,3
9,100,,10
9,101,1,42
9,111,1,30
9,112,,26
9,116,,10
9,117,,8
9,118,,11
9,119,,3
9,126,,1
10,75,,9
10,76,1,77
10,77,1,75
10,78,1,71
10,79,1,70
10,80,1,68
10,81,,30
10,82,,9
10,88,,3
10,89,,1
10,111,1,42
10,112,,42
10,113,,1
10,115,,2
10,116,,1
10,119,,2
11,76,1,56
11,77,1,66
11,78,1,58
11,79,1,61
11,80,1,68
11,81,1,66
11,82,1,52
11,88,,1
11,89,,3
11,111,,26
11,112,,30
11,114,,1
11,115,,1
12,76,,31
12,77,1,79
12,78,1,73
12,79,1,73
12,80,1,73
12,81,1,72
12,82,1,68
12,83,,10
12,87,,7
12,88,1,38
12,89,1,43
12,110,,2
12,111,,19
12,114,,1
12,118,,6
12,119,,26
12,120,,2
13,76,,10
13,77,1,74
13,78,1,73
13,79,1,73
13,80,1,77
13,81,1,76
13,82,1,68
13,83,1,43
13,86,1,46
13,87,1,70
13,88,1,70
13,89,1,74
13,90,,13
13,110,,3
13,111,,5
13,114,,1
13,118,,2
13,119,,2
14,76,,1
14,77,1,74
14,78,1,76
14,79,1,76
14,80,1,80
14,81,1,78
14,82,1,72
14,83,1,68
14,84,,5
14,86,1,40
14,87,1,72
14,88,1,73
14,89,1,78
14,90,1,43
14,101,,7
14,102,,1
14,103,,3
14,104,,11
14,114,,2
15,73,,1
15,77,1,53
15,78,1,78
15,79,1,75
15,80,1,74
15,81,1,75
15,82,1,71
15,83,1,77
15,84,,21
15,86,,3
15,87,1,36
15,88,1,81
15,89,1,81
15,90,1,72
15,91,,7
15,100,,26
15,101,1,72
15,102,,4
15,103,,23
15,104,1,67
15,105,,12
15,110,,22
15,111,,19
15,117,,1
15,118,,1
16,72,,21
16,73,1,40
16,74,,2
16,77,1,56
16,78,1,77
16,79,1,76
16,80,1,75
16,81,1,74
16,82,1,71
16,83,1,38
16,84,,2
16,88,1,63
16,89,1,79
16,90,1,78
16,91,,32
16,100,1,59
16,101,1,82
16,102,1,72
16,103,1,52
16,104,1,75
16,105,,3
16,110,1,43
16,111,,23
16,112,,26
16,114,,1
16,115,,1
16,116,,11
16,118,,5
17,72,1,71
17,73,1,82
17,74,1,62
17,75,,18
17,77,1,68
17,78,1,74
17,79,1,76
17,80,1,75
17,81,1,62
17,82,,20
17,87,,7
17,88,1,55
17,89,1,78
17,90,1,78
17,91,1,62
17,100,1,76
17,101,1,82
17,102,1,42
17,103,,1
17,104,,28
17,110,,26
17,111,,10
17,112,1,46
17,113,,3
17,117,,29
17,118,,8
18,72,1,85
18,73,1,84
18,74,1,80
18,75,1,78
18,76,,24
18,77,1,62
18,78,1,73
18,79,,26
18,80,1,48
18,81,,12
18,87,,9
18,88,,31
18,89,1,68
18,90,1,77
18,91,1,76
18,92,,6
18,100,1,77
18,101,2,84
18,102,,14
18,109,,11
18,110,1,35
18,111,,18
18,112,1,27
18,117,,4
19,72,1,65
19,73,1,82
19,74,1,79
19,75,1,79
19,76,1,65
19,77,,19
19,78,,26
19,88,,7
19,89,,6
19,90,1,65
19,91,1,67
19,92,,25
19,100,1,67
19,101,1,52
19,102,,15
19,109,1,33
19,110,1,50
19,111,,1
19,112,,9
20,72,,5
20,73,1,67
20,74,1,76
20,75,1,51
20,76,,4
20,77,,1
20,87,,1
20,88,,4
20,90,,5
20,91,,1
20,108,,1
20,109,,23
20,110,,10
20,111,,15
20,114,,1
20,115,,1
21,73,,21
21,74,1,44
21,108,,18
21,109,,12
21,110,,1
22,78,,1
22,81,,1
22,108,,9
22,109,,1
22,110,,11
23,109,,12
23,110,,3
23,111,,8
23,115,,3
23,116,,2
24,80,1,65
24,81,,12
24,109,,8
24,112,,5
24,114,,23
24,115,,8
25,79,,1
25,80,,21
25,81,,3
25,107,,1
25,108,,2
25,109,,7
25,112,,4
25,114,,1
25,125,,4
26,106,,2
26,107,,6
26,108,,5
26,110,,15
26,111,,10
27,105,,8
27,111,,3
27,118,,1
27,119,,4
28,92,,6
28,93,,10
28,104,,1
28,105,,3
28,111,,1
29,85,,5
29,86,,6
29,90,,3
29,91,,13
29,92,,20
29,93,1,47
29,104,,1
29,105,,7
29,109,,6
29,110,,8
29,111,,1
29,112,,1
30,85,,1
30,86,,17
30,92,,7
30,93,,35
30,94,,2
30,105,,4
30,106,,2
30,109,,1
30,112,,1
31,104,,5
31,105,1,36
31,106,,11
31,107,,3
31,110,,20
31,111,,1
31,112,,2
32,100,,17
32,101,,4
32,103,,1
32,104,,2
32,105,,3
32,106,,4
32,107,,1
32,110,,5
32,111,,3
32,116,,12
33,79,,1
33,83,,10
33,84,,19
33,86,,1
33,87,,5
33,100,,5
33,103,,2
33,116,,13
34,77,,11
34,78,1,44
34,79,1,73
34,80,1,41
34,81,,8
34,82,1,44
34,83,1,77
34,84,1,69
34,85,,20
34,86,1,63
34,87,1,64
34,88,,26
34,98,,13
34,99,,1
35,76,,1
35,77,1,44
35,78,1,83
35,79,1,83
35,80,1,84
35,81,1,83
35,82,1,83
35,83,1,81
35,84,1,77
35,85,1,78
35,86,1,83
35,87,1,88
35,88,1,53
35,89,,13
35,90,,12
35,91,,10
35,92,,10
35,93,,9
35,94,,6
35,111,,2
36,74,,1
36,75,,22
36,76,1,58
36,77,1,82
36,78,1,85
36,79,1,84
36,80,1,82
36,81,1,81
36,82,1,83
36,83,1,83
36,84,1,82
36,85,1,78
36,86,1,76
36,87,1,79
36,88,1,81
36,89,1,76
36,90,1,75
36,91,1,76
36,92,1,79
36,93,1,79
36,94,1,75
36,95,,32
36,96,,7
36,97,,14
36,98,,29
37,73,,12
37,74,1,53
37,75,1,84
37,76,1,83
37,77,1,87
37,78,1,86
37,79,1,86
37,80,1,81
37,81,1,82
37,82,1,82
37,83,1,81
37,84,1,81
37,85,1,81
37,86,1,77
37,87,1,81
37,88,1,83
37,89,1,83
37,90,1,80
37,91,1,80
