x,y,dlt,tcd
0,3,,1
0,23,,6
0,24,1,40
0,25,,13
0,77,,1
0,78,,39
0,79,1,84
0,80,1,86
0,81,1,45
0,101,,2
0,110,,2
0,116,,3
0,117,,11
1,2,,5
1,3,,21
1,23,1,63
1,24,1,32
1,54,,2
1,55,,1
1,77,1,44
1,78,1,83
1,79,1,87
1,80,1,88
1,81,1,76
1,82,,26
1,83,,4
2,2,,1
2,3,,13
2,4,,4
2,22,,7
2,23,1,62
2,24,,1
2,59,,5
2,65,,3
2,66,,9
2,67,,1
2,76,,35
2,77,1,85
2,78,1,80
2,79,1,86
2,80,1,86
2,81,1,83
2,82,1,83
2,83,1,66
2,84,,17
2,85,,16
2,86,,13
3,1,,1
3,3,,8
3,4,,5
3,22,,29
3,23,,18
3,38,,1
3,44,,3
3,45,,1
3,65,,26
3,66,1,81
3,67,1,77
3,68,1,58
3,69,1,44
3,70,,17
3,75,,4
3,76,2,78
3,77,2,86
3,78,1,85
3,79,1,83
3,80,1,81
3,81,1,79
3,82,1,78
3,83,1,80
3,84,1,78
3,85,1,75
3,86,1,75
3,87,,27
3,88,,9
3,89,,2
3,90,,18
3,91,,2
3,103,,2
4,1,,2
4,10,,3
4,21,,13
4,22,,16
4,23,,15
4,44,,4
4,45,,8
4,46,,6
4,47,,2
4,65,,3
4,66,1,76
4,67,1,83
4,68,1,82
4,69,1,82
4,70,1,79
4,71,,21
4,75,,34
4,76,1,81
4,77,1,77
4,78,1,80
4,79,1,82
4,80,1,84
4,81,1,83
4,82,1,83
4,83,1,82
4,84,1,77
4,85,1,76
4,86,1,77
4,87,1,79
4,88,1,68
4,89,1,71
4,90,1,76
4,91,,36
4,92,,24
4,93,1,40
4,94,,9
4,106,,4
4,107,,27
5,1,,5
5,21,,11
5,65,,4
5,66,1,77
5,67,1,78
5,68,1,79
5,69,1,82
5,70,1,84
5,71,1,81
5,72,,25
5,74,,9
5,75,2,75
5,76,1,76
5,77,1,75
5,78,1,75
5,79,1,77
5,80,1,84
5,81,1,86
5,82,1,87
5,83,1,85
5,84,1,82
5,85,1,75
5,86,1,76
5,87,1,85
5,88,1,80
5,89,1,79
5,90,1,74
5,91,1,65
5,92,1,64
5,93,1,74
5,94,1,43
5,107,,4
6,21,,11
6,46,,1
6,64,,3
6,65,1,52
6,66,1,81
6,67,1,80
6,68,1,80
6,69,1,83
6,70,1,87
6,71,2,87
6,72,2,86
6,73,,34
6,74,2,58
6,75,2,84
6,76,1,77
6,77,1,83
6,78,1,77
6,79,1,81
6,80,1,82
6,81,1,86
6,82,1,88
6,83,1,85
6,84,1,85
6,85,1,79
6,86,1,75
6,87,1,82
6,88,1,80
6,89,1,77
6,90,1,70
6,91,1,66
6,92,1,75
6,93,1,74
6,94,1,57
7,21,,13
7,43,,2
7,64,,12
7,65,1,85
7,66,1,80
7,67,1,77
7,68,1,55
7,69,1,50
7,70,2,85
7,71,2,85
7,72,2,87
7,73,2,84
7,74,2,84
7,75,2,86
7,76,1,81
7,77,1,83
7,78,1,81
7,79,1,83
7,80,1,79
7,81,1,80
7,82,1,78
7,83,1,80
7,84,1,84
7,85,1,82
7,86,1,81
7,87,1,78
7,88,1,78
7,89,1,77
7,90,1,74
7,91,1,74
7,92,1,77
7,93,1,76
7,94,1,77
7,95,,11
8,20,,2
8,21,,20
8,65,1,79
8,66,1,87
8,67,1,83
8,68,,25
8,69,1,67
8,70,1,72
8,71,1,79
8,72,1,84
8,73,1,84
8,74,2,84
8,75,2,86
8,76,1,81
8,77,1,82
8,78,1,81
8,79,1,82
8,80,1,83
8,81,1,81
8,82,1,80
8,83,1,77
8,84,1,82
8,85,1,85
8,86,1,85
8,87,1,81
8,88,1,80
8,89,1,77
8,90,1,74
8,91,1,75
8,92,1,76
8,93,1,76
8,94,1,77
8,95,,33
9,20,,1
9,21,,36
9,64,,2
9,65,1,77
9,66,1,81
9,67,1,43
9,68,,25
9,69,1,75
9,70,1,76
9,71,1,80
9,72,1,81
9,73,1,78
9,74,1,79
9,75,1,78
9,76,1,78
9,77,1,84
9,78,1,84
9,79,1,81
9,80,1,84
9,81,1,76
9,82,1,83
9,83,1,76
9,84,1,79
9,85,1,83
9,86,1,82
9,87,1,82
9,88,1,79
9,89,1,79
9,90,1,74
9,91,1,73
9,92,1,74
9,93,1,76
9,94,1,76
9,95,1,39
10,0,,2
10,21,1,42
10,22,,2
10,64,,22
10,65,1,83
10,66,1,76
10,67,,27
10,68,1,50
10,69,1,73
10,70,1,83
10,71,1,84
10,72,1,81
10,73,1,77
10,74,1,73
10,75,1,74
10,76,1,73
10,77,1,80
10,78,1,80
10,79,1,76
10,80,1,78
10,81,1,77
10,82,1,81
10,83,1,77
10,84,1,80
10,85,1,82
10,86,1,82
10,87,1,82
10,88,1,80
10,89,1,76
10,90,1,74
10,91,1,75
10,92,1,75
10,93,1,76
10,94,1,76
10,95,,34
11,16,,1
11,18,,1
11,20,,6
11,21,,11
11,64,,25
11,65,1,86
11,66,1,80
11,67,1,72
11,68,1,81
11,69,1,80
11,70,1,85
11,71,1,85
11,72,1,79
11,73,1,79
11,74,1,77
11,75,1,76
11,76,1,65
11,77,1,76
11,78,1,74
11,79,1,75
11,80,1,74
11,81,1,73
11,82,1,76
11,83,1,74
11,84,1,79
11,85,1,80
11,86,1,77
11,87,1,75
11,88,1,78
11,89,1,77
11,90,1,74
11,91,1,76
11,92,1,75
11,93,1,76
11,94,1,74
11,95,,18
11,113,,9
11,114,,23
11,115,,4
12,16,,2
12,62,,14
12,63,,29
12,64,1,47
12,65,1,84
12,66,1,83
12,67,1,78
12,68,1,80
12,69,1,85
12,70,1,86
12,71,1,83
12,72,1,82
12,73,1,80
12,74,1,78
12,75,1,73
12,76,1,71
12,77,1,78
12,78,1,78
12,79,1,76
12,80,1,76
12,81,1,77
12,82,1,78
12,83,1,80
12,84,1,81
12,85,1,77
12,86,1,77
12,87,1,75
12,88,1,77
12,89,1,77
12,90,1,74
12,91,1,71
12,92,1,74
12,93,1,75
12,94,1,67
12,95,,3
12,113,1,47
12,114,,37
12,115,,10
12,118,,1
12,127,,2
13,62,1,62
13,63,1,80
13,64,1,85
13,65,1,84
13,66,1,84
13,67,1,83
13,68,1,81
13,69,1,84
13,70,1,85
13,71,1,83
13,72,1,84
13,73,1,78
13,74,1,77
13,75,1,74
13,76,1,77
13,77,1,78
13,78,1,79
13,79,1,74
13,80,1,77
13,81,1,80
13,82,1,77
13,83,1,78
13,84,1,77
13,85,1,72
13,86,1,76
13,87,1,76
13,88,1,77
13,89,1,73
13,90,1,73
13,91,1,63
13,92,1,65
13,93,1,64
13,94,1,32
13,113,1,36
13,114,,21
13,117,,1
13,118,,4
13,126,,3
13,127,,14
14,48,,4
14,61,,18
14,62,1,80
14,63,1,82
14,64,1,83
14,65,1,81
14,66,1,83
14,67,1,81
14,68,1,79
14,69,1,79
14,70,1,83
14,71,1,82
14,72,1,81
14,73,1,78
14,74,1,70
14,75,1,71
14,76,1,75
14,77,1,77
14,78,1,77
14,79,1,74
14,80,1,76
14,81,1,79
14,82,1,78
14,83,1,78
14,84,1,75
14,85,1,73
14,86,1,75
14,87,1,75
14,88,1,75
14,89,1,74
14,90,1,76
14,91,1,68
14,92,1,65
14,93,1,52
14,94,,2
14,113,,2
14,125,,9
14,126,,17
14,127,,3
15,21,,1
15,60,,1
15,61,,33
15,62,1,81
15,63,1,82
15,64,1,81
15,65,1,80
15,66,1,83
15,67,1,83
15,68,1,83
15,69,1,80
15,70,1,77
15,71,1,84
15,72,1,83
15,73,1,74
15,74,1,70
15,75,1,72
15,76,1,71
15,77,1,73
15,78,1,75
15,79,1,74
15,80,1,76
15,81,1,73
15,82,1,70
15,83,1,69
15,84,1,72
15,85,1,73
15,86,1,77
15,87,1,76
15,88,1,71
15,89,1,73
15,90,1,75
15,91,1,58
15,92,1,33
15,93,,2
15,114,,8
15,124,,6
15,125,,25
15,126,,26
15,127,,27
16,21,,5
16,59,,11
16,60,1,53
16,61,1,79
16,62,1,82
16,63,1,80
16,64,1,79
16,65,1,80
16,66,1,80
16,67,1,81
16,68,1,80
16,69,1,80
16,70,1,79
16,71,1,82
16,72,1,81
16,73,1,72
16,74,1,70
16,75,1,71
16,76,1,70
16,77,1,71
16,78,1,73
16,79,1,73
16,80,1,76
16,81,1,74
16,82,1,69
16,83,1,70
16,84,1,73
16,85,1,70
16,86,1,79
16,87,1,81
16,88,1,77
16,89,1,44
16,90,,17
16,114,,4
16,117,,6
16,124,,26
16,125,,36
16,127,,13
17,58,,19
17,59,1,72
17,60,1,78
17,61,1,81
17,62,1,83
17,63,1,82
17,64,1,78
17,65,1,78
17,66,1,79
17,67,1,81
17,68,1,78
17,69,1,76
17,70,1,74
17,71,1,75
17,72,1,74
17,73,1,74
17,74,1,73
17,75,1,75
17,76,1,74
17,77,1,72
17,78,1,74
17,79,1,76
17,80,1,75
17,81,1,75
17,82,1,70
17,83,1,69
17,84,1,72
17,85,1,68
17,86,1,79
17,87,1,80
17,88,1,80
17,89,1,48
17,113,,1
17,115,,1
17,117,,6
17,120,,3
17,122,,8
17,123,,3
17,124,,24
17,125,,5
17,127,1,37
18,57,,25
18,58,1,79
18,59,1,80
18,60,1,82
18,61,1,85
18,62,2,80
18,63,1,80
18,64,1,78
18,65,1,78
18,66,1,80
18,67,1,80
18,68,1,79
18,69,1,77
18,70,1,74
18,71,1,72
18,72,1,76
18,73,1,74
18,74,1,76
18,75,1,75
18,76,1,74
18,77,1,74
18,78,1,78
18,79,1,75
18,80,1,72
18,81,1,60
18,82,1,71
18,83,1,68
18,84,1,70
18,85,1,74
18,86,1,79
18,87,1,80
18,88,1,78
18,89,1,64
18,105,,2
18,106,,10
18,107,,10
18,113,,1
18,118,,1
18,120,,1
18,122,,20
18,123,,19
18,124,,10
18,127,,11
19,57,,12
19,58,1,76
19,59,1,80
19,60,1,81
19,61,1,82
19,62,2,83
19,63,1,83
19,64,1,80
19,65,1,78
19,66,1,77
19,67,1,79
19,68,1,79
19,69,1,79
19,70,1,77
19,71,1,74
19,72,1,76
19,73,1,75
19,74,1,77
19,75,1,76
19,76,1,76
19,77,1,74
19,78,1,76
19,79,1,75
19,80,1,72
19,81,1,55
19,82,1,76
19,83,1,74
19,84,1,73
19,85,1,77
19,86,1,79
19,87,1,80
19,88,1,76
19,89,1,61
19,105,,11
19,106,,28
19,107,,25
19,108,,1
