x,y,value
0,74,4243358
0,75,4243358
0,76,4243358
1,31,309139
1,32,309139
1,33,309139
1,74,4243358
1,75,4243358
1,76,4243358
2,31,309139
2,32,309139
2,33,309139
2,51,3725830
2,52,3725830
2,53,3725830
2,74,4243358
2,75,4243358
2,76,4243358
2,91,4990620
2,92,6458044
2,93,6458044
2,94,6445994
3,31,309139
3,32,309139
3,33,309139
3,51,3725830
3,52,3725830
3,53,3725830
3,91,4990620
3,92,6458044
3,93,6458044
3,94,6445994
4,51,3725830
4,52,3725830
4,53,3725830
4,72,4241580
4,73,4241580
4,74,4241580
4,91,4990620
4,92,6458044
4,93,6458044
4,94,6445994
5,72,4241580
5,73,4241580
5,74,4241580
5,91,2040620
5,92,2040620
5,93,2040620
6,72,4241580
6,73,4241580
6,74,4241580
6,91,2040620
6,92,2040620
6,93,2040620
7,53,6755158
7,54,6755158
7,55,6755158
7,70,4720713
7,71,4720713
7,72,4720713
7,90,2857709
7,91,2860547
7,92,2860547
7,93,2040620
8,53,6755158
8,54,6755158
8,55,6755158
8,70,4720713
8,71,4720713
8,72,4720713
8,90,2857709
8,91,2857709
8,92,2857709
9,1,337738
9,2,337738
9,3,337738
9,53,6755158
9,54,6755158
9,55,6755158
9,58,3784519
9,59,3784519
9,60,3784519
9,70,4720713
9,71,4720713
9,72,4720713
9,88,5787457
9,89,5787457
9,90,5998115
9,91,2936432
9,92,2936432
10,1,337738
10,2,337738
10,3,337738
10,58,3784519
10,59,3784519
10,60,3784519
10,88,5787457
10,89,5787457
10,90,5998115
10,91,2929137
10,92,2929137
11,1,337738
11,2,337738
11,3,337738
11,58,3784519
11,59,3784519
11,60,3784519
11,85,2507322
11,86,2507322
11,87,2507322
11,88,5787457
11,89,5787457
11,90,5998115
11,91,2929137
11,92,2929137
11,124,459668
11,125,459668
11,126,459668
12,61,5850038
12,62,5850038
12,63,5850038
12,71,4510975
12,72,4510975
12,73,4510975
12,82,2505250
12,83,2505250
12,84,2505250
12,85,2507322
12,86,2507322
12,87,2507322
12,89,6418119
12,90,6418119
12,91,6602673
12,92,3872156
12,93,3872156
12,124,459668
12,125,459668
12,126,459668
13,9,114594
13,10,114594
13,11,114594
