x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,0,6,0.4,0.6,0.6,1,0,0,2
0,4,6,0.4,0.6,0.5,1,0,0,1
0,7,2,0,0.1,0.2,0.6,0,0,1
0,8,5,0,0.2,0.4,1.5,0,0,2
0,10,4,0,0.5,0,1.2,0,0,1
0,14,4,0,0.5,0,1.2,0,0,1
0,15,2,0.1,0.2,0.1,0.6,0,0,1
0,17,2,0.1,0.2,0.1,0.6,0,0,1
0,18,1,0,0.1,0.1,0.3,0,0,1
0,21,10,0,0.4,0.4,4.9,0,0,2
0,25,5,0,0.7,0.3,1.9,0,0,2
0,26,1,0,0.1,0.1,0.4,0,0,1
0,30,8,0,0.2,0.5,3.2,0,0,3
0,31,5,0,0.1,0.3,2,0,0,1
0,34,5,0.1,0.1,0.2,2,0,0,1
0,36,14,0.6,1.1,0.7,4.9,0,0,3
0,43,12,0,0.3,0.3,6,0,0,1
0,47,1,0,0,0.1,0.5,0,0,1
0,49,1,0,0,0.1,0.5,0,0,1
0,51,9,0,0.9,0.3,3,0,0,1
0,54,1,0,0.1,0.1,0.3,0,0,1
0,60,4,0.1,0,0.2,1.2,0,0,1
0,61,7,0.2,0,0.4,2.1,0,0,3
0,70,4,0,0.2,0.2,1.4,0,0,2
0,79,19,0.4,0,0.8,6.7,0,0,2
0,89,7,0,0,1.6,0.9,0,0,2
0,93,1,0,0.1,0.1,0.3,0,0,1
0,94,3,0,0.3,0.2,1,0,0,1
0,96,9,0,0.9,0.5,2.9,0,0,3
0,105,2,0,0.4,0.2,0.3,0,0,1
0,106,47,2,12,1.9,8.3,0,8,2
0,107,31,0,22.7,2.3,1.4,0,0,1
0,114,2,0,0.4,0.1,0.5,0,0,1
0,122,7,0,0,0,2.2,0,0,1
0,123,2,0,0,0,0.6,0,0,1
0,124,5,0,0,0,1.6,0,0,1
0,127,8,0,0.2,0.3,3.2,0,0,2
1,0,2,0.2,0,0.2,0.8,0,0,2
1,3,10,0.8,0,0,4.3,0,0,1
