x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,62,3,0,0.2,0.1,0.8,0,0,1
0,114,130,0,4,15,38,0,12,2
0,115,52,0.2,6,9.9,2.1,0,7,1
0,116,12,0.1,2,1.3,1.4,0,0,2
0,117,353.5,5,7,28,117,0,23,0
0,118,5,0.4,0.6,0,1.1,0,0,2
0,119,10,0.8,1.2,0,2.2,0,0,1
0,120,70,1.8,8.9,6.9,15.4,0,0,2
0,121,5,0.1,0.7,0.9,0.4,0,0,1
0,127,3,0.2,0.2,0.1,0.8,0,0,1
1,62,2,0,0.1,0,1,0,0,1
1,88,2,0,0.1,0.3,0.2,0,0,1
1,114,43,0,5.6,1,15.9,0,0,2
1,115,136,6.9,17.9,16.6,12,0,0,1
1,116,168.5,21,19,12,24,0,13,0
1,117,31,1.1,4.2,0.1,9,0,0,1
1,120,50,1,6.2,3.1,14.8,0,0,3
2,56,5,0.7,0.5,0.1,0.7,0,0,1
2,67,12,0,0.3,0,6,0,0,1
2,68,4,0,0.1,0,2,0,0,1
2,115,6,0.5,1.3,0.6,0,0,0,1
2,116,84,1.6,5.5,4.7,17,0,17,2
2,120,12,0,2.8,1,2.4,0,0,2
3,49,13,0.6,0.4,1,3.8,0,0,1
3,50,15,0.3,0.3,1,4.5,0,0,1
3,67,10,0,0.2,0,5,0,0,1
3,68,8,0,0.2,0,4,0,0,1
3,106,2,0.1,0.2,0.3,0.1,0,0,1
3,120,16,0,4.6,1.4,1.8,0,0,2
3,127,2,0.1,0.1,0.1,0.6,0,0,1
4,4,1,0,0.1,0.1,0.2,0,0,1
4,17,42,0.9,1.8,2,11.2,0,0.9,3
4,22,8,0,0.2,0.4,2.1,0,0,1
4,49,12,0.5,0.4,0.9,3.5,0,0,1
4,50,32,0.7,0.7,2,9.5,0,0,2
4,66,3,0,0.1,0,1.5,0,0,1
4,107,2,0.1,0.2,0.3,0.1,0,0,1
4,114,3,0,0.4,0.1,1.1,0,0,1
4,119,31,0,15,0,0,0,0,0
4,120,16,0,6,1.3,0,0,0,2
4,127,6,0.4,0.4,0.2,1.7,0,0,2
5,0,8,0.2,0.8,0.9,1,0,0,1
5,3,55,0.3,1.5,2.6,17.9,0,0,2
5,4,62.5,0.4,3.9,3,21.3,0,0,1
5,21,23,0,0.4,1.2,6.1,0,0,2
5,22,29,0,0.5,1.5,7.7,0,0,1
5,59,5,0.7,0.5,0.1,0.7,0,0,1
5,68,1,0,0,0,0.5,0,0,1
5,92,16,0,0.3,1.7,2.7,0,0,1
5,106,2,0.1,0.2,0.3,0.1,0,0,1
5,107,30,1.3,2.6,5.3,0.9,0,0,1
5,108,21,1,1.8,3.7,0.6,0,0,2
5,109,11,0.5,1,1.9,0.3,0,0,1
5,118,3,0.5,0.1,0.2,0.4,0,0,1
5,119,87,4.5,17.9,4.8,9.6,0,0,1
5,120,125,8,4.4,3.1,34,0,0,1
6,3,88,2.6,3.8,3.9,27.4,0,0,3
6,4,11,0.8,0.9,0.9,2.2,0,0,1
6,31,31,0,0.5,2.1,10.1,0,0,2
6,70,2,0.1,0.1,0,0.8,0,0,1
6,92,69,0,2.3,3.4,25.4,0,0,1
6,93,30,0,2.8,4,3.8,0,0,2
6,106,111,0,2,39,0,0,33,0
6,107,362.5,6.1,110.8,47.3,6.4,0,120,1
6,108,208.5,44,3,27,16,0,17,0
6,109,379.5,161,17,12,7,0,95,0
6,110,186,4.3,8.9,12,52.3,0,4,2
6,111,1,0.1,0.1,0,0.3,0,0,1
6,112,1,0,0.1,0,0.3,0,0,1
6,113,9,0,1.2,0.4,2.4,0,0,1
6,120,34,0,5.9,4.8,1.7,0,0,2
6,121,27,0,4.7,3.8,1.3,0,0,2
7,30,2,0,0,0.1,0.7,0,0,1
7,31,19,0,0.3,1.3,6.2,0,0,1
7,40,14,0.3,1.3,0.3,4.2,0,0,2
7,72,4,0.2,0,0,1.4,0,0,1
7,73,6,0.3,0,0,2.1,0,0,1
7,82,2,0.3,0.1,0,0.5,0,0,1
7,92,72,0,2.9,2.7,15.7,0,0,2
7,106,47,4.7,9.6,4.6,3.3,0,3,3
7,107,442.5,9,64,14,120,0,50,0
7,108,260,21,15,6,88,0,6,0
7,109,508.5,20,93,29,105,0,76,0
7,110,15,1.2,1,0,5,0,0,2
7,111,16,1.3,1.1,0,5.3,0,0,1
7,112,8,0,1.1,0.4,2.1,0,0,1
7,113,3,0,0.4,0.1,0.8,0,0,1
8,4,3,0.2,0.2,0.3,0.6,0,0,1
8,5,2,0,0.1,0.1,0.6,0,0,1
8,28,1,0,0.1,0,0.3,0,0,1
8,29,61.5,0,3.4,2.4,19.8,0,0,4
8,40,12,0.2,1.2,0.2,3.6,0,0,2
8,41,13,0.2,1.2,0.3,3.9,0,0,2
8,73,12,0.5,0.1,0,4.4,0,0,2
8,74,34.5,1.6,0.6,0,12.9,0,0,3
8,82,102,8.8,7.5,6.8,22.1,0,1,1
8,83,12,0.5,2.9,0.8,0.3,0,0.2,2
8,106,191,24.1,47.8,12.2,2,0,78,2
8,107,762.5,64,219,29,37,0,179,0
8,108,619,45,28,36,236,0,65,0
8,109,506.5,18.1,28,12.1,198.2,0,27.1,1
8,112,5,0,0.7,0.2,1.3,0,0,1
8,121,2,0,0.3,0.3,0.1,0,0,1
9,3,4,0.3,0.3,0.4,0.8,0,0,1
9,4,1,0,0.1,0.1,0.2,0,0,1
9,18,3,0.1,0.3,0.3,0.4,0,0,1
9,19,2,0,0.2,0.2,0.3,0,0,1
9,29,12,0,0.6,0.5,3.9,0,0,1
9,75,6,0.2,0.4,0,2.4,0,0,3
9,82,61,2.3,14.8,4.2,1.3,0,0.8,2
9,106,56.5,4.1,7.5,6.3,5.9,0,0,1
9,107,129,8.6,6.9,6.9,41.1,0,1,1
9,108,302,4.7,90.3,7.7,32.6,0,49,1
9,109,25,1.8,0.6,1.8,6.5,0,2.4,2
9,112,6,0,0.8,0.3,1.6,0,0,2
10,4,9,0.6,0.7,0.8,1.8,0,0,2
10,5,2,0,0.1,0.1,0.6,0,0,1
10,41,3,0,0.3,0.1,0.9,0,0,1
10,80,7,1,0.3,0.1,1.8,0,0,3
10,83,2,0.1,0.5,0.1,0,0,0,1
10,85,54,0,15.9,5.6,0,0,2.4,2
10,86,19.5,0,4.6,2.5,0,0,0.3,1
10,87,23,0,3.7,3.9,0.2,0,0.5,2
10,88,35,0,0.7,9,0.7,0,1.4,2
10,107,4,0.2,0.3,0.7,0.4,0,0,1
10,108,33,0.3,0.1,1.3,12,0,1.4,1
10,109,2,0.1,0.1,0.2,0.5,0,0.2,1
10,110,3,0,0.4,0.1,0.8,0,0,2
11,4,11,0,0.6,0.7,3.4,0,0,1
11,5,53,0,2.6,3.4,16.5,0,0,3
11,6,56,1,0.4,2.5,19.5,0,0,2
11,34,3,0,0,0.2,1,0,0,1
11,35,6,0,0.1,0.4,1.9,0,0,2
11,84,4,0,0.1,1,0.1,0,0.2,1
11,86,43,9,9,0,0,0,0,0
11,87,167.5,5,24,12,29,0,0,0
11,88,341.5,0,70,50,14,0,41,0
11,89,11,0,1,1,1.9,0,0,1
11,111,282,14,15,7,85,0,2,0
11,112,301,7.6,24,16.9,81.7,0,0,2
11,113,14,0.2,3.2,2,0,0,0,2
12,23,20,0,2.1,0.8,6.4,0,0,2
12,42,2,0,0.2,0.1,0.6,0,0,1
12,59,10,0.5,1,0,4,0,0,1
12,60,8,0.2,0,0.9,3.6,0,0,1
12,86,18,0.8,2.4,0.8,2.8,0,0,2
12,87,208.5,4.1,19.6,10.3,67.2,0,16,2
12,88,306,19,14,11,102,0,0,0
12,89,42,0,3.9,3.9,7.3,0,0,3
12,90,3,0.2,0.4,0.2,0.6,0,0,1
12,110,11,0.5,1.3,2.2,0.3,0,0,2
12,111,262,18,78,7,17,0,8,0
12,112,232.5,11,20.2,22.2,38,0,8,1
12,113,49,2.2,6.5,6.6,2,0,0,2
12,124,29,0,0,0.8,9.8,0,0,1
13,6,2,0,0.1,0.1,0.6,0,0,1
13,23,8,0,0.8,0.3,2.6,0,0,1
13,47,17,0,0,0.4,7.7,0,0,2
13,48,16,0,0,0.3,7.3,0,0,2
13,59,10,0.5,1,0,4,0,0,1
13,60,35,0.8,0,4.1,15.5,0,0,2
13,87,40,7,6.6,0.6,3,0,1.3,1
13,88,130,7,43.9,4.6,0,0,11.2,1
13,90,5,0.3,0.7,0.4,0.9,0,0,1
13,105,39,3.1,10,1.3,3.6,0,0,1
13,111,82,0.3,8.7,18.9,0.1,0,0,2
13,112,64,0.2,1.6,16.9,0,0,0,2
13,113,2,0,0.5,0.3,0,0,0,1
13,123,71,0.3,4,3.8,17.2,0,0,2
13,124,41,0.6,0,2.9,10.6,0,0,2
14,48,9,0,0,0.2,4.1,0,0,1
14,87,16,0,5.6,0.8,0,0,1.5,1
14,94,2,0.1,0.3,0.1,0.4,0,0,1
14,104,166,4,18,4,44,0,7,0
14,105,288,1.3,12.4,33.4,60.2,0,14,1
14,106,91,0.1,1.3,27.5,0.8,0,9,2
14,107,63,0.2,2.3,18,1.5,0,4,1
14,121,4,0.1,0.1,0.2,1.1,0,0,1
14,124,6,0.2,0,0.5,1.3,0,0,1
15,4,2,0,0.1,0.1,0.6,0,0,1
15,93,18,1.3,2.6,1.3,3.2,0,0,1
15,94,387,5,13,35,105,0,14,0
15,95,105,6,2.2,6,27.1,0,0,2
15,96,137,2.9,10.7,5.9,34.4,0,0,2
15,99,2,0.1,0.1,0.1,0.5,0,0,1
15,100,12,0.2,0.3,1,3.1,0,0,1
15,101,116,4.6,1.9,13,21.9,0,6,3
15,103,38,3.6,12,2,1,0,0,2
15,104,150.5,15.4,43,6,7,0,0,2
15,105,32,3.1,4.7,2.8,3.4,0,0,1
15,106,48,1.2,9.4,5.9,2.5,0,0,3
15,119,10,0,1.3,0.4,2.7,0,0,1
15,120,45,0.9,0.9,2.7,12,0,0,3
