x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,13,2,0,0,0.1,0.7,0,0,1
0,50,22.5,0,2.5,1.3,6,0,0.6,2
0,51,82,0,5.5,3.9,23.4,0,1.3,3
0,52,85,0,19.6,10.4,6.4,0,16.6,2
0,53,16.5,0,3.9,4,2.3,0,5.7,2
0,83,14,0,1.2,1.2,6.1,0,0,2
0,84,32.5,0,0.8,0.8,13.9,1,0,1
0,112,25,1.8,4.3,1.8,2.8,0,0.2,2
0,113,124.5,11.1,5.7,3.1,33.3,0,5,2
0,114,8,0.8,0.8,0.4,1.5,0,0,3
0,121,5,0.1,0.4,0.2,1.6,0,0,1
1,14,1,0,0,0.1,0.3,0,0,1
1,20,1,0,0,0.1,0.4,0,0,1
1,50,60.5,0,4,1,21,1,0,0
1,51,123,3.3,10.8,10.3,30.1,0,11,3
1,52,2,0,0.3,0.1,0.4,0,0,1
1,112,4,1,0.7,0.1,0.2,0,0,1
1,113,55,5.7,12.7,4.5,1.4,0,0,2
1,121,1,0.1,0.2,0.1,0.1,0,0,1
1,127,1,0,0.1,0.1,0.2,0,0,1
2,18,13,0.1,0.6,0.7,4.6,0,0,2
2,19,27,0.3,1.2,1.3,9.5,0,0,3
2,20,36,0.3,2.2,1.5,13.2,0,0,3
2,50,9,0.2,1.4,0.2,1.7,0,0,1
2,51,3,0.1,0.5,0.1,0.5,0,0,1
2,54,2,0,0.5,0.5,0.2,0,0.7,1
2,88,3,0,0.2,0.2,0.7,0,0,1
2,90,7,0.1,0,0.5,2.1,0,0,1
2,91,19,0.2,0,1.3,5.7,0,0,2
2,92,41,0.5,0,2.7,12.4,0,0,2
2,113,11,1.3,2.3,0.6,0.5,0,0,2
2,122,2,0.2,0.4,0.2,0.2,0,0,1
2,127,3,0.1,0.2,0.4,0.6,0,0,1
3,18,5,0.1,0.2,0.2,1.8,0,0,1
3,19,21,0.2,1.4,0.9,7.8,0,0,3
3,20,10,0,1,0.3,4,0,0,1
3,38,5,0.3,0.3,0.3,1.3,0,0,1
3,43,55,3.7,0.7,4.5,16.9,0,3,2
3,44,24,1.5,1.5,1.2,6.3,0,0,3
3,89,2,0,0.1,0.2,0.4,0,0,1
3,90,33,0.2,0.9,2.4,9,0,0,3
3,91,108.5,3,2.4,2.4,45.9,0,0,1
3,92,49,0,1.9,9,7.5,0,6,2
3,126,7,0.3,0.5,0.8,1.5,0,0,2
3,127,8,0.3,0.5,1,1.7,0,0,2
4,10,23,0.3,0.4,1.3,7.6,0,0,1
4,11,90,2.8,1,3.2,30.8,0,0,3
4,12,23,0.3,0.4,1.3,7.6,0,0,1
4,19,2,0,0.2,0.1,0.8,0,0,1
4,43,4,0.2,0.3,0.2,1,0,0,1
4,44,4,0.2,0.3,0.2,1,0,0,1
4,45,5,0.3,0.4,0.2,1.3,0,0,2
4,90,4,0,0.3,0.3,0.9,0,0,1
4,94,1,0,0.1,0.1,0.2,0,0,1
4,114,4,0.1,0.6,0.6,0.3,0,0,1
4,115,97,3.1,6.4,4.1,22.3,0,0,3
4,116,18,0.5,1.5,1.6,4.1,0,0,1
4,126,36,1.2,2.5,4.3,7.6,0,0,2
4,127,119.5,1.7,6.5,10.3,35.2,0,0,2
5,11,27,0.4,0.5,1.5,8.9,0,0,3
5,12,46,0.3,2.4,1.3,21.2,0,0,2
5,26,45,0.6,0,4.9,13,0,0,4
5,27,28,0.3,0,3.1,8.1,0,0,3
5,45,3,0.2,0.2,0.1,0.8,0,0,1
5,52,13,0.3,2,0.3,2.4,0,0,2
5,71,71,1,3.9,0,23.6,0,0,3
5,72,11,0,1.1,0,3.4,0,0,1
5,114,31,1,4.9,4.4,2.2,0,0,2
5,116,5,0.1,0.4,0.5,1.1,0,0,2
5,127,10,0.4,0.7,1.2,2.1,0,0,1
6,11,13,0,1.8,1.2,4.1,0,0,1
6,12,4,0,0.5,0.4,1.3,0,0,1
6,26,40,1.6,0.8,2.2,10.9,0,0,4
6,27,22,0.9,0.5,1.2,6,0,0,2
6,71,24,0,2.1,1.3,6.8,0,0,2
6,72,48,0,1.7,4,19.5,0,0,2
6,73,3,0.1,0.1,0,1.1,0,0,1
6,98,1,0,0.1,0.1,0.2,0,0,1
7,25,2,0.1,0,0.1,0.6,0,0,1
7,26,27,1.1,0.6,1.5,7.3,0,0,3
7,27,4,0.2,0.1,0.2,1.1,0,0,1
7,34,1,0,0,0,0.3,0,0,1
7,57,31,0.7,1.7,1.7,9.2,0,0,3
7,60,1,0,0.1,0.1,0.3,0,0,1
7,61,9,0,1.1,0.7,2.3,0,0,2
7,72,13,0,1.2,0.7,3.7,0,0,2
7,73,38,1.1,1.6,0.6,13.7,0,0,3
7,74,28,0.9,1.2,0.3,10.1,0,0,4
7,78,5,0.2,0.4,0.3,1.6,0,0,2
7,98,165,0.2,2.9,9.3,55.7,0,0,1
7,99,60,0.3,16.4,4.6,5.3,0,7,2
7,100,1,0,0.1,0.1,0.2,0,0,1
8,20,11,0.2,0.2,0.3,2.6,0,0,1
8,21,11,0.2,0.2,0.3,2.6,0,0,1
8,34,4,0,0,0.1,1.1,0.2,0,1
8,36,1,0,0,0.1,0.3,0,0,1
8,50,3,0.2,0.3,0.2,0.8,0,0,1
8,51,18,1.1,1.9,1.1,5,0,0,2
8,52,3,0.1,0.3,0.2,0.9,0,0,2
8,56,46,1.1,2.4,2.6,13.6,0,0,3
8,57,12,0.3,0.6,0.6,3.6,0,0,1
8,60,6,0,0.7,0.4,1.6,0,0,1
8,61,25,1,0.7,0.4,12.6,0,0,1
8,62,2,0,0.2,0.2,0.5,0,0,1
8,64,12,0,1,1,3.4,0.2,0,2
8,65,16,0,1.4,1.4,4.4,0.2,0,1
8,78,66,1.7,3.8,4.1,22,0,0,4
8,79,21,0,0.8,1.7,7,0,0,1
8,97,33,0,1,1.9,12.1,0,0,3
8,98,29,0.3,3.6,2.5,4.7,0,0,3
8,99,15,0.2,1.8,1.2,2.5,0,0,2
9,0,5,0,0.1,0,2.3,0,0,1
9,3,6,0,0.2,1.2,2.2,0,0,1
9,4,16,0,0.7,3.2,5.7,0,0,2
9,20,26,0.4,1.2,0.9,6.5,0,0,3
9,35,48,0.5,0.3,1.5,13.4,1.7,0,4
9,36,48.5,2.2,1.6,2.3,15.4,0,0,4
9,37,3,0.1,0.1,0.1,1,0,0,1
9,50,46,1,11.3,5.3,4.7,0,5.1,4
9,51,140,1.8,13.5,3.9,48.9,0,4,1
9,52,31,0.1,1.2,0.1,13.6,0,0,1
9,64,22,0,1.9,1.9,6,0.4,0,2
9,65,57,1,1,3,20,0,0,0
9,78,1,0,0.1,0.1,0.3,0,0,1
9,109,2,0.2,0.3,0.2,0.2,0,0,1
10,0,68,0,2.2,0,34.1,0,0,3
10,1,11,0,0.3,0,5,0,0,1
10,2,10,0,0.3,0,4.6,0,0,1
10,3,30,0,1.1,0.4,14.7,0,0,1
10,4,1,0,0,0.2,0.4,0,0,1
10,35,2,0,0,0.1,0.5,0.1,0,1
10,39,1,0.1,0,0.1,0.3,0,0,1
10,47,6,0.6,0.3,0.3,1.6,0,0,1
10,49,2,0,0.6,0.3,0,0,0.4,1
10,50,7,0.2,1.4,0.7,1.1,0,0.5,2
10,51,18,1.1,1.9,1.1,5,0,0,2
10,52,4,0.2,0.4,0.3,1.1,0,0,1
10,65,8,0,0.7,0.7,2.2,0.1,0,2
10,82,23,1,0,0,11,0,0,2
10,110,4,0.3,0.5,0.4,0.5,0,0,2
10,122,23,0.8,4.7,2.4,1.6,0,0,1
10,123,68,2,8,13,8,0,1,2
11,0,1,0,0,0.1,0.4,0,0,1
11,1,3,0.1,0.1,0.2,1.1,0,0,1
11,2,12,0.4,0.7,0.7,4.3,0.1,0,1
11,39,9,0.9,0.4,0.5,2.5,0,0,2
11,46,1,0.1,0,0.1,0.3,0,0,1
11,51,2,0.1,0.1,0.1,0.6,0,0,1
11,81,8,0.2,0.2,0.6,2.8,0,0,1
11,82,6,0.1,0.2,0.5,2.1,0,0,1
11,105,2,0,0.3,0.2,0.3,0,0,1
11,108,5,0.2,0.8,0.9,0,0,0,1
11,109,32,0,0,11,0,0,0,0
11,110,11,0.7,1.6,1.5,0.8,0,0,3
11,122,29,0,6.3,5.2,0,0,0,3
11,123,145,2,11,15,25,0,0,0
11,124,15,0,1.9,3.4,0,0,0,2
12,40,2,0.2,0.1,0.1,0.6,0,0,1
12,86,19,0,0.5,3.1,3,0,0,3
12,87,63,0,1.1,2,24,0,0,1
12,108,63,0.5,3.3,15.9,0,0,0,2
12,109,141,6.7,51.3,5,0,0,14,1
12,110,10,0.4,1.5,1.9,0,0,0,2
12,122,4,0,0.8,0.8,0,0,0,2
12,123,16,0,2.1,3.6,0,0,0,1
13,58,5,0.1,0.2,0.3,1.6,0,0,1
13,86,4,0,0,0.7,0.6,0,0,2
13,87,4,0,0.1,0.7,0.6,0,0,1
13,108,101,2.8,8.8,2.4,30.1,0,1,2
13,109,203,28.6,16,7.8,39.4,0,11,1
13,110,7.5,0.6,1.1,0.7,0.9,0,0,1
14,43,3,0.3,0.1,0.2,0.8,0,0,1
14,58,14,0.2,0.6,0.6,4.6,0,0,2
14,59,44,2.2,0.6,0.9,15.2,0,0,3
14,60,7,0.1,0.3,0.4,2.3,0,0,2
14,86,1,0,0,0.2,0.1,0,0,1
14,96,8,0.1,0.5,1,1.6,0,0,2
14,108,4,0.3,0.6,0.4,0.5,0,0,1
14,109,29,2.4,4.4,2.6,3.4,0,0,2
14,110,17.5,1.4,2.6,1.6,2.1,0,0,2
14,122,4,0.2,0.8,0.4,0.3,0,0,1
15,0,4,0.1,0.2,0.2,1.5,0.1,0,1
15,58,16,0.3,0.6,0.9,5.2,0,0,2
15,59,18,0.2,0.7,1,5.9,0,0,1
15,78,3,0.1,0.1,0.2,1,0,0,1
15,79,48,0.4,0.6,1.9,22.1,0,0,3
15,80,8,0.2,0.2,0.6,2.8,0,0,1
15,86,9,0,0.2,1.5,1.4,0,0,3
15,91,4,0.1,0.6,0,0.8,0,0,1
15,92,69,0.8,5.3,0,22.3,0,0,2
15,93,25,0,3.5,0,9,0,0,3
15,95,49,0.5,4.2,4.6,11.6,0,0,3
15,96,101,2.3,3.4,5.4,32,0,0,2
15,97,55.5,0.3,4.2,2.2,19.6,0,0,2
15,122,2,0.1,0.4,0.2,0.1,0,0,1
16,24,24,2.4,0,1.7,5.8,0,0,4
16,25,2,0.2,0,0.1,0.5,0,0,1
16,26,3,0.3,0,0.2,0.7,0,0,1
16,74,2,0,0,0.1,0.7,0,0,1
16,78,15,0.3,1.2,0.7,3.1,0,0,2
16,79,15,0.2,1.2,0.7,3.2,0,0,1
16,85,2,0,0.1,0.1,0.7,0,0,1
16,86,55,0,2.7,1.1,21.1,0,0,3
16,92,2,0,0.3,0.1,0.6,0,0,1
16,96,6,0.1,0.7,0.3,1.9,0,0,1
16,97,4,0.1,0.5,0.2,1.2,0,0,1
16,122,10,0.3,1,1.7,1,0,0,2
16,126,2,0,0.1,0.5,0.2,0.1,0.3,1
16,127,1,0,0,0.2,0.1,0.1,0.2,1
17,58,1,0,0.1,0,0.4,0,0,1
17,63,43,0,0.6,0.7,18.6,0,0,2
17,65,4,0,0.1,0.1,1.7,0,0,1
17,85,1,0,0.1,0,0.3,0,0,1
17,86,23,0,1.3,0.8,7.8,0,0,1
17,121,6,0.2,0.6,1,0.6,0,0,1
17,122,94,2.3,9.4,16.4,9,0,0,4
17,123,5,0,0.2,1.2,0.6,0.2,0.8,2
18,29,1,0,0,0.1,0.3,0,0,1
18,30,1,0,0,0.1,0.3,0,0,1
18,57,13,2,2,0,7,0,0,0
18,58,2,0,0.1,0,0.8,0,0,1
18,60,1,0,0.1,0,0.4,0,0,1
18,62,14,0,0.9,0,5.5,0,0,2
18,63,43,0,0.2,0.3,22.4,0,0,2
18,67,3,0,0,0.1,1.3,0,0,1
18,71,4,0,0.3,0.1,1.1,0,0,1
18,72,22,0.3,1.6,0.7,5.8,0,0,2
18,115,4,0.2,0.9,0,1.3,0,0,1
18,119,10,0.3,2.1,1.3,0.5,0,0,3
18,120,106,2.5,15.9,16.3,7.8,0,0,2
18,121,15,0.4,1.7,2.4,1.6,0,0,2
18,122,157.5,19.5,7,34.5,9.9,0,35,1
18,123,101,4.5,46.4,3.8,7.3,0.7,47.4,2
18,124,5,1.3,0.3,0,0.7,0,0.2,1
18,125,1,0,0,0.2,0.1,0.1,0.2,1
18,127,1,0,0.3,0.1,0.1,0,0,1
19,11,4,0.2,0.5,0.5,0.3,0,0,1
19,16,5,0.2,0.6,0.6,0.5,0,0,1
19,28,17,0.2,0.7,0.8,5.1,0,0,2
19,29,3,0,0.1,0.2,0.9,0,0,1
19,30,60,0.5,2.6,2.6,19.4,0,0,2
19,31,6,0.1,0.2,0.3,1.8,0,0,2
19,56,6,0.2,0.6,0,2.1,0,0,1
19,57,48,1.8,4.5,0,16.9,0,0,3
19,70,2,0,0.2,0.1,0.5,0,0,1
19,71,68,0.4,2.8,4.3,19.1,0,0,2
19,72,104.5,0.2,3.1,1.9,43.5,0,0,2
19,73,6,0,0.1,0.3,2,0,0,1
19,95,16,0.3,2,0.7,5,0,0,2
19,96,17,0.2,2.1,0.8,5.3,0,0,1
19,118,8,0.3,2.5,0.7,0,0,0,2
19,119,113.5,7,42.2,3.9,1,0,0,1
19,120,633.5,16,229,28,33,0,220,0
19,121,151,0.2,60,24.4,1.9,0,70,1
19,122,51,7.2,0.8,14.3,10.7,0,5,1
19,123,10,2.6,0.5,0,1.4,0,0.5,1
19,127,1,0,0.3,0.1,0.1,0,0,1
20,10,4,0.2,0.5,0.5,0.3,0,0,1
20,11,5,0.3,0.5,0.6,0.5,0,0,3
20,28,1,0,0,0.1,0.3,0,0,1
20,30,36,0.2,0.5,1.6,14.9,0,0,2
20,31,5,0.1,0.2,0.2,1.5,0,0,1
20,46,6,0,0.3,0.1,2.6,0.1,0,1
20,72,131.5,1,10,17,23,0,0,0
20,73,9,0,0.2,0.5,3,0,0,1
20,95,34,0.1,1.9,0.3,17.2,0,0,1
20,96,12.5,0.2,1.5,0.6,3.9,0,0,1
20,119,12,0.5,3.7,1.1,0,0,0,3
20,120,337.5,18,140,9,0,0,109,0
20,121,388.5,100.9,49.1,4.9,38.1,0,111,1
20,122,327.5,18.6,21.8,33.3,126.8,1,25,1
20,123,215,20.1,5.4,19,73.1,3,9.4,1
20,124,180,18.5,2.1,3,65.3,1,0.1,1
20,125,249.5,14,22.3,9.9,80.8,0,0,1
20,126,73,14,4,3,9,0,0,0
21,10,72,0.6,24.3,7.5,1.3,0,2.5,2
21,11,53,3,27.2,0.2,1,0,0.2,1
21,12,9,0,2.3,1.4,0,0,2.2,1
21,20,9,0.2,1.7,0.8,1.5,0,0,2
21,45,2,0,0.1,0,0.9,0,0,1
21,46,30,0,1.3,0.6,12.7,0.7,0,2
21,47,9,0,0.4,0.1,3.9,0.2,0,2
21,72,9,0,0.2,0.5,3,0,0,1
21,109,4,0,0.4,0.4,0.8,0,0,1
21,117,3,0,0.7,0.4,0.2,0,0,1
21,119,20,1.1,4.9,1.1,2.1,0,0,2
21,120,150,22.6,34,11.1,5.6,0,0,1
21,121,121,8.5,8.5,5.1,39.4,0,0,2
21,122,614.5,72,6,24,226,3,72,0
21,123,409,24,13,62,129,0,34,0
21,124,287.5,50,30,22,43,1,36,0
21,125,252.5,31,77,6,8,0,7,0
21,126,151,5.2,23.8,29.8,1.2,0.2,12,2
22,8,16,0.6,1.9,2.1,1.4,0,0,1
22,9,24,1,2.8,3,2.2,0,0,2
22,10,112,21.7,12.9,6.2,7.5,0,17,2
22,11,137.5,4,37,25,11,0,43,0
22,19,3,0.1,0.6,0.3,0.4,0,0,1
22,20,90.5,1.9,12.6,5.8,24.3,0,0,3
22,21,32,0.3,5.5,0.3,10.7,0,0,1
22,88,26,1.3,1.3,0.9,8.9,0,0,1
22,89,10,0.5,0.5,0.4,3.4,0,0,1
22,106,77,0.5,7.3,5.6,21.8,0,0,3
22,107,13,0.2,2.8,0.7,2.5,0,0,1
22,108,10,0,0.9,1,2,0,0,2
22,109,53,0,4.8,5.5,10.3,0,0,4
22,111,3,0.1,0.7,0,1,0,0,1
22,114,3,0,0.7,0.4,0.2,0,0,1
22,116,79,2.2,6.2,3.7,25.9,0,0,2
22,117,119,3.2,12.2,1.7,33.9,0,4,1
22,120,59,3.1,6.5,9.1,3.5,0,0,3
22,121,8,0.4,0.7,1.4,0.4,0,0,1
22,122,62,12,5,9,2,0,5,0
22,123,245.5,87,16,10,26,0,69,0
22,124,32,2.3,8.4,2.5,2.1,0,0,4
22,125,161,14,33,19,1,0,0,0
