x,y,value
0,67,18516
0,68,37032
0,70,59616
1,67,37032
1,68,88434
1,69,28740
1,70,29808
3,122,1791423
6,121,1635327
10,120,1313298
13,118,621168
13,119,310584
14,118,310584
14,119,155292
16,83,239461
16,84,478922
16,116,1090503
17,83,478922
17,84,2143845
18,77,91374
18,78,182748
18,84,731832
18,113,969012
19,84,1463664
19,102,129096
20,85,1305690
20,102,64548
21,85,652845
22,87,2113164
23,87,1133284
23,88,566642
24,87,566642
24,88,283321
26,89,1613610
27,89,2413200
27,126,486
28,89,1206600
28,126,972
29,80,1396412
29,81,477099
29,83,347798
29,84,173899
30,80,2581094
30,81,922033
30,83,695596
30,84,347798
30,85,1254150
30,90,4405815
30,108,829422
31,80,2398201
31,81,922385
31,90,1377441
31,91,2754882
31,108,414711
31,123,31584
31,124,11241
32,80,1106510
32,81,1660117
32,91,1887316
32,92,943658
32,122,868836
32,123,1655112
33,81,1106103
33,91,943658
33,92,4858915
33,101,105295
33,102,210590
33,105,98439
33,106,196878
33,122,36432
34,93,2309400
34,94,1154700
34,99,787578
34,100,562688
34,101,491934
34,102,1207282
34,103,1572204
34,121,161340
34,122,80670
35,94,2572662
35,97,1659330
35,98,829665
35,99,1575156
35,100,1125376
35,101,562688
35,120,27121
35,121,54242
36,94,4696721
36,107,577780
36,108,1155560
36,120,107351
36,121,214702
37,107,1155560
37,108,2311120
37,120,1453506
38,94,2516790
38,95,1258395
38,108,4177575
38,120,2907012
39,95,3189712
39,96,4040302
39,97,1759252
39,106,669852
39,109,4174317
39,120,1623966
39,121,7496484
40,95,2777829
40,96,883346
40,105,571314
40,106,1081225
40,107,93479
40,109,5764428
40,121,2124276
41,103,426168
41,104,257346
41,105,285657
41,106,373916
41,107,1612408
41,109,2527791
41,110,5572053
41,111,1545690
41,120,1575434
41,121,3150868
42,104,514692
42,107,281685
42,108,1357602
42,109,341832
42,110,1716606
42,111,8425848
42,112,7957830
42,113,2732058
42,120,787717
42,121,1575434
43,112,2645298
43,113,5464116
43,114,8779770
43,116,8992116
43,120,6734448
44,115,2921958
44,116,12724917
44,117,5969358
44,118,12257829
44,119,15354630
44,120,9137005
45,114,8593353
45,119,16392199
45,120,9139132
45,126,164517
45,127,329088
46,109,2256864
46,110,4513728
46,111,6818715
46,113,8736228
46,119,1093025
46,120,2149670
46,121,15533137
46,122,11524287
46,123,6319902
46,124,471564
46,125,489222
46,126,329034
47,108,4010382
47,123,3159951
47,124,8781678
48,125,11584119
48,126,5052533
49,126,7729334
49,127,4983175
50,127,3678257
97,116,4650341
97,117,312460
98,116,2218898
98,117,4285105
99,117,3052932
99,118,1011114
100,118,5078331
101,118,2333028
101,119,2651892
102,118,625554
102,119,1251108
103,117,2439927
105,116,2447154
106,115,403896
107,115,201948
