x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
31,105,4,0.1,0.6,0.2,0.7,1,0.2,0.3,0.4,0.5,0,0,65256.5,1.8,0.6
58,126,18,0.7,2.5,0.7,3.2,4.7,0.7,1.5,1.8,2.2,0,0,293654.3,7.9,2.9
59,126,37,2,1.5,3,6,9,0,5,6,3.5,1,0,627008,17,4
59,127,2,0.1,0.3,0.1,0.3,0.5,0.1,0.2,0.2,0.2,0,0,32628.3,0.9,0.3
65,89,2,0,0.2,0,0.3,0.5,0,0.5,0.2,0.2,0.1,0,36299.8,0.9,0.3
66,89,4,0,0.4,0.1,0.6,1,0,1,0.4,0.4,0.1,0,72599.7,1.8,0.6
66,91,2,0,0.2,0,0.3,0.5,0,0.5,0.2,0.2,0.1,0,36299.8,0.9,0.3
66,92,4,0,0.4,0.1,0.6,1,0,1,0.4,0.4,0.1,0,72599.7,1.8,0.6
66,93,5,0,0.5,0.1,0.8,1.2,0,1.2,0.6,0.5,0.1,0,90749.6,2.3,0.8
66,96,1,0,0.1,0,0.2,0.2,0,0.3,0.1,0.1,0,0,18149.9,0.5,0.2
67,91,53,3,7,3,9,14,1,6,1,5,4,0,851710.9,23,8
67,92,5,0,0.5,0.1,0.8,1.2,0,1.2,0.6,0.5,0.1,0,90749.6,2.3,0.8
68,103,5,0.2,0.5,0.3,0.4,1.6,0,0.8,0.6,0.3,0.1,0.2,109268.4,2.2,0.4
69,103,1,0,0.1,0.1,0.1,0.3,0,0.2,0.1,0.1,0,0,21853.7,0.4,0.1
69,104,24.5,1,2.6,1.4,1.7,8,0,4,2.9,1.4,0.6,0.9,535415.3,10.9,2
70,103,24,0,1,1,0,10,0,5,5,0,1,1,519083.3,14,1
70,104,11,0.4,1.2,0.6,0.8,3.6,0,1.8,1.3,0.6,0.3,0.4,240390.5,4.9,0.9
71,103,20,0.8,2.1,1.2,1.4,6.5,0,3.3,2.3,1.2,0.5,0.7,437073.7,8.9,1.6
71,104,4,0.2,0.4,0.2,0.3,1.3,0,0.7,0.5,0.2,0.1,0.1,87414.7,1.8,0.3
72,74,2,0,0.2,0.1,0.2,0.4,0,0.4,0.5,0,0.2,0,39121.5,1,0.3
72,103,13,0.5,1.4,0.8,0.9,4.3,0,2.1,1.5,0.8,0.3,0.4,284097.9,5.8,1.1
73,75,5,0,0.5,0.3,0.4,1.1,0,0.9,1.4,0,0.4,0,97803.6,2.6,0.7
73,103,7,0.3,0.7,0.4,0.5,2.3,0,1.2,0.8,0.4,0.2,0.2,152975.8,3.1,0.6
75,72,4,0,0.4,0.2,0.3,0.9,0,0.8,1.1,0,0.3,0,78242.9,2.1,0.5
75,73,5,0,0.5,0.3,0.4,1.1,0,0.9,1.4,0,0.4,0,97803.6,2.6,0.7
76,72,2,0,0.2,0.1,0.2,0.4,0,0.4,0.5,0,0.2,0,39121.5,1,0.3
76,73,3,0,0.3,0.2,0.2,0.7,0,0.6,0.8,0,0.2,0,58682.2,1.5,0.4
79,63,3,0,0.3,0.2,0.2,0.7,0,0.6,0.8,0,0.2,0,58682.2,1.5,0.4
79,64,12,0,1.3,0.6,1,2.6,0,2.3,3.2,0,1,0,234728.7,6.2,1.6
80,64,1,0,0.1,0,0.1,0.2,0,0.2,0.3,0,0.1,0,19560.7,0.5,0.1
84,61,13,0.3,1.3,0.3,2.7,4,1,1.7,0.3,0.3,0.4,0.7,188990.9,4.3,0.7
84,62,3,0.1,0.3,0.1,0.6,0.9,0.2,0.4,0.1,0.1,0.1,0.1,43613.3,1,0.2
86,59,3,0.2,0.4,0.1,0.9,0.4,0.3,0.3,0.2,0.1,0.1,0,56196.9,1.2,0.4
88,50,1,0.1,0.1,0,0.3,0.2,0.1,0.1,0.1,0,0,0,18732.3,0.4,0.1
88,56,30,1.8,4.4,0.9,8.8,4.4,2.6,3.5,1.8,0.9,0.9,0,561969.5,12.4,3.5
89,51,3,0.1,0.1,0.1,0.4,0.5,0.1,0.6,0.7,0.1,0.3,0,64057,1.3,0.2
89,54,27,1,1,2,3,4,0,4,5,3,2,2,716762.4,11,2
89,55,53.5,1,4,6,5,9,1,7,6,5.5,9,0,1022706.9,26,4
89,56,13,0,2.3,0.9,1.2,4,0,1.4,2.3,0.2,0.5,0.2,277129.3,6,0.9
89,64,8,0.2,0.8,0.2,1.7,2.5,0.6,1,0.2,0.2,0.2,0.4,116302.1,2.7,0.4
90,51,6,0.2,0.3,0.1,0.7,1,0.2,1.2,1.4,0.2,0.6,0.1,128114.1,2.6,0.5
90,52,19,0.6,0.9,0.4,2.2,3.3,0.6,3.7,4.4,0.7,2,0.2,405694.6,8.3,1.5
90,53,24,0,1,1,5,2,0,2,8,2,3,0,469293,15,2
90,54,15,0.5,0.7,0.3,1.7,2.6,0.5,2.9,3.5,0.5,1.6,0.2,320285.2,6.6,1.2
90,55,65,0,12,6,9,22,2,3,2,8,1,0,1216201.8,22,3
90,56,41,0,7.3,2.9,3.7,12.5,0,4.4,7.3,0.7,1.5,0.7,874023.3,19,2.9
91,52,23,0.8,1,0.5,2.6,4,0.8,4.5,5.3,0.8,2.4,0.3,491104,10,1.9
91,53,5,0.2,0.2,0.1,0.6,0.9,0.2,1,1.1,0.2,0.5,0,106761.7,2.2,0.4
91,55,2,0,0.4,0.1,0.2,0.6,0,0.2,0.4,0,0.1,0,42635.3,0.9,0.1
92,53,7,0.2,0.3,0.2,0.8,1.2,0.2,1.4,1.6,0.3,0.7,0.1,149466.4,3.1,0.6
93,52,7,0.2,0.3,0.2,0.8,1.2,0.2,1.4,1.6,0.3,0.7,0.1,149466.4,3.1,0.6
93,53,2,0.1,0.1,0,0.2,0.3,0.1,0.4,0.5,0.1,0.2,0,42704.7,0.9,0.2
94,51,4,0.1,0.3,0.1,0.6,0.7,0.2,0.8,0.6,0.2,0.4,0,73994.9,2.2,0.5
94,66,6,0.1,0.6,0.2,1.2,1.8,0.5,0.8,0.2,0.1,0.2,0.3,87226.6,2,0.3
96,46,6,0.5,1.3,0.2,1,1,0.2,0.8,0.6,0.1,0.3,0,109487.2,2.2,0.5
96,47,1,0.1,0.2,0,0.2,0.2,0,0.1,0.1,0,0.1,0,18247.9,0.4,0.1
96,51,70,2,9,4,6,24,1,9,5,5,3,2,1454368.7,32,1
96,53,8,0.1,0.6,0.2,1.1,1.5,0.4,1.7,1.1,0.4,0.9,0,147989.8,4.5,0.9
96,54,1,0,0.1,0,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0,18498.7,0.6,0.1
96,55,2,0,0.2,0.3,0.3,0.5,0,0.3,0.3,0,0.1,0,49151.2,0.9,0.1
97,48,5,0.4,1,0.2,0.8,0.8,0.2,0.7,0.5,0.1,0.3,0,91239.3,1.8,0.4
97,49,21,1.6,4.3,0.8,3.5,3.6,0.8,2.8,2,0.4,1.2,0,383205.1,7.5,1.6
97,50,74,3,10,5,6,27,0,4,9,7,3,0,1512903.9,29,8
97,51,61,2,7,7,11,16,1,6,4,4,3,0,901272,31,10
97,52,8,0.1,0.6,0.2,1.1,1.5,0.4,1.7,1.1,0.4,0.9,0,147989.8,4.5,0.9
97,53,13,0.2,0.9,0.4,1.9,2.4,0.5,2.8,1.9,0.5,1.5,0,240483.4,7.2,1.5
97,54,7,0.1,0.5,0.2,1,1.3,0.3,1.5,1,0.3,0.8,0,129491.1,3.9,0.8
98,49,9,0.7,1.9,0.3,1.5,1.5,0.3,1.2,0.9,0.2,0.5,0,164230.8,3.2,0.7
98,50,11,0.1,0.8,0.3,1.6,2,0.5,2.4,1.6,0.5,1.2,0,203486,6.1,1.3
98,52,15,0.2,1.1,0.4,2.1,2.8,0.7,3.2,2.1,0.7,1.7,0,277480.9,8.4,1.7
98,53,3,0,0.2,0.1,0.4,0.6,0.1,0.7,0.4,0.1,0.4,0,55496.2,1.7,0.3
98,63,9,0.2,0.9,0.2,1.9,2.8,0.7,1.2,0.2,0.2,0.2,0.5,130839.8,3,0.5
99,49,4,0.3,0.8,0.2,0.7,0.7,0.1,0.5,0.4,0.1,0.2,0,72991.4,1.4,0.3
99,51,22,1,1,1,4,5,0,3,3,1,1,2,486846.8,12,4
99,52,24,0,2,2,5,3,1,3,4,1,3,0,558877.3,11,2
100,50,11,0.2,1,1.4,1.5,2.8,0.2,1.7,1.3,0.1,0.6,0.2,270331.5,4.7,0.8
100,51,29,2,0,3,7,2,0,6,8,0,1,0,380700.1,18,9
101,50,30,0,1,0,7,6,1,3,9,2,1,0,598756.2,15,5
101,51,18.5,0.3,1.7,2.4,2.5,4.7,0.3,2.9,2.2,0.2,1,0.3,454648.4,7.9,1.3
102,49,7,0.5,1.4,0.3,1.2,1.2,0.3,0.9,0.7,0.1,0.4,0,127735,2.5,0.5
102,50,56,0,4,2,11,16,1,5,14,3,0,0,1171289.6,28,5
102,51,6,0.1,0.6,0.8,0.8,1.5,0.1,0.9,0.7,0.1,0.3,0.1,147453.5,2.6,0.4
103,50,19,0.3,1.8,2.4,2.6,4.9,0.3,2.9,2.3,0.2,1,0.3,466936.2,8.1,1.3
103,51,2,0,0.2,0.3,0.3,0.5,0,0.3,0.3,0,0.1,0,49151.2,0.9,0.1
108,50,16,0,1.8,0.9,2.2,3.5,0,0.9,1.8,1.8,2.7,0.4,326249.8,6.2,1.3
108,51,10,0,1.1,0.5,1.4,2.2,0,0.6,1.1,1.1,1.7,0.3,203906.1,3.9,0.8
108,52,10,0,1.1,0.5,1.4,2.2,0,0.6,1.1,1.1,1.7,0.3,203906.1,3.9,0.8
108,64,2,0,0.1,0.1,0.1,0.5,0,0.4,0.4,0.2,0.2,0,37887.9,1,0.2
108,65,3,0,0.2,0.2,0.2,0.7,0,0.5,0.6,0.3,0.3,0,56831.9,1.4,0.3
109,34,61.5,1,5,1,13,3,1,13,6,3.5,13,2,1114160.6,33,8
109,35,45,3,1,4,1,11,0,6,11,1,7,0,800835.3,23,7
109,36,30,1,2,3,10,4,2,4,3,1,0,0,518035.5,14,3
109,49,15,0,1.8,0.9,1.4,4.5,0.9,2.7,1.4,0.9,0.5,0,303800,6.8,1.4
109,50,48,2,6,2,5,15,0,4,8,3,2,1,947589,21,2
109,51,44,2,6,2,5,13,0,5,2,2,4,3,726091.3,20,3
109,52,37,1,3,4,4,9,0,3,4,4,3,2,762543.2,12,1
109,63,7,0.1,0.5,0.3,0.5,1.7,0,1.3,1.3,0.7,0.6,0,132607.7,3.4,0.7
109,64,15,0.2,1.1,0.7,1.1,3.6,0,2.7,2.7,1.6,1.3,0,284159.4,7.2,1.4
110,33,15,0.3,2.4,0.3,2.9,3.9,0,1,1,2.4,0.3,0.5,284111.8,5.8,0.5
110,34,40,3,5,1,8,8,5,2,3,1,3,1,784097.2,15,2
110,35,93,3.5,13.5,6,15,16,1.5,14,12,5.5,6,0,1696716.9,48,14
110,36,38,3,4,1,5,10,1,5,7,0,2,0,793435.3,19,3
110,37,75.5,2,5.5,1,4,18,3,12,16,2,11,1,1434884.4,41,10
110,38,16,0.7,2,0.7,3.3,3,0,1.3,2,2,0.3,0.7,299524.9,7,1
110,48,2,0,0.2,0.1,0.2,0.6,0.1,0.4,0.2,0.1,0.1,0,40506.7,0.9,0.2
110,49,11,0,1.3,0.7,1,3.3,0.7,2,1,0.7,0.3,0,222786.7,5,1
110,51,37,1,3,2,4,11,0,9,3,1,1,2,687963.1,20,8
110,52,30,0,0,1,3,9,0,5,8,3,1,0,628973,16,1
110,53,25.5,0,0.5,2,6,7,1,4,3,2,0,0,413604.8,17,4
110,63,10,0.1,0.7,0.5,0.7,2.4,0,1.8,1.8,1.1,0.9,0,189439.6,4.8,1
110,64,17,0.2,1.2,0.8,1.2,4.1,0,3.1,3.1,1.9,1.4,0,322047.3,8.2,1.6
111,33,34.5,1,5,0,2,12,1,5,2,6.5,0,0,918902.4,12,1
111,34,103,11,11,2,21,25,5,10,7,11,0,0,1879380.2,38,13
111,35,38,2,6,1,7,8,1,0,8,1,4,0,724716.9,15,4
111,36,41,1,4,2,10,10,0,6,5,1,2,0,801957.3,20,5
111,37,36,3,4,1,7,5,1,4,4,5,2,0,660747.3,14,2
111,38,5,0.2,0.6,0.2,1.1,1,0,0.4,0.6,0.6,0.1,0.2,93601.5,2.2,0.3
111,41,3,0,0.3,0.2,0.3,0.9,0.2,0.5,0.3,0.2,0.1,0,60760,1.4,0.3
111,48,2,0,0.2,0.1,0.2,0.6,0.1,0.4,0.2,0.1,0.1,0,40506.7,0.9,0.2
111,50,6,0.3,0,0.3,0.9,1.5,0,0.3,2.4,0,0.3,0,139196.8,3.3,0.6
111,51,3,0.1,0,0.1,0.4,0.8,0,0.2,1.2,0,0.2,0,69598.4,1.6,0.3
111,53,5,0.2,0,0.2,0.7,1.3,0,0.3,2,0,0.3,0,115997.3,2.8,0.5
111,63,11,0.1,0.8,0.5,0.8,2.7,0,2,2,1.2,0.9,0,208383.6,5.3,1.1
111,64,30,0,4,1,5,7,1,3,2,3,4,0,684268.3,14,1
112,34,7,0.1,1.1,0.1,1.4,1.8,0,0.5,0.5,1.1,0.1,0.3,132585.5,2.7,0.2
112,35,24,1,3,1,5,4.5,0,2,3,3,0.5,1,449287.4,10.5,1.5
112,36,66,2,5,2,13,18,0,6,14,2,1,3,1532285.7,32,1
112,39,3,0.1,0.4,0.1,0.6,0.6,0,0.2,0.4,0.4,0.1,0.1,56160.9,1.3,0.2
112,50,3,0.1,0,0.1,0.4,0.8,0,0.2,1.2,0,0.2,0,69598.4,1.6,0.3
112,63,29,0,1,2,3,7,1,9,3,1,1,1,641132,17,5
112,64,26,0,0,3,2,5,0,6,4,0,6,0,654472.5,16,2
113,32,9,0.2,1.4,0.2,1.7,2.4,0,0.6,0.6,1.4,0.2,0.3,170467.1,3.5,0.3
113,33,26,0.5,4.1,0.5,5,6.8,0,1.8,1.8,4.1,0.5,0.9,492460.4,10,0.9
113,34,52,3,5,2,6,18,1,2,8,1,5,1,886068.8,22,5
113,35,56,0,2,3,9,13,0,7,15,4,2,1,1144046.5,28,5
113,54,3,0.1,0,0.1,0.4,0.8,0,0.2,1.2,0,0.2,0,69598.4,1.6,0.3
113,64,7,0.1,0.5,0.3,0.5,1.7,0,1.3,1.3,0.7,0.6,0,132607.7,3.4,0.7
113,65,11,0.1,0.8,0.5,0.8,2.7,0,2,2,1.2,0.9,0,208383.6,5.3,1.1
114,32,2,0.1,0.3,0.1,0.2,0.7,0,0.1,0.2,0.2,0.1,0,35281.9,0.8,0.2
114,33,22.5,1.2,3.5,0.8,2,8.1,0.4,1.6,2.1,2,0.8,0,396920.8,9.3,2
114,34,17,0.9,2.6,0.6,1.6,6.1,0.3,1.2,1.6,1.5,0.6,0,299895.8,7,1.5
114,35,9,0.5,1.4,0.3,0.8,3.2,0.2,0.7,0.8,0.8,0.3,0,158768.3,3.7,0.8
114,48,4,0.3,0.5,0,0.5,1.6,0.2,0.3,0.2,0.2,0.2,0,73388.8,1.9,0.3
114,55,5,0.1,0.4,0.2,0.4,0.7,0,0.9,0.9,0,1.2,0.2,108298.4,2.8,0.6
114,64,2,0,0.1,0.2,0.1,0.6,0,0.4,0.2,0.2,0,0.2,44013,0.8,0.1
115,34,2,0.1,0.3,0.1,0.2,0.7,0,0.1,0.2,0.2,0.1,0,35281.9,0.8,0.2
115,35,2,0.1,0.3,0.1,0.2,0.7,0,0.1,0.2,0.2,0.1,0,35281.9,0.8,0.2
116,25,5,0.1,0.9,0.3,0.5,1.9,0.1,0.3,0.1,0.6,0.1,0.1,97834.9,1.8,0.1
116,58,3,0.1,0.3,0.1,0.3,0.4,0,0.5,0.5,0,0.7,0.1,64979,1.7,0.4
116,59,59,3,6.5,1,10,16,1,6,8,2.5,3,2,1309579.2,26,2
116,60,20,0,2,0,1,3,0,7,7,0,0,0,457740,12,0
117,25,30,0.4,5.4,1.8,3.1,11.6,0.4,1.8,0.5,4,0.5,0.5,587009.4,10.7,0.9
117,26,10,0.1,1.8,0.6,1,3.9,0.1,0.6,0.2,1.3,0.2,0.2,195669.8,3.6,0.3
117,41,4,0.3,0.5,0,0.5,1.6,0.2,0.3,0.2,0.2,0.2,0,73388.8,1.9,0.3
117,59,21,0.6,1.9,0.6,1.9,3.1,0,3.7,3.7,0,4.9,0.6,454853.1,11.7,2.5
117,60,13,0,0.8,1.1,0.6,3.9,0,3,1.1,1.1,0.3,1.1,286084.5,5.3,0.6
117,61,29,0,3,3,2,5,0,6,7,2,0,1,540818.4,11,2
117,62,8,0,0.5,0.7,0.3,2.4,0,1.9,0.7,0.7,0.1,0.7,176052,3.2,0.3
117,64,6,0,0.4,0.5,0.3,1.8,0,1.4,0.5,0.5,0.1,0.5,132039,2.4,0.3
