x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
54,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
55,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
55,2,0,0,2,1,0,3,4,0,1,0,0,1,1,0,1,0,1,0,2,0,17
55,3,1,0,3,0,0,2,1,1,0,0,0,1,1,0,1,2,1,0,2,0,16
55,4,1,0,5,0,1,1,7,2,0,1,0,0,1,0,0,0,0,1,2,0,22
56,0,0,0,0,1,0,3,4,1,3,0,0,0,1,1,0,0,0,1,1,0,16
56,1,0,0,3,0,0,2,4,0,2,0,0,0,3,0,1,2,0,0,6,0,23
56,2,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7
56,3,0,0,2,0,0,4,4,1,2,1,0,0,0,0,0,0,0,1,4,0,19
56,4,0,0,12,2,1,2,10,11,4,0,0,1,3,2,1,2,0,2,6,0,59
57,0,4,0,2,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,1,0,13
57,1,0,2,11,2,1,8,18,2,5,2,0,1,10,2,2,4,4,2,9,0,85
57,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4
57,3,2,1,9,1,1,9,15,5,3,3,0,0,11,1,1,5,3,9,12,0,91
57,4,0,0,1,0,0,2,5,2,0,3,0,0,0,0,0,0,0,1,2,0,16
58,0,0,0,11,0,0,9,14,6,1,1,0,0,5,1,1,2,0,3,10,0,64
58,1,0,0,4,0,0,7,11,1,3,0,0,0,3,1,0,0,0,1,2,0,33
58,2,2,0,7,0,0,9,7,1,12,2,0,1,10,2,1,4,6,3,13,0,80
58,3,2,0,32,1,3,18,45,13,6,9,0,1,18,1,7,11,13,10,39,0,229
58,4,0,0,13,0,0,2,10,3,0,4,0,2,7,0,1,1,1,3,6,0,53
58,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,0,3,0,43,3,4,34,56,5,12,11,4,4,41,5,5,13,10,28,47,0,328
59,1,0,0,18,0,1,21,16,2,2,2,0,0,8,0,1,0,0,2,11,0,84
59,2,0,0,6,0,0,7,13,2,4,1,1,1,7,1,0,1,1,2,4,0,51
59,3,2,0,22,0,0,17,9,8,6,3,3,0,7,1,1,3,1,3,4,0,90
59,4,0,1,3,0,0,3,1,0,1,1,0,1,0,0,1,1,0,0,3,0,16
59,5,0,0,0,0,0,4,4,0,1,0,0,0,2,0,0,0,1,0,1,0,13
59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4
60,0,1,0,7,0,0,8,7,1,2,0,0,0,6,1,0,0,2,2,4,0,41
60,1,0,0,5,1,0,6,13,1,10,3,0,0,7,0,0,2,1,4,10,1,64
