x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,85,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
1,76,161,0,0,0,0,0,0,4,274,0,0,0,0,0,0,0,0
1,79,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
1,83,49,3,1170,2138,29,0,104,10,96,6,2133,2346,58,0,124,3308,4479
2,75,7,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
2,76,401,699,17801,10575,1120,572,867,85,841,1399,31416,24380,3067,1945,1366,28376,55796
2,79,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
2,83,17,25,250,136,13,2,10,5,35,44,448,297,26,6,20,386,745
3,66,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
3,74,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
3,76,6,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
3,78,61,9,1116,427,62,19,24,21,125,24,2299,918,244,40,28,1543,3217
3,80,13,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0
3,85,20,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0
3,87,5,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0
4,58,9,2,137,122,28,11,3,4,21,3,283,174,36,11,3,259,457
4,59,18,40,619,538,72,26,40,8,45,75,1171,1178,170,51,159,1157,2349
4,61,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
4,78,61,0,0,0,0,0,0,9,157,0,0,0,0,0,0,0,0
4,85,22,0,0,0,0,0,0,5,45,0,0,0,0,0,0,0,0
5,58,8,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
5,69,7,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
5,86,8,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0
5,87,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
6,66,115,0,0,0,0,0,0,3,193,0,0,0,0,0,0,0,0
6,67,241,125,6516,2630,458,359,119,19,590,454,9341,4785,985,622,239,9146,14126
6,83,22,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0
7,66,20,0,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0
8,68,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
9,58,8,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0
9,70,12,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0
9,71,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
9,76,15,8,172,111,33,0,13,7,32,22,365,403,96,0,18,283,768
10,55,6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
10,69,10,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0
10,70,73,0,0,0,0,0,0,4,152,0,0,0,0,0,0,0,0
10,74,7,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
11,64,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
11,69,153,135,4537,1966,339,136,123,15,606,237,7836,4064,819,500,173,6503,11900
12,69,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
12,76,17,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0
13,68,6,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0
14,59,60,0,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0
15,63,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
15,67,7,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
18,66,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
20,66,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
21,65,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
21,66,58,113,2740,918,146,36,81,6,112,161,3844,1228,234,41,83,3658,5072
