x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
55,98,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
55,99,23,1,76,6,4,112,272,24,98,18,4,82,82,69,3,9,5,48,68,0,1004
56,96,4,0,28,0,0,33,49,6,25,16,0,20,36,21,0,4,9,40,29,0,320
56,97,23,3,79,2,6,155,209,19,157,21,3,190,108,84,6,22,12,66,74,0,1239
56,98,39,3,165,8,9,322,512,49,230,27,7,204,244,199,16,34,21,86,160,0,2335
56,99,22,1,100,0,2,111,179,13,49,12,1,50,58,24,7,11,10,25,71,0,746
57,96,27,1,103,4,4,232,248,40,127,44,4,109,198,120,7,24,17,94,121,0,1524
57,97,41,3,207,4,12,308,353,55,144,107,11,127,283,113,11,61,31,88,213,0,2172
57,98,28,6,163,3,4,133,260,42,60,36,3,31,131,32,16,20,18,53,109,0,1148
57,99,6,0,57,0,5,27,80,9,29,4,1,8,24,7,5,6,7,16,32,0,323
58,95,1,1,1,0,0,5,2,0,4,0,0,3,1,2,0,0,0,3,0,0,23
58,96,5,0,2,0,0,8,10,3,12,0,0,3,1,7,0,0,0,2,3,0,56
58,97,4,0,10,1,2,13,20,6,14,3,0,2,4,8,1,2,1,7,14,0,112
58,98,5,0,22,1,1,29,44,6,44,2,0,19,24,20,2,2,2,16,26,0,265
58,99,51,6,755,15,31,942,1894,367,620,322,53,305,1223,285,28,156,145,380,831,0,8409
59,94,2,0,1,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,6,0,16
59,95,6,1,8,0,0,18,34,22,42,4,2,21,23,23,5,5,7,29,20,0,270
59,96,2,0,7,0,3,16,45,5,29,2,1,10,19,24,3,5,4,13,14,0,202
59,97,18,0,28,1,5,31,60,16,59,6,1,30,46,38,7,8,9,41,61,0,465
59,98,25,1,76,4,4,124,171,23,174,31,4,51,97,86,13,20,24,81,97,0,1106
59,99,11,3,86,5,8,59,90,20,42,10,1,9,45,18,7,12,2,28,56,0,512
59,100,6,0,11,1,2,7,7,1,4,2,0,1,6,0,1,3,1,7,15,0,75
60,93,0,0,2,0,0,1,1,0,5,0,0,0,0,1,0,0,0,1,8,0,19
60,94,3,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,1,5,0,17
60,95,4,2,12,0,7,28,41,18,65,2,1,9,17,21,6,7,2,20,43,0,305
60,96,0,0,9,1,0,2,8,1,5,0,1,5,2,3,0,0,0,4,3,0,44
60,97,0,0,12,2,3,13,14,7,15,5,1,3,12,7,3,5,5,12,22,0,141
60,98,1,0,2,0,0,7,5,2,5,1,0,1,0,1,0,0,0,2,6,0,33
60,99,9,0,38,3,4,18,27,13,17,1,0,2,16,38,5,8,1,10,31,0,241
60,100,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
61,92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
61,93,62,3,188,9,14,260,478,85,253,55,9,90,297,187,20,77,67,143,226,0,2523
61,94,25,2,80,2,10,95,148,20,130,13,3,32,71,62,6,17,8,36,73,0,833
61,95,6,5,22,2,3,21,51,4,19,12,0,0,17,5,8,9,11,24,37,0,256
61,96,0,0,7,0,1,2,9,2,5,1,0,0,1,0,1,3,0,3,7,0,42
61,97,8,0,28,2,4,15,28,23,18,2,0,2,14,1,2,7,6,18,38,0,216
61,98,16,0,30,2,2,14,28,5,5,5,1,0,8,0,3,3,1,5,16,0,144
61,99,15,1,36,0,1,21,47,13,27,5,2,0,15,4,5,8,10,21,40,0,271
61,100,5,2,49,1,8,27,33,8,5,4,0,1,13,4,5,6,5,9,26,0,211
61,101,2,0,2,0,2,1,1,0,1,0,0,0,1,0,1,0,0,2,6,0,19
62,92,4,0,20,0,2,9,32,6,22,4,0,6,12,32,1,2,0,10,16,0,178
62,93,36,4,74,2,8,64,91,41,62,7,1,9,29,64,13,24,13,41,82,0,665
62,94,18,2,24,0,2,25,40,10,27,0,0,7,5,9,6,9,2,14,39,0,239
62,95,2,1,4,1,2,3,5,0,5,1,0,0,0,2,1,1,0,1,4,0,33
62,96,1,0,8,1,2,3,12,0,6,1,0,0,5,3,2,4,2,6,18,0,74
62,97,11,0,3,0,4,4,2,3,5,0,0,1,1,3,3,2,1,5,14,0,62
62,98,6,0,16,3,3,6,8,2,7,2,0,2,3,1,2,6,5,10,11,0,93
62,99,49,0,80,3,5,45,83,9,42,12,1,2,35,4,5,13,10,15,39,0,452
62,100,39,4,177,6,16,122,354,48,106,58,8,22,215,35,15,49,49,79,236,0,1638
62,101,31,3,522,14,14,329,938,120,181,172,20,43,493,92,13,65,40,172,303,0,3565
62,102,9,3,83,4,1,71,132,26,48,10,0,6,51,15,12,20,15,15,69,0,590
62,103,7,1,77,4,6,42,97,38,15,21,0,5,41,4,11,21,18,27,73,0,508
63,91,1,1,2,0,0,1,6,0,4,0,0,0,1,1,0,0,0,0,1,0,18
63,92,32,1,125,17,14,157,352,71,204,45,2,62,172,103,17,46,48,161,184,0,1813
63,93,7,4,18,4,1,11,18,7,3,1,0,0,5,6,5,4,1,5,8,0,108
63,94,10,6,11,6,4,8,8,2,5,0,0,0,3,8,4,7,4,5,16,0,107
63,95,10,1,2,1,1,2,2,0,4,0,0,1,0,0,1,2,1,0,3,0,31
63,96,1,0,2,1,2,0,1,1,1,0,0,0,2,0,1,1,1,1,3,0,18
63,98,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7
63,99,11,2,28,1,4,7,20,4,8,0,0,1,11,1,5,8,8,8,25,0,152
63,100,14,0,46,3,4,35,57,8,18,8,1,1,24,3,4,7,3,13,40,0,289
