x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,121,24,0,0,3,0,5,0,7,6,1,2,0,494935.9,14,3
88,122,37,4,4,2,5,7,2,4,6,1,2,0,659411.6,15,2
88,123,2,0.1,0.3,0.1,0.3,0.3,0,0.2,0.4,0,0.2,0.1,38524.7,0.9,0.2
88,20,7,0.6,0.5,0.2,1,1.8,0.3,0.6,0.8,0.3,0.6,0.3,141356.5,2.9,0.6
88,120,5,0.1,0.3,0.1,0.6,1,0.2,0.5,1.8,0.1,0.3,0,102020.7,2.2,0.7
89,121,44,0,2,4,9,6,1,6,9,3,4,0,883987.5,17,4
89,122,5,0.1,0.3,0.1,0.6,1,0.2,0.5,1.8,0.1,0.3,0,102020.7,2.2,0.7
89,20,3,0.3,0.2,0.1,0.4,0.8,0.1,0.3,0.3,0.1,0.3,0.1,60581.4,1.2,0.3
89,120,43,4,4,4,9,7,0,4,5,3,2,1,808546.4,16,5
89,21,1,0.1,0.1,0,0.1,0.3,0,0.1,0.1,0,0.1,0.1,20193.8,0.4,0.1
89,43,1,0.1,0.1,0,0.2,0.2,0,0.1,0.2,0,0.1,0,18983.4,0.4,0.1
110,33,63,3.2,6.9,5.3,8.9,13.7,0.8,3.2,17.8,2.4,0.8,0,1281093.9,24.2,3.2
110,67,7,0.4,0.3,0.1,1,1.3,0.3,0.6,1.8,0.4,0.8,0,137997.3,2.9,0.3
110,68,19,1.6,0.8,0.2,3.9,3.2,1.2,1.2,4.5,1.2,0.8,0.4,443987.9,7.9,0.8
110,69,12,1,0.5,0.1,2.4,2,0.8,0.8,2.8,0.8,0.5,0.3,280413.4,5,0.5
110,29,4,0.1,0.7,0,0.5,0.8,0.1,0.4,0.6,0.2,0.4,0.2,82400.9,1.5,0
110,84,7,0.5,0.7,0.2,0.9,1.6,0,1,1.3,0.3,0.4,0.1,152845.9,3.1,0.2
110,85,7,0.5,0.7,0.2,0.9,1.6,0,1,1.3,0.3,0.4,0.1,152845.9,3.1,0.2
110,30,18,0.4,3.1,0,2.2,3.9,0.4,1.8,2.6,0.9,1.8,0.9,370803.8,6.6,0
110,31,6,0.1,1,0,0.7,1.3,0.2,0.6,0.9,0.3,0.6,0.3,123601.3,2.2,0
110,42,3,0.3,0.1,0.3,0.9,0.6,0,0.2,0.4,0,0.2,0,68879.9,1.2,0.2
110,32,52,3,1,2,7,11,2,4,12,2,8,0,1010924.2,26,4
111,33,1,0.1,0.1,0.1,0.1,0.2,0,0.1,0.3,0,0,0,20334.8,0.4,0.1
111,121,4,0,0.4,0.2,0.4,0.8,0,0.5,0.8,0.4,0.4,0.1,83207.2,1.8,0.3
111,122,2,0,0.2,0.1,0.2,0.4,0,0.3,0.4,0.2,0.2,0,41603.6,0.9,0.2
111,69,5,0,0.9,0.2,0.3,0.9,0,0.5,1.4,0.3,0.5,0,79466.5,1.9,0.3
111,27,6,0,1.1,0.7,0.6,1.5,0,1,0.4,0.2,0.5,0,104160.2,2.4,0.6
111,28,41,2,4,1,10,7,0,7,4,3,2,1,673420.3,18,6
111,29,36,2,0,2,10,4,2,7,3,4,2,0,668074.4,18,2
111,30,47,2,5,2,7,10,0,6,6,1,7,1,867293.8,23,3
111,31,23,1,2.3,0.7,4.7,4,0.7,3.3,3,1.3,2,0,481344,10.3,0.7
111,43,12,1.4,0.3,1.1,3.5,2.5,0,0.8,1.6,0,0.8,0,275519.8,4.9,0.8
111,32,19,0.8,1.9,0.5,3.9,3.3,0.5,2.8,2.5,1.1,1.7,0,397632,8.5,0.6
112,33,7,0.3,0.8,0.6,1,1.5,0.1,0.3,2,0.3,0.1,0,142343.8,2.7,0.4
112,46,1,0.1,0,0.1,0.3,0.2,0,0.1,0.1,0,0.1,0,22960,0.4,0.1
112,47,5,0.6,0.1,0.5,1.5,1,0,0.3,0.7,0,0.3,0,114799.9,2,0.3
112,28,4,0.2,0.4,0.1,0.8,0.7,0.1,0.6,0.5,0.2,0.4,0,83712,1.8,0.1
112,29,20,0,1,2,0,7,0,2,6,0,2,0,437442.8,12,1
112,121,5,0,0.5,0.3,0.5,1,0,0.6,1,0.5,0.5,0.1,104009,2.2,0.4
112,122,4,0,0.4,0.2,0.4,0.8,0,0.5,0.8,0.4,0.4,0.1,83207.2,1.8,0.3
112,103,2,0.1,0.1,0,0.2,0.4,0.1,0.6,0.5,0,0,0,50634,0.9,0.1
112,91,5,0.2,0.4,0.2,0.4,1.1,0,1.5,0.8,0.4,0,0,87620.4,2.3,0.6
112,92,2,0.1,0.1,0.1,0.2,0.5,0,0.6,0.3,0.1,0,0,35048.2,0.9,0.2
112,30,30,0,1,3,3,9,0,5,2,1,5,1,566789.7,14,3
112,96,4,0.1,0.3,0,0.3,0.9,0.2,1.2,1,0,0,0,101267.9,1.8,0.1
112,31,33,1,3,5,4,8,2,2,2,1,2,3,661149.7,11,1
112,43,8,0.9,0.2,0.7,2.4,1.6,0,0.5,1.1,0,0.6,0,183679.8,3.3,0.5
