x,y,val
0,17,18405
4,19,280
4,23,705
3,29,8542
3,30,33759
2,24,1948
3,26,1576
0,6,1234
0,11,2884
0,26,7227
4,26,12411
1,23,4051
2,19,4610
0,23,1112
2,30,2311
2,21,582
0,24,798
0,2,2447
0,5,27
0,4,187
0,20,1319
3,27,31670
2,22,1047
1,24,2698
1,19,9978
2,4,325
4,25,1998
3,20,843
1,4,82
0,30,1774
2,5,6636
3,24,5655
1,16,192
1,11,37
0,14,3754
1,31,1624
4,3,46
2,27,1599
0,27,847
1,5,1200
1,3,382
3,21,715
2,26,4863
1,12,2860
1,29,1551
4,21,3416
3,22,307
1,13,1293
0,22,8449
1,26,2461
2,20,822
3,19,12117
1,2,11
2,23,1084
5,21,42
2,25,1629
1,22,469
2,29,19535
3,28,276892
0,21,1376
1,27,4113
0,18,1603
2,28,19023
0,16,276538
0,9,270
4,27,1306
3,23,208
1,30,11385
0,10,11693
0,7,7020
2,3,212
0,29,5145
3,25,7963
1,18,1439
0,12,654
0,28,41086
0,3,81
4,24,37586
1,20,479
1,17,9152
0,19,2536
1,6,2952
2,31,1604
0,31,755
0,25,2999
3,31,3696
1,25,1819
1,28,15089
0,13,858
1,21,865
3,4,1876
4,22,597
4,20,465
0,15,3232
