x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,6,1,0.1,0.2,0.1,0.1,0,0,1
0,7,7,0.6,1.2,0.9,0.6,0.1,0,1
0,8,38,2,0,2,18,0,0,0
0,9,140,1,6,16,66,2,0,0
0,10,62.5,1,11,1,17,0,0,0
0,11,47.5,5,4,5,9,0,0,0
0,12,48,1,4,0,14,0,0,0
0,13,10,1.6,1.2,0.5,2.4,0,0,1
0,14,7,1.2,0.8,0.3,1.7,0,0,1
0,15,4,0.1,0.7,0.3,0.9,0,0,1
0,16,1,0,0.2,0.1,0.2,0,0,1
0,17,4,0.1,0.7,0.3,0.9,0,0,1
0,18,3,0.1,0.5,0.2,0.7,0,0,1
0,19,2,0,0.4,0.1,0.5,0,0,1
0,25,2,0,0,0.1,0.6,0,0,1
0,27,5,0.1,0.1,0.1,1.4,0,0,1
0,31,2,0,0.1,0.2,0.6,0,0,1
0,43,4,0,0.6,0.5,0.5,0,0,1
0,62,1,0,0,0.1,0.3,0,0,1
0,71,3,0,0.3,0.2,0.5,0,0,1
0,77,3,0,0.3,0.2,0.5,0,0,1
0,90,7,0,0.4,1.8,0.6,0,0,1
0,101,5,0.1,0.3,0.8,0.7,0,0,1
0,103,4,0.1,0.2,0.7,0.5,0,0,1
0,105,7,0,1.5,0.5,0.8,0,0,1
0,106,4,0,0.9,0.3,0.4,0,0,1
0,116,9,0,2.2,1.3,0.5,0,0,1
0,117,7,0,1.7,1,0.4,0,0,1
0,120,2,0,0.3,0.3,0.3,0,0,1
0,123,4,0.1,0.6,0.5,0.5,0,0,1
1,8,2,0.2,0.4,0.2,0.2,0,0,1
1,9,13,1.2,2.3,1.6,1.1,0.2,0,1
1,10,19,2,1,3,5,0,0,0
1,11,2,0.3,0.2,0.1,0.5,0,0,1
1,13,2,0.3,0.2,0.1,0.5,0,0,1
1,14,4,0.7,0.5,0.2,0.9,0,0,1
1,16,6,0.1,1.1,0.4,1.4,0,0,1
1,17,3,0.1,0.5,0.2,0.7,0,0,1
1,18,3,0.1,0.5,0.2,0.7,0,0,1
1,19,2,0,0.4,0.1,0.5,0,0,1
1,20,6,0.1,0.1,0.1,1.7,0,0,1
1,22,2,0,0,0.1,0.6,0,0,1
1,26,5,0.1,0.1,0.1,1.4,0,0,1
1,29,1,0,0,0,0.3,0,0,1
1,32,7,0,0.2,0.9,2.1,0,0,1
1,33,3,0,0.1,0.4,0.9,0,0,1
1,35,3,0,0.1,0.4,0.9,0,0,1
1,37,2,0,0.1,0.2,0.6,0,0,1
1,41,2,0,0.3,0.2,0.3,0,0,1
1,42,1,0,0.2,0.1,0.1,0,0,1
1,47,2,0,0.3,0.2,0.3,0,0,1
1,48,3,0,0.5,0.3,0.4,0,0,1
1,69,2,0,0.1,0.1,0.6,0,0,1
1,70,4,0,0.4,0.3,0.7,0,0,1
1,71,3,0,0.3,0.2,0.5,0,0,1
1,73,1,0,0.1,0,0.2,0,0,1
1,86,2,0,0.4,0.1,0.4,0,0,1
1,90,3,0,0.2,0.8,0.2,0,0,1
1,100,4,0.1,0.2,0.7,0.5,0,0,1
1,103,4,0.1,0.2,0.7,0.5,0,0,1
1,106,2,0,0.5,0.1,0.2,0,0,1
1,107,10.5,0,2.3,0.7,1.2,0,0,1
1,108,2,0,0.5,0.1,0.2,0,0,1
1,111,2,0,0.3,0.1,0.4,0,0,1
1,116,4,0,1,0.6,0.2,0,0,1
1,117,4,0,1,0.6,0.2,0,0,1
1,122,3,0,0.5,0.4,0.4,0,0,1
1,124,5,0.1,0.8,0.6,0.6,0,0,1
1,126,2,0,0.3,0.3,0.3,0,0,1
1,127,1,0,0.2,0.1,0.1,0,0,1
2,8,8,0.7,1.4,1,0.7,0.1,0,1
2,9,2,0.2,0.4,0.2,0.2,0,0,1
2,10,4,0.7,0.5,0.2,0.9,0,0,1
2,16,3,0.1,0.5,0.2,0.7,0,0,1
2,26,4,0,0.1,0.1,1.1,0,0,1
2,30,2,0,0.1,0.2,0.6,0,0,1
2,31,9,0,0.3,1.2,2.6,0,0,1
2,32,2,0,0.1,0.2,0.6,0,0,1
2,41,2,0,0.3,0.2,0.3,0,0,1
2,44,4,0,0.6,0.5,0.5,0,0,1
2,61,4,0.1,0.2,0.2,1.1,0,0,1
2,70,1,0,0.1,0,0.2,0,0,1
2,90,7,0,0.4,1.8,0.6,0,0,1
2,105,2,0,0.5,0.1,0.2,0,0,1
2,106,5,0,1.1,0.3,0.6,0,0,1
2,109,3,0,0.7,0.2,0.3,0,0,1
2,111,2,0,0.3,0.1,0.4,0,0,1
2,113,5,0,0.8,0.3,1,0,0,1
2,116,5,0,1.2,0.7,0.3,0,0,1
2,122,16,0.2,2.5,2.1,2.1,0,0,1
2,123,10,0.1,1.6,1.3,1.3,0,0,1
2,126,6,0.1,0.9,0.8,0.8,0,0,1
3,0,2,0.3,0,0.2,0.3,0,0,1
3,1,2,0.3,0,0.2,0.3,0,0,1
