x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
55,99,2307,4240,5569,5530,699,3979,694,1681,11507,1443,8187,1798,5721,5946,643,4162,997
56,96,1902,4574,4385,4853,633,3346,865,1802,10242,1198,6756,2282,5099,5380,559,3404,1411
56,97,4432,9043,9958,10669,1388,7614,1507,3586,22250,2814,15560,3712,10860,11428,1346,7789,2131
56,98,8662,14116,16777,18019,2381,12566,2148,3876,37497,5201,25887,5857,17490,19082,2205,12817,2990
56,99,3621,4859,5811,6440,580,4623,624,993,13433,1521,9453,1950,5607,6693,565,4494,881
57,96,4607,11743,12372,13686,1965,9354,2290,5573,28114,3823,18784,5437,13886,14372,1828,9388,3087
57,97,9472,17077,18685,20197,2645,14143,2727,5148,42579,5519,28884,7678,20519,21840,2446,14266,4414
57,98,8545,13365,14491,16489,1562,11597,1960,3296,34027,4091,23119,6084,14995,17059,1537,10968,2881
57,99,1974,2519,3290,3865,279,2617,333,582,7969,895,5448,1211,2912,3871,275,2452,436
58,95,113,207,150,215,32,133,36,26,447,62,273,90,190,218,18,134,38
58,96,152,345,313,381,13,266,62,61,865,61,541,180,390,405,20,248,95
58,97,653,1057,1291,1355,183,961,193,358,2770,380,1880,488,1303,1378,175,911,266
58,98,1052,2893,2615,3137,276,2149,555,963,6456,655,4306,1388,3364,3234,274,2066,739
58,99,33897,78966,89456,92191,12271,65291,14409,37923,192941,24020,133468,35344,96220,100697,11528,68076,20828
59,94,63,217,79,175,7,104,51,50,349,17,206,119,167,162,10,84,61
59,95,1378,2691,3276,3395,472,2476,421,940,6920,885,4948,1069,3626,3520,407,2459,620
59,96,1314,3062,2920,3507,472,2358,605,657,7132,1010,4723,1348,3926,3597,487,2329,702
59,97,1823,4093,4117,4690,602,3183,835,1362,9614,1252,6417,1902,4961,4847,581,3156,1035
59,98,6318,15186,14845,17035,2095,11738,2774,4881,35004,4371,23716,6724,18393,17831,1908,11837,3678
59,99,3789,6658,7506,8054,986,5747,1143,2035,16540,2047,11367,2986,8106,8364,952,5513,1649
59,100,1000,1486,1522,1817,150,1306,182,300,3663,339,2503,690,1575,1742,135,1101,318
60,93,126,294,46,206,0,79,98,0,414,0,171,219,146,191,0,67,107
60,94,260,513,98,352,0,173,132,47,718,11,337,342,238,334,0,131,165
60,95,1903,3641,2967,3903,454,2565,726,762,7844,993,5042,1723,3794,3887,423,2424,881
60,96,374,992,657,972,98,596,204,205,2083,246,1266,500,1020,1036,123,576,253
60,97,1822,3158,2611,3388,393,2249,549,698,7208,804,4651,1478,3089,3518,350,2199,757
60,98,515,948,533,938,39,566,163,83,1979,114,1228,493,738,921,33,524,185
60,99,2977,4558,3754,4851,401,3239,791,644,10076,990,6419,2373,4315,4971,419,2902,1125
60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,93,14686,30562,29842,34553,5551,23534,5267,12124,72118,10965,48177,12841,33284,37468,5307,24551,7440
61,94,7801,14650,12389,16082,2380,10769,2486,3994,32740,5072,21873,5601,14818,16531,2359,10879,2863
61,95,2041,3977,3307,4417,615,2946,620,1156,9127,1311,5864,1721,3946,4563,578,2774,953
61,96,1541,1983,687,1939,92,890,284,88,4333,313,2304,1223,886,1918,62,777,384
61,97,3746,5535,3613,5644,563,3511,825,636,11685,1375,7211,2674,4261,5724,486,3273,1167
61,98,3805,5329,3894,5781,664,3839,677,489,11883,1641,7618,2241,4730,5812,670,3431,1029
61,99,5073,7199,6225,8126,788,5530,978,1104,16729,1962,10939,3354,6895,8227,709,4986,1572
61,100,3812,4451,4046,5299,378,3580,539,341,10958,1154,7253,2125,3939,5386,378,3271,792
61,101,389,402,129,423,0,197,54,13,1093,25,544,352,111,412,0,161,69
62,92,950,1852,1158,1767,257,1126,362,385,3537,501,2182,846,1659,1752,219,1041,467
62,93,9562,14686,10661,15718,2617,10493,1997,1799,31882,5604,20681,5230,13406,15898,2593,9882,2670
62,94,5026,7146,4490,7320,1001,4778,1040,448,14586,2180,9355,2769,5778,7050,866,4325,1381
62,95,295,539,180,512,16,200,91,11,1346,76,602,445,255,493,23,171,97
62,96,1304,2077,1776,2560,454,1560,262,325,5457,991,3278,939,2100,2619,447,1497,392
62,97,1599,2237,1359,2322,252,1453,281,72,4860,668,2959,971,1647,2336,239,1321,386
62,98,2331,2836,1882,3232,294,1927,336,243,6963,842,4131,1484,1962,3177,269,1671,514
62,99,7664,10902,9011,11937,1323,7948,1511,1706,25207,3073,16332,5021,9853,12551,1287,7689,2292
62,100,16256,28624,28621,31574,4285,21702,4890,9344,67372,9049,44446,13534,30751,35562,4151,22515,8086
62,101,22234,38739,47495,49791,8107,34795,6289,13237,103533,16482,70758,15997,50021,53528,7852,35773,9108
62,102,11529,13362,14326,16093,1913,11216,1973,1618,32996,4638,21937,6159,13631,16847,1794,10561,3142
62,103,8995,11502,11125,13166,1767,9518,1353,1693,26970,3996,18443,4409,11387,13786,1777,8859,2356
63,91,95,239,151,233,26,149,54,45,466,58,290,111,242,215,24,130,57
63,92,12357,26190,22923,27901,4049,18893,4633,8226,57608,7995,38180,11245,28105,29565,3780,19072,6417
63,93,3935,5083,1751,4436,446,2586,720,48,9187,1110,5271,2377,2341,4404,427,2173,1039
63,94,1652,2284,1742,2697,424,1697,236,186,5852,938,3619,916,2013,2704,398,1560,371
63,95,443,649,399,710,71,380,90,65,1814,166,990,389,425,733,75,364,141
63,96,592,976,362,816,47,466,137,62,1835,119,1045,519,567,832,41,439,201
63,97,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
63,98,432,468,184,475,55,322,13,0,977,197,631,92,208,462,53,303,13
63,99,3746,5355,3163,5424,583,3441,609,532,11621,1336,7226,2404,3839,5485,518,3003,1035
63,100,6312,7478,6941,9139,1089,6023,936,633,19043,2755,12295,3303,6918,9450,1031,5695,1404
63,101,129528,319824,381679,385390,62204,267888,54928,200810,823830,121492,561119,141056,370142,438394,58981,293143,85811
63,102,25154,34154,33590,38976,5881,27549,4584,5613,80642,12158,54506,13672,35770,41547,5486,26767,7833
63,103,17570,23172,21571,26888,3613,19464,2683,2713,53850,7933,36650,8836,23669,26748,3420,16877,4720
63,104,3176,3807,3533,4443,784,3100,447,289,9193,1715,6050,1366,3727,4721,819,2916,834
64,89,456,693,568,734,94,478,129,139,1536,172,1011,332,649,743,78,474,170
64,90,0,15,0,12,0,6,0,0,23,0,12,8,0,11,0,6,0
64,91,4120,7062,4198,6694,616,4322,1221,912,13646,1556,8703,3066,5913,6696,619,4080,1426
64,92,3813,5010,3159,5183,363,3309,724,196,10890,1173,6731,2464,3747,5282,339,2933,1033
64,93,6313,11078,7595,11510,1823,7450,1553,1742,23645,3864,14839,4521,10001,11779,1760,6967,2292
64,94,777,1312,257,964,86,482,191,0,2198,199,1075,756,529,1012,91,424,286
64,95,237,615,92,458,24,205,66,31,1146,67,625,290,190,479,19,185,91
64,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,98,1449,2611,890,2081,159,1265,305,196,4697,382,2804,1206,1591,2337,129,1273,445
64,99,3378,4091,1940,3871,245,2258,491,87,8579,802,5099,2069,2288,4152,235,2090,769
64,100,18442,31706,30689,34955,5099,24503,4938,8262,73244,10265,49276,13452,35072,38017,4802,24541,8002
64,101,18797,25671,28346,32540,5804,22772,3356,4457,66465,11780,45248,9157,29802,33787,5458,22330,5099
64,102,17078,18291,18990,22019,3210,15185,2465,2033,45893,7261,30286,7807,17065,23574,3155,14664,4096
64,103,28499,43912,47341,52029,8021,36804,6552,12645,108480,16297,73370,18488,49294,56142,7762,36325,11053
64,104,26724,34925,38428,43381,7446,30732,4598,7366,88936,15084,60453,13197,38416,45447,7109,29611,7843
65,89,441,950,604,905,103,594,165,208,1885,212,1198,441,876,965,109,574,241
65,90,1241,2565,2360,2809,349,1901,515,747,5835,758,3845,1182,2884,2940,373,1889,637
65,91,44545,105259,112141,124103,20853,86303,16716,48769,258901,41109,176781,40839,123467,134683,20110,90390,23944
65,92,3016,3799,2039,3911,405,2435,403,30,8205,1095,4920,1781,2541,3878,368,1978,689
65,93,1375,1682,781,1478,79,859,269,46,3108,278,1729,948,880,1446,72,686,434
65,98,191,316,121,286,9,172,53,0,616,44,336,182,250,301,6,158,58
65,99,5066,6340,3247,5934,494,3856,742,276,12362,1492,7684,2732,3976,6138,481,3438,1135
65,100,7948,10067,9329,11726,1836,8141,1219,1190,24047,3999,16043,3717,9747,12036,1757,7593,1981
65,101,8872,9738,9147,11144,1256,7781,1241,901,23176,3327,15269,4205,8573,11776,1298,7240,2023
65,102,15300,16582,15792,19400,2794,13306,2095,2376,40099,6375,26566,6674,13786,20423,2642,12900,3279
65,103,19153,23772,24355,27541,4126,19270,3431,5956,57817,8627,39011,9800,22543,30000,3883,19432,5680
65,104,10768,12756,12791,14987,2516,10430,1928,1552,30583,4925,20222,5400,12923,15559,2326,9769,3326
66,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,89,1115,1892,1897,2155,292,1419,374,434,4551,623,2878,981,2151,2333,302,1417,536
66,90,2974,4765,4456,5390,676,3606,994,1143,10821,1395,7075,2287,5041,5374,657,3403,1217
66,91,10052,18133,17854,22074,3760,15014,2653,4864,44664,7655,30076,6574,20685,22331,3530,14719,3330
66,92,11269,19187,15417,21578,3912,14906,2228,2837,43292,8035,28594,6433,19941,21535,3719,13481,3608
66,93,12,16,0,9,0,7,0,0,32,0,18,7,0,13,0,6,0
66,99,5004,6800,5537,7329,1155,4935,943,733,15269,2434,9947,2730,6424,7798,1098,4823,1516
66,100,9821,13254,12769,15100,1945,10651,1682,2231,31452,4484,21380,5235,13364,16138,1884,10462,2683
66,101,8211,7130,7338,9013,966,6106,966,303,18410,2619,12017,3328,5468,9139,924,5485,1492
66,102,17779,22676,23248,26351,4004,18177,3335,5284,55384,8272,36767,9880,22136,28691,3659,18227,5687
66,103,10414,9579,9415,11541,1831,7782,1391,839,23620,3818,15241,4271,7478,11921,1625,7210,2443
67,88,202,358,295,415,36,268,85,75,851,91,528,184,324,400,44,234,93
67,89,1844,2026,2980,2912,386,1931,490,520,6075,851,3936,1223,2563,3095,405,1919,670
67,90,3954,9015,7875,9770,1562,6567,1509,2716,20204,3125,13488,3521,10039,10342,1496,6851,1893
67,91,4931,7337,4392,7314,951,4620,1011,684,15155,2272,9362,3114,5650,7525,940,4296,1386
67,92,370,461,111,398,17,236,35,0,884,85,491,223,179,429,16,193,51
67,99,6216,7962,5214,7870,1206,5218,1179,619,16306,2605,10238,3266,6034,8234,1154,4889,1842
67,100,6756,9480,7601,10032,1454,6708,1273,1494,21391,3156,13746,4122,8685,11036,1356,6641,2251
67,101,6331,7197,7534,8943,1261,6058,959,1274,18512,2773,12175,3203,6935,9303,1109,5765,1604
67,102,14751,17669,15268,19037,3001,13483,2106,2740,39846,6239,26941,6410,15075,20663,2904,13294,3822
67,103,761,661,612,775,67,520,106,53,1611,223,1005,347,426,800,73,478,171
68,88,33,76,71,75,0,51,14,13,168,16,107,40,88,88,0,56,20
68,89,1848,3595,4536,4805,697,3158,770,1489,9854,1421,6417,1905,4650,4953,609,3163,982
68,90,2369,4841,3379,5028,683,3283,704,972,10485,1585,6698,1936,4655,5228,679,3235,930
68,91,5297,9519,6835,10268,2176,6648,1135,1908,21136,4479,13332,3210,8839,10787,2114,6569,1732
68,98,1080,1149,756,1212,242,835,130,61,2382,465,1541,373,766,1170,223,706,235
68,99,12905,17860,13017,18078,3026,12164,2557,2631,37483,6063,24107,7115,14954,19261,2769,11781,4338
68,100,7925,11452,9235,12230,2096,8329,1516,2343,25510,4227,16843,4246,10187,13138,1954,8353,2480
68,101,7651,9715,7047,10013,1567,6886,1054,1157,20822,3392,13862,3292,7731,10569,1438,6729,1749
68,102,3987,4358,2533,4147,521,2852,493,167,8592,1251,5524,1660,2564,4380,514,2572,887
69,88,274,469,260,459,21,284,85,11,947,88,566,250,363,460,19,254,116
69,89,7765,14946,12612,16891,3022,11202,2184,3844,34287,6132,22572,5378,15559,17301,2789,11126,2864
69,90,1182,1750,1232,1981,310,1371,221,129,3880,699,2551,559,1542,1827,330,1118,287
69,98,931,910,801,1045,183,694,133,0,2150,401,1347,384,722,1094,172,653,227
69,99,15582,21772,15898,22664,4066,15319,2876,2450,46445,8196,30332,7680,19268,23656,3862,14832,4521
69,100,9516,12490,8651,12764,1974,8845,1334,1396,26216,4274,17497,4161,9878,13327,1875,8439,2218
69,101,7612,9561,5942,9234,1261,6391,1101,576,19016,2800,12471,3470,6965,9573,1163,5893,1860
69,102,619,641,466,680,107,470,78,12,1348,236,871,239,439,668,92,401,137
70,88,704,1333,934,1426,132,855,247,232,3047,351,1861,696,1247,1496,130,855,289
70,89,300,433,291,493,61,276,74,29,1033,124,589,267,358,481,44,235,87
70,99,16849,28345,24103,30285,5212,20909,3891,6737,62986,10186,41993,10661,28559,32598,4760,20996,6476
70,100,7872,10312,8278,11160,1864,7774,1122,1749,23163,3876,15516,3492,8723,11746,1738,7492,1953
70,101,9383,10630,8261,11338,1722,7968,1309,598,22973,3691,15261,3859,8482,11547,1688,7158,2275
70,102,1847,2749,2861,3188,453,2350,380,790,6496,863,4626,997,2954,3299,410,2267,612
