x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
54,2,0,0,33,36,0,27,0,0,81,9,53,0,29,36,0,26,0
54,3,69,82,65,83,0,63,0,0,167,10,117,34,73,84,0,43,0
55,1,119,170,186,206,23,143,24,0,421,58,294,63,201,215,16,151,25
55,2,598,640,395,614,10,404,79,13,1235,97,779,318,366,610,8,347,124
55,3,600,611,524,688,59,503,41,48,1381,182,935,244,463,693,65,421,59
55,4,701,821,744,898,110,659,78,40,1870,280,1278,300,758,972,110,619,145
56,0,282,242,496,438,51,326,45,18,861,101,624,129,410,423,45,290,76
56,1,566,614,804,828,65,602,110,100,1663,197,1121,332,730,830,59,519,184
56,2,727,677,583,732,53,500,90,0,1514,220,973,306,460,782,56,454,143
56,3,846,772,658,873,104,611,87,0,1720,230,1153,319,532,847,102,532,128
56,4,1146,1477,1454,1689,192,1267,183,157,3449,470,2433,531,1542,1760,245,1152,316
57,0,878,599,867,887,95,617,75,0,1753,267,1149,324,482,866,88,532,114
57,1,998,1270,1366,1518,212,1030,231,157,3132,468,2031,622,1415,1614,206,992,357
57,2,857,664,687,807,61,534,98,0,1628,221,1044,349,453,821,57,479,139
57,3,1317,1509,1606,1833,282,1297,170,198,3755,626,2565,562,1525,1922,260,1262,310
57,4,906,1042,952,1195,151,870,100,35,2378,369,1624,378,953,1183,113,754,197
58,0,917,1170,1075,1291,181,896,151,203,2662,401,1764,487,1047,1371,170,868,236
58,1,1022,1210,1193,1364,164,960,182,119,2808,382,1871,551,1202,1444,162,898,297
58,2,1012,1451,1448,1626,194,1141,228,386,3367,452,2247,662,1464,1741,169,1106,337
58,3,2007,3302,3200,3604,527,2605,463,993,7623,1121,5153,1349,3451,4019,585,2548,852
58,4,1197,1652,1698,1983,307,1408,221,222,4006,618,2746,622,1852,2014,275,1332,333
58,5,167,193,209,279,35,209,10,0,537,83,386,53,224,249,22,177,16
58,6,39,41,15,41,0,26,0,0,84,7,53,17,14,43,0,19,0
59,0,1855,3421,3519,3825,601,2685,531,1218,8090,1143,5513,1433,3805,4265,542,2828,886
59,1,1516,1898,1816,2077,279,1517,253,261,4294,574,2950,768,1885,2217,263,1433,437
59,2,1397,1801,1592,1924,284,1365,239,192,4024,620,2709,691,1722,2100,294,1344,426
59,3,1650,2388,2394,2771,426,1995,337,466,5687,876,3904,901,2629,2909,430,1904,555
59,4,581,713,608,766,93,576,49,49,1582,239,1096,230,652,809,105,515,99
59,5,520,537,352,591,33,402,30,0,1165,143,768,207,326,574,35,318,54
59,6,112,119,70,120,0,76,12,0,261,20,160,60,75,112,0,50,25
60,0,1022,1267,1258,1464,228,1046,137,155,3088,499,2089,479,1295,1624,238,1043,260
60,1,1509,1946,1955,2193,300,1618,222,284,4577,666,3167,731,2023,2384,336,1549,382
60,2,1091,1097,764,1135,172,796,101,32,2277,390,1503,381,708,1142,172,684,171
60,3,904,1138,756,1158,154,811,140,19,2259,353,1461,442,896,1101,127,650,238
60,4,156,228,206,290,33,199,10,13,609,83,423,64,229,283,31,187,14
60,5,583,871,714,949,130,655,91,38,1963,297,1261,368,904,995,115,592,144
60,6,797,804,613,892,112,657,67,30,1724,256,1174,279,563,832,108,506,111
60,7,140,155,60,146,11,96,0,0,309,48,210,33,77,152,7,89,0
61,0,942,1066,1098,1288,184,921,129,95,2624,432,1742,437,1053,1336,203,821,213
61,1,899,1247,1401,1552,204,1129,155,241,3121,436,2190,478,1463,1563,172,1052,272
61,2,821,997,887,1095,146,766,105,52,2250,332,1517,384,972,1155,116,741,177
61,3,1388,1777,1203,1713,252,1171,221,95,3544,552,2265,727,1447,1831,224,1087,426
61,4,428,658,594,730,107,524,63,91,1489,192,1009,265,722,754,74,463,149
61,5,1413,2316,2461,3118,335,2463,288,460,5530,739,4024,765,2854,2412,356,1561,437
61,6,721,759,804,954,122,700,95,65,1920,277,1299,320,756,952,116,592,165
61,7,670,608,379,679,79,483,43,0,1305,186,874,212,343,619,72,367,70
61,8,380,486,473,583,77,418,52,25,1201,176,832,172,514,618,74,406,95
61,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
62,0,744,1133,960,1161,147,816,153,117,2443,333,1609,482,1143,1265,134,788,271
62,1,870,1358,1376,1528,216,1080,169,260,3213,440,2207,536,1544,1685,178,1127,310
62,2,865,1349,1425,1618,235,1182,145,329,3324,471,2322,503,1533,1681,202,1111,252
62,3,711,811,707,933,143,668,82,13,1863,295,1250,298,730,914,125,571,172
62,4,217,225,206,257,39,192,26,16,521,90,346,85,198,264,51,154,59
62,5,1510,3022,3332,3627,560,2581,452,870,7513,1099,5156,1241,3954,3876,516,2562,763
62,6,855,914,1005,1156,178,845,93,16,2285,347,1568,355,964,1124,148,723,173
62,7,775,968,910,1139,157,821,96,90,2299,350,1570,356,986,1151,136,730,190
62,8,1816,2285,2076,2537,385,1829,290,222,5213,836,3504,860,2265,2671,411,1669,542
62,9,163,197,160,214,30,156,18,0,455,78,301,73,172,241,28,145,39
63,0,620,762,718,824,120,571,94,91,1744,244,1174,317,737,920,90,590,192
63,1,685,1107,1112,1264,165,886,152,251,2651,387,1778,468,1243,1387,171,881,263
63,2,427,529,336,533,25,345,47,0,1147,161,714,229,373,601,26,329,80
63,3,542,552,423,595,47,429,32,0,1200,167,793,216,411,592,40,357,54
63,4,164,178,79,155,7,110,22,0,302,37,188,72,79,142,6,78,42
63,5,757,949,1060,1197,164,865,109,96,2476,412,1691,357,1124,1265,195,815,193
63,6,1156,1418,1415,1616,213,1177,183,156,3302,441,2268,576,1439,1679,187,1082,335
63,7,820,1064,1220,1336,218,968,142,130,2742,434,1892,407,1311,1406,216,924,252
63,8,817,839,824,1109,292,697,87,42,2317,625,1413,261,776,1191,306,696,158
64,0,357,403,376,441,63,311,51,36,931,133,608,176,369,483,60,297,110
64,1,626,721,676,817,107,552,97,0,1682,227,1131,296,698,865,95,550,142
64,2,438,516,361,516,33,348,58,0,1124,132,700,243,382,569,41,299,103
64,3,755,920,776,994,145,705,97,70,2051,324,1336,376,809,1046,139,620,225
64,4,393,495,287,463,81,319,39,0,960,159,615,184,362,484,49,290,113
64,5,891,1038,1133,1285,188,951,108,119,2664,424,1838,377,1140,1353,206,876,194
64,6,1342,1449,1809,1963,360,1393,198,187,3973,697,2706,566,1702,2010,329,1313,345
64,7,1356,1380,1696,1797,291,1300,203,154,3692,599,2539,547,1567,1888,300,1239,339
64,8,1577,1902,2245,2509,441,1774,275,225,5012,855,3409,748,2309,2503,391,1635,458
64,9,15,18,12,18,0,11,0,0,45,0,34,5,15,27,0,14,0
64,10,338,380,270,395,38,264,47,0,811,118,525,150,264,404,47,241,74
64,11,629,717,565,738,62,522,80,18,1552,196,1001,335,501,799,58,471,178
64,12,37,29,21,38,0,26,0,0,82,5,52,22,15,38,0,15,0
65,0,889,1060,1123,1275,193,881,177,134,2627,398,1718,500,1117,1352,178,837,290
65,1,473,606,465,671,123,434,85,12,1371,238,861,238,531,658,95,402,133
65,2,701,754,611,790,118,569,59,20,1681,282,1114,267,573,873,128,532,125
65,3,408,513,422,549,71,387,47,29,1164,154,768,207,461,594,61,357,94
65,4,1313,2071,2197,2521,437,1783,259,438,5127,836,3481,800,2484,2597,365,1693,473
65,5,1156,1387,1427,1679,240,1212,194,112,3377,519,2286,550,1503,1687,259,1074,300
