x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
22,114,38,78,76,80,0,54,19,29,165,11,110,44,87,85,0,56,25
23,111,125,238,290,313,37,230,43,79,626,79,446,96,313,306,42,211,47
23,112,182,292,383,394,35,268,37,95,844,109,597,118,371,426,28,306,45
23,113,1715,3264,4308,4170,581,3012,544,1382,8745,1109,6234,1383,4418,4575,523,3204,813
23,114,247,368,512,573,46,415,51,96,1127,135,800,157,532,554,50,385,67
24,107,311,581,576,661,95,453,102,142,1344,186,913,245,685,683,82,460,133
24,108,1199,2747,3089,3083,404,2191,474,1252,6652,798,4682,1163,3363,3569,388,2481,689
24,109,421,1026,1212,1260,189,890,176,421,2667,370,1874,400,1379,1374,175,960,224
24,110,738,1156,1226,1235,160,858,212,355,2699,309,1767,615,1284,1456,144,909,403
24,111,371,537,800,814,107,606,59,120,1673,248,1216,180,797,848,113,600,85
24,112,504,568,671,717,35,525,76,70,1471,168,1036,234,618,754,44,505,96
24,113,341,480,679,709,88,522,54,123,1455,195,1049,172,646,727,100,497,79
24,114,22,35,72,63,0,48,5,12,144,9,105,22,71,65,0,46,10
25,105,2547,5087,5449,5685,728,4078,866,2054,11948,1385,8368,2195,5907,6263,648,4290,1318
25,106,69,216,176,233,18,156,30,75,482,44,329,88,196,227,18,149,40
25,107,357,664,757,860,107,631,84,155,1709,249,1233,217,887,836,95,595,103
25,108,426,791,1150,1151,188,827,91,252,2407,405,1733,253,1220,1217,179,869,125
25,109,619,1076,1647,1642,271,1176,152,410,3285,539,2372,353,1649,1643,244,1186,174
25,110,442,581,896,867,120,628,87,130,1763,247,1262,242,887,874,105,616,120
25,111,158,159,155,170,13,129,20,19,391,29,281,57,125,193,11,140,32
25,112,756,1151,1489,1511,201,1079,207,386,3071,378,2175,502,1473,1545,160,1080,289
25,113,344,516,762,745,67,562,69,131,1553,202,1135,194,751,792,74,550,81
25,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,104,0,0,0,22,0,10,0,0,46,6,30,0,0,24,0,12,0
26,105,96,196,262,291,40,209,20,64,620,70,455,52,274,274,30,203,15
26,106,273,411,619,595,92,448,51,136,1238,195,881,150,622,631,103,433,93
26,107,104,127,141,183,8,124,9,0,410,60,268,48,119,220,7,128,6
26,108,262,379,492,559,86,398,43,44,1161,190,822,117,532,580,76,398,59
26,109,181,225,303,348,34,248,25,24,703,93,493,93,325,321,37,205,33
26,110,567,804,834,984,147,642,150,179,1995,281,1334,348,837,1001,117,667,169
26,111,70,89,82,129,0,71,5,0,268,26,168,42,76,126,0,64,7
26,112,211,260,208,288,5,208,24,25,643,47,454,88,207,303,6,203,33
26,113,155,175,233,265,7,191,17,0,537,48,371,79,215,272,9,175,18
27,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,103,19,76,59,86,0,52,11,15,168,7,112,37,79,74,0,46,11
27,104,314,357,444,452,48,355,49,90,929,108,680,126,397,457,60,320,77
27,105,32,34,40,44,5,30,0,0,125,23,83,9,33,63,13,35,0
27,106,83,151,252,268,42,183,15,23,567,85,373,63,234,264,33,172,24
27,107,308,349,413,486,54,306,66,36,971,122,641,174,390,455,42,298,67
27,108,168,245,268,364,15,233,37,0,714,96,462,123,291,350,15,206,40
27,109,256,289,199,330,7,190,47,0,683,71,421,142,184,325,7,173,53
27,110,306,354,433,488,73,327,33,14,1016,178,662,155,391,523,65,327,52
27,111,208,259,171,250,7,174,31,13,529,44,359,107,185,279,11,164,63
27,112,107,128,49,118,0,70,5,0,302,14,172,49,39,136,0,81,5
27,113,50,51,30,67,0,43,0,0,148,0,99,28,18,73,0,33,0
27,114,0,0,0,6,0,0,0,0,20,0,10,0,0,6,0,0,0
28,100,1902,4574,4385,4853,633,3346,865,1802,10242,1198,6756,2282,5099,5380,559,3404,1411
28,101,504,1341,1630,1728,269,1238,215,667,3547,563,2503,476,1791,1814,280,1265,255
28,102,729,1692,1736,1961,272,1380,298,636,4008,546,2761,689,2061,2036,274,1361,391
28,103,105,151,215,228,26,167,23,46,503,72,344,67,204,263,41,171,38
28,104,24,32,33,56,0,27,8,0,119,13,72,18,34,46,0,25,5
28,105,62,77,90,116,0,68,17,14,237,21,152,43,80,114,0,61,21
28,106,228,374,413,474,35,326,67,89,984,118,639,203,457,497,33,308,104
28,107,164,185,185,200,0,131,30,0,466,44,284,113,179,236,0,138,33
28,108,471,597,628,727,98,486,86,82,1500,230,980,267,571,762,106,462,131
28,109,249,255,293,333,39,246,15,14,688,75,507,81,257,341,29,231,26
