x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
39,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,125,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0
41,124,32,54,11,29,0,14,15,0,65,0,22,43,24,36,0,8,28
42,124,0,21,0,15,0,0,10,0,25,0,8,17,13,10,0,0,7
44,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,127,0,14,11,16,0,12,0,0,26,0,18,7,13,10,0,6,0
52,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,127,74,90,54,76,13,47,16,0,162,18,98,46,61,86,5,51,30
63,117,27,50,35,46,0,36,6,0,93,8,69,16,50,47,0,33,10
63,118,52,115,67,99,10,64,25,26,206,24,118,64,104,107,14,54,39
63,119,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
63,120,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0
63,121,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
63,122,16,74,49,88,16,49,23,19,149,26,92,31,88,61,10,43,8
63,127,0,19,24,27,6,19,0,15,55,12,37,6,18,28,6,18,0
64,118,244,614,469,601,69,428,104,161,1228,145,843,240,678,627,76,415,136
64,119,16,37,25,34,0,23,7,0,69,7,44,18,40,35,0,21,11
64,120,0,26,17,28,0,18,0,0,50,7,33,10,27,22,0,15,0
64,121,11,36,28,43,9,29,5,0,79,15,53,11,44,36,6,24,6
64,126,32,70,50,66,0,45,12,21,133,13,91,29,67,67,0,46,17
64,127,0,0,12,13,0,10,0,0,26,5,19,0,18,13,0,9,0
65,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,114,27,36,13,26,0,15,6,0,58,9,35,14,20,32,0,20,8
65,120,0,0,0,10,0,6,0,0,18,0,11,5,12,8,0,5,0
65,123,0,0,0,14,0,7,0,0,21,0,12,5,0,7,0,5,0
65,125,0,40,29,29,0,18,10,20,79,10,46,23,43,50,0,28,13
65,126,41,109,102,124,21,78,25,38,241,30,158,53,132,117,9,80,28
66,113,0,35,0,28,0,15,9,0,48,5,27,16,25,20,0,12,7
66,114,0,0,0,6,0,0,0,0,11,0,6,0,0,5,0,0,0
66,117,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0
66,118,0,0,15,12,0,12,0,0,24,0,23,0,12,12,0,11,0
66,119,21,28,14,22,0,14,6,0,46,0,24,18,19,24,0,10,12
66,120,19,22,0,12,0,6,6,0,29,0,13,16,0,17,0,7,10
66,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,123,36,99,81,106,19,69,18,22,207,27,146,34,122,101,8,77,16
66,124,60,110,108,145,30,101,14,18,269,51,189,29,140,124,21,88,15
67,112,114,208,127,180,13,130,37,42,359,24,257,78,179,179,11,127,41
67,113,47,117,58,96,10,66,20,28,194,19,134,41,100,98,9,68,21
67,116,0,12,0,9,0,0,0,0,14,0,8,6,0,5,0,0,0
67,117,16,35,11,20,0,16,0,0,47,0,32,14,29,27,0,16,0
67,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,121,24,31,20,32,0,17,12,0,58,7,27,24,24,26,0,10,12
67,122,27,35,13,30,0,19,0,0,56,8,35,13,20,26,0,16,0
67,123,58,104,70,91,8,72,11,11,199,25,147,27,105,108,17,75,16
67,124,34,63,37,60,10,38,12,0,115,15,77,23,61,55,5,39,11
68,108,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
68,109,0,39,11,27,0,18,9,0,52,0,35,15,36,25,0,17,6
68,110,31,57,24,42,0,21,18,0,95,14,50,31,44,53,0,29,13
68,111,50,111,69,98,11,59,28,22,198,18,122,58,108,100,7,63,30
68,112,96,189,125,178,17,121,40,56,350,36,232,82,162,172,19,111,42
68,113,27,57,53,79,22,52,5,13,141,31,96,14,70,62,9,44,9
68,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,115,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0
68,116,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
68,117,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0
68,121,26,34,22,35,8,21,6,0,69,13,41,15,30,34,5,20,9
68,123,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
68,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,109,0,0,0,6,0,0,0,0,12,0,9,0,0,6,0,0,0
69,110,13,34,0,22,0,10,11,0,44,0,24,18,21,22,0,14,7
69,111,0,16,0,11,0,0,0,0,18,0,7,11,12,7,0,0,0
69,112,0,27,0,17,0,8,0,0,31,0,20,11,18,14,0,12,0
69,113,36,93,44,81,8,50,23,18,155,18,98,39,83,74,10,48,16
69,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,117,32,57,19,45,7,30,8,0,90,14,51,25,39,45,7,21,17
69,120,11,20,0,17,0,12,0,0,30,0,18,11,16,13,0,6,0
69,121,27,41,14,35,7,18,10,0,71,16,29,26,24,36,9,11,16
69,124,37,44,0,33,0,18,11,0,59,6,31,22,16,26,0,13,11
70,108,0,11,0,12,0,0,0,0,18,0,14,0,0,6,0,0,0
70,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,110,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
70,111,0,0,0,7,0,0,0,0,12,0,7,5,0,5,0,0,0
70,113,18,27,0,15,0,0,11,0,30,0,9,21,11,15,0,0,10
70,114,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0
70,115,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
70,118,26,44,17,33,6,17,10,0,73,12,35,26,31,40,6,18,16
70,123,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
71,108,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0
71,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,110,88,116,39,77,11,45,21,0,179,24,100,55,62,102,13,55,34
71,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,112,0,0,0,7,0,6,0,0,14,0,11,0,0,7,0,5,0
71,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,114,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
71,117,14,13,0,12,0,5,0,0,22,0,10,9,0,10,0,5,0
71,118,58,67,21,46,6,34,6,0,100,12,73,15,25,54,6,39,9
