x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
84,126,44,53,191,563,63,32,273,25,119,477,1474,5151,799,191,2578,754,6625
85,126,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
95,122,35,30,52,769,107,29,9,19,94,197,380,5649,922,204,63,821,6029
95,123,436,10,3,520,90,5,23,36,991,100,20,3936,816,59,159,523,3956
95,124,34,54,102,1326,85,18,118,9,86,420,440,9457,686,82,778,1428,9897
95,125,461,599,394,10356,1407,347,334,165,1366,4391,2378,80968,13179,2679,2390,10750,83346
95,127,908,890,2626,19768,2757,594,1440,402,2496,6368,13400,147477,26071,4056,10155,22394,160877
96,120,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
96,121,32,19,32,646,48,3,31,16,85,169,235,5410,503,29,215,678,5645
96,123,1851,4651,2941,55503,9939,1784,3916,522,5540,31282,18674,382894,72031,9228,32141,58444,401568
96,124,25,27,22,518,33,26,10,11,85,222,139,3984,312,170,58,540,4123
96,125,59,43,75,1137,143,11,196,27,188,365,666,10739,1906,117,1797,1212,11405
96,127,86,107,164,1858,454,70,303,27,279,899,1102,14413,4334,356,2509,2022,15515
97,120,709,824,857,17304,1622,289,890,286,2160,5974,6371,139487,15372,1962,7008,18161,145858
97,121,17,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0
97,122,11,13,46,83,6,14,7,5,22,112,298,588,63,67,46,129,886
97,123,20,49,44,431,62,20,9,10,62,342,325,3368,530,116,60,475,3693
97,125,766,622,1448,14831,1651,366,2103,304,2254,6058,11847,126877,17844,2925,19780,16279,138724
97,126,4,0,5,65,0,2,5,3,12,0,24,394,0,8,5,70,418
98,118,230,218,149,4502,697,63,308,96,696,1705,1114,39090,7320,485,2872,4651,40204
98,119,533,517,443,12699,1766,167,691,209,1657,4163,3115,104734,18465,1151,5781,13142,107849
98,120,1256,1636,2697,29472,3277,479,1417,489,3744,10803,18065,229245,29325,3026,11221,32169,247310
98,121,6,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0
98,122,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
98,124,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
99,118,207,188,245,4373,629,79,307,98,641,1525,1864,39364,6470,724,2720,4618,41228
99,119,37,33,30,797,155,10,41,15,106,320,174,6511,1540,113,284,827,6685
99,120,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
99,121,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
99,123,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
100,120,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
100,123,2,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
101,90,7,2,11,71,6,8,24,6,24,18,55,722,52,33,437,82,777
101,118,511,514,275,11028,1306,127,728,226,1612,4173,2020,98022,13850,1122,7060,11303,100042
102,115,14,61,5,259,26,2,17,6,37,472,60,2039,180,20,160,264,2099
102,116,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
102,117,4,0,0,54,16,0,4,3,17,0,0,429,127,0,36,54,429
102,123,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
103,115,51,69,112,784,121,25,113,26,132,728,943,7257,1137,257,949,896,8200
103,116,12,53,12,268,79,4,21,7,44,455,90,2537,805,56,234,280,2627
103,118,57,45,42,1173,115,8,46,28,179,451,279,10482,1333,31,400,1215,10761
103,119,134,38,128,2776,289,39,74,59,406,283,750,23498,3007,291,554,2904,24248
103,120,17,7,4,99,60,0,0,11,45,37,20,885,640,0,0,103,905
103,121,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
103,123,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
103,124,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
