x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,71,11829,94378,43440,530484,123479,70643,43490,2042,31176,508517,124937,3209403,1066734,339465,160670,573924,3334340
0,73,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
0,76,24,0,0,0,0,0,0,11,72,0,0,0,0,0,0,0,0
0,77,102,147,24,1375,760,59,18,69,337,932,82,11719,7162,352,104,1399,11801
0,78,5,27,0,145,78,4,0,5,18,176,0,997,593,14,0,145,997
0,79,130,338,198,3804,1325,589,250,60,386,1886,474,23316,11946,2046,683,4002,23790
0,80,55,7,62,337,214,27,33,24,169,43,195,2795,2031,169,123,399,2990
0,81,53,80,22,727,426,30,17,29,170,518,113,6300,4121,190,71,749,6413
0,82,64,99,23,1406,828,139,27,37,212,686,114,13184,8604,974,147,1429,13298
0,83,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
0,84,69,0,0,0,0,0,0,24,158,0,0,0,0,0,0,0,0
0,88,24,80,8,518,175,0,10,9,64,514,23,4330,1784,0,27,526,4353
0,89,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
0,90,17,24,9,149,34,10,8,10,50,129,24,1125,382,88,54,158,1149
0,91,43,53,20,774,511,40,20,19,109,393,68,6788,5120,113,52,794,6856
1,70,773,0,0,0,0,0,0,2,2316,0,0,0,0,0,0,0,0
1,71,62,19,21,325,68,49,13,9,177,71,40,1313,417,187,37,346,1353
1,76,7,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
1,77,32,0,0,0,0,0,0,13,80,0,0,0,0,0,0,0,0
1,78,33,122,38,1017,435,94,32,20,117,840,103,8041,4223,420,108,1055,8144
1,79,68,152,61,1521,747,193,36,34,196,974,224,12643,7497,932,214,1582,12867
1,80,12,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0
1,81,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
1,82,13,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0
1,83,28,63,23,428,244,30,26,11,73,429,81,3163,2210,118,50,451,3244
1,84,215,0,0,0,0,0,0,103,561,0,0,0,0,0,0,0,0
1,85,8,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
1,87,6,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
1,88,37,168,28,853,207,113,15,13,86,587,82,4261,1848,232,17,881,4343
1,90,7,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0
1,91,58,166,66,986,370,65,53,20,142,837,219,6079,3148,191,108,1052,6298
1,92,18,0,0,100,78,0,0,6,36,0,0,935,737,0,0,100,935
2,69,11,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0
2,70,46,0,0,0,0,0,0,6,134,0,0,0,0,0,0,0,0
2,71,12,36,0,216,127,0,0,5,26,254,0,1766,1123,0,0,216,1766
2,73,237,706,314,6385,1876,1117,140,97,611,4280,1256,39864,16046,5107,479,6699,41120
2,75,19,0,0,0,0,0,0,6,43,0,0,0,0,0,0,0,0
2,76,33,0,0,0,0,0,0,15,80,0,0,0,0,0,0,0,0
2,77,16,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0
2,78,10,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0
2,79,20,35,28,278,57,70,26,9,51,171,41,1334,527,157,101,306,1375
2,80,21,0,0,0,0,0,0,5,76,0,0,0,0,0,0,0,0
2,81,17,17,16,495,239,33,15,7,41,103,21,3799,2427,116,42,511,3820
2,82,218,425,224,3075,973,172,145,70,472,2456,611,21063,8803,732,341,3299,21674
2,83,33,0,0,0,0,0,0,14,74,0,0,0,0,0,0,0,0
2,84,8,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0
2,85,40,0,0,0,0,0,0,16,102,0,0,0,0,0,0,0,0
2,86,25,68,14,513,163,0,1,9,58,410,50,4108,1416,0,7,527,4158
2,88,90,356,311,2060,338,295,228,28,238,1145,1344,8598,2142,713,656,2371,9942
2,89,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
2,90,5,27,23,190,31,36,15,4,10,83,33,763,279,73,29,213,796
3,69,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
3,70,5,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
3,73,37,71,49,811,302,165,17,18,101,444,246,5711,2804,867,53,860,5957
3,74,12,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0
3,75,10,9,12,175,109,3,7,5,24,61,84,1655,1089,12,79,187,1739
3,76,29,0,0,0,0,0,0,14,77,0,0,0,0,0,0,0,0
3,77,61,116,48,787,295,36,28,22,143,626,73,6067,2907,361,89,835,6140
3,78,14,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0
3,79,11,18,9,288,191,4,0,7,39,187,35,2904,1909,28,0,297,2939
3,80,9,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
3,81,17,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0
3,82,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
3,83,17,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0
3,84,23,0,0,0,0,0,0,10,59,0,0,0,0,0,0,0,0
3,85,31,0,0,0,0,0,0,10,68,0,0,0,0,0,0,0,0
3,86,33,0,0,0,0,0,0,16,79,0,0,0,0,0,0,0,0
3,87,16,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0
3,89,9,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0
3,90,6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
4,67,135,338,99,3286,1433,295,269,61,388,2380,540,26556,14412,1834,1466,3385,27096
4,73,112,91,34,1158,598,108,19,41,267,528,196,9066,5436,580,32,1192,9262
4,74,36,0,0,0,0,0,0,16,85,0,0,0,0,0,0,0,0
4,75,6,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
4,76,36,54,0,556,322,7,0,15,91,438,0,5132,3041,85,0,556,5132
4,77,31,0,0,0,0,0,0,10,67,0,0,0,0,0,0,0,0
4,78,210,355,53,2031,927,48,12,72,468,2310,224,16698,8371,275,50,2084,16922
4,79,41,56,8,353,225,5,0,21,106,441,43,3540,2371,39,0,361,3583
4,80,36,0,0,0,0,0,0,13,81,0,0,0,0,0,0,0,0
4,81,22,0,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0
4,82,50,105,8,750,460,27,19,20,122,848,41,6896,4424,178,75,758,6937
4,83,35,66,6,381,204,15,2,12,74,525,12,2649,1356,97,26,387,2661
4,84,12,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0
4,86,27,0,0,0,0,0,0,12,69,0,0,0,0,0,0,0,0
4,88,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
4,89,20,72,9,258,130,0,2,9,45,482,65,2023,1151,0,8,267,2088
5,65,5,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
5,66,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
5,67,7,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0
5,69,16,62,30,470,108,168,28,9,36,356,93,2711,987,710,115,500,2804
5,70,802,5626,1804,44435,12181,7406,11525,87,2249,33734,5716,281967,104357,37267,69025,46239,287683
5,72,26,53,74,830,283,175,21,10,57,330,153,4835,2372,460,31,904,4988
5,73,34,60,188,757,235,61,37,18,75,346,417,4456,1950,237,65,945,4873
5,74,26,44,7,254,156,14,0,9,53,295,47,2383,1634,68,0,261,2430
5,75,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
5,76,5,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
5,77,50,100,3,620,304,29,0,21,119,787,8,5344,2876,196,0,623,5352
5,78,22,24,3,321,210,5,3,9,56,163,9,2824,1969,54,21,324,2833
5,79,40,55,10,670,422,1,7,13,83,493,55,6689,4481,21,29,680,6744
5,80,13,24,4,249,148,0,4,6,36,211,28,2391,1414,0,28,253,2419
5,81,9,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0
5,82,4,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
5,83,14,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0
5,84,10,21,8,273,179,7,0,7,34,155,46,2624,1890,49,0,281,2670
5,85,27,28,24,401,145,11,5,12,68,171,83,2886,1388,39,13,425,2969
5,86,49,59,167,1116,317,118,81,19,106,321,324,6820,2684,202,137,1283,7144
5,87,15,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0
5,88,7,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
5,89,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
5,90,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
6,63,1382,3484,3018,46281,10467,4513,12319,362,3893,20448,17306,299708,86777,23669,76872,49299,317014
6,64,77,136,31,1914,926,136,105,45,226,982,207,16374,9457,1039,672,1945,16581
6,65,541,702,1555,15767,3087,695,5760,182,1610,4362,6487,100088,29478,3109,37912,17322,106575
6,67,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
6,68,4,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
6,72,15,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0
6,73,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
6,74,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
6,75,20,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0
6,76,33,94,26,839,491,6,6,12,78,714,134,7385,4778,28,64,865,7519
6,77,31,42,13,453,185,4,2,12,68,336,52,3922,1744,12,4,466,3974
6,78,34,20,6,592,322,11,7,13,112,178,12,5346,3027,33,49,598,5358
6,79,37,99,0,659,440,0,0,12,92,896,0,6406,4592,0,0,659,6406
6,80,6,8,3,109,44,0,0,3,20,112,6,1018,349,0,0,112,1024
6,81,14,62,45,473,212,35,1,8,56,462,85,3890,2323,124,2,518,3975
6,84,24,40,6,335,169,0,0,9,54,295,62,3063,1613,0,0,341,3125
6,85,12,12,8,116,66,0,0,4,24,119,24,1105,623,0,0,124,1129
6,86,484,394,291,4130,1117,341,213,51,1325,852,566,9494,2877,506,408,4421,10060
6,87,293,0,0,0,0,0,0,11,474,0,0,0,0,0,0,0,0
6,88,17,13,0,87,51,0,0,6,36,103,0,883,531,0,0,87,883
6,89,28,95,71,539,138,14,58,9,64,242,119,2646,1141,18,87,610,2765
7,60,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
7,61,59,287,143,1897,489,241,50,32,149,2026,604,13520,4167,1710,330,2040,14124
7,62,68,143,56,1595,489,121,121,31,174,927,337,11893,4453,766,843,1651,12230
7,63,2415,4325,4249,80462,27241,9957,6988,346,7206,30827,25161,650077,245223,68827,30967,84711,675238
7,67,2,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
7,68,74,336,59,1908,1154,43,18,27,189,2393,180,17233,11599,336,31,1967,17413
7,72,53,104,5,918,657,24,2,21,119,741,32,8652,6825,170,8,923,8684
7,73,28,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0
7,74,58,62,52,1354,643,99,47,29,134,469,179,10736,6643,505,315,1406,10915
7,75,22,55,14,316,170,0,0,6,45,461,98,2740,1475,0,0,330,2838
7,77,44,50,7,669,278,6,0,16,94,532,11,6601,2838,21,0,676,6612
7,78,19,27,9,338,157,12,0,8,44,206,76,3163,1755,56,0,347,3239
7,79,16,57,46,407,207,16,0,4,35,385,117,3551,2079,48,0,453,3668
7,80,16,12,51,224,115,20,5,8,41,61,130,1791,1297,81,12,275,1921
7,81,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
7,82,6,3,16,137,50,8,0,6,29,21,72,1209,532,56,0,153,1281
7,83,14,17,9,247,161,1,0,8,47,195,59,2641,1688,11,0,256,2700
7,84,16,6,0,225,137,0,0,5,31,42,0,2408,1438,0,0,225,2408
7,85,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
7,86,8,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
7,87,6,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
7,88,9,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0
8,58,1084,1443,628,16963,4475,1567,923,211,3133,8073,1984,110372,37453,8642,5460,17591,112356
8,59,92,165,98,2495,517,371,112,54,248,905,452,14626,3978,2220,417,2593,15078
8,60,7925,24959,36828,327493,61934,38654,21403,2135,21564,119086,94201,1672114,415198,178124,92896,364321,1766315
8,61,33,82,44,1069,206,136,59,20,84,590,142,6157,1522,693,174,1113,6299
8,62,116,127,143,3458,758,536,97,58,311,786,570,20603,6724,2835,324,3601,21173
8,63,191,374,229,4791,1847,565,149,104,551,2699,815,37213,17864,3664,670,5020,38028
8,65,298,656,371,7578,2749,522,1198,162,876,4574,2185,61667,26883,3785,7787,7949,63852
8,69,57,136,4,798,573,0,1,16,113,1081,12,7906,6129,0,3,802,7918
8,71,13,26,10,243,136,0,0,5,28,210,44,2310,1346,0,0,253,2354
8,72,49,68,67,902,470,12,28,20,107,458,155,7740,4576,63,95,969,7895
8,73,10,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0
8,74,37,22,4,589,387,6,3,14,89,171,16,5809,4035,42,14,593,5825
8,75,48,68,29,720,334,43,28,16,110,520,97,6081,3384,250,127,749,6178
8,76,9,5,18,153,77,8,0,7,28,23,43,1002,707,23,0,171,1045
8,77,18,7,16,305,175,4,0,6,36,98,91,2995,1745,28,0,321,3086
8,78,91,184,57,1667,1016,17,29,38,209,1485,389,16609,10986,86,125,1724,16998
8,79,5,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
8,80,12,26,1,340,230,11,0,6,43,275,14,3305,2311,61,0,341,3319
8,81,4,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
8,82,32,48,149,759,280,43,32,10,70,127,277,3471,1680,98,46,908,3748
8,85,7,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0
8,86,6,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
8,87,11,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0
8,89,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
8,90,8,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0
9,57,60,147,4,1377,678,142,54,24,189,1045,18,12140,7038,1064,394,1381,12158
9,58,1582,5491,2930,54493,16399,4598,5480,367,4238,33268,10869,386192,143906,27048,38978,57423,397061
9,59,107,115,72,2255,789,260,58,69,309,827,336,17083,7382,1558,270,2327,17419
9,60,54,90,91,1671,436,278,46,32,149,503,769,10085,3945,1340,144,1762,10854
9,61,4,4,0,106,24,14,0,4,11,28,0,684,180,54,0,106,684
