x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
73,6,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
73,7,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
73,8,8,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
76,4,18,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0
76,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
76,10,6,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
76,12,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
77,3,7,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
77,5,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
78,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
78,2,13,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0
78,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
78,4,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
79,3,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
79,4,7,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
79,8,18,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0
80,3,328,0,0,0,0,0,0,12,695,0,0,0,0,0,0,0,0
80,4,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
81,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
81,5,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
81,11,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
82,0,9,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
82,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
82,5,212,0,0,0,0,0,0,28,385,0,0,0,0,0,0,0,0
82,6,11,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0
82,10,4,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
83,1,10,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
83,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
83,6,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
83,8,9,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0
83,9,19,18,254,808,77,11,20,6,57,22,790,980,86,15,24,1062,1770
84,4,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
84,5,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
84,9,6,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0
84,11,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
84,12,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
84,15,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
85,0,55,0,0,0,0,0,0,2,126,0,0,0,0,0,0,0,0
85,2,19,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0
85,4,13,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0
85,5,20,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0
85,14,129,0,0,0,0,0,0,2,247,0,0,0,0,0,0,0,0
86,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
87,0,4,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
87,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
87,6,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
88,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
88,3,8,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
89,0,12,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0
89,12,7,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
89,13,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
89,15,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
90,1,10,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0
90,16,4,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
90,18,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
91,6,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
91,19,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
92,3,8,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
92,15,18,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0
92,21,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
93,1,78,0,0,0,0,0,0,9,156,0,0,0,0,0,0,0,0
95,16,52,0,0,0,0,0,0,2,123,0,0,0,0,0,0,0,0
