x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
1,0,93,7,16,12,11.1,0,0,11
1,1,335.5,25,37.9,44,62.1,0,0,7
1,2,50,14.1,6,3,5.9,0,0,4
2,0,143,8.1,19.6,27.5,20.5,0,0,18
2,1,156.5,17.9,17.9,24.1,28,0,0,7
2,2,97,11.2,23,9,2.9,0,5,4
3,0,185,11.2,30,28.8,24,0,0,9
3,1,2,0.1,0.4,0.2,0.3,0,0,1
4,0,148,2,15.8,29.2,17.2,1,0,16
4,1,83.5,9,10.1,9,10,0,0,9
4,2,136.5,5.9,14.9,37.3,6,0,16,7
4,3,14,0.5,2.9,2.8,0.3,0,0,2
5,0,82,4.2,10.1,17.9,7,0,0,12
5,1,290,8,38.3,69,10.8,1,0,12
5,2,378,24,45,69,23.9,1,5,18
5,3,102.5,3.7,21,20.4,2.6,0,0,13
6,0,39,1.1,3.9,0,10.1,0,0,7
6,1,72.5,3.2,13.1,17.1,2.8,0,0,11
6,2,80,6.9,7.8,18.2,11,0,0,10
6,3,576,53.9,94.8,81.8,59.4,3,21.1,13
6,4,192,29.1,18.1,26.7,39,2.1,0,9
7,0,80,8,13.2,13.5,4.5,0,0,13
7,1,315,13.1,25.8,78.9,32.2,0,31,13
7,2,481,21,49,117,31,0,7,14
7,3,514.5,51,89,97,39.9,1,20,3
7,4,77,4,11,18.8,11.8,0,0,6
7,5,1,0.1,0.1,0.1,0.2,0,0,1
8,0,209,0.8,28,43.1,3.9,0,0,16
8,1,43,2,6.8,7.1,9.9,0,0,12
8,2,76.5,4,16.9,16.2,3,0,0,9
8,3,381.5,51.9,47.1,46.9,59.2,1,0,13
8,4,63,3,4,7,17,0,0,0
9,0,187.5,3.1,42.9,31,7.2,0,26,15
9,1,455,21.9,70.2,93.9,7,1.8,10,9
9,2,660,96,99,63.1,53,0,0,9
9,3,192.5,37,22.1,15,23.9,1,0,6
9,4,30,5.1,6,3,4.9,0,0,4
10,0,456,20.9,30,130,21.1,0,32,10
10,1,1496,329,179,235,50.9,2.1,221,2
10,2,192,12,27.6,39.3,17.4,0.8,0,4
11,0,817,115,82.9,115.1,168,0,0,3
11,1,1603.5,216.1,129.9,348,312,3,12,3
11,2,11,0,2.6,0.6,2.4,0.4,0,2
12,1,372.5,45,44,57,58,0,0,5
12,2,17,3.4,3.4,1.2,2.2,0,0,2
15,0,28,5.6,5.6,1.8,3.8,0,0,8
16,0,524,40.9,75.2,96,38.1,1,15,11
16,1,1,0,0.2,0.2,0.1,0,0,1
17,0,392,25.5,54.4,68.2,44.5,0,16.7,17
17,1,12,0.5,2.3,1.9,1.2,0,0.2,3
18,0,300.5,19.8,33.8,44.1,25.2,0,0,13
18,1,142.5,27.9,18,14.1,18.9,0,0,3
19,0,301,16.1,44.2,55.8,17.9,0,6,12
19,1,202,24,27.9,27.1,17.9,0,0,10
20,0,21,1.1,3,3,5.8,0,0,7
20,1,253.5,18.9,28.2,56.9,14,0,0,17
20,2,90,9,4.9,6.1,29,0,0,5
21,0,97,1.9,6.9,16.2,15,0,0,9
21,1,212.5,5.6,26,62.2,9.1,0,10,15
21,2,59,5.1,15.1,2.9,10.1,0.8,0,8
22,0,151,23.1,20.8,15.2,17.8,0,0,15
22,1,78.5,7.9,12.9,7.9,14.2,0,0,15
22,2,3,0.5,0.2,0.2,0.8,0,0,1
23,0,84.5,0.9,8.1,16.9,10.2,0,0,11
23,1,174,16.1,32.8,29,12.1,0,0,14
23,2,49.5,7.5,2.8,3,14.2,0,0,6
24,0,35,4.1,4.4,2.3,8.1,0,0,9
24,1,46,0,7,7.8,9.1,0,0,9
24,2,9,1.1,1.2,0.5,2.1,0,0,2
25,0,40,4,3.1,2.4,9.6,0,0,11
25,1,46,6.1,10.2,4.7,3.1,0,0,12
25,2,4,0.4,0.6,0.2,1,0,0,2
26,0,43,3.2,0.8,6,8,0,0,11
26,1,25,0,6.1,3.3,2.7,0,0,9
26,2,97,9.7,9.2,7.9,21.9,0,0,17
26,3,12,1.2,1.2,1,2.6,0,0,4
27,0,22,3.6,4.3,0,3.1,0,0,8
27,1,400,31,52.9,72.3,35.8,0,46,11
27,2,108,11,16.8,12.1,15.1,0,0,11
27,3,104.5,10.8,11,15.1,14.2,0,0,16
27,4,5,0.5,0.5,0.6,1.5,0,0,4
28,0,48,0,10.7,2.3,9.1,0,0,11
28,1,31,0.8,3.3,2.5,9.3,0,0,8
28,2,106,7.7,5.4,21.3,18.8,0,0,18
28,3,108,12,17.1,18.2,15.9,0,0,19
28,4,26,2.6,2.6,3.3,8.2,0,0,9
29,0,6,0.2,0.6,0.5,1.8,0,0,1
29,2,13,1,0.6,2.6,2.3,0,0,3
30,0,69.5,1.6,9.2,7,11.1,0,0,12
30,1,2,0.1,0.3,0,0.7,0,0,1
31,0,22,1.5,3.2,0,7.2,0,0,10
31,1,7,0.5,1,0,2.2,0,0,4
32,0,16,2.2,1.6,1,3.2,0,0,6
32,1,22,3.1,2.2,1.2,4.5,0,0,7
32,2,4,0.4,0.4,0.2,1,0,0,2
33,0,365,30.9,66,45.1,42,0,24,12
33,1,80,4.1,12.3,11.1,16.8,0,0,16
34,0,287.5,15.9,24.3,24.9,91,0,0,16
34,1,150,24.4,23.8,24,10.9,0,6,14
34,2,9,1.1,0.9,0.4,2.1,0,0,3
35,0,24,0.9,0.9,1.1,7.8,1.3,0,8
35,1,153,12.8,23,12.1,31.2,0.7,1.9,14
35,2,28.5,3.5,2.8,1.3,6.7,0,0,10
36,0,185,4.9,14.2,38.9,18,0,19.1,14
36,1,229,18,35.2,28,25,0,0,16
36,2,296,33.8,36,51.1,37,0,0,15
37,0,60,3.1,10.1,10.4,9.8,0,0,15
37,1,37,1.8,8.3,2,5.8,0,0,10
37,2,268.5,32.9,29.8,38.1,52.1,1,10,12
38,0,4,0.5,1.1,0.1,0.4,0.2,0,2
38,1,23,2.5,5.9,0.9,2.5,1,0,3
38,2,83,9,15,6.1,15.9,0,0,5
41,1,2,0.1,0.1,0.2,0.5,0,0,1
44,0,50,1.9,3.7,4.4,11.8,0,0,10
44,1,1,0,0.1,0.1,0.2,0,0,1
45,0,7,0.2,0.6,0.6,1.6,0,0,2
