x,y,0_15,0_5,100_,15_20,20_25,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,ld25_30,m,pop
13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,6
13,7,0,0,0,0,0,3,3,0,0,3,0,0,3,8,6,4,0,0,0,0,13,0,14,27
14,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
14,6,0,3,0,3,0,0,3,4,0,0,5,3,4,6,4,3,0,0,0,0,14,3,26,40
14,7,7,0,0,3,3,3,0,4,5,5,7,0,6,19,9,5,0,3,0,0,40,3,43,83
14,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,6
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,0,0,0,3,3,0,0,3,3,3,3,0,7,6,5,3,0,0,0,0,17,3,24,41
15,6,3,0,0,0,4,0,0,3,0,3,6,0,5,7,14,10,0,0,0,3,26,0,35,61
16,4,3,0,0,3,0,0,0,3,3,3,3,0,3,4,3,5,0,3,0,0,17,0,7,24
16,6,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,5,0,6,11
16,7,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,0,6,9
17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,6
20,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,5,0,0,0,0,6,0,5,11
20,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6
20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
21,4,0,3,0,0,0,5,4,0,3,3,4,0,3,3,3,3,0,0,0,0,18,4,18,36
21,5,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,6,3,8,14
21,6,0,0,0,0,3,0,0,0,3,3,3,0,0,3,0,3,3,0,0,0,5,0,6,11
21,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,6
21,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6
21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,6
21,13,4,3,0,3,0,5,5,3,4,4,8,5,3,4,6,8,0,0,3,0,32,4,39,71
21,14,6,4,0,0,0,7,8,4,4,6,10,5,4,11,3,4,3,3,0,0,39,4,47,86
21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,10
21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
22,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,6
22,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,5,0,7,12
22,4,3,3,0,5,0,10,3,10,7,3,7,7,5,0,3,3,0,0,3,0,38,3,37,75
22,5,0,0,0,3,3,0,0,0,0,3,3,0,7,3,3,6,0,0,0,0,14,3,16,30
22,6,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,3,0,0,0,9,4,11,20
22,7,0,0,0,0,0,3,0,0,0,3,6,0,3,3,0,3,3,0,0,0,13,3,14,27
22,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
22,12,5,6,0,3,4,5,8,4,7,3,5,8,6,8,5,3,3,0,0,0,42,8,49,91
22,13,6,6,0,6,4,7,8,7,12,5,5,7,5,9,17,6,0,0,0,0,51,3,61,112
22,14,0,11,0,5,5,8,7,6,4,7,8,12,6,4,0,0,0,0,0,0,45,3,43,88
22,15,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,3,0,0,6,0,8,14
22,16,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,6,11
22,17,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,5,10
22,18,3,0,0,3,0,0,0,3,3,3,0,0,6,3,4,6,0,3,0,0,17,0,22,39
22,19,3,3,0,4,3,0,0,3,3,6,7,0,0,5,0,3,0,0,0,0,23,3,17,40
23,0,3,3,0,0,0,3,0,0,0,3,0,3,4,3,0,0,0,0,3,0,12,0,8,20
23,1,7,7,0,8,3,4,12,7,12,8,6,7,11,9,14,14,6,3,0,0,69,3,72,141
23,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,4,10
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
23,4,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,8,0,10,18
