x,y,0_15,0_5,100_,15_20,20_25,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,ld25_30,m,pop
42,127,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
43,126,44,26,0,49,35,27,24,32,41,39,51,30,51,48,40,31,16,11,0,3,305,28,322,627
43,127,62,42,0,52,43,45,41,57,70,68,77,42,46,43,58,39,20,10,0,3,436,47,428,864
44,124,27,8,0,24,22,23,18,22,20,20,24,23,26,31,26,22,5,4,3,0,175,11,185,360
44,125,18,6,0,18,12,13,11,11,14,23,15,13,18,15,16,14,11,3,0,0,126,8,113,239
44,126,87,51,0,66,42,47,53,68,82,72,88,64,60,60,56,43,34,17,9,0,524,47,522,1046
44,127,134,113,3,141,118,109,99,107,137,145,126,119,110,97,138,116,81,43,13,3,1016,110,1043,2059
45,125,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,3,13,22
45,126,15,8,0,11,5,6,10,9,10,15,8,12,8,12,10,7,6,0,0,0,71,4,86,157
45,127,32,34,0,25,15,31,30,30,34,34,20,37,23,32,45,35,28,13,3,0,254,14,259,513
46,127,3,0,0,0,4,3,5,0,6,3,7,3,10,20,8,3,0,3,0,0,41,0,39,80
48,127,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,0,9,0,10,19
49,127,11,0,0,8,3,3,5,9,9,12,4,9,3,4,4,3,0,0,0,0,46,0,40,86
50,118,14,3,0,12,13,3,8,8,14,21,6,4,19,20,18,18,8,0,3,0,98,7,101,199
50,119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,4,0,9,13
50,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
50,126,4,6,0,3,3,3,6,6,10,4,6,7,6,5,4,4,3,0,0,0,38,0,43,81
50,127,22,8,0,25,14,9,8,13,37,21,32,17,15,10,14,18,3,0,0,0,134,7,141,275
51,113,14,14,0,15,11,15,16,8,13,25,24,18,38,32,29,31,12,8,3,3,173,15,169,342
51,114,3,3,0,4,0,3,0,0,3,0,5,0,0,0,0,3,3,0,0,0,15,0,12,27
51,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,118,56,32,0,49,26,28,41,47,50,52,59,37,56,71,61,52,35,9,8,0,388,9,392,780
51,119,0,0,0,7,0,0,0,0,3,0,5,0,6,0,4,5,0,0,3,0,19,0,23,42
51,120,4,5,0,3,3,3,3,11,4,5,10,8,5,3,10,7,5,0,0,0,53,6,40,93
51,121,32,17,0,20,29,22,17,26,30,31,31,22,35,37,27,13,9,3,0,0,208,17,212,420
51,122,8,7,0,7,7,5,10,9,10,12,12,8,21,25,21,5,3,4,4,0,89,4,92,181
51,126,0,0,0,3,3,0,4,3,0,4,6,3,0,0,3,0,0,0,0,0,13,0,17,30
51,127,31,8,0,34,17,6,8,16,31,38,31,17,21,14,15,6,0,0,0,0,150,5,149,299
52,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,4,8
52,116,51,37,0,61,40,40,35,45,54,50,51,46,52,59,56,38,32,20,5,0,399,23,398,797
52,117,9,14,0,10,9,26,22,12,17,13,17,17,24,29,15,15,16,0,0,0,146,11,133,279
52,118,19,16,0,8,7,4,18,17,14,19,12,21,20,20,20,15,13,12,6,4,131,3,137,268
52,119,0,0,0,0,0,3,0,0,0,3,3,0,3,3,4,3,3,0,0,0,9,3,12,21
52,120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,7,11
52,121,14,15,0,11,6,11,13,18,14,17,12,15,21,17,25,14,4,4,0,0,124,11,119,243
52,122,17,18,0,23,10,11,15,19,17,18,23,22,25,24,28,13,10,5,0,0,156,5,149,305
53,116,46,14,0,48,31,15,22,35,47,32,29,34,25,20,26,17,11,3,3,0,224,13,247,471
53,117,4,3,0,3,3,3,5,6,0,3,3,5,3,0,3,0,0,0,0,0,24,0,22,46
53,119,9,3,0,6,5,0,7,8,8,4,8,5,5,9,9,10,0,6,0,0,57,5,53,110
53,121,5,4,0,3,0,0,5,8,3,4,4,8,3,3,3,5,0,0,0,0,29,0,26,55
53,122,3,0,0,3,3,0,3,3,3,4,5,4,4,3,4,0,3,0,0,0,28,0,20,48
54,127,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
55,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
55,123,13,6,0,13,8,9,4,7,14,12,14,7,6,12,9,9,5,3,0,0,83,9,77,160
56,121,42,46,3,39,31,26,39,34,54,47,58,39,63,62,66,62,25,31,22,18,421,20,404,825
56,122,86,38,0,81,40,29,50,70,67,75,57,87,45,44,37,34,25,17,10,0,454,22,460,914
56,123,93,43,0,71,38,26,47,69,77,93,61,65,55,48,55,57,21,12,11,5,479,23,491,970
56,124,143,51,0,112,68,19,61,103,111,113,104,101,93,84,82,61,33,20,9,4,702,22,693,1395
57,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,118,47,11,0,30,18,7,16,30,32,35,43,18,27,17,29,20,10,5,0,3,202,9,203,405
57,119,15,21,0,24,23,13,16,24,21,22,38,26,36,38,36,15,6,0,0,0,190,12,198,388
57,120,31,17,5,43,27,15,18,33,33,44,54,30,40,29,39,35,47,22,29,7,311,12,299,610
57,121,137,93,0,121,89,82,93,139,111,143,117,136,68,92,123,87,38,32,9,3,889,58,883,1772
57,122,209,149,0,138,87,97,154,171,149,156,123,192,101,110,155,141,98,63,26,6,1189,48,1184,2373
57,123,200,118,0,189,89,71,152,168,221,165,174,214,136,112,130,123,112,53,24,8,1258,51,1252,2510
57,124,197,103,0,154,100,67,102,143,187,151,141,151,121,115,89,79,45,28,10,0,1020,63,1026,2046
57,125,60,34,0,43,35,27,36,50,66,56,61,61,59,50,72,54,31,17,12,4,428,9,409,837
58,97,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
58,98,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,4,11
58,99,0,3,0,3,4,3,0,3,0,0,5,0,4,3,0,0,0,0,0,0,13,0,17,30
58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
58,101,3,0,0,0,0,0,3,3,3,4,3,4,3,6,3,3,0,0,0,0,22,3,19,41
58,117,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,6
58,118,111,39,0,89,66,37,43,79,92,110,121,78,97,72,70,49,23,14,5,0,613,29,611,1224
58,119,220,177,0,179,75,94,166,185,230,200,124,227,130,121,134,98,76,43,22,3,1268,54,1290,2558
58,120,210,142,0,162,93,131,160,185,141,174,150,208,119,80,75,81,75,46,16,0,1189,84,1145,2334
58,121,436,396,3,360,347,417,390,361,344,328,292,394,233,203,187,235,132,65,30,10,2855,388,2694,5549
58,122,247,267,3,223,369,411,313,253,274,244,255,284,218,214,238,219,124,74,33,5,2444,458,2280,4724
