x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
88,96,3,0,5,0,3,3,8,4,6,3,9,14,3,13,21,31,28,12,8,0,3,88,87,175
88,97,0,0,3,0,0,0,0,0,0,3,0,0,0,3,5,0,3,3,0,0,0,11,14,25
89,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
89,95,0,0,0,3,0,0,0,0,0,3,0,0,3,3,8,7,7,0,0,0,0,18,17,35
89,96,3,0,9,12,13,6,4,10,0,11,16,25,0,29,44,58,66,26,3,7,4,183,165,348
90,92,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,4,5,9
90,93,3,0,5,6,3,0,3,0,3,5,4,9,3,4,19,15,12,3,4,0,0,56,48,104
90,94,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,12
90,95,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,4,10
90,96,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
91,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4
91,87,8,0,22,13,7,8,5,9,16,25,19,22,20,32,26,24,18,11,9,3,0,157,139,296
91,88,4,0,3,3,4,3,3,0,9,3,3,0,9,0,0,5,4,0,0,0,0,27,27,54
91,89,17,0,16,16,10,13,13,18,18,18,30,31,23,30,33,28,31,11,3,3,0,177,184,361
91,90,13,0,22,33,22,13,9,13,16,23,35,42,23,27,33,36,22,20,8,0,0,205,208,413
91,91,39,3,83,70,32,29,28,28,61,78,72,61,62,61,71,82,79,32,27,17,6,538,482,1020
91,92,17,0,22,23,18,7,10,20,23,21,28,35,21,27,34,38,21,11,4,0,3,176,206,382
91,93,0,0,3,3,3,3,4,0,0,4,4,3,3,5,5,3,0,3,0,0,0,21,25,46
91,94,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,10,18,28
91,95,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,4,9
91,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,80,0,0,0,3,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12,9,21
92,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6
92,82,7,0,5,9,0,0,3,10,3,5,9,12,10,8,20,21,7,9,3,4,0,74,74,148
92,83,6,0,3,3,3,3,3,7,6,7,4,5,7,3,11,11,6,3,0,0,0,39,50,89
92,84,65,0,112,83,50,32,49,59,99,101,100,85,90,73,100,107,80,36,11,7,0,668,671,1339
92,85,11,0,18,14,3,12,18,5,11,22,22,18,11,25,21,21,14,9,5,0,3,134,130,264
92,86,111,3,125,118,85,107,116,113,133,135,144,177,122,164,165,220,235,143,97,45,3,1345,1215,2560
92,87,53,0,82,53,43,80,70,67,72,83,97,101,62,82,103,151,145,94,61,40,6,830,715,1545
92,88,27,0,23,29,11,15,21,26,21,26,27,30,15,11,17,24,16,5,3,0,0,167,180,347
92,89,3,0,3,3,5,0,0,3,4,6,6,4,5,3,3,7,0,0,0,0,0,32,27,59
92,90,6,0,0,3,0,3,3,0,3,5,3,3,3,3,0,0,0,0,0,0,0,18,13,31
92,91,5,0,5,4,3,3,3,4,11,5,8,3,7,6,6,8,6,0,0,0,0,44,43,87
92,92,3,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,3,0,0,0,0,12,10,22
92,93,3,0,0,3,0,4,3,3,3,4,3,4,4,3,4,0,0,0,3,0,0,21,19,40
92,94,0,0,3,0,3,3,0,3,3,4,3,5,5,3,3,0,0,0,0,0,0,19,18,37
92,95,0,0,3,3,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,6,10,16
93,80,17,0,17,46,33,13,15,14,27,35,34,52,19,56,63,69,72,37,8,8,7,334,308,642
93,81,95,0,145,137,80,42,82,97,130,141,175,109,111,102,86,149,125,95,89,37,9,1088,949,2037
93,82,73,0,91,98,58,30,41,64,85,88,87,83,80,64,57,82,91,55,20,3,0,633,616,1249
93,83,3,0,3,0,0,0,0,3,3,0,0,3,3,0,3,3,3,0,0,0,0,9,10,19
93,84,90,0,130,112,32,33,74,109,131,118,91,75,138,62,82,88,54,17,7,3,0,706,740,1446
93,85,16,0,24,22,5,6,12,20,19,26,22,22,30,20,13,16,13,3,0,0,0,136,152,288
93,86,229,0,220,195,232,263,295,222,231,238,224,206,229,196,142,147,131,71,47,16,3,1706,1831,3537
93,87,45,3,55,45,42,69,66,59,50,57,42,67,57,48,55,64,61,43,28,19,8,496,486,982
93,88,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,3,0,0,11,9,20
93,89,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,5,4,9
