x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,54,1,10.9,27
0,100,4,23,36
0,101,3,22.5,36
1,101,0,21.6,35
2,53,1,6.9,29
2,54,1,8.1,31
2,97,1,17.2,30
2,98,0,21.3,34
2,99,1,22,35
3,53,11,6.9,31
3,54,3,13.2,25
3,94,0,14.9,28
3,95,4,14.4,27
3,96,2,13.9,27
3,97,11,14.7,28
3,99,0,17.6,31
4,54,9,5.1,30
4,55,1,14.3,24
4,96,3,12.3,25
5,55,2,4,28
5,95,3,11.1,24
6,55,0,3.6,28
6,56,44,16.3,23
6,57,0,15.6,22
7,56,12,2.2,27
7,57,25,14.6,21
7,94,1,9.3,22
8,56,16,2.5,27
8,57,75,1.6,26
8,58,4,15,22
8,79,4,17,19
8,80,0,15.3,17
8,93,2,8.6,22
8,94,7,9.3,22
9,57,10,2.2,24
9,58,21,13.1,20
9,59,0,15,22
9,79,0,16.5,18
9,80,3,14.1,16
9,81,6,12.3,14
9,91,4,11.1,19
9,92,2,11.5,19
9,93,12,7.9,21
9,94,77,7.4,20
9,95,20,6.1,24
9,96,14,5.2,25
10,58,37,3.3,23
10,59,24,12,19
10,80,0,11.7,13
10,81,25,10.5,12
10,87,7,14.6,16
10,88,22,13.1,16
10,89,25,11.8,16
10,90,2,12.1,17
10,91,32,9.6,19
10,92,22,10.4,20
10,93,0,8.1,20
10,94,1,14.6,22
10,95,3,3.8,24
10,96,14,2.8,25
10,97,56,2,26
10,98,46,0.6,27
10,99,12,1.2,28
10,100,1,2.3,29
11,58,14,4.4,22
11,59,2,11.3,18
11,79,0,10.7,12
11,80,17,9.3,11
11,81,15,9.1,11
11,82,13,9.6,11
11,83,6,9.6,11
11,84,3,10.9,13
11,85,7,11.2,13
11,86,15,12.1,14
11,87,17,12.9,15
11,88,8,13.2,15
11,89,0,12.1,17
11,91,0,12.6,20
11,92,3,12.6,20
11,93,1,14.5,22
11,94,5,14.6,22
11,95,13,15.1,23
11,100,0,4.1,31
11,101,8,4.8,32
11,102,3,6.5,34
11,106,0,17.3,44
12,49,0,12.7,37
12,58,23,10.5,17
12,76,12,6.3,8
12,77,3,8,10
12,78,9,6.9,9
12,79,2,6.4,8
12,80,6,7.9,10
12,82,4,4.9,12
12,83,9,5.7,13
12,84,3,7,15
12,85,7,7.5,15
12,87,6,8,16
12,88,1,10.1,18
12,89,2,10.1,18
12,90,6,11.4,19
12,91,4,11.5,19
12,95,3,19.2,27
13,57,47,6.6,19
13,58,11,10.7,16
13,75,4,4.3,6
13,76,10,4.4,6
13,77,8,4.9,6
13,79,0,3.6,11
13,85,6,7.8,15
13,86,0,8.5,16
13,87,6,8.7,16
13,88,0,9.4,17
13,89,0,10.5,18
13,101,8,11.2,28
13,102,12,10.1,28
13,103,4,10.5,30
14,50,4,14.6,39
14,52,0,19.8,30
14,56,4,8.4,19
14,57,23,7.6,18
14,58,1,11.5,15
14,72,0,3.4,5
14,73,0,2.7,4
14,74,2,2.3,4
14,75,30,3.6,5
14,76,102,2.5,9
14,78,10,2.5,10
14,79,5,3.2,11
14,102,0,9.3,29
14,103,0,8.9,29
14,104,4,8.5,30
14,105,5,8.2,30
15,57,4,8.4,18
15,58,8,12.3,15
15,59,11,12.8,14
15,60,0,13.3,14
15,72,436,2.3,2
15,73,43,0.6,4
15,74,38,3,6
15,75,4,3.4,6
15,76,61,1.4,10
15,77,26,1.4,9
15,78,27,2.7,10
15,104,0,8.2,31
15,105,2,7.7,31
15,108,1,15.8,40
15,109,1,16.6,41
16,57,3,9.2,17
16,58,10,9.8,16
16,59,27,10.9,16
16,60,24,12,13
16,61,21,12.4,13
16,62,6,10.8,12
16,63,4,11.5,12
16,64,11,10.8,12
16,65,0,10.2,11
16,66,2,9.8,10
16,69,0,6.5,7
16,70,0,6.5,7
16,71,19,4.3,5
16,72,261,3.2,4
16,73,7,3.6,4
16,74,0,3.7,4
16,76,8,2,10
16,77,9,2.5,11
16,78,0,3.7,11
16,80,0,5.7,13
16,103,2,4.8,34
16,104,0,5.3,33
16,105,2,6.1,33
16,106,0,6.2,32
16,108,1,16.6,41
17,60,10,11.7,14
17,61,2,12.1,14
17,62,5,12.5,13
17,63,20,12.2,13
17,64,23,9.9,11
17,65,6,9.5,10
17,67,8,7.1,8
17,68,3,8.2,9
17,69,36,6,7
17,70,31,5.3,6
17,71,32,4.9,6
17,77,0,4.6,13
17,79,5,6.3,14
17,80,6,6.9,15
17,103,3,3.9,35
17,105,0,7.3,44
18,42,0,28.8,53
18,43,2,30,54
18,57,1,11.6,16
18,61,0,12.4,13
18,63,0,11.3,12
