x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
52,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
53,125,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,4,3,3,3,0,0,12,14,26
53,126,77,0,143,134,82,66,80,75,106,155,152,160,103,141,132,198,260,140,60,22,6,1171,1118,2289
53,127,50,0,92,82,50,25,33,66,68,97,107,86,64,58,110,143,171,99,64,38,11,797,718,1515
54,126,31,0,57,84,43,20,32,37,42,68,87,69,60,48,54,76,73,29,14,0,0,476,450,926
54,127,175,0,198,134,77,39,115,159,184,208,163,156,219,165,159,181,180,110,45,24,3,1374,1322,2696
55,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
55,126,13,0,31,38,20,8,12,11,27,30,34,28,21,23,27,19,26,8,0,3,3,192,190,382
56,125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,10
56,126,114,0,189,207,75,55,82,95,140,211,190,175,183,154,153,199,152,83,33,12,6,1255,1249,2504
56,127,20,0,39,54,36,10,8,22,46,49,70,52,37,43,27,42,34,12,5,3,0,302,307,609
57,126,92,3,116,115,71,36,47,67,112,134,145,154,118,107,111,104,104,65,19,9,0,894,831,1725
57,127,375,3,462,475,253,207,269,348,428,545,618,481,421,387,347,419,439,272,138,49,11,3524,3422,6946
58,126,76,0,92,87,35,25,40,72,89,86,86,73,105,47,34,49,37,17,7,5,3,517,548,1065
58,127,112,0,188,175,66,43,77,112,144,202,158,141,146,82,108,80,41,14,3,3,0,946,953,1899
59,125,0,0,0,0,0,0,6,3,0,0,0,3,6,6,0,0,3,3,0,0,0,9,6,15
59,126,6,0,8,5,6,3,0,3,6,3,7,6,6,3,0,0,0,0,0,0,0,34,32,66
59,127,34,0,28,24,6,11,21,36,34,18,28,15,41,13,8,10,6,3,0,0,0,162,172,334
60,124,0,0,0,3,3,0,5,0,0,0,6,5,3,8,3,5,3,3,0,0,0,27,24,51
60,125,8,0,9,12,3,3,5,6,9,9,15,20,7,17,11,18,21,7,3,3,0,100,93,193
60,126,15,0,26,24,6,6,13,19,25,33,17,14,26,16,3,0,4,6,0,0,0,116,127,243
60,127,3,0,9,10,3,6,6,3,8,7,13,6,3,0,0,4,6,0,3,0,0,48,42,90
61,124,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6
61,125,60,0,69,22,23,28,49,67,71,50,38,40,75,44,37,27,30,18,6,3,0,367,383,750
61,126,221,0,149,112,31,90,171,185,160,152,90,68,162,44,38,47,24,13,5,0,0,873,891,1764
61,127,10,0,14,15,6,6,4,12,6,17,15,14,14,6,6,6,0,0,0,0,0,74,75,149
62,125,143,0,183,154,95,119,144,153,141,156,178,182,146,152,144,134,114,79,56,15,4,1254,1238,2492
62,126,12,0,8,4,8,3,19,12,10,15,13,11,20,9,4,12,6,0,0,0,0,74,90,164
62,127,3,0,6,8,3,0,7,11,15,9,14,14,15,4,10,3,3,6,3,0,0,67,77,144
63,124,238,0,195,198,237,315,273,207,203,200,189,156,194,145,124,116,118,104,58,27,9,1686,1621,3307
63,125,733,9,697,708,762,1049,958,727,702,792,930,815,691,688,647,719,720,488,328,152,42,6758,6598,13356
63,126,24,0,47,43,27,24,21,41,57,37,53,43,34,28,22,15,15,3,0,0,0,261,266,527
63,127,9,0,9,12,4,8,6,7,10,13,15,10,5,5,6,10,16,3,0,3,0,64,87,151
64,124,237,0,235,235,198,239,244,219,218,239,258,289,252,237,207,200,155,106,53,14,6,1921,1919,3840
64,125,187,0,169,140,186,201,238,208,170,164,190,258,163,238,227,219,162,133,86,45,8,1661,1733,3394
64,126,6,0,3,5,0,4,4,12,9,7,7,6,8,5,8,6,0,3,0,3,0,46,49,95
64,127,7,0,0,6,6,3,7,10,10,4,4,9,6,3,5,6,3,0,3,0,0,37,38,75
65,123,6,0,9,12,3,3,6,5,7,14,13,12,6,10,11,14,8,3,3,0,0,80,65,145
65,124,113,0,136,140,58,63,113,90,128,150,148,135,127,111,109,110,69,42,19,5,0,930,937,1867
65,125,0,0,0,3,0,3,0,0,6,6,0,3,3,4,11,6,0,0,0,0,0,22,18,40
65,126,8,0,11,9,8,11,9,11,3,13,9,16,7,16,7,3,9,3,3,0,0,69,81,150
65,127,0,0,6,3,0,0,0,0,3,0,0,3,0,3,3,0,3,0,0,0,0,15,14,29
66,123,45,0,56,44,24,16,38,34,56,51,70,61,53,38,59,58,60,25,14,6,0,413,392,805
66,124,19,0,33,27,9,5,9,25,24,24,29,21,30,15,11,18,7,9,3,0,0,162,158,320
66,125,5,0,7,0,5,4,6,13,6,10,9,7,10,14,10,5,12,0,0,3,0,64,64,128
66,126,6,0,3,3,6,7,3,6,6,3,8,7,6,7,7,9,3,0,3,0,0,44,43,87
66,127,3,0,11,10,8,6,3,6,8,13,21,18,8,3,5,8,7,3,3,3,0,71,68,139
67,123,24,0,45,29,20,10,26,29,36,58,44,55,40,34,53,45,42,19,7,3,0,307,315,622
67,124,0,0,0,3,3,0,3,0,0,0,0,3,0,3,0,0,6,0,0,0,0,13,15,28
67,125,4,0,9,9,3,4,3,9,12,4,13,6,9,6,11,4,0,3,3,0,0,53,57,110
67,126,6,0,3,0,0,6,0,3,0,3,0,0,3,3,0,3,7,3,0,0,0,22,16,38
67,127,3,0,0,3,3,6,6,3,6,3,3,3,0,0,3,0,3,6,0,0,0,21,20,41
