x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
49,15,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,11
49,16,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,6,11
49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
49,54,0,0,0,0,4,3,6,0,3,4,6,3,0,3,3,0,0,0,0,3,0,12,19,31
49,55,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,11,18
49,56,4,0,0,3,3,6,4,3,0,3,3,8,0,6,6,3,3,0,0,0,0,22,29,51
50,14,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,6,7,13
50,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
50,53,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
50,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3
51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
52,12,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,6
52,13,3,0,0,0,3,3,4,3,3,0,3,3,0,3,3,3,3,0,0,0,0,12,21,33
53,12,6,0,0,0,3,3,3,3,0,0,0,0,0,3,6,6,4,0,0,0,0,20,21,41
53,13,0,0,3,3,0,0,0,3,3,0,3,0,3,0,0,3,0,0,3,0,0,10,12,22
53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
54,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,5,6,11
54,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
54,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
55,12,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,5,8
55,18,3,0,3,0,3,3,3,9,6,3,6,6,6,9,6,3,0,3,0,0,0,32,37,69
55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
55,21,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,4,8
55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,54,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,6,6,12
55,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6
56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
56,12,0,0,3,0,0,3,0,4,7,3,3,3,5,0,0,6,0,0,0,0,0,15,16,31
56,13,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,13
56,16,3,0,0,0,0,0,3,3,0,3,3,0,0,0,3,0,0,0,0,0,0,6,8,14
56,17,6,0,3,3,6,8,7,7,7,7,7,8,8,10,12,8,3,6,3,3,0,61,60,121
56,18,7,0,3,3,4,7,9,3,7,0,4,6,5,6,3,3,3,3,0,0,0,38,40,78
56,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,54,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,5,8,13
56,69,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
56,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
57,12,3,0,0,0,3,0,3,3,0,3,3,3,0,3,0,3,3,3,0,0,0,13,17,30
57,13,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,13,10,23
57,16,3,0,0,0,0,3,7,3,0,0,0,3,0,5,3,4,4,0,0,3,0,18,26,44
57,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
57,52,3,0,3,0,0,0,0,6,0,3,0,3,0,3,6,5,7,3,0,0,0,18,22,40
57,67,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,9
58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
58,11,3,0,0,3,0,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,8,10,18
58,12,31,0,24,32,17,44,50,28,33,43,43,25,27,36,40,34,32,39,25,10,6,317,300,617
58,13,4,0,3,7,3,4,8,5,3,7,9,4,11,0,0,0,0,3,0,0,0,33,43,76
58,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,6,7,13
58,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3
58,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
58,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
59,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3
59,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
59,12,17,0,26,23,17,12,16,23,32,29,28,21,26,21,28,18,21,8,0,3,0,184,189,373
59,13,6,0,5,0,0,8,3,0,7,5,0,0,3,0,0,0,0,0,0,0,0,20,23,43
59,14,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,7
59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,54,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
59,55,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6
60,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6
60,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6
60,11,0,0,3,0,0,6,3,0,3,6,3,3,6,4,0,4,0,0,3,0,0,25,23,48
60,12,8,0,6,3,6,10,6,5,0,8,4,3,3,4,3,11,8,0,3,0,0,42,45,87
60,55,0,0,3,3,3,6,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,10,15,25
60,56,3,0,0,3,0,3,6,3,3,0,3,0,0,4,8,4,3,3,0,0,0,18,19,37
61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
61,6,3,0,5,0,3,0,3,4,0,0,7,3,4,3,6,0,0,0,0,0,0,17,22,39
61,7,0,0,0,3,0,0,0,3,0,0,0,3,0,6,3,0,0,0,3,0,0,9,10,19
61,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,6
61,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,6
61,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
