x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
6,67,0,0,0,0,0,0,3,3,0,0,3,0,0,3,8,6,7,3,0,0,0,16,17,33
7,66,0,0,0,3,3,3,0,3,3,3,3,3,0,7,6,5,3,0,0,0,0,17,27,44
7,67,10,3,0,6,7,6,3,3,11,5,8,18,3,15,32,27,18,0,3,0,3,80,104,184
7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6
8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,0,3
8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,6
8,66,3,0,0,3,0,0,0,0,3,3,3,3,0,3,4,3,5,0,3,0,0,17,7,24
8,67,3,0,0,0,3,0,0,0,3,0,3,3,3,3,0,0,3,0,0,0,0,8,12,20
10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
10,66,0,3,0,0,0,7,5,4,0,6,3,7,3,6,6,9,8,0,0,0,0,30,31,61
10,67,0,0,0,0,3,0,0,0,0,3,6,6,0,0,3,3,3,3,0,0,0,11,12,23
10,68,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6
10,70,4,3,0,3,0,4,5,5,3,4,4,8,5,3,4,9,11,0,0,3,0,35,42,77
10,71,6,4,0,0,0,4,7,8,4,4,6,10,5,4,11,3,4,3,3,0,0,39,47,86
10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,10
10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
11,37,40,37,0,46,45,66,45,55,50,58,86,95,49,96,115,144,91,35,30,11,0,589,608,1197
11,57,3,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,3,3,0,0,0,10,7,17
11,58,0,3,0,0,3,3,0,0,0,0,3,0,0,6,4,3,3,3,0,3,0,16,10,26
11,59,3,4,0,3,7,0,4,0,7,6,16,13,3,13,20,23,8,12,6,0,0,76,81,157
11,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4
11,61,3,0,0,5,0,0,0,0,3,4,3,3,0,3,0,3,0,0,0,0,0,19,15,34
11,62,14,7,0,14,6,0,9,9,11,12,7,16,3,6,9,18,20,6,6,0,0,82,86,168
11,63,0,0,0,3,0,0,3,0,5,3,0,0,3,0,0,0,3,3,0,0,0,11,10,21
11,64,10,10,0,8,6,3,7,12,10,12,14,9,10,15,12,17,17,6,3,3,0,92,87,179
11,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,9,7,16
11,66,6,6,0,14,3,6,10,6,13,10,12,16,7,15,6,9,12,0,0,3,0,70,77,147
11,67,0,0,3,0,0,7,6,0,0,3,3,9,3,12,10,6,3,6,0,0,0,33,37,70
11,68,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
