x,y,pp,ra,rp
0,81,8084557,1014338,12
0,82,7948656,1180442,14
0,84,7654017,971570,12
0,88,6873941,748227,10
0,89,6746475,727600,10
0,91,6407991,708512,11
0,92,5863040,702628,11
0,93,5701973,658695,11
0,95,5376757,614364,11
0,96,5223216,600601,11
0,97,5080014,596683,11
0,98,4930733,587511,11
0,100,4679311,602187,12
0,102,4500432,619960,13
0,104,4277950,600342,14
0,107,3779437,521492,13
0,116,2784382,547002,19
0,119,2653556,566162,21
0,120,2626387,567320,21
0,121,2611693,596186,22
0,122,2605950,613617,23
0,123,2578010,614154,23
0,125,2525030,613740,24
1,78,8565528,822977,9
1,80,8379346,1073411,12
1,81,8248152,1144870,13
1,82,8101900,1257121,15
1,91,6578887,803360,12
1,92,6037555,727199,12
1,94,5714371,631529,11
1,95,5555994,633317,11
1,96,5393603,617737,11
1,97,5232288,584902,11
1,99,4918404,606323,12
1,100,4797137,607756,12
1,101,4695189,617272,13
1,104,4394615,590626,13
1,115,2954349,528758,17
1,116,2878495,538013,18
1,117,2804677,548308,19
1,118,2764449,561332,20
1,119,2731550,604542,22
1,120,2703701,626285,23
1,121,2685896,633273,23
1,122,2679739,610547,22
1,123,2650666,646401,24
1,125,2605907,644454,24
2,3,12347146,10401405,84
2,4,12305999,10586476,86
2,5,12256164,10288720,83
2,6,12225912,10231046,83
2,68,10064,10064,100
2,69,10064,10064,100
2,77,8786387,872567,9
2,78,8704862,891786,10
2,79,8615482,1007544,11
2,81,8381204,1082443,12
2,93,6060448,654723,10
2,99,5062673,651906,12
2,101,4807679,633975,13
2,103,4642314,584048,12
2,119,2808830,581026,20
2,120,2779934,618870,22
2,121,2760507,651249,23
2,122,2753895,634582,23
2,123,2731549,652058,23
2,124,2716866,664004,24
2,125,2685749,661807,24
2,127,2587787,628071,24
3,0,12596750,11133256,88
3,2,12489099,10867066,87
3,3,12437397,10587563,85
3,4,12389993,10944568,88
3,5,12350309,10618036,85
3,6,12311713,10396216,84
3,66,10064,10064,100
3,67,10064,10064,100
3,68,10064,10064,100
3,69,10064,10064,100
3,77,8924816,923897,10
3,78,8842336,1021763,11
3,79,8757575,1081471,12
3,80,8654092,1151911,13
3,84,8104896,1376134,16
3,96,5731852,713997,12
3,99,5200752,716742,13
3,101,4904914,667977,13
3,116,3033891,528070,17
3,117,2966772,546468,18
3,121,2837392,647465,22
3,123,2818310,676061,23
3,126,2732652,654303,23
4,0,12668712,11648835,91
4,1,12616926,11701149,92
4,2,12551845,11646885,92
4,3,12502602,10983446,87
4,4,12450024,11292343,90
4,5,12416745,10835393,87
4,6,12380788,10629897,85
4,7,12335853,10473973,84
4,65,10064,10064,100
4,66,9706529,1028691,10
4,67,9660536,1252895,12
4,68,9610255,1381613,14
4,69,9565963,1440215,15
4,78,8981853,1020587,11
4,79,8900730,1133068,12
4,80,8795198,1282597,14
4,81,8648487,1346431,15
4,82,8495095,1306865,15
4,83,8353855,1417113,16
4,84,8216551,1472499,17
4,99,5347607,749996,14
4,103,4790389,592442,12
4,104,4676205,574572,12
4,124,2912551,695087,23
4,125,2869353,712152,24
4,126,2833026,680547,24
5,1,12687975,12203625,96
5,3,12569936,11822513,94
5,4,12513364,11252781,89
5,5,12468745,11070855,88
5,6,12431457,10967493,88
5,8,12349229,10307211,83
5,10,12315177,9977163,81
5,60,10064,10064,100
5,66,9788504,807717,8
5,67,9737600,1212483,12
5,68,9692859,1368516,14
5,69,9639761,1466539,15
5,70,9571185,1552214,16
5,71,9518737,1539653,16
5,78,9114763,906282,9
5,79,9024912,1018573,11
5,81,8774899,1392517,15
5,82,8626563,1454746,16
5,83,8478659,1457804,17
5,84,8346202,1559687,18
5,87,7774631,1261167,16
5,88,7650246,1256369,16
5,98,5696255,845927,14
5,99,5491075,790637,14
5,123,3023919,634487,20
5,127,2945933,716766,24
6,0,12862907,12695075,98
6,1,12766835,12177920,95
6,2,12701742,11239374,88
6,4,12570705,11442069,91
6,5,12516913,11133689,88
6,6,12473171,10944195,87
6,7,12426296,10353154,83
6,8,12400852,10537270,84
6,9,12373198,10212135,82
6,10,12365135,10076133,81
6,67,9836656,1304241,13
6,68,9781080,1355333,13
6,69,9692678,1505779,15
6,70,9648755,1546308,16
6,71,9611542,1636410,17
6,74,9462211,1580774,16
6,81,8922068,1239957,13
6,82,8779650,1283993,14
6,83,8634790,1370841,15
6,84,8477052,1517321,17
6,85,8333493,1652142,19
6,87,7911234,1427276,18
6,100,5447693,631427,11
6,122,3150137,676883,21
6,124,3103717,680237,21
6,126,3065499,723400,23
6,127,3033642,726852,23
7,0,12971349,12470033,96
7,3,12700214,11305858,89
7,6,12528780,10613278,84
7,7,12472215,10399971,83
7,8,12438919,10311509,82
7,9,12421824,10402862,83
7,10,12420788,9959201,80
7,12,12381576,9938612,80
7,62,0,964031,
7,63,10072436,1012181,10
7,67,9910937,1323430,13
7,68,9834454,1355885,13
