x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,5,6,0,0.6,0.2,1.2,1.7,0.5,0.2,0.7,0.9,0,0,138283,1
0,11,3,0.3,0.3,0.2,0.8,0.8,0.1,0.3,0.2,0,0,0,72757.6,1
0,48,2,0.1,0.2,0.1,0.3,0.5,0,0.2,0.2,0.1,0.2,0.1,46008.3,1
0,49,5,0.3,0.4,0.3,0.9,1.3,0,0.5,0.4,0.2,0.5,0.2,115020.7,1
0,50,32,1,1,0,5,2,1,5,11,2,4,0,616748.8,0
0,51,54,1,2,5,7,9,1,15,8,0,4,2,1369458.3,0
0,52,33.5,1,2.5,1,6,7,1,5,5,1,2,2,798392.6,0
0,53,23,0,3,0,0,7,0,4,3,2,4,0,471307.2,0
0,84,26,3,0,0,6,5,0,4,5,2,0,1,597328.3,0
0,89,2,0.2,0.3,0.1,0.1,0.4,0,0.3,0.2,0,0.3,0.1,46276.1,1
1,6,5,0,0.5,0.2,1,1.3,0.4,0.2,0.6,0.8,0,0,115235.9,1
1,7,1,0,0.1,0,0.2,0.3,0.1,0,0.1,0.2,0,0,23047.2,1
1,11,13,1.2,1.2,0.7,3.4,3.7,0.5,1.2,0.8,0.3,0,0,315283,1
1,12,9,0.8,0.9,0.5,2.4,2.5,0.3,0.9,0.5,0.2,0,0,218272.8,1
1,48,27,0,1,3,3,6,1,4,7,0,0,2,612757.5,0
1,49,27,1.5,2.1,1.7,4.7,7.2,0,2.6,2.1,1.3,3,0.8,621112,1
1,50,75,5,10,0,15,16,2,9,7,7,2,2,1640500.2,0
1,51,55,4,3,2,14,6,2,9,6,2,5,2,1231813.7,0
1,52,57,2,2,0,8,16,1,10,7,3,7,1,1438618.5,0
1,53,21,0.8,1.5,1,2.6,5.7,0.3,2.6,4.1,1.4,1,0,462617.8,1
1,54,3,0.1,0.2,0.1,0.4,0.8,0,0.4,0.6,0.2,0.2,0,66088.3,1
1,118,1,0,0.2,0.1,0.2,0.2,0,0,0.1,0.1,0,0.1,24309.5,1
2,5,1,0,0.1,0,0.2,0.3,0.1,0,0.1,0.2,0,0,23047.2,1
2,46,11,0.6,0.9,0.7,1.9,2.9,0,1,0.9,0.5,1.2,0.4,253045.6,1
2,47,4,0.2,0.3,0.3,0.7,1.1,0,0.4,0.3,0.2,0.4,0.1,92016.6,1
2,48,27,1,0,1,4,4,0,7,6,1,2,1,743911.3,0
2,49,41,3,4,1,9,5,1,7,6,4,1,0,923222.6,0
2,50,101.5,3,7,6.5,19,16,1,18,10,8,9,4,2470317.6,0
2,51,65,3,6,4,8,24,0,4,8,3,4,1,1279939,0
2,52,12,0.4,0.9,0.6,1.5,3.2,0.1,1.5,2.4,0.8,0.6,0,264353.1,1
2,53,4.5,0.2,0.3,0.2,0.5,1.2,0.1,0.6,0.9,0.3,0.2,0,99132.4,1
3,6,31,0,3.5,1.4,5.7,7.1,0,2.8,4.2,4.2,1.4,0.7,670690,1
3,7,2,0,0.2,0.1,0.4,0.4,0,0.2,0.3,0.3,0.1,0,43270.3,1
3,10,1,0,0.2,0.1,0.3,0.2,0,0.1,0.1,0,0,0,23480.6,1
3,27,3,0.2,0.2,0.1,0.2,0.7,0.1,0.1,0.8,0.2,0.4,0,69218.7,1
3,29,35,0,6.5,3,3,11,0,6,3,0.5,1,1,824213.4,0
3,30,10,0.4,1.3,0.7,2.4,2,0.5,1.1,0.5,0.7,0.2,0.2,205358.8,1
3,49,33,0.6,3.3,4,0,10.6,0,5.9,5.3,1.3,0.7,1.3,674842.5,1
3,50,70,6,7,3,13,16,2,8,9,2,3,1,1587500.9,0
3,51,29,2,3,1,3,8,0,4,6,0,1,1,624653.1,0
3,52,52,2,6,3,9,15,1,5,4,3,4,0,1021097.6,0
3,53,20,1.3,3.8,1.3,3.3,4.2,0.5,1.8,1.8,1.8,0,0.2,398067.5,1
3,107,1,0,0.1,0.1,0.1,0.3,0,0.1,0,0.1,0.1,0.1,23149.1,1
3,119,1,0,0.2,0.1,0.2,0.2,0,0,0.1,0.1,0,0.1,24309.5,1
4,8,11,0,1.2,0.5,2,2.5,0,1,1.5,1.5,0.5,0.3,237986.8,1
4,27,5,0.3,0.3,0.2,0.3,1.2,0.1,0.1,1.4,0.4,0.7,0,115364.4,1
4,28,36,0,4,1,6,10,0,4,6,2,2,1,806817.6,0
4,29,69.5,2,14,2,10,16,1,7,7,6.5,4,0,1227707.1,0
4,30,97.5,7,14,7,9,28,2,18,7,5.5,0,0,1778100.7,0
4,31,4,0.2,0.5,0.3,1,0.8,0.2,0.4,0.2,0.2,0.1,0.1,82143.5,1
4,49,32,1,1,2,6,4,0,2,13,0,3,0,817345.8,0
4,50,82,6,8,6,14,20,4,5,3,11,1,4,1602304.3,0
4,51,24,1.6,4.5,1.6,4,5.1,0.6,2.1,2.1,2.1,0,0.3,477681,1
4,52,39,1,3,2,4,6,0,12,9,1,0,1,926797.4,0
4,53,16,1.1,3,1.1,2.7,3.4,0.3,1.4,1.4,1.4,0,0.2,318454,1
4,107,3,0.1,0.5,0.2,0.2,1,0,0.2,0.2,0.2,0.2,0.2,69447.3,1
5,28,3,0.2,0.2,0.1,0.2,0.7,0.1,0.1,0.8,0.2,0.4,0,69218.7,1
5,29,70,2,8,3,12,10,3,9,14,3,5,1,1405322.7,0
5,30,54,2,3,1,9,9,2,14,7,1,2,4,1055168.9,0
5,49,17,0.3,1.7,2,0,5.5,0,3.1,2.7,0.7,0.3,0.7,347646.1,1
5,50,22,1.5,4.1,1.5,3.7,4.6,0.5,2,2,1.9,0,0.2,437874.3,1
5,51,3,0.2,0.5,0.2,0.5,0.6,0.1,0.3,0.3,0.3,0,0,59710.1,1
5,96,12,0,1.8,1.2,1.2,6,0,1.8,0,0,0,0,257569.7,1
5,97,4,0,0.6,0.4,0.4,2,0,0.6,0,0,0,0,85856.6,1
6,10,22,1.1,3.4,1.1,5.7,4.5,1.1,1.7,2.3,1.1,0,0,516573.3,1
6,11,21,1,0,0,4,6,0,5,2,1,2,0,461971.8,0
6,18,1,0.1,0.1,0,0.3,0.3,0,0.1,0.1,0,0,0,24252.5,1
6,28,34.5,4.5,3,0,10,4,1,3,6,1,2,0,561187.7,0
6,29,96,6,5.5,7,24,17,3,12,10,4.5,7,0,2105037.7,0
6,30,36,3,3,1,7,4,0,7,4,4,3,0,855516.4,0
6,33,2,0.1,0.3,0.1,0.5,0.4,0.1,0.2,0.1,0.1,0,0.1,41071.8,1
6,53,2,0.1,0.4,0.1,0.3,0.4,0.1,0.2,0.2,0.2,0,0,39806.8,1
6,66,2,0,0.2,0,0.4,0.5,0.2,0.2,0.2,0.2,0.1,0,42940.8,1
6,106,5,0.1,0.8,0.4,0.3,1.6,0.1,0.3,0.3,0.3,0.4,0.4,115745.4,1
6,107,68,4,4,6,13,16,3,6,5,7,3,1,1771967.4,0
6,117,11,0,1.5,1.1,2.2,2.7,0.2,0.4,0.9,1.1,0.2,0.7,267404.8,1
6,118,60,5,8,1,12,12,0,10,6,5,1,0,1391984.1,0
7,11,15,0.8,2.3,0.8,3.8,3.1,0.8,1.1,1.5,0.8,0,0,352209.1,1
7,12,1,0,0.2,0.1,0.3,0.2,0,0.1,0.1,0,0,0,23480.6,1
7,18,17,1.6,1.6,1,4.5,4.8,0.6,1.6,1,0.3,0,0,412293.1,1
7,19,10,0.9,0.9,0.6,2.6,2.8,0.4,1,0.6,0.2,0,0,242525.4,1
7,28,25.5,1.4,1.4,1,1.4,6.3,0.7,0.7,7,2.1,3.5,0,588358.7,1
7,29,42,3,1,0,10,6,0,9,8,4,1,0,841609.4,0
7,30,4,0.2,0.5,0.3,1,0.8,0.2,0.4,0.2,0.2,0.1,0.1,82143.5,1
7,86,2,0,0.3,0.2,0.2,1,0,0.3,0,0,0,0,42928.3,1
7,106,43,1.2,7,3.5,2.9,13.9,0.6,2.9,2.3,2.9,2.9,2.9,995410.6,1
7,107,50,0,7,7,1,15,0,8,9,0,3,0,1193683.9,0
7,108,18,0.5,2.9,1.5,1.2,5.8,0.3,1.2,1,1.2,1.2,1.2,416683.5,1
7,117,9,0,1.2,0.9,1.8,2.2,0.2,0.4,0.7,0.9,0.2,0.5,218785.7,1
7,118,42,1,0,5,7,8,2,6,6,3,4,0,1060163.9,0
7,119,22,0,3.1,2.2,4.4,5.3,0.4,0.9,1.8,2.2,0.4,1.3,534809.5,1
8,19,2,0.1,0.3,0.1,0.2,0.5,0,0.3,0.4,0,0.1,0,46159.4,1
8,20,7,0.5,0.6,0.2,1.3,1.5,0.2,1,0.6,1,0.1,0,134608.8,1
8,27,2,0,0.2,0.2,0.2,0.5,0,0.2,0.3,0.3,0.1,0,31058.4,1
8,28,14,0,1.6,1.1,1.6,3.2,0,1.6,2.2,2.2,0.5,0,217408.6,1
8,29,2,0,0.2,0.2,0.2,0.5,0,0.2,0.3,0.3,0.1,0,31058.4,1
8,43,3,0.1,0.4,0.2,0.5,0.7,0,0.5,0.2,0.2,0.1,0.1,78215.5,1
8,106,3,0,0.4,0.2,0.2,0.9,0,0.4,0.3,0.2,0.3,0.1,65130.6,1
8,107,49.5,0,7.5,2,1,12,1,7,6,5,5,3,1089900.9,0
8,108,16,0.2,1.9,1.3,1.3,4.6,0.2,2.3,1.5,1,1.5,0.2,347363.1,1
8,117,3,0.1,0.6,0.2,0.2,1.1,0,0.3,0.3,0.1,0.1,0,59041.5,1
8,118,34.5,3,4.5,1,7,10,1,3,0,3,0,2,932500.5,0
8,119,15,0.3,3,1.1,1.1,5.3,0,1.8,1.4,0.3,0.7,0,295207.6,1
9,16,40,2,6,4,7,11,3,3,0,3,0,1,903504.6,0
9,17,16,0.6,2.4,0.7,1.3,3.6,0.3,2.8,2.9,0.3,0.8,0.3,369275.1,1
9,18,12,0.5,1.8,0.5,1,2.7,0.2,2.1,2.2,0.2,0.6,0.2,276956.3,1
9,19,19,0.8,2.8,0.8,1.5,4.2,0.4,3.3,3.5,0.4,0.9,0.4,438514.2,1
9,20,37,4,3,1,7,5,0,6,9,1,1,0,814533.2,0
9,42,5,0.3,0.6,0.3,0.8,1.2,0.1,0.8,0.4,0.3,0.1,0.1,130359.1,1
9,43,6,0.3,0.8,0.3,1,1.5,0.1,0.9,0.5,0.3,0.1,0.2,156430.9,1
9,85,1,0,0.1,0.1,0.2,0.3,0,0.1,0.1,0.1,0,0,22653.2,1
9,86,2,0,0.2,0.2,0.5,0.5,0,0.2,0.2,0.1,0.1,0,45306.3,1
9,96,2,0.1,0.1,0.1,0.2,0.3,0,0.5,0.3,0.2,0.1,0.1,42346.7,1
9,108,22,0.3,2.6,1.7,1.7,6.4,0.3,3.2,2,1.5,2,0.3,477624.2,1
10,0,4,0.1,0.4,0.4,0.3,1.2,0,0.7,0.3,0.2,0.3,0.1,69653.8,1
10,16,50,11,4,1,15,9,3,1,0,5,0,1,1113615.4,0
10,17,30,0,3,1,2,6,1,6,9,1,1,0,671177.4,0
10,18,136,6,24.5,9,22,30,3,15,8,16.5,1,1,1783894,0
10,19,188,9,20,9,30,30,9,27,22,18,9,5,2955432.3,0
10,20,83,6.5,4,1,13,13,4.5,10,21,4,6,0,1740757.3,0
10,21,24.5,1.9,2,0.7,4.7,5.1,0.7,3.6,2,3.4,0.4,0,471130.7,1
10,42,16,0.8,2.1,0.8,2.7,4,0.2,2.5,1.3,0.8,0.4,0.4,417149.1,1
10,84,6,0.2,0.6,0.2,0.7,1.4,0.3,0.7,0.9,0.5,0.2,0.3,131223.1,1
10,85,9,0.2,0.7,0.7,2.1,2.3,0,1.1,0.9,0.6,0.4,0,203878.5,1
10,93,2,0.1,0.1,0.1,0.2,0.3,0,0.5,0.3,0.2,0.1,0.1,42346.7,1
10,107,6,0.1,0.7,0.5,0.5,1.7,0.1,0.9,0.5,0.4,0.5,0.1,130261.1,1
10,108,2,0,0.2,0.2,0.2,0.6,0,0.3,0.2,0.1,0.2,0,43420.4,1
11,0,6,0.1,0.6,0.6,0.5,1.7,0,1.1,0.5,0.3,0.5,0.1,104480.7,1
11,15,5,0.2,0.7,0.2,0.4,1.1,0.1,0.9,0.9,0.1,0.3,0.1,115398.5,1
11,16,2,0.1,0.3,0.1,0.2,0.5,0,0.3,0.4,0,0.1,0,46159.4,1
11,17,9,0.4,1.3,0.4,0.7,2,0.2,1.5,1.6,0.2,0.5,0.2,207717.2,1
11,18,77,2,2,3,9,8,2,24,21,2,3,1,1895090.5,0
11,19,58,1,3,3,7,9,0,11,19,1,4,0,1264105.6,0
11,20,61,1,5,2,5,7,0,4,25,1,11,0,1292773.3,0
11,21,22,1.7,1.8,0.6,4.2,4.7,0.6,3.2,1.8,3,0.4,0,423056.1,1
11,23,25,1.9,2.1,0.7,4.8,5.2,0.7,3.6,2.1,3.4,0.5,0,480745.6,1
11,24,5,0.4,0.4,0.1,1,1.1,0.1,0.7,0.4,0.7,0.1,0,96149.1,1
11,41,22,1.1,2.9,1.2,3.7,5.4,0.3,3.4,1.7,1.1,0.6,0.6,573580,1
11,83,2,0,0.2,0.1,0.2,0.5,0.1,0.2,0.3,0.2,0.1,0.1,43741,1
11,84,10,0.3,1,0.4,1.2,2.3,0.6,1.2,1.4,0.9,0.3,0.4,218705.1,1
11,85,1,0,0.1,0.1,0.2,0.3,0,0.1,0.1,0.1,0,0,22653.2,1
11,86,10,0.2,0.8,0.8,2.3,2.5,0,1.3,1.1,0.6,0.4,0,226531.7,1
11,92,1,0,0,0,0.1,0.2,0,0.3,0.2,0.1,0,0.1,21173.3,1
11,97,1,0,0,0,0.1,0.2,0,0.3,0.2,0.1,0,0.1,21173.3,1
12,15,5,0.2,0.7,0.2,0.4,1.1,0.1,0.9,0.9,0.1,0.3,0.1,115398.5,1
12,16,28.5,1.1,4.2,1.2,2.3,6.4,0.6,4.9,5.2,0.6,1.4,0.6,657771.3,1
12,17,55.5,0,6.5,3,6,13,1.5,16,5,1.5,0,3,1426804,0
12,18,122,1,11,7,16,37,2,26,12,3,5,2,2557746.3,0
12,19,98,5,3,3,21,11,1,13,13,6,19,3,2079435.6,0
12,20,72,1,5,5,7,12,1,15,13,2,10,1,1664114.6,0
12,21,31,3,1,0,6,2,1,3,9,3,3,0,705536.2,0
12,22,11,0.9,0.9,0.3,2.1,2.3,0.3,1.6,0.9,1.5,0.2,0,211528.1,1
12,23,34,0,3,3,4,8,0,6,8,0,1,1,658709.5,0
12,24,15,1.2,1.2,0.4,2.9,3.1,0.4,2.2,1.2,2.1,0.3,0,288447.4,1
12,40,22,1.1,2.9,1.2,3.7,5.4,0.3,3.4,1.7,1.1,0.6,0.6,573580,1
12,41,33,1,3.5,1.5,8,5,3,3,3,3,1,1,757286.3,0
12,42,3,0.1,0.4,0.2,0.5,0.7,0,0.5,0.2,0.2,0.1,0.1,78215.5,1
12,82,13,0.4,1.3,0.6,1.5,3,0.7,1.5,1.9,1.1,0.4,0.6,284316.7,1
12,83,47,0,1,3,4,14,0,10,4,4,6,1,1346088.9,0
12,84,38,1.1,3.9,1.6,4.4,8.8,2.2,4.4,5.5,3.3,1.1,1.7,831079.5,1
12,85,33,1,2,2,3,7,0,7,7,4,0,0,747356.4,0
12,86,25,0.5,2.1,2.1,5.7,6.3,0,3.1,2.6,1.6,1,0,566329.2,1
12,98,1,0,0,0,0.1,0.2,0,0.3,0.2,0.1,0,0.1,21173.3,1
13,16,87,4,11,6,19,11,3.5,9,5,12.5,5,1,1712304.7,0
13,17,103,8,11.5,5,28,18,2,11,9,8.5,1,1,2193225.1,0
13,18,85,1,11,6,11,26,1,12,5,7,3,2,1924196,0
13,19,65,1,4,4,8,20,0.5,7,8,4.5,8,0,1254304.9,0
13,20,156.5,10,7,14,29,29,3.5,23,23,7,7,4,3017357.6,0
13,21,129.5,5.5,13,8,23,29,1.5,20,12,5.5,12,0,2500244.6,0
13,22,78,2,5,6,10,15,1,15,14,5,4,1,1638969.9,0
13,23,41.5,3,3,3,10,8,0,3,5,5.5,1,0,729733.3,0
13,24,1,0,0.1,0.1,0.1,0.2,0,0.2,0.1,0,0.2,0,22617.5,1
13,40,14,1,0.6,0.6,3.4,2.8,0.6,2,1.3,1.2,0.4,0.1,317440.4,1
13,41,55.5,8,3.5,3,20,6,4,2,4,5,0,0,1166603.6,0
13,42,14,1,0.6,0.6,3.4,2.8,0.6,2,1.3,1.2,0.4,0.1,317440.4,1
13,81,4,0.3,0,0.3,1.3,0.2,0.1,0.8,0.2,0.2,0.6,0,90671.9,1
13,82,46,0,2,2,11,11,2,5,8,2,2,1,1044526.3,0
13,83,63,2,1,1,13,11,1,13,6,5,9,1,1536618.8,0
13,84,59,4,4,4,7,15,3,4,3,8,5,2,1408131.8,0
13,85,1,0.1,0.1,0.1,0.2,0.3,0,0.1,0,0,0.1,0,23290.6,1
13,122,9,0.7,1.3,0.3,1.7,2.3,0.1,0.9,0.3,0.8,0.3,0.3,208385.8,1
