x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
45,24,11062,83167,29591,427446,70790,53329,108257,1269,30951,379502,89463,2263919,527609,207850,481216,457037,2353382
46,23,5863,30896,39410,176322,41638,28026,33012,1111,15331,191332,186485,1230132,350609,174722,226901,215732,1416617
46,24,149341,750161,434617,5050155,1252697,558158,598136,31489,400892,3925280,1471250,30028123,10057772,2651917,2983436,5484772,31499373
46,25,58,0,251,45,2,6,9,24,195,0,605,97,3,14,20,296,702
47,22,966,693,551,12971,1689,399,484,229,2537,5108,3218,100010,15603,3024,3390,13522,103228
47,23,76727,146711,294313,2007826,330263,112676,220064,21911,212315,878290,1384945,11912692,2594704,597668,1561314,2302139,13297637
47,24,13314,21375,34669,522452,73447,39250,11063,3051,34136,78492,93680,1344481,370661,102786,48606,557121,1438161
47,25,14213,29155,161381,890863,53234,51377,22119,2330,29872,48206,288845,1600267,101369,100063,35739,1052244,1889112
47,26,12,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
48,21,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
48,22,84784,94325,216646,2839698,299698,81079,111294,26950,225508,595286,882886,15598948,2186900,372728,815250,3056344,16481834
48,23,1435,1093,6329,40952,5647,1214,1312,524,3798,5146,18074,158670,30178,4467,9120,47281,176744
48,24,123,0,0,0,0,0,0,25,274,0,0,0,0,0,0,0,0
48,25,2731,477,11913,5117,663,380,708,256,5503,885,45585,13001,1658,813,2118,17030,58586
48,26,705,386,3600,4998,301,232,780,70,1573,659,6770,8565,903,397,1557,8598,15335
49,21,50,20,28,1337,78,18,7,23,135,79,40,3546,331,33,8,1365,3586
49,22,36775,36571,102447,1766227,119982,47339,29904,8466,88561,179807,352038,7594452,637728,161803,191004,1868674,7946490
49,24,533,570,9367,10808,1585,916,536,76,1239,831,18561,19938,2730,1530,969,20175,38499
49,25,1256,711,15527,10185,785,742,1163,143,2699,1233,31147,19529,2113,1561,1565,25712,50676
50,21,380,297,800,10407,1323,337,251,152,939,1442,2433,51234,6488,1456,1288,11207,53667
50,22,13,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0
50,24,117,42,756,660,100,37,43,21,251,78,1454,1352,206,62,162,1416,2806
50,25,1345,1089,32882,16627,2158,1122,1227,211,3229,2297,55101,35778,5445,3148,1907,49509,90879
