x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,0,29,1.9,2.9,0,3.9,5,1,5.1,6.3,1.9,1,0,594454.6,7
0,1,92,7,8.4,4.7,17.1,23,3.1,12.9,7.2,6.6,2,0,2124129,8
0,2,332,19.9,39.5,12.5,83,65.1,12.4,35,19.1,26.4,14,5.1,6835707.4,6
0,3,56,2.9,6,3.1,16,7.9,1.9,4.1,5.1,6.9,2.1,0,1132283.1,8
0,4,21,0.4,5.5,0,2.3,5.9,0,2,2.1,1.9,0.9,0,445337,6
0,5,755.5,51,90,20.5,183.9,152.9,43.1,48.1,45,88,20,13,1.52617162E7,7
0,6,119,8,14,1.9,28.2,24.9,7,12,4,16,1,2,2329660.4,6
0,7,32,2.2,3.7,1,5.2,7.1,2.2,2.7,4.2,3.7,0,0,756864.5,7
0,8,26,1.4,3.8,0.9,5.1,5.7,0.4,3.8,0.9,2.6,0.5,0.9,598651.4,4
0,9,303,14.8,43.5,13.3,72,71.8,9.8,22,14.3,31.3,3.1,7.1,6458194.4,12
0,10,51,5.1,4.5,1,10.9,7.8,2.1,4,8.1,3.5,1,3,1026883.4,7
0,11,61.5,1.7,11.6,0,15,12.1,2,11,4.1,2,2,0,1255300.8,9
0,12,1,0,0.1,0,0.1,0.3,0,0.1,0.2,0.2,0,0,25264.6,1
0,13,140,9,18.8,12.2,17.2,29.8,1.8,18.1,20.7,3.2,7.4,1.8,3014304.6,12
0,14,4,0,0.4,0.2,0.2,1.1,0,0.7,0.7,0.4,0.1,0.2,86508.9,1
0,15,39,0.9,0,5,7,5.1,0,7,9,0.9,2,2.1,810880.7,6
0,16,87,7.8,10,4.5,13,26.1,3.5,5,5,8,2.1,2,2023887.6,8
0,17,80,3,6,3,15,10,1,12,23,4,0,3,1914921,9
0,18,22,0.7,1.2,3.7,0.8,4.5,0,5.8,4,0,0,1.3,490813,5
0,19,82,5.9,7,5.1,10.9,20.1,1.1,5.9,14,2.8,2.1,7.1,2163595.4,7
0,20,93.5,6.1,3.4,3.1,24,8.8,3.1,20,10.9,6.9,4.1,3.1,2288241.3,11
0,21,39,1,4.9,2.1,2.1,10,0,6,7.9,1.9,2.1,1,784192.8,5
0,22,109.5,2.9,14.5,6.1,11,30.8,0.9,9.8,10,8.1,7.2,8.2,2410684.3,12
0,23,69.5,3,5.9,0,13.9,10.9,2.5,12.1,9.4,1.7,2,8.1,1772077.5,11
0,24,117,3.7,9.2,6.1,14.9,29.1,2.8,11.9,24,10,2.1,3.2,3476477,11
0,25,76,6.1,4.1,6.1,11.1,14.1,0.8,16.9,7.9,4,0.8,4.1,2123931.2,11
0,26,1193.5,59.9,86,58.4,204.9,203,27,121.1,224,78.1,103,28.1,2.57889104E7,5
0,27,10423.5,758,1013,751.5,2216,1766,368,1021,1190,806,411,123,1.654041892E8,2
0,28,6779.5,298,518,422.5,1489,1381,134.5,778,696,369.5,494,199,1.691422985E8,0
0,29,6111.5,314,394,499.5,1965,1098.1,135,493,451,325.9,294,142,1.425901795E8,3
0,30,5999,264.5,544,397,1269,1145,126,638,643,326.5,335,311,1.707201019E8,0
0,31,7977.5,502,599,658,1797,1481.5,219.5,845,799,494.5,441,141,1.460248486E8,2
0,32,4983,239.5,362.5,370.5,1047,927,117,651,704,262.5,176,126,1.099096823E8,2
0,33,1771,94.5,122.5,112.5,349,311.9,46,305,225,93.5,50,61.1,3.90728846E7,4
0,34,367.5,16,57.6,14,53.1,103.8,20.5,21.8,11.1,48.5,3,18.1,1.04196069E7,8
0,35,1149,61.5,175.9,58.5,179.9,303.9,45,78.1,25,158.1,6.9,56.2,3.15317749E7,5
0,36,78,4.8,7.7,3.6,13,15.2,1.9,7.1,13,6.7,0.9,4.1,2266049.8,11
0,37,42,6.8,2,2.1,5,10.9,0,6.1,3,4.1,1,1,1029087.4,7
0,38,32,0.7,1.2,1.2,10.9,5.1,0,3.9,5.9,0,1.9,1.2,830499.2,8
0,39,34,1.1,2,2,5.9,11,2,2.9,0,4.9,0,2.2,855142.8,8
0,40,72,3,5.2,2,14.1,16.9,1.9,10,9,5.9,0,4,2078717.2,12
0,41,178.5,7.8,18.6,5.2,41.9,37.9,6.1,16.2,18.9,16.3,3.9,5.7,4835232.8,12
0,42,284,6.9,22.9,13,31.1,67.9,4,37.1,67,10.9,15.1,8.1,7034407.7,11
0,43,39,2.2,6.2,0,9.2,7.8,0.8,0.8,5,3.9,3.1,0,1033257,11
0,44,42,3,8,0,8.8,8.9,1.1,1.9,4.2,5,1.1,0,931158.4,7
0,45,33,2.9,3.1,0,3.9,8,0.7,3.2,5.2,3.1,0.9,2,718823.9,7
0,46,10,0.5,0.6,0.5,1.4,2.9,0.2,1.4,0.5,0.6,0.9,0.5,215938.1,2
0,47,6,0.2,0.5,0.2,0.7,1.8,0.1,0.7,0.4,0.5,0.5,0.4,129562.9,3
0,48,22,0.5,2.8,1.8,3.7,4.5,0,5.1,0.5,1,1.5,0.6,466947.7,5
