x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,107,3,1.4,0.5,0,0.4,0.1,1,0.2,0.9,127.1,1
0,108,27,12.2,4.2,0,3.7,0.5,8.5,1.6,8.4,1143.5,2
0,122,7,3.7,1.1,0,0.6,0.3,3.1,1.4,3.1,304.9,2
1,42,1,0.8,0.6,0,0.2,0,0.6,0.2,0.5,69.4,1
1,43,2,1.6,1.2,0,0.4,0,1.2,0.4,1.1,138.8,1
1,44,16,10.3,6.6,0,9,2.1,1.3,2.1,0.4,619.1,1
1,56,1,0.6,0.3,0,0.2,0,0.4,0.2,0.3,32.8,1
1,83,3,1.1,0.2,0.1,0.1,0.1,1,0.1,1.1,129.1,1
1,86,22,8.6,2.2,0.4,4.2,0.9,4.4,0.9,6.4,820.6,3
1,87,4,1.7,0.7,0.1,1.2,0.1,0.5,0.5,0.9,161.3,2
1,88,53.5,23.3,8.5,0.5,13.3,0.3,10,5,14.2,2289.5,2
1,89,16,7.1,2.9,0.6,4.8,0.3,2.3,2.3,3.7,645.1,1
1,90,2,0.8,0.2,0.1,0.4,0.1,0.4,0.1,0.5,84,1
1,99,1,0.5,0.2,0,0.3,0,0.2,0.2,0.4,41.5,1
1,101,2,1,0.4,0,0.5,0,0.5,0.3,0.8,83,1
1,102,2,0.9,0.3,0.1,0.2,0,0.7,0.1,0.6,94.4,1
1,103,4,1.8,0.6,0.1,0.3,0,1.5,0.2,1.3,188.8,1
1,104,46,16.8,2.8,2.2,9.6,3,7.2,2.4,9.8,1357.2,2
1,105,41,23.9,12.3,0.1,8.2,6,15.7,8.1,10.6,1714.4,1
1,106,2,0.9,0.3,0.1,0.2,0,0.7,0.1,0.6,94.4,1
1,108,10,4.5,1.6,0,1.4,0.2,3.1,0.6,3.1,423.5,1
2,42,3,2.4,1.8,0,0.6,0,1.8,0.6,1.6,208.2,1
2,43,3,2.4,1.8,0,0.6,0,1.8,0.6,1.6,208.2,2
2,44,4,3.2,2.4,0,0.8,0,2.4,0.8,2.1,277.6,1
2,45,22,14.1,9,0,12.4,2.8,1.7,2.8,0.6,851.2,1
2,84,15,5.9,1.5,0.3,2.9,0.6,3,0.6,4.4,559.5,2
2,85,146.5,66.2,27.3,4.3,33.6,6.5,32.6,18.5,36.9,4131.6,1
