x,y,value
0,48,726248
0,49,726248
0,50,726248
0,107,1676996
0,108,1676996
0,109,1719841
0,110,1307477
0,111,1307477
0,112,1273505
0,113,1273505
0,114,1273505
1,48,726248
1,49,726248
1,50,726248
1,107,1676996
1,108,1676996
1,109,1719841
1,110,1307477
1,111,1307477
2,48,726248
2,49,726248
2,50,726248
2,107,1676996
2,108,1676996
2,109,1719841
2,110,1307477
2,111,1307477
2,126,155864
2,127,155864
3,42,569534
3,43,569534
3,44,569534
3,50,291202
3,51,291202
3,52,291202
3,126,155864
3,127,155864
4,20,565844
4,21,565844
4,22,565844
4,42,569534
4,43,569534
4,44,569534
4,50,291202
4,51,291202
4,52,291202
4,126,155864
4,127,155864
5,20,565844
5,21,565844
5,22,565844
5,42,569534
5,43,569534
5,44,569534
5,50,291202
5,51,291202
5,52,291899
5,53,291066
5,54,291066
5,110,704506
5,111,704506
5,112,704506
5,126,158500
5,127,158500
6,20,565844
6,21,565844
6,22,565844
6,41,396726
6,42,396726
6,43,396726
6,52,291066
6,53,291066
6,54,291066
6,110,704506
6,111,704506
6,112,704506
6,126,158500
6,127,158500
7,41,396726
7,42,396726
7,43,396726
7,52,291066
7,53,417090
7,54,417090
7,55,416711
7,110,704506
7,111,704506
7,112,704506
7,126,158500
7,127,158500
8,41,396726
8,42,396726
8,43,396726
8,53,416711
8,54,417090
8,55,417090
8,56,304709
9,53,416711
9,54,417090
9,55,417090
9,56,304709
9,82,724499
9,83,724499
9,84,724499
9,113,585868
9,114,585868
9,115,585868
10,54,304709
10,55,304709
10,56,304709
10,82,724499
10,83,724499
10,84,724499
10,113,585868
10,114,585868
10,115,585868
10,124,133982
10,125,133982
10,126,133982
11,82,724499
11,83,724499
11,84,724499
11,113,585868
11,114,585868
11,115,585868
11,124,133982
11,125,133982
11,126,133982
12,9,431208
12,10,431208
12,11,431208
12,115,454547
12,116,454547
12,117,454547
12,124,133982
12,125,133982
12,126,133982
13,9,431208
13,10,431208
13,11,431208
13,39,362171
13,40,362171
13,41,362171
13,114,296126
13,115,454547
13,116,454547
13,117,454547
14,9,431208
14,10,431208
14,11,431208
14,39,362171
14,40,362171
14,41,362171
14,55,532089
14,56,532089
14,57,532089
14,114,296126
14,115,454547
14,116,454547
14,117,454547
14,123,137332
14,124,137332
14,125,137332
15,39,362171
15,40,362171
15,41,362171
15,55,1108161
15,56,1108161
15,57,1108161
15,114,296126
15,115,296126
15,116,296126
15,123,137332
15,124,137332
15,125,137332
16,55,1108161
16,56,1108161
16,57,1108161
16,123,137332
16,124,137332
16,125,137332
17,55,634777
17,56,634777
17,57,634777
19,61,374690
19,62,374690
19,63,374690
20,61,374690
20,62,374690
20,63,374690
20,124,514733
20,125,514733
