x,y,pp,ra,rp
0,6,20152,9296,46
0,8,20152,9612,47
0,21,20152,9817,48
0,48,20152,9484,47
0,50,20152,9386,46
1,8,20152,9342,46
1,50,20152,9364,46
2,6,20152,9445,46
2,49,20152,9364,46
2,50,20152,9389,46
2,54,20152,9374,46
3,6,20152,9358,46
3,18,20152,9840,48
4,6,20152,9290,46
4,8,20152,9372,46
4,13,20152,9794,48
4,16,20152,9815,48
4,19,20152,9840,48
4,51,20152,9531,47
5,11,20152,9560,47
5,14,20152,9744,48
5,15,20152,9617,47
5,50,20152,9499,47
6,7,20152,9441,46
6,9,20152,9372,46
6,14,20152,9796,48
6,15,20152,10057,49
6,45,20152,9496,47
6,48,20152,9641,47
6,52,20152,9576,47
7,8,20152,9267,45
7,14,20152,9575,47
7,37,20152,0,0
7,41,20152,9496,47
7,43,20152,9494,47
7,47,20152,9686,48
7,50,20152,9364,46
8,38,20152,9519,47
8,42,20152,9499,47
9,13,20152,9358,46
10,10,291,291,100
10,11,291,291,100
11,9,291,291,100
11,10,291,291,100
11,11,20443,9142,44
11,12,20152,9365,46
11,19,20152,9815,48
11,20,20152,9842,48
11,24,20152,9840,48
11,25,20152,9840,48
11,26,20152,9815,48
11,49,20152,9666,47
11,51,20152,9570,47
11,53,20152,9474,47
12,48,20152,9474,47
12,50,20152,9666,47
12,51,20152,9520,47
12,54,20152,9474,47
13,15,20152,9728,48
13,47,20152,9712,48
13,49,20152,9494,47
14,47,20152,9545,47
14,48,20152,9450,46
15,48,20152,9474,47
16,45,20152,9737,48
16,52,20152,9820,48
16,54,20152,9570,47
16,55,20152,9567,47
16,56,20152,9474,47
17,30,20152,9840,48
17,44,20152,9815,48
17,46,20152,9822,48
17,47,20152,9840,48
17,48,20152,10009,49
17,49,20152,9820,48
17,55,20152,9545,47
17,56,20152,9499,47
17,57,20152,9494,47
18,48,20152,9987,49
18,55,20152,9666,47
18,56,20152,9565,47
19,45,20152,9840,48
19,56,20152,9666,47
19,58,20152,9519,47
20,33,20152,9840,48
21,29,20152,9840,48
21,32,20152,9840,48
21,33,20152,9840,48
21,58,20152,9474,47
22,33,20152,9840,48
23,33,20152,9840,48
23,58,20152,9486,47
23,59,20152,9474,47
24,24,20152,9840,48
24,33,20152,9840,48
24,42,20152,9840,48
24,59,20152,9474,47
24,60,20152,9516,47
25,34,20152,9840,48
25,59,20152,9704,48
25,60,20152,9474,47
25,61,20152,9666,47
26,31,20152,9840,48
