x,y,pp,ra,rp
0,10,2455529,1753611,71
0,28,2830788,2126998,75
0,40,2581173,2177956,84
0,49,2999712,2391058,79
0,50,3012679,2383467,79
0,56,3250088,2591295,79
0,78,3647561,2469274,67
0,79,3654000,2407185,65
0,80,3659979,2352786,64
0,81,3663188,2222291,60
0,102,3661097,3683166,100
0,103,3665405,3690329,100
0,104,3667144,3689264,100
0,112,3663687,3409182,93
0,114,3668252,3313846,90
0,117,3681261,3411769,92
0,118,3683563,3417056,92
0,120,3661487,3466162,94
0,121,3665209,3402959,92
0,124,3668306,3275590,89
1,14,2484807,1809781,72
1,45,2721643,2256411,82
1,49,2987704,2314842,77
1,56,3244843,2565411,79
1,68,3606905,2131108,59
1,70,3619083,2162374,59
1,71,3622041,2435577,67
1,73,3626702,2127694,58
1,75,3630739,2671609,73
1,76,3635338,2719589,74
1,88,3688137,3198071,86
1,89,3690951,3262615,88
1,102,3664084,3693339,100
1,103,3666649,3642452,99
1,110,3669472,3419133,93
1,111,3668306,3426290,93
1,112,3667597,3430970,93
1,113,3671733,3443461,93
1,114,3677209,3408848,92
1,115,3684308,3347937,90
1,117,3690824,3409709,92
1,118,3693434,3416169,92
1,119,3682558,3455612,93
1,120,3667844,3442995,93
1,121,3669123,3390622,92
2,14,2485673,1827410,73
2,15,2490546,1827561,73
2,26,2747521,2131359,77
2,37,2749026,2155237,78
2,68,3609799,2036088,56
2,71,3623913,2168722,59
2,74,3630008,2266839,62
2,75,3630409,2618881,72
2,77,3642550,2638099,72
2,79,3657276,2423210,66
2,82,3669743,2540664,69
2,88,3691400,3213393,87
2,90,3692503,3174526,85
2,103,3665491,3589686,97
2,111,3677802,3412401,92
2,112,3675858,3411556,92
2,114,3689615,3366996,91
2,115,3694539,3390213,91
2,116,3695207,3431317,92
2,117,3701248,3413516,92
2,118,3703335,3406750,91
2,119,3688829,3447687,93
2,120,3676198,3487161,94
2,121,3672839,3408483,92
2,124,3675849,3306983,89
3,2,2351496,1788530,76
3,3,2368298,1784855,75
3,7,2405805,1789485,74
3,8,2419825,1787948,73
3,26,2752874,2129598,77
3,27,2803713,2149431,76
3,73,3631151,2189464,60
3,74,3631410,2562735,70
3,75,3628459,2703148,74
3,82,3673192,2708579,73
3,88,3695006,3136177,84
3,89,3697424,3177119,85
3,90,3696742,3109092,84
3,101,3665502,3593888,98
3,102,3673729,3665983,99
3,103,3671098,3625427,98
3,110,3677275,3434810,93
3,111,3680415,3401503,92
3,113,3691145,3337737,90
3,114,3700222,3364578,90
3,116,3703589,3368076,90
3,118,3708371,3389994,91
3,119,3704903,3414807,92
3,120,3690650,3436603,93
3,121,3673158,3465559,94
3,122,3674187,3334972,90
3,127,3680486,3135103,85
4,2,2352189,1795408,76
4,3,2367965,1804878,76
4,22,2618850,1804560,68
4,28,2916742,2155481,73
4,83,3679226,2830477,76
4,101,3666779,3602229,98
4,102,3670192,3632821,98
4,115,3710156,3273974,88
4,116,3711527,3300632,88
4,117,3710789,3337457,89
4,118,3711932,3342364,90
4,119,3708486,3416488,92
4,120,3693540,3337123,90
4,121,3676712,3445502,93
4,122,3676612,3426621,93
4,123,3678664,3391071,92
5,36,3118864,2208689,70
5,69,3621091,2005589,55
5,73,3625096,2181730,60
5,74,3627075,2582091,71
5,77,3635902,2306997,63
5,78,3644875,2420935,66
5,80,3661321,2731988,74
5,81,3670205,2771264,75
5,82,3674113,2888806,78
5,84,3689371,3047939,82
5,101,3668414,3573982,97
5,102,3673371,3602617,98
5,117,3711509,3373178,90
5,118,3714508,3294483,88
5,119,3712843,3403326,91
5,120,3699147,3383036,91
5,121,3682774,3394833,92
5,122,3681044,3329234,90
5,123,3681920,3418406,92
5,124,3685374,3432904,93
6,35,3161440,2231795,70
6,69,3617466,2045542,56
6,70,3623395,2002829,55
6,74,3630607,2439461,67
6,77,3638918,2365853,65
6,80,3658702,2701168,73
6,83,3682156,2857279,77
6,101,3669703,3597363,98
6,102,3673825,3596924,97
6,116,3711509,3237700,87
6,117,3715064,3347016,90
6,118,3716701,3297020,88
6,119,3716718,3327433,89
6,120,3705904,3325841,89
6,121,3694567,3326679,90
6,122,3690881,3249033,88
6,123,3688728,3459084,93
6,127,3692488,3379075,91
7,1,2348985,1807638,76
7,35,3154836,2204796,69
7,36,3173596,2217870,69
7,45,2673599,2247214,84
7,46,2683729,2243289,83
7,62,3448967,1986630,57
7,64,3544585,2069682,58
7,65,3587793,2082960,58
7,68,3617667,2103108,58
7,74,3633059,2208272,60
7,75,3637994,2246612,61
7,76,3642363,2134612,58
7,77,3642562,2203773,60
7,78,3645610,2584131,70
7,79,3649517,2568013,70
7,82,3673782,2530944,68
7,118,3722863,3296390,88
7,119,3724882,3231256,86
7,120,3724254,3295419,88
7,121,3712311,3341156,90
7,122,3695069,3401344,92
7,123,3694907,3443185,93
7,124,3695013,3422513,92
7,127,3694130,3214538,87
8,7,2388520,1828763,76
8,35,3156406,2216514,70
8,36,3177037,2255873,71
8,45,2674351,2255259,84
8,57,3224077,2392686,74
8,70,3624378,2128357,58
8,71,3628495,2120679,58
8,75,3640430,2247833,61
8,76,3645538,2305277,63
8,77,3648030,2389731,65
8,78,3649675,2478276,67
8,79,3651797,2378869,65
8,103,3683571,3482058,94
8,117,3717235,3305668,88
8,118,3718750,3277932,88
8,119,3720611,3239244,87
8,120,3725048,3253784,87
8,121,3710446,3286305,88
8,122,3692459,3343875,90
8,123,3693549,3379538,91
8,124,3693860,3456971,93
8,126,3695789,3356158,90
8,127,3692942,3394107,91
9,26,2786286,2000534,71
9,43,2872360,2283818,79
9,55,3156210,2367629,75
9,70,3629519,2130688,58
9,71,3628691,2017039,55
9,72,3634645,2097811,57
9,75,3645352,2211346,60
9,76,3648730,2226529,61
9,79,3656581,2619726,71
9,82,3669322,2801743,76
9,85,3692841,2817797,76
9,102,3677826,3573722,97
9,103,3687435,3568735,96
9,117,3720866,3275795,88
9,118,3721277,3117826,83
9,119,3722802,3143539,84
9,120,3721511,3231652,86
9,121,3705836,3288478,88
9,122,3694114,3354104,90
9,123,3694124,3344609,90
9,124,3696487,3429741,92
10,38,3211854,2252022,70
10,39,3213361,2265176,70
10,42,3027601,2296301,75
10,43,2945909,2269385,77
10,44,2892056,2319781,80
10,55,3160385,2477479,78
10,74,3648390,2211413,60
10,75,3650543,2286065,62
10,79,3660112,2469219,67
10,80,3665041,2548447,69
10,82,3671794,2810716,76
10,83,3678964,2938310,79
10,84,3683756,3050632,82
10,85,3692234,2732815,74
10,100,3681844,3523467,95
10,117,3724217,3110456,83
10,118,3722924,3244178,87
10,119,3724833,3278087,88
10,120,3723559,3345219,89
10,121,3709463,3371697,90
10,122,3691421,3393591,91
10,124,3698341,3425513,92
10,125,3698513,3458284,93
10,127,3700087,3430334,92
11,7,2386808,1906212,79
11,38,3213950,2325341,72
11,43,3015199,2255745,74
11,74,3659854,2286927,62
11,75,3662601,2307522,63
11,77,3669039,2353101,64
11,78,3666075,2314774,63
11,80,3671820,2672288,72
11,82,3679930,2719932,73
11,84,3684425,2942655,79
11,99,3686215,3423036,92
11,103,3713646,3551713,95
11,104,3719454,3426384,92
11,118,3729751,3054242,81
11,120,3728549,3313904,88
11,122,3701557,3304844,89
11,123,3697571,3389073,91
11,124,3698785,3411865,92
11,125,3699435,3396950,91
11,127,3705866,3471815,93
12,6,2394449,1914742,79
12,7,2401496,1914297,79
12,26,2783548,2171012,77
12,81,3691109,2641992,71
12,83,3689026,2709085,73
12,84,3689076,2804496,76
12,87,3700102,3151763,85
12,100,3708186,3427332,92
12,103,3730041,3470147,93
12,104,3735302,3437018,92
12,119,3739285,3211278,85
12,124,3709873,3396633,91
12,125,3711716,3434205,92
12,126,3712027,3358568,90
12,127,3701933,3453072,93
13,26,2791021,2187743,78
13,34,3141162,2128341,67
13,35,3154532,2150522,68
13,36,3176345,2143714,67
13,69,3602409,2015174,55
13,70,3631048,2174028,59
13,77,3678270,2306614,62
13,82,3701457,2600556,70
13,87,3701729,3087468,83
13,88,3709961,3077277,82
13,99,3712734,3384612,91
13,100,3719277,3400699,91
13,104,3742928,3437282,91
13,119,3740057,3104032,82
13,125,3712530,3437437,92
13,126,3713601,3442672,92
13,127,3709902,3470438,93
14,18,2592655,1899530,73
14,69,3556206,2071724,58
14,70,3613179,2084129,57
14,77,3682622,2278118,61
14,78,3690730,2324964,62
14,85,3709816,2891706,77
14,103,3738966,3419394,91
14,123,3714084,3389937,91
14,124,3713933,3419333,92
14,125,3714830,3426904,92
14,126,3716079,3447315,92
14,127,3714001,3430193,92
15,25,2732160,2086615,76
15,26,2820767,2233691,79
15,27,2933276,2145510,73
15,75,3668683,2252495,61
15,103,3742070,3413837,91
15,104,3744979,3441135,91
15,114,3735074,3357583,89
15,116,3735834,3367366,90
15,117,3738870,3323302,88
15,123,3704383,3447413,93
15,124,3706363,3457930,93
15,125,3709472,3400621,91
