x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
48,76,27,NA,NA
48,77,28,NA,NA
48,78,49,NA,NA
49,80,48,NA,NA
50,82,85,NA,NA
50,83,0,NA,NA
50,84,3,NA,NA
51,83,0,NA,NA
51,84,157,NA,NA
51,85,38,NA,NA
52,73,193,NA,NA
52,74,30,NA,NA
52,85,5,NA,NA
52,86,6,NA,NA
53,73,329,NA,NA
53,74,2,NA,NA
54,73,80,NA,NA
54,74,187,NA,NA
55,74,126,NA,NA
55,75,16,NA,NA
56,74,8,NA,NA
56,75,43,NA,NA
56,90,7,NA,NA
57,77,47,NA,NA
57,78,2,NA,NA
57,88,82,NA,NA
58,77,29,NA,NA
58,80,2,NA,NA
58,87,6,NA,NA
58,88,247,NA,NA
58,89,9,NA,NA
59,78,257,NA,NA
59,79,33,NA,NA
59,80,77,NA,NA
59,81,36,NA,NA
59,82,8,NA,NA
60,78,552,NA,NA
60,79,408,NA,NA
60,80,181,NA,NA
60,81,12,NA,NA
60,82,0,NA,NA
60,84,47,NA,NA
61,78,1,NA,NA
61,79,125,NA,NA
73,99,458,NA,NA
73,100,6,NA,NA
