x,y,val
12,0,121
12,12,26
14,13,187
11,3,237
13,11,13
2,1,205
7,9,430
9,10,306
3,7,1565
8,1,184
10,3,285
1,0,890
15,6,190
5,10,500
12,4,208
10,10,222
6,2,936
15,9,243
13,13,425
14,7,299
7,2,594
3,13,2041
4,2,411
2,11,602
6,11,267
5,2,294
8,0,278
14,6,189
11,8,1802
7,3,117
7,8,883
2,3,386
15,3,168
0,11,100
6,0,66
2,8,150
2,13,305
12,9,557
10,13,20
3,3,162
13,4,189
0,2,400
0,9,70
3,8,1235
5,13,520
2,14,239
14,15,346
10,0,1118
12,8,1123
7,10,264
9,0,95
11,0,475
9,14,3
0,0,5961
6,5,230
7,15,70
5,9,308
0,12,291
11,4,1099
5,14,302
10,15,4
12,13,44
10,2,157
10,12,1062
3,9,257
4,3,190
1,11,405
4,1,238
1,9,53
5,7,178
15,0,164
1,14,97
2,0,425
14,8,111
6,7,1551
15,7,67
14,5,368
9,13,9
6,13,2030
13,12,16
4,8,202
5,4,1200
3,2,171
8,8,1006
1,6,1134
0,13,375
3,4,694
6,14,152
9,5,55035
14,10,46
10,9,3533
8,5,6231
0,6,253
8,13,19
8,15,46
12,5,284
0,7,67
12,2,279
7,7,1494
13,3,57
4,14,268
7,1,4881
8,14,4
7,5,286
8,2,358
1,12,4119
14,2,173
7,12,259
0,3,186
8,7,11712
13,9,111
9,6,6704
11,10,399
9,8,1118
8,9,361
12,15,1530
3,15,43
15,13,37
4,7,209
7,11,236
11,6,1398
5,12,4388
15,8,84
15,15,38
1,10,160
12,1,162
14,9,55
13,6,216
0,8,105
12,3,51
1,13,233
6,1,407
2,4,812
1,7,350
3,0,1468
2,9,241
1,15,47
5,5,116
1,2,93
4,0,56
8,12,157
14,1,219
10,11,196
1,3,124
3,6,132
12,11,84
4,5,353
6,3,274
10,6,542
4,9,194
11,7,1028
11,5,291
6,4,763
6,6,216
3,5,113
13,5,1499
9,9,279
8,6,817
11,14,25
11,12,136
14,14,5838
9,7,633
12,7,1220
11,1,4213
5,0,73
15,11,2805
14,4,43
11,13,39
9,3,1460
1,4,159
13,2,136
13,14,628
13,1,225
9,1,273
15,1,1940
6,10,4386
2,12,1635
3,14,367
4,12,6689
4,4,777
7,13,83
12,14,354
5,8,463
0,15,96
8,4,1087
2,5,176
9,15,18
8,10,1638
10,4,67
2,15,225
2,7,201
4,15,84
4,11,2336
5,15,632
13,7,1247
11,2,242
14,3,203
5,3,161
0,10,163
2,2,174
11,11,151
14,11,14
3,12,607
9,4,22548
13,10,44
6,8,333
7,14,18
0,14,152
5,11,6434
11,9,280
15,4,267
9,11,291
15,14,252
0,4,129
1,8,125
3,10,116
0,1,936
13,8,208
8,11,420
1,5,152
9,12,29
7,6,424
15,10,186
1,1,148
9,2,887
12,6,431
3,11,456
10,8,552
4,10,224
0,5,333
13,0,196
4,13,607
10,1,1393
12,10,74
13,15,287
14,12,229
7,4,859
6,9,880
7,0,192
15,2,235
2,6,571
6,12,643
10,7,163
14,0,51
15,5,351
10,5,510
4,6,238
15,12,200
5,6,196
6,15,33
10,14,9
11,15,199
8,3,918
5,1,1880
2,10,407
3,1,357
