x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
53,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6
53,27,0,0,0,0,0,0,3,3,0,0,3,0,0,3,8,6,4,0,0,0,0,13,14,27
54,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,3,0,0,6,3,9
54,26,6,3,0,9,10,6,0,6,13,6,12,20,3,19,23,26,24,0,3,0,3,79,101,180
54,27,10,0,0,3,3,3,3,0,7,5,5,7,3,12,19,9,5,3,3,0,0,46,52,98
55,14,31,26,0,31,28,41,30,48,34,39,56,52,34,63,83,105,73,22,21,11,0,404,426,830
55,15,9,11,0,15,17,25,15,7,16,19,30,43,15,33,32,39,18,13,9,0,0,185,182,367
55,23,6,7,0,3,10,3,4,0,7,6,19,16,3,25,27,30,14,18,6,3,0,102,98,200
55,24,14,7,0,16,6,0,9,9,11,13,10,16,3,6,9,18,20,6,9,0,0,97,93,190
55,25,13,10,0,14,6,3,10,12,18,18,14,12,13,18,12,20,23,9,3,3,0,114,108,222
55,26,6,9,0,14,6,17,15,10,13,22,24,26,13,27,19,24,26,9,0,3,0,129,138,267
55,27,61,76,3,44,111,120,107,103,96,91,104,107,81,93,112,141,131,98,41,39,0,922,836,1758
55,28,57,84,0,55,50,91,102,98,57,78,55,64,86,66,61,64,48,14,10,3,0,540,608,1148
55,29,9,3,0,10,3,3,0,0,6,6,12,10,3,12,14,10,12,3,3,0,0,66,67,133
55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
56,14,83,67,0,70,98,93,82,83,80,127,130,119,69,139,166,147,133,75,38,27,5,892,945,1837
56,15,104,78,0,79,92,85,86,104,104,146,146,122,100,145,202,178,154,54,41,33,10,1002,1062,2064
56,16,101,70,3,97,95,89,92,83,102,118,123,134,93,117,154,152,148,88,61,32,3,991,982,1973
56,17,0,3,0,6,5,3,5,4,3,6,7,10,3,14,22,20,17,11,4,0,3,64,79,143
56,18,17,12,0,12,6,6,9,9,12,12,20,31,13,35,38,37,18,21,3,3,0,148,155,303
56,19,53,39,0,38,34,39,42,33,34,54,62,71,35,69,66,97,90,50,26,21,6,474,472,946
56,20,40,23,0,49,35,29,33,31,38,58,39,59,41,92,86,96,82,35,31,16,0,473,455,928
56,21,3,6,0,7,3,6,6,16,6,6,19,15,13,24,30,33,13,3,3,0,0,105,109,214
56,22,110,82,0,98,100,93,111,101,120,115,145,132,84,164,180,152,126,64,35,17,7,1007,1024,2031
56,23,25,20,0,10,12,19,29,26,27,28,21,17,25,24,27,21,35,13,10,0,0,167,182,349
56,24,9,10,0,3,3,9,18,13,13,6,12,16,12,16,25,21,27,8,3,0,0,115,129,244
56,25,20,6,0,16,21,12,9,11,14,27,15,25,18,18,19,21,15,16,0,3,0,138,151,289
56,26,22,24,0,17,13,6,23,13,24,36,14,17,20,23,27,43,17,6,0,0,6,157,194,351
56,27,229,211,0,172,181,235,251,217,239,245,222,198,226,200,181,179,124,122,78,45,15,1777,1797,3574
56,28,179,131,0,156,90,150,169,143,170,169,164,145,158,127,117,110,105,62,31,8,0,1186,1204,2390
56,29,13,8,0,4,3,9,18,13,10,9,23,27,8,16,24,20,13,12,6,3,0,101,126,227
56,30,16,14,0,12,16,15,27,19,9,20,9,3,12,12,9,7,9,0,3,0,0,96,103,199
56,31,0,3,0,0,0,3,0,0,0,0,3,0,3,0,3,3,3,3,3,0,0,10,4,14
57,9,0,0,0,0,0,0,3,3,0,4,3,8,0,11,13,19,9,6,0,3,0,36,43,79
57,10,11,0,0,6,0,6,6,3,4,8,6,22,4,18,31,38,32,20,9,0,0,102,121,223
57,11,18,7,0,10,15,6,12,6,12,16,28,19,0,39,68,45,35,24,12,10,3,203,187,390
57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,6
57,13,3,0,0,3,3,5,0,0,3,3,3,9,4,3,8,6,7,0,3,0,0,31,31,62
57,14,6,7,0,7,8,3,11,11,8,15,28,36,3,33,54,67,35,27,10,8,3,183,214,397
57,15,7,9,0,15,6,10,14,9,12,16,19,26,6,26,26,24,18,9,0,0,0,120,142,262
57,16,44,30,0,19,15,28,37,34,35,40,46,43,16,43,34,40,15,12,6,0,0,246,278,524
57,17,26,27,0,39,24,34,21,34,34,30,37,59,22,55,92,83,76,32,22,7,3,404,371,775
57,18,22,14,0,27,10,18,21,25,12,16,34,34,13,32,47,32,22,9,3,6,0,171,200,371
57,19,36,33,0,23,9,21,25,20,21,31,27,24,35,14,34,30,20,13,15,5,5,218,218,436
57,20,23,21,0,13,6,12,23,24,22,15,22,22,22,24,28,27,22,6,6,3,0,156,188,344
57,21,20,13,0,12,12,10,15,14,21,22,16,12,13,7,12,21,15,13,3,0,0,112,134,246
57,22,79,56,0,62,56,65,66,49,71,65,49,59,81,47,44,44,44,18,11,9,0,454,501,955
57,23,84,110,0,72,98,76,109,102,79,74,68,71,89,78,93,91,74,54,33,23,6,770,740,1510
57,24,9,9,0,13,9,6,3,3,10,17,3,9,7,9,7,3,6,0,0,3,0,77,64,141
57,25,13,11,0,3,6,12,15,20,17,6,19,7,18,15,17,20,24,3,6,0,3,98,124,222
57,26,3,9,0,3,6,6,15,9,9,12,3,9,18,18,6,8,3,0,3,0,0,63,84,147
57,27,77,69,0,65,44,56,62,81,71,42,49,30,85,47,46,47,34,18,11,6,0,436,470,906
57,28,12,6,0,6,6,3,9,15,12,12,13,10,9,6,3,7,6,6,0,0,0,72,78,150
57,29,16,6,0,16,3,11,12,6,9,16,12,9,20,3,11,11,6,6,0,3,3,89,93,182
57,30,6,12,0,9,7,12,16,10,9,12,12,15,13,12,20,12,15,6,3,0,0,102,117,219
57,31,0,3,0,0,3,3,0,6,3,0,3,3,3,3,0,3,0,0,0,0,0,18,18,36
58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
58,7,3,0,0,6,3,3,3,6,0,9,11,10,0,25,23,48,32,19,3,3,0,98,104,202
58,8,12,3,0,13,11,3,5,3,17,6,23,25,6,31,31,42,25,20,12,6,0,145,146,291
58,9,12,12,0,16,11,9,16,9,25,18,26,50,12,59,86,67,56,24,25,6,3,275,282,557
58,10,77,60,3,61,61,57,66,47,72,81,80,90,49,113,119,115,104,59,50,11,3,673,686,1359
58,11,30,11,0,26,20,16,15,19,23,32,44,58,22,57,61,96,70,51,13,10,0,335,344,679
58,12,104,67,0,121,145,148,143,122,100,129,162,218,73,222,276,300,293,175,95,57,8,1531,1446,2977
58,13,382,308,0,319,271,234,308,299,317,353,384,378,364,386,391,397,316,164,122,47,20,2861,2903,5764
58,14,22,7,0,21,11,19,12,20,16,35,35,43,22,44,20,30,24,9,6,0,0,184,215,399
58,15,105,124,0,103,72,136,113,106,106,125,164,148,110,172,161,158,129,119,62,30,9,1101,1154,2255
58,16,24,15,0,15,10,18,27,28,27,21,19,30,33,33,35,56,30,17,9,6,0,215,234,449
58,17,6,12,0,12,3,16,24,21,6,15,20,24,16,24,19,12,12,12,6,0,3,122,126,248
58,18,9,6,0,9,3,15,13,10,9,20,13,28,6,23,20,22,9,10,0,3,0,116,112,228
58,19,15,22,0,10,6,22,22,18,12,9,24,21,18,17,21,19,14,3,9,0,0,141,149,290
58,20,14,14,0,11,3,9,15,16,18,9,7,28,11,10,9,15,3,0,0,0,0,110,117,227
58,21,0,9,0,3,3,3,0,12,12,0,0,6,3,9,6,8,3,0,3,0,0,49,38,87
58,22,13,4,0,3,6,6,7,3,9,11,4,16,11,10,7,6,9,3,0,3,0,64,79,143
