x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
99,121,28,0,0,1,0,4,0,9,12,0,1,1,599508.7,15,2
99,125,8,0,0.2,0.7,1.5,1.6,0,1.6,1.1,1.3,0,0,172853.9,4.4,0.4
99,117,69,0,3,1,1,11,0,23,20,0,9,1,1518971.6,38,6
99,118,11,0,0.8,0.5,1.3,2.6,0,2.4,1.8,0.5,0.8,0.3,280798.5,4.7,0
99,119,36,0,1,0,0,10,0,4,13,2,6,0,773864.1,20,2
99,120,97.5,5,16,6,12,28,1,9,12,6.5,0,2,1794219.2,33,5
100,121,34,0,1,3,1,8,0,6,10,0,5,0,663592.6,18,4
100,116,70,0.5,4.5,3,12,13,0,15,12,6,2,2,1313498.4,33,4
100,117,174,3,9,8,19,39,3,39,34,6,11,3,2982152.4,105,27
100,118,109.5,6,5,5,15,12,0,17,29,4.5,15,1,2030196.2,62,16
100,119,197,7,9,6,30,33,2,37,40,11,20,2,3590551.9,108,21
100,120,81,1,8,4,5,17,0,15,21,7,3,0,1925558.5,32,2
101,121,4,0,0.3,0.2,0.5,0.9,0,0.8,0.7,0.2,0.3,0.1,102108.5,1.7,0
101,116,8,0,0.5,0.8,0.6,1.8,0,2.1,1.4,0,0.8,0,182400.5,3.8,0.3
101,117,30,0,1.7,2.9,2.3,6.9,0,8.1,5.2,0,2.9,0,684001.9,14.4,1.2
101,118,26,0,1,2,1,5,0,1,12,0,4,0,560036.3,18,3
101,119,70,0,1,4,3,13,1,14,21,2,11,0,1490650.4,43,4
101,120,42,1,5,2,8,8,3,3,6,2,4,0,728137.6,16,3
103,117,5,0,0.3,0.5,0.4,1.1,0,1.3,0.9,0,0.5,0,114000.3,2.4,0.2
91,117,2,0,0.1,0.2,0.2,0.5,0,0.5,0.3,0,0.2,0,45600.1,1,0.1
94,117,1,0,0,0.1,0.1,0.2,0,0.3,0.2,0,0.1,0,22800.1,0.5,0
95,118,10,0,0.3,0.8,1.9,1.9,0,2,1.4,1.7,0,0,216067.4,5.6,0.6
95,119,4,0,0.1,0.3,0.8,0.8,0,0.8,0.5,0.7,0,0,86426.9,2.2,0.2
74,126,2,0,0.1,0.2,0.2,0.5,0,0.5,0.3,0,0.2,0,45600.1,1,0.1
96,118,4,0,0.1,0.3,0.8,0.8,0,0.8,0.5,0.7,0,0,86426.9,2.2,0.2
98,121,3,0,0.2,0.2,0.4,0.7,0,0.6,0.5,0.1,0.2,0.1,76581.4,1.3,0
98,125,10,0,0.3,0.8,1.9,1.9,0,2,1.4,1.7,0,0,216067.4,5.6,0.6
98,117,4,0,0.2,0.4,0.3,0.9,0,1.1,0.7,0,0.4,0,91200.2,1.9,0.2
98,118,1,0,0.1,0.1,0.1,0.2,0,0.2,0.2,0,0.1,0,25527.1,0.4,0
98,119,6,0,0.4,0.3,0.7,1.4,0,1.3,1,0.3,0.4,0.2,153162.8,2.6,0
98,120,17,0,1.2,0.8,2,4.1,0,3.7,2.8,0.8,1.2,0.4,433961.3,7.3,0
