x,y,val
4,1,1447
27,25,6942
14,21,1567
24,1,3206
22,26,533
8,26,4483
12,17,9586
16,0,10286
7,7,2914
29,14,768
20,12,1775
5,10,1861
16,1,7472
5,18,2984
10,23,2450
4,30,5090
0,28,2829
19,3,6176
29,24,941
8,0,1611
15,4,2548
5,19,1896
9,1,2068
21,21,4479
16,24,1945
1,9,828
9,25,1705
23,24,593
6,23,2003
16,31,1303
28,13,1715
12,27,4284
11,21,4745
19,25,910
10,20,3030
3,14,2902
4,15,9650
24,7,3256
14,15,1387
27,18,1164
6,2,6677
6,11,1227
4,24,8444
16,11,3877
2,0,60
23,4,3801
0,26,2452
2,1,146
4,12,3869
6,27,3589
30,23,1814
7,27,2307
3,3,2932
19,14,4549
8,17,10980
20,17,1554
19,24,4847
2,6,1391
20,21,37878
25,18,500
15,5,13564
29,6,10368
29,13,480
28,16,13820
13,13,2350
12,15,2718
11,9,11261
0,18,2503
13,17,1157
11,1,11292
10,2,2759
21,5,3220
18,8,1799
4,31,15054
25,22,8572
28,5,1385
23,9,849
11,11,7858
14,1,1401
28,14,1696
13,22,2678
14,12,1053
11,14,2294
1,1,1835
3,31,85582
19,31,829
15,31,1620
31,22,4680
27,24,1757
9,0,658
29,30,12528
17,16,2786
10,27,3561
19,28,1300
1,28,1929
20,19,2265
0,27,2920
29,20,1831
28,20,556
2,30,5405
20,7,486
21,2,13202
24,18,1085
5,8,2408
0,3,3136
20,0,1550
21,4,425
5,16,2891
30,20,587
4,22,28046
6,29,1394
15,18,1702
22,14,1572
3,30,5620
10,5,18116
17,8,5144
14,8,14137
22,10,6801
10,15,1956
9,20,1405
9,16,1185
13,19,1671
2,15,6635
14,27,4758
18,15,3157
23,31,2081
7,24,4110
20,27,1786
0,30,3279
18,23,1637
5,28,2382
28,28,2455
15,0,920
20,9,1583
16,15,14919
24,6,14102
30,25,2310
1,30,2789
31,23,1245
27,16,2172
5,1,1970
19,10,1592
13,10,2002
0,24,10244
28,3,47790
23,27,1106
23,1,41372
6,14,5241
11,5,5849
