x,y,dlt,tcd
0,0,,22
0,1,,2
0,2,,12
0,3,,46
0,7,,19
0,8,,1
0,9,,17
0,10,,6
0,11,,25
0,16,1,
0,21,,8
0,22,,13
0,24,,21
0,25,,37
0,26,,29
0,28,,2
0,29,,4
0,30,,18
0,33,,3
0,34,,21
0,35,,7
0,36,,19
0,42,,23
0,51,,16
0,54,,30
0,55,,1
0,57,,19
0,58,,11
0,60,,21
0,64,,14
0,65,,3
0,66,,29
0,67,,33
0,68,,15
0,71,,27
0,72,1,71
0,73,,23
0,74,,12
0,75,1,38
0,76,2,62
0,77,2,
0,78,,34
0,79,1,60
0,80,1,72
0,81,2,66
0,82,,12
0,83,,5
0,87,,31
0,115,,35
0,116,,65
0,117,,5
0,118,,50
0,119,,2
0,125,,20
0,126,,23
1,1,,2
1,2,,13
1,3,,12
1,7,,12
1,15,,4
1,16,,27
1,17,,15
1,21,,6
1,22,1,16
1,23,,9
1,24,,8
1,26,,37
1,27,,3
1,28,,1
1,29,,6
1,30,,14
1,31,,2
1,35,,2
1,36,,5
1,44,,33
1,46,,3
1,47,,3
1,51,,9
1,53,,2
1,54,,8
1,58,,26
1,60,,13
1,64,,9
1,65,,2
1,66,,18
1,67,,28
1,68,,34
1,69,,1
1,71,,25
1,72,,76
1,73,,30
1,74,,6
1,75,1,45
1,76,2,77
1,77,1,54
1,78,1,74
1,79,1,73
1,80,2,58
1,81,2,25
1,82,,34
1,83,,19
1,84,,26
1,85,,1
1,86,,5
1,87,,3
1,88,,3
1,101,,5
1,102,,5
1,104,,31
1,105,,17
1,106,,9
1,111,,6
1,113,,4
1,114,,49
1,115,,36
1,116,,34
1,118,,41
1,119,,31
1,120,,2
1,121,,5
1,125,,12
1,126,,1
2,1,,4
2,2,,24
2,15,1,19
2,16,,41
2,17,,8
2,21,,6
2,22,,35
2,23,,19
2,26,,7
2,27,,28
2,29,,17
2,30,,11
2,31,,10
2,35,,24
2,44,,41
2,46,,12
2,47,,14
2,50,,13
2,51,,5
2,53,,9
2,54,,14
2,55,,10
2,56,,11
2,57,,23
2,65,,3
2,66,,35
2,67,,7
2,68,,19
2,69,,4
2,71,,37
2,72,2,69
2,73,,22
2,74,,53
2,75,1,68
2,76,1,49
2,77,1,63
2,78,,26
2,79,,27
2,80,2,81
2,81,2,76
2,82,,20
2,83,,17
2,84,,25
2,85,,5
2,86,,23
2,87,,14
2,88,,12
2,89,,16
2,90,,9
2,95,,28
2,99,,21
2,101,,21
2,102,,24
2,103,,13
2,104,,11
2,106,,22
2,111,,56
2,114,1,19
2,115,,8
2,117,,27
2,119,,9
2,120,,10
2,121,,20
3,0,,34
3,2,,7
3,3,,3
3,4,,9
3,5,,32
3,8,,6
3,16,,4
3,17,,10
3,23,,20
3,24,,13
3,25,,11
3,26,,8
3,27,,5
3,28,,4
3,29,,7
3,35,,8
3,44,,5
3,46,,21
3,47,,5
3,50,,10
3,51,,4
3,55,,3
3,56,,4
3,57,,8
3,60,,11
3,61,,22
3,63,,1
3,64,,41
3,65,,1
3,66,,12
3,67,,14
3,68,,30
3,69,,36
3,71,,32
3,72,2,66
3,73,1,67
3,74,1,23
3,75,1,21
3,76,,21
3,77,2,83
3,78,1,60
3,79,,59
3,80,,67
3,81,,75
3,83,,6
3,85,,12
3,86,,17
3,88,,1
3,89,,14
3,90,,3
3,95,,9
3,99,,7
3,103,,22
3,104,,30
3,106,,7
3,111,,9
3,113,1,
3,114,1,6
3,115,,3
3,117,,9
4,2,,15
4,3,,6
4,4,1,39
4,5,,8
4,8,,14
4,12,,8
4,13,,36
4,14,,2
4,17,,16
4,25,,13
4,26,,7
4,28,,8
4,29,,16
4,40,,22
4,46,,9
4,47,,10
4,50,,13
4,51,,5
4,57,,20
4,58,,11
4,60,,9
4,61,,40
4,62,,15
4,63,,15
4,64,,19
4,67,,5
4,68,,14
4,69,,29
4,70,,25
4,71,,1
4,73,,14
4,74,,8
4,75,,19
4,76,,13
4,77,2,33
4,78,,40
4,79,,45
4,80,,39
4,81,1,60
4,87,,14
4,88,,15
4,89,,20
4,91,,15
4,92,,5
4,97,,5
4,98,,26
4,103,,24
4,104,,22
5,1,,12
5,3,,3
5,4,,41
5,5,,7
5,12,,1
5,13,,5
5,14,,8
5,15,,9
5,21,,33
5,25,,2
5,26,,1
5,40,,4
5,41,,11
5,45,,11
5,46,,1
5,48,,7
5,49,,5
5,51,,27
5,53,,11
5,57,,3
5,58,,13
5,60,,13
5,61,,29
5,62,,15
5,63,,65
5,67,,10
5,69,,4
5,70,1,36
5,71,,2
5,72,,1
5,73,,20
5,74,,11
5,75,,50
5,76,,7
5,78,,32
5,79,,29
5,80,,37
5,81,,17
5,83,,21
5,84,,20
5,87,,2
5,88,,2
5,91,,2
5,92,,11
5,93,,47
5,94,,48
5,97,,17
5,98,2,16
5,102,,36
5,103,,47
5,104,,24
5,105,,15
5,106,,19
5,107,,53
5,108,,8
5,109,,9
5,110,,25
5,111,,34
5,112,,12
5,118,,11
6,1,,16
6,3,,4
6,4,,10
6,5,,12
6,6,,18
6,8,,33
6,14,,25
6,15,,30
6,23,,21
6,26,,7
6,27,,27
6,40,,1
6,41,,15
6,45,,15
6,46,,2
6,48,,9
6,49,,7
6,51,,32
6,53,,14
6,56,,2
6,57,,17
6,58,,15
6,60,,9
6,61,,19
6,62,,29
6,63,,21
6,67,,13
6,69,,13
6,70,1,20
6,72,,2
6,73,,26
6,74,,5
6,78,,54
6,79,,10
6,80,,18
6,83,,18
6,86,,29
6,87,,1
6,93,,30
6,94,,22
6,97,,21
6,98,2,15
6,99,,35
6,103,,45
6,104,,21
6,106,,5
6,107,,55
6,108,1,57
6,109,,37
6,110,,18
6,112,,16
6,118,,14
6,119,,1
6,126,,12
6,127,,13
7,1,,4
7,2,,22
7,3,,7
7,4,,19
7,5,,22
7,6,,11
7,8,,30
7,14,,13
7,15,,16
7,16,,25
7,29,,23
7,30,,3
7,31,,15
7,33,,2
7,34,,11
7,36,,22
7,37,,35
7,38,,16
