x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
123,62,3,0,1,0,0,9,11,0,6,0,0,5,4,4,0,0,0,0,3,0,46
123,63,0,0,1,0,0,2,3,0,2,0,0,1,0,2,0,0,0,0,2,0,13
124,57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
124,58,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,5
124,59,0,0,2,1,0,4,8,1,2,1,0,7,2,0,0,1,0,0,0,0,29
124,60,6,0,22,1,2,21,102,10,25,9,3,19,37,19,2,7,2,17,32,0,336
124,61,6,1,35,4,2,55,134,8,53,5,1,34,34,26,1,1,2,29,25,0,456
124,62,2,0,4,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,1,0,14
124,63,0,0,0,0,0,10,0,1,5,0,0,10,3,8,0,0,0,1,1,0,39
125,56,7,1,20,0,0,21,46,2,34,1,0,46,31,20,1,6,1,11,28,0,276
125,57,2,0,8,0,0,6,14,1,6,1,0,7,1,4,0,1,0,1,5,0,57
125,58,0,0,0,0,0,4,4,0,3,0,0,2,0,3,0,0,0,1,0,0,17
125,59,1,0,3,0,0,6,4,0,0,1,0,4,0,2,0,0,0,2,2,0,25
125,60,3,0,9,0,0,2,9,1,1,1,0,0,0,0,0,0,1,0,1,0,28
125,61,0,0,3,0,0,10,9,4,3,1,0,0,3,1,0,0,0,0,3,0,37
125,62,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
126,50,2,0,3,0,0,8,7,2,11,0,0,7,1,22,1,1,0,8,6,0,79
126,51,0,0,5,1,1,2,16,3,4,0,0,1,3,10,1,0,0,4,1,0,52
126,52,1,0,1,1,0,2,8,2,6,0,0,1,5,4,0,0,1,2,0,0,34
126,53,9,1,31,0,5,105,179,14,86,11,6,69,126,67,5,17,14,24,49,0,818
126,54,1,0,7,0,0,6,23,1,2,0,0,10,2,7,0,0,0,2,1,0,62
126,55,0,0,1,0,0,9,14,2,9,1,0,7,2,5,0,0,0,1,2,0,53
126,56,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
126,57,0,0,4,0,0,4,3,0,4,0,0,0,3,0,0,0,0,0,1,0,19
126,58,0,0,1,0,0,3,5,1,1,0,0,1,1,1,0,0,0,0,0,0,14
126,59,0,0,2,0,0,5,5,0,1,0,0,1,2,0,0,0,0,0,0,0,16
126,60,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7
126,61,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
126,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
127,47,0,0,4,0,0,8,13,0,8,0,0,14,5,6,0,0,0,1,5,0,64
127,48,7,0,11,1,2,39,97,9,54,4,0,120,33,20,3,8,6,25,25,0,464
127,49,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4
127,50,1,0,3,0,0,4,8,1,5,0,0,1,5,4,0,1,0,1,4,0,38
127,51,0,0,1,0,0,0,7,0,0,0,0,0,1,2,0,0,1,0,0,0,12
127,52,1,0,3,0,0,4,4,0,3,1,0,2,1,1,0,1,0,0,1,0,22
127,53,1,0,11,1,0,20,30,1,5,3,1,6,5,6,0,1,1,3,2,0,97
127,54,0,0,3,1,0,16,25,0,10,1,0,5,13,5,0,0,0,3,4,0,86
127,55,3,0,5,0,0,4,5,0,3,0,0,1,1,3,0,0,0,0,2,0,27
127,56,1,0,3,1,0,9,14,3,5,0,0,4,1,7,1,1,1,2,6,0,59
127,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
127,58,2,0,8,0,0,5,7,1,3,1,0,1,1,0,1,1,1,0,6,0,38
127,59,1,0,3,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,2,0,15
127,60,5,0,29,0,2,31,80,5,7,6,1,27,33,11,2,8,4,8,19,0,278
127,61,2,1,9,0,0,5,9,0,2,1,0,2,3,0,0,0,1,4,5,0,44
