x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,3,10,3.9,1,0.6,0,0.4,3.9,1,3.3,491.4,1
0,5,2,0.7,0,0.1,0,0,0.7,0.1,0.5,61,1
0,8,2,0.7,0,0.1,0,0,0.7,0.1,0.5,61,1
0,14,2,0.9,0.1,0,0,0,0.9,0.2,0.7,92.9,1
0,18,4,1.8,0.2,0,0,0,1.8,0.5,1.4,185.8,1
0,21,2,0.7,0.1,0.1,0,0,0.7,0,0.6,76.8,1
0,23,9,3.1,0.4,0.6,0,0,3.1,0.2,2.9,345.7,1
0,24,4,1.4,0.2,0.1,0,0.1,1.4,0.3,1.2,181.2,1
0,25,4,1.4,0.2,0.1,0,0.1,1.4,0.3,1.2,181.2,1
0,31,3,1.1,0.2,0,0,0,1.1,0.2,0.9,135.9,1
0,35,3,1.7,0.7,0,0,0.1,1.7,0.2,1.2,171.9,1
0,57,6,1.9,0.2,0.3,0,0,1.9,0.5,1.4,224.1,1
0,60,4,1.3,0.2,0.2,0,0,1.3,0.3,0.9,149.4,1
0,66,2,1.1,0.5,0.1,0.1,0,1,0.2,0.7,101.3,1
0,70,1,0.5,0.2,0,0,0,0.5,0.1,0.4,42.3,1
0,74,2,0.8,0.2,0.1,0,0.1,0.8,0.2,0.6,67.7,1
0,75,2,0.8,0.2,0.1,0,0.1,0.8,0.2,0.6,67.7,1
0,83,3,1.2,0.3,0.2,0,0.1,1.2,0.1,0.6,119.4,1
0,89,2,0.8,0.2,0,0,0,0.8,0.2,0.6,84.6,1
0,90,3,1.3,0.3,0.1,0,0,1.3,0.3,0.9,126.9,1
0,92,2,0.8,0.2,0,0,0,0.8,0.2,0.6,84.6,1
0,96,2,0.8,0.2,0,0,0,0.8,0.2,0.7,75.9,1
0,100,1,0.4,0.1,0,0,0,0.4,0.1,0.4,37.9,1
0,105,3,1.5,0.6,0,0,0.1,1.5,0.2,1.5,158,1
0,106,1,0.5,0.2,0,0,0,0.5,0.1,0.5,52.7,1
0,108,2,1,0.4,0,0,0.1,1,0.1,1,105.3,1
0,110,9,3.8,0.8,0.2,0,0,3.8,0.4,3,391.9,1
0,111,4,1.7,0.3,0.1,0,0,1.7,0.2,1.3,174.2,1
0,112,4,1.7,0.3,0.1,0,0,1.7,0.2,1.3,174.2,1
0,113,2,0.8,0.2,0,0,0,0.8,0.1,0.7,87.1,1
0,115,4,1.3,0.2,0.3,0,0.1,1.3,0.3,1.2,142.1,1
0,118,4,1.3,0.2,0.3,0,0.1,1.3,0.3,1.2,142.1,1
0,119,1,0.4,0.1,0,0,0,0.4,0,0.4,44.1,1
0,121,5,2.1,0.7,0.2,0,0.1,2.1,0.1,1.8,220.7,1
0,122,11,4.6,1.4,0.4,0,0.1,4.6,0.1,3.9,485.4,1
0,123,2,0.8,0.3,0.1,0,0,0.8,0,0.7,88.3,1
0,124,3,1.4,0.3,0,0,0,1.4,0,1.3,150.1,1
0,126,6,2.8,0.5,0,0,0.1,2.8,0.1,2.6,300.1,1
0,127,28,11,2,1,0,1,11,2,10,1087,0
1,3,5,2,0.5,0.3,0,0.2,2,0.5,1.7,245.7,1
1,10,2,0.7,0,0.1,0,0,0.7,0.1,0.5,61,1
1,28,1,0.4,0.1,0,0,0,0.4,0.1,0.3,45.3,1
1,35,2,1.1,0.5,0,0,0.1,1.1,0.1,0.8,114.6,1
1,41,4,1.6,0.3,0.1,0,0,1.6,0.1,1.4,176.8,1
1,51,4,1.9,0.6,0,0,0.1,1.9,0.4,1.4,167.3,1
1,56,4,1.3,0.2,0.2,0,0,1.3,0.3,0.9,149.4,1
1,57,2,0.6,0.1,0.1,0,0,0.6,0.2,0.5,74.7,1
1,63,11,3.5,0.5,0.6,0,0,3.5,0.9,2.6,410.8,1
1,65,6,3.2,1.4,0.2,0.2,0,3,0.5,2.1,303.9,1
1,69,4,1.9,0.9,0.1,0,0.1,1.9,0.6,1.6,169.3,1
1,74,1,0.4,0.1,0,0,0,0.4,0.1,0.3,33.9,1
1,81,2,0.8,0.2,0.2,0,0.1,0.8,0.1,0.4,79.6,1
1,82,1,0.4,0.1,0.1,0,0,0.4,0,0.2,39.8,1
1,86,4,1.9,0.5,0,0,0,1.9,0.3,1.3,210.1,1
1,93,3,1.3,0.3,0.1,0,0,1.3,0.3,0.9,126.9,1
1,98,3,1.2,0.2,0,0,0,1.2,0.2,1.1,113.8,1
1,120,5,2.1,0.7,0.2,0,0.1,2.1,0.1,1.8,220.7,1
1,121,20,8.3,2.6,0.7,0,0.2,8.3,0.2,7.1,882.6,1
1,122,10,4.2,1.3,0.4,0,0.1,4.2,0.1,3.6,441.3,1
1,125,2,0.9,0.2,0,0,0,0.9,0,0.9,100,1
2,3,4,1.6,0.4,0.2,0,0.2,1.6,0.4,1.3,196.5,1
2,8,5,1.8,0.1,0.2,0,0,1.8,0.1,1.2,152.4,1
2,10,5,1.8,0.1,0.2,0,0,1.8,0.1,1.2,152.4,1
2,12,4,1.4,0.1,0.2,0,0,1.4,0.1,1,121.9,1
2,14,2,0.9,0.1,0,0,0,0.9,0.2,0.7,92.9,1
2,18,4,1.8,0.2,0,0,0,1.8,0.5,1.4,185.8,1
2,23,3,1,0.1,0.2,0,0,1,0.1,1,115.2,1
2,26,4,1.4,0.2,0.1,0,0.1,1.4,0.3,1.2,181.2,1
2,36,3,1.7,0.7,0,0,0.1,1.7,0.2,1.2,171.9,1
2,42,5,2,0.4,0.1,0,0,2,0.1,1.7,221,1
2,47,1,0.5,0.2,0,0,0,0.5,0.1,0.4,41.8,1
2,48,1,0.5,0.2,0,0,0,0.5,0.1,0.4,41.8,1
2,65,3,1.6,0.7,0.1,0.1,0,1.5,0.2,1,152,1
2,67,1,0.5,0.2,0,0,0,0.5,0.1,0.3,50.7,1
2,69,1,0.5,0.2,0,0,0,0.5,0.1,0.4,42.3,1
2,82,4,1.6,0.4,0.3,0,0.1,1.6,0.1,0.9,159.2,1
2,84,1,0.5,0.1,0,0,0,0.5,0.1,0.3,52.5,1
2,85,9,4.4,1.2,0,0,0,4.4,0.6,2.9,472.6,1
2,92,5,2.1,0.6,0.1,0,0,2.1,0.6,1.6,211.4,1
2,101,2,0.8,0.2,0,0,0,0.8,0.2,0.7,75.9,1
2,109,1,0.4,0.1,0,0,0,0.4,0,0.3,43.5,1
2,112,2,0.8,0.2,0,0,0,0.8,0.1,0.7,87.1,1
