X_MIN;Y_MIN;TOT_P
5164000;3432000;12556
5174000;3432000;4866
5184000;3432000;1244
5194000;3432000;11273
5204000;3432000;606
5214000;3432000;937
5224000;3432000;3138
5234000;3432000;855
2934000;3422000;126
2944000;3422000;1309
2954000;3422000;412
2974000;3422000;605
2984000;3422000;5559
2994000;3422000;10664
3004000;3422000;1308
3014000;3422000;2483
3024000;3422000;4568
3034000;3422000;8925
3044000;3422000;2774
3054000;3422000;2654
3064000;3422000;3408
3074000;3422000;4319
3084000;3422000;3619
3094000;3422000;3360
3104000;3422000;2382
3114000;3422000;2303
3124000;3422000;5782
3134000;3422000;2771
3144000;3422000;1711
3154000;3422000;2676
3164000;3422000;5847
3174000;3422000;1944
3184000;3422000;4813
3194000;3422000;5887
3204000;3422000;3702
3214000;3422000;2495
3224000;3422000;2899
3234000;3422000;3096
3244000;3422000;1791
3364000;3422000;13489
3374000;3422000;11375
3384000;3422000;2536
3394000;3422000;2329
3404000;3422000;4601
3414000;3422000;2153
3424000;3422000;12763
3434000;3422000;5892
3444000;3422000;38243
3454000;3422000;55829
3464000;3422000;45900
3474000;3422000;47788
3484000;3422000;24870
3494000;3422000;22683
3504000;3422000;78455
3514000;3422000;89429
3524000;3422000;30500
3534000;3422000;2023
3544000;3422000;2060
3554000;3422000;269289
3564000;3422000;156547
3574000;3422000;53983
3584000;3422000;34920
3594000;3422000;9032
3604000;3422000;6774
3614000;3422000;9468
3624000;3422000;6637
3634000;3422000;4799
3644000;3422000;48258
3654000;3422000;100966
3664000;3422000;23
4214000;3422000;11
4244000;3422000;1307
4254000;3422000;12116
4264000;3422000;9149
4274000;3422000;7922
4284000;3422000;38384
4294000;3422000;17290
4304000;3422000;20149
4314000;3422000;6547
4324000;3422000;3721
4334000;3422000;32879
4344000;3422000;4969
4354000;3422000;5002
4364000;3422000;44121
4374000;3422000;27654
4384000;3422000;5016
4394000;3422000;6469
4404000;3422000;6772
4414000;3422000;15118
4424000;3422000;3202
4434000;3422000;1893
4444000;3422000;2587
4454000;3422000;7085
4464000;3422000;2577
4474000;3422000;5159
4484000;3422000;2010
4494000;3422000;1776
4504000;3422000;4342
4514000;3422000;12280
4524000;3422000;2529
4534000;3422000;5531
4544000;3422000;3798
4554000;3422000;5682
4564000;3422000;3296
4574000;3422000;2536
4584000;3422000;1786
4594000;3422000;40647
4604000;3422000;2753
4614000;3422000;1919
4624000;3422000;7048
4634000;3422000;3113
4644000;3422000;4034
4654000;3422000;3084
4664000;3422000;6283
4674000;3422000;884
4684000;3422000;1105
4694000;3422000;14952
4704000;3422000;4436
4714000;3422000;11197
4724000;3422000;1560
4734000;3422000;5473
4744000;3422000;1832
4754000;3422000;2374
4764000;3422000;1066
4774000;3422000;583
4784000;3422000;1928
4794000;3422000;2156
4804000;3422000;2967
4814000;3422000;46525
4824000;3422000;3699
4834000;3422000;1853
4844000;3422000;997
4854000;3422000;4981
4864000;3422000;240
4874000;3422000;957
4884000;3422000;2886
4894000;3422000;11408
4904000;3422000;5095
4914000;3422000;3707
4924000;3422000;4622
4934000;3422000;3173
4944000;3422000;35433
4954000;3422000;4064
4964000;3422000;4337
4974000;3422000;2739
4984000;3422000;3431
4994000;3422000;2420
5004000;3422000;1471
5014000;3422000;390
5024000;3422000;530
5034000;3422000;854
5044000;3422000;1998
5054000;3422000;1878
5064000;3422000;6383
5074000;3422000;3669
5084000;3422000;4493
5094000;3422000;2774
5104000;3422000;6701
5114000;3422000;3528
5124000;3422000;4471
5134000;3422000;4204
5144000;3422000;1046
5154000;3422000;1214
5164000;3422000;2838
5174000;3422000;4260
5184000;3422000;2863
5194000;3422000;14360
5204000;3422000;4911
5214000;3422000;563
5224000;3422000;266
5234000;3422000;456
5244000;3422000;80
2934000;3412000;190
2944000;3412000;2008
2954000;3412000;2090
2964000;3412000;971
2974000;3412000;1168
2984000;3412000;5662
2994000;3412000;15979
3004000;3412000;3967
3014000;3412000;1374
3024000;3412000;2286
3034000;3412000;1195
3044000;3412000;3172
3054000;3412000;4130
3064000;3412000;5551
3074000;3412000;3102
3084000;3412000;3094
3094000;3412000;8629
3104000;3412000;2442
3114000;3412000;6684
3124000;3412000;1800
3134000;3412000;2788
3144000;3412000;2038
3154000;3412000;2971
3164000;3412000;24569
3174000;3412000;4284
3184000;3412000;5628
3194000;3412000;2999
3204000;3412000;2243
3214000;3412000;4204
3224000;3412000;2747
3234000;3412000;15861
3244000;3412000;59
3344000;3412000;29
3354000;3412000;1669
3364000;3412000;5185
3374000;3412000;642
3384000;3412000;114
3394000;3412000;1767
3404000;3412000;687
3414000;3412000;237
3424000;3412000;2231
3434000;3412000;11229
3444000;3412000;49971
3454000;3412000;54298
3464000;3412000;65152
3474000;3412000;12289
3484000;3412000;80771
3494000;3412000;15620
3504000;3412000;11827
3514000;3412000;61169
3524000;3412000;26350
3534000;3412000;5062
3544000;3412000;5953
3554000;3412000;146224
3564000;3412000;124254
3574000;3412000;59141
3584000;3412000;16238
3594000;3412000;14919
3604000;3412000;23506
3614000;3412000;2395
3624000;3412000;3101
3634000;3412000;7000
3644000;3412000;2155
3654000;3412000;5294
3664000;3412000;3008
4224000;3412000;14879
4234000;3412000;30492
4244000;3412000;4263
4254000;3412000;6567
4264000;3412000;5543
4274000;3412000;5283
4284000;3412000;16062
4294000;3412000;5704
4304000;3412000;5142
4314000;3412000;26034
4324000;3412000;9833
4334000;3412000;7375
4344000;3412000;15431
4354000;3412000;47664
4364000;3412000;155912
4374000;3412000;8584
4384000;3412000;2315
4394000;3412000;12655
4404000;3412000;3334
4414000;3412000;32217
4424000;3412000;6078
4434000;3412000;1937
4444000;3412000;9874
4454000;3412000;6482
4464000;3412000;10873
4474000;3412000;2297
4484000;3412000;2558
4494000;3412000;1269
4504000;3412000;2968
4514000;3412000;2074
4524000;3412000;2008
4534000;3412000;2524
4544000;3412000;2362
4554000;3412000;5059
4564000;3412000;7412
4574000;3412000;1533
4584000;3412000;440
4594000;3412000;432
4624000;3412000;1931
4634000;3412000;3226
4644000;3412000;1993
4654000;3412000;2085
4664000;3412000;1553
4674000;3412000;5833
4684000;3412000;2508
4694000;3412000;5376
4704000;3412000;1904
4714000;3412000;1864
4724000;3412000;1018
4734000;3412000;2088
4744000;3412000;1805
4754000;3412000;41263
4764000;3412000;3411
4774000;3412000;7103
4784000;3412000;2150
4794000;3412000;1802
4804000;3412000;18468
4814000;3412000;5376
4824000;3412000;4594
4834000;3412000;17884
4844000;3412000;3712
4854000;3412000;1807
4864000;3412000;5228
4874000;3412000;1713
4884000;3412000;4968
4894000;3412000;14469
4904000;3412000;6927
4914000;3412000;6461
4924000;3412000;3417
4934000;3412000;6036
4944000;3412000;3577
4954000;3412000;5611
4964000;3412000;14302
4974000;3412000;2738
4984000;3412000;3255
4994000;3412000;1926
5004000;3412000;5194
5014000;3412000;1535
5024000;3412000;997
5034000;3412000;559
5044000;3412000;3815
5054000;3412000;2502
5064000;3412000;2571
5074000;3412000;3292
5084000;3412000;2597
5094000;3412000;2243
5104000;3412000;2702
5114000;3412000;3671
5124000;3412000;3695
5134000;3412000;3407
5144000;3412000;2234
5154000;3412000;2493
5164000;3412000;3854
5174000;3412000;3439
5184000;3412000;118596
5194000;3412000;194933
5204000;3412000;1570
5214000;3412000;626
5224000;3412000;4054
5234000;3412000;531
5244000;3412000;151
2954000;3402000;99
2964000;3402000;533
2974000;3402000;2959
2984000;3402000;6281
2994000;3402000;3528
3004000;3402000;3055
3014000;3402000;1221
3024000;3402000;889
3034000;3402000;2220
3044000;3402000;1823
3054000;3402000;2792
3064000;3402000;2641
3074000;3402000;2302
3084000;3402000;2688
3094000;3402000;835
3104000;3402000;1866
3114000;3402000;3228
3124000;3402000;4361
3134000;3402000;1706
3144000;3402000;2887
3154000;3402000;3925
3164000;3402000;5050
3174000;3402000;3440
3184000;3402000;2627
3194000;3402000;2087
3204000;3402000;4921
3214000;3402000;3365
3224000;3402000;15291
3234000;3402000;1235
3334000;3402000;890
3344000;3402000;5580
3354000;3402000;6914
3364000;3402000;3827
3374000;3402000;7277
3384000;3402000;5625
3394000;3402000;141
3404000;3402000;399
3414000;3402000;1349
3424000;3402000;2435
3434000;3402000;1912
3444000;3402000;33868
3454000;3402000;63986
3464000;3402000;5155
3474000;3402000;5488
3484000;3402000;62778
3494000;3402000;35382
3504000;3402000;43760
3514000;3402000;2359
3524000;3402000;1938
3534000;3402000;4199
3544000;3402000;7330
3554000;3402000;94970
3564000;3402000;51445
3574000;3402000;34308
3584000;3402000;6036
3594000;3402000;16388
3604000;3402000;9169
3614000;3402000;3482
3624000;3402000;8826
3634000;3402000;2148
3644000;3402000;1547
3654000;3402000;19673
3664000;3402000;4212
3674000;3402000;4714
4124000;3402000;4989
4134000;3402000;858
4144000;3402000;561
4154000;3402000;1770
4164000;3402000;791
4174000;3402000;1333
4184000;3402000;120
4214000;3402000;300
4224000;3402000;11480
4234000;3402000;4780
4244000;3402000;7156
4254000;3402000;8396
4264000;3402000;3256
4274000;3402000;15934
4284000;3402000;6111
4294000;3402000;63569
4304000;3402000;18024
4314000;3402000;60508
4324000;3402000;16154
4334000;3402000;24139
4344000;3402000;25036
4354000;3402000;10973
4364000;3402000;4980
4374000;3402000;3716
4384000;3402000;5071
4394000;3402000;2634
4404000;3402000;4339
4414000;3402000;7019
4424000;3402000;4902
4434000;3402000;6048
4444000;3402000;2469
4454000;3402000;6543
4464000;3402000;15292
4474000;3402000;2610
4484000;3402000;10686
4494000;3402000;8782
4504000;3402000;6420
4514000;3402000;2174
4524000;3402000;2181
4534000;3402000;7217
4544000;3402000;1453
4554000;3402000;1948
4564000;3402000;1069
4574000;3402000;1912
4584000;3402000;15193
4594000;3402000;2310
4604000;3402000;996
4614000;3402000;2786
4624000;3402000;3008
4634000;3402000;1194
4644000;3402000;1986
4654000;3402000;18996
4664000;3402000;2405
4674000;3402000;2790
4684000;3402000;12061
4694000;3402000;1490
4704000;3402000;1625
4714000;3402000;2309
4724000;3402000;1837
4734000;3402000;2219
4744000;3402000;5335
4754000;3402000;1794
4764000;3402000;2204
4774000;3402000;4474
4784000;3402000;1826
4794000;3402000;7741
4804000;3402000;2067
4814000;3402000;5297
4824000;3402000;3376
4834000;3402000;4158
4844000;3402000;4414
4854000;3402000;3334
4864000;3402000;5383
4874000;3402000;8735
4884000;3402000;4506
4894000;3402000;91398
4904000;3402000;6670
4914000;3402000;5271
4924000;3402000;8153
4934000;3402000;2865
4944000;3402000;3933
4954000;3402000;17224
4964000;3402000;4971
4974000;3402000;5511
4984000;3402000;3640
4994000;3402000;3299
5004000;3402000;14749
5014000;3402000;2930
5024000;3402000;1687
5034000;3402000;2032
5044000;3402000;5113
5054000;3402000;2497
5064000;3402000;2684
5074000;3402000;6860
5084000;3402000;3358
5094000;3402000;2090
5104000;3402000;4849
5114000;3402000;34139
5124000;3402000;40379
5134000;3402000;2229
5144000;3402000;3412
5154000;3402000;2913
5164000;3402000;2707
5174000;3402000;2357
5184000;3402000;6676
5194000;3402000;12614
5204000;3402000;5387
5214000;3402000;821
5224000;3402000;4383
5234000;3402000;1090
5244000;3402000;844
2934000;3392000;521
2944000;3392000;2632
2954000;3392000;506
2964000;3392000;517
2974000;3392000;521
2984000;3392000;2438
2994000;3392000;15713
3004000;3392000;4178
3014000;3392000;3447
3024000;3392000;2381
3034000;3392000;2567
3044000;3392000;4365
3054000;3392000;3522
3064000;3392000;2575
3074000;3392000;2428
3084000;3392000;6099
3094000;3392000;2215
3104000;3392000;2699
3114000;3392000;5647
3124000;3392000;20215
3134000;3392000;2573
3144000;3392000;2319
3154000;3392000;2144
3164000;3392000;1865
3174000;3392000;1962
3184000;3392000;1845
3194000;3392000;3017
3204000;3392000;14448
3214000;3392000;3498
3224000;3392000;3280
3324000;3392000;11
3334000;3392000;706
3344000;3392000;1813
3374000;3392000;2949
3384000;3392000;948
3394000;3392000;55
3404000;3392000;2951
3414000;3392000;1362
3424000;3392000;1704
3434000;3392000;5914
3444000;3392000;31762
3454000;3392000;6265
3464000;3392000;8185
3474000;3392000;6063
3484000;3392000;40925
3494000;3392000;43355
3504000;3392000;170395
3514000;3392000;28875
3524000;3392000;2325
3534000;3392000;2514
3544000;3392000;25292
3554000;3392000;31770
3564000;3392000;84034
3574000;3392000;94610
3584000;3392000;19937
3594000;3392000;5817
3604000;3392000;4566
3614000;3392000;125923
3624000;3392000;18593
3634000;3392000;3051
3644000;3392000;2874
3654000;3392000;1437
3664000;3392000;6007
3674000;3392000;6786
4094000;3392000;1261
4104000;3392000;20
4114000;3392000;1517
4124000;3392000;1569
4134000;3392000;6770
4144000;3392000;4379
4154000;3392000;10019
4164000;3392000;4016
4174000;3392000;5889
4184000;3392000;4395
4214000;3392000;2774
4224000;3392000;7619
4234000;3392000;2936
4244000;3392000;2381
4254000;3392000;5708
4264000;3392000;11859
4274000;3392000;9292
4284000;3392000;8066
4294000;3392000;45943
4304000;3392000;63658
4314000;3392000;155488
4324000;3392000;115682
4334000;3392000;56009
4344000;3392000;13678
4354000;3392000;6548
4364000;3392000;18366
4374000;3392000;3401
4384000;3392000;3528
4394000;3392000;8860
4404000;3392000;39333
4414000;3392000;17893
4424000;3392000;1800
4434000;3392000;2719
4444000;3392000;2821
4454000;3392000;1737
4464000;3392000;3671
4474000;3392000;1615
4484000;3392000;1811
4494000;3392000;1459
4504000;3392000;3050
4514000;3392000;2402
4524000;3392000;2150
4534000;3392000;4835
4544000;3392000;1938
4554000;3392000;6316
4564000;3392000;1120
4574000;3392000;4402
4584000;3392000;10136
4594000;3392000;804
4604000;3392000;139
4614000;3392000;5295
4624000;3392000;536
4634000;3392000;25342
4644000;3392000;3856
4654000;3392000;2796
4664000;3392000;4180
4674000;3392000;1895
4684000;3392000;5168
4694000;3392000;1493
4704000;3392000;13279
4714000;3392000;14563
4724000;3392000;6405
4734000;3392000;3234
4744000;3392000;318
4754000;3392000;1378
4764000;3392000;1629
4774000;3392000;1281
4784000;3392000;2802
4794000;3392000;3832
4804000;3392000;1805
4814000;3392000;12314
4824000;3392000;3078
4834000;3392000;3873
4844000;3392000;1635
4854000;3392000;4053
4864000;3392000;5780
4874000;3392000;50118
4884000;3392000;4775
4894000;3392000;5530
4904000;3392000;4911
4914000;3392000;4856
4924000;3392000;4367
4934000;3392000;3911
4944000;3392000;6173
4954000;3392000;3927
4964000;3392000;4582
4974000;3392000;9167
4984000;3392000;3839
4994000;3392000;25308
5004000;3392000;2273
5014000;3392000;2990
5024000;3392000;1530
5034000;3392000;1927
5044000;3392000;2177
5054000;3392000;4693
5064000;3392000;3691
5074000;3392000;3554
5084000;3392000;23761
5094000;3392000;7514
5104000;3392000;3174
5114000;3392000;4307
5124000;3392000;3121
5134000;3392000;3358
5144000;3392000;2520
5154000;3392000;3328
5164000;3392000;4301
5174000;3392000;21998
5184000;3392000;3147
5194000;3392000;2651
5204000;3392000;1347
5214000;3392000;953
5224000;3392000;1999
5234000;3392000;1475
5244000;3392000;721
2934000;3382000;670
2944000;3382000;1543
2954000;3382000;426
2964000;3382000;141
2974000;3382000;225
2984000;3382000;152
2994000;3382000;742
3004000;3382000;2042
3014000;3382000;1059
3024000;3382000;3239
3034000;3382000;1840
3044000;3382000;2546
3054000;3382000;15351
3064000;3382000;2344
3074000;3382000;3195
3084000;3382000;5102
3094000;3382000;892
3104000;3382000;724
3114000;3382000;1814
3124000;3382000;985
3134000;3382000;1401
3144000;3382000;10409
3154000;3382000;3954
3164000;3382000;2553
3174000;3382000;11363
3184000;3382000;3056
3194000;3382000;4025
3204000;3382000;5055
3214000;3382000;3989
3224000;3382000;1451
3374000;3382000;3495
3384000;3382000;1783
3394000;3382000;501
3404000;3382000;415
3414000;3382000;331
3424000;3382000;1413
3434000;3382000;2032
3444000;3382000;31347
3454000;3382000;7453
3464000;3382000;8041
3474000;3382000;5864
3484000;3382000;17459
3494000;3382000;19386
3504000;3382000;176027
3514000;3382000;28539
3524000;3382000;4623
3534000;3382000;12824
3544000;3382000;9193
3554000;3382000;93061
3564000;3382000;92824
3574000;3382000;26357
3584000;3382000;13146
3594000;3382000;33925
3604000;3382000;8555
3614000;3382000;8114
3624000;3382000;8192
3634000;3382000;5952
3644000;3382000;8182
3654000;3382000;6704
3664000;3382000;5144
3674000;3382000;10040
4064000;3382000;15
4094000;3382000;3780
4104000;3382000;136
4124000;3382000;1135
4134000;3382000;36254
4144000;3382000;14944
4154000;3382000;7890
4164000;3382000;13095
4174000;3382000;21632
4184000;3382000;26292
4194000;3382000;32270
4204000;3382000;4142
4214000;3382000;1175
4224000;3382000;84668
4234000;3382000;6673
4244000;3382000;4830
4254000;3382000;4245
4264000;3382000;6539
4274000;3382000;20326
4284000;3382000;36284
4294000;3382000;41528
4304000;3382000;185299
4314000;3382000;568388
4324000;3382000;413923
4334000;3382000;22664
4344000;3382000;13102
4354000;3382000;6942
4364000;3382000;20329
4374000;3382000;5461
4384000;3382000;2253
4394000;3382000;3108
4404000;3382000;17471
4414000;3382000;39806
4424000;3382000;7462
4434000;3382000;2095
4444000;3382000;1515
4454000;3382000;4644
4464000;3382000;1186
4474000;3382000;1452
4484000;3382000;1466
4494000;3382000;14678
4504000;3382000;2788
4514000;3382000;2252
4524000;3382000;5301
4534000;3382000;64098
4544000;3382000;2668
4554000;3382000;2079
4564000;3382000;5321
4574000;3382000;2122
4584000;3382000;12525
4594000;3382000;1512
4604000;3382000;4493
4614000;3382000;51567
4624000;3382000;22097
4634000;3382000;3291
4644000;3382000;2594
4654000;3382000;5614
4664000;3382000;2143
4674000;3382000;4791
4684000;3382000;3070
4694000;3382000;689
4704000;3382000;1115
4714000;3382000;1106
4724000;3382000;2963
4734000;3382000;1593
4744000;3382000;452
4754000;3382000;371
4764000;3382000;7628
4774000;3382000;4464
4784000;3382000;21562
4794000;3382000;3477
4804000;3382000;2619
4814000;3382000;9657
4824000;3382000;3604
4834000;3382000;3138
4844000;3382000;13639
4854000;3382000;6857
4864000;3382000;7119
4874000;3382000;6571
4884000;3382000;6245
4894000;3382000;5538
4904000;3382000;4153
4914000;3382000;18721
4924000;3382000;4827
4934000;3382000;3790
4944000;3382000;31846
4954000;3382000;7078
4964000;3382000;1332
4974000;3382000;2746
4984000;3382000;3514
4994000;3382000;3341
5004000;3382000;35174
5014000;3382000;5600
5024000;3382000;3179
5034000;3382000;2159
5044000;3382000;2691
5054000;3382000;2945
5064000;3382000;3930
5074000;3382000;2874
5084000;3382000;29444
5094000;3382000;16556
5104000;3382000;2957
5114000;3382000;3055
5124000;3382000;859
5134000;3382000;27302
5144000;3382000;3200
5154000;3382000;12178
5164000;3382000;4026
5174000;3382000;3847
5184000;3382000;1742
5194000;3382000;1985
5204000;3382000;1472
5214000;3382000;1468
5224000;3382000;1932
5234000;3382000;1574
5244000;3382000;166
2934000;3372000;9
2944000;3372000;413
2954000;3372000;399
2964000;3372000;670
2974000;3372000;543
2984000;3372000;3482
2994000;3372000;1159
3004000;3372000;271
3014000;3372000;1717
3024000;3372000;1116
3034000;3372000;1121
3044000;3372000;2628
3054000;3372000;3349
3064000;3372000;1769
3074000;3372000;5009
3084000;3372000;5802
3094000;3372000;3103
3104000;3372000;3665
3114000;3372000;1733
3124000;3372000;843
3134000;3372000;2648
3144000;3372000;2973
3154000;3372000;19336
3164000;3372000;39654
3174000;3372000;3819
3184000;3372000;3077
3194000;3372000;4714
3204000;3372000;24241
3214000;3372000;1183
3364000;3372000;106
3374000;3372000;2464
3384000;3372000;2209
3394000;3372000;544
3404000;3372000;209
3414000;3372000;551
3424000;3372000;2429
3434000;3372000;5642
3444000;3372000;6232
3454000;3372000;6374
3464000;3372000;10283
3474000;3372000;5398
3484000;3372000;4358
3494000;3372000;7097
3504000;3372000;22157
3514000;3372000;4107
3524000;3372000;19809
3534000;3372000;3466
3544000;3372000;96390
3554000;3372000;81033
3564000;3372000;234693
3574000;3372000;230932
3584000;3372000;10075
3594000;3372000;19521
3604000;3372000;4052
3614000;3372000;4400
3624000;3372000;13288
3634000;3372000;10369
3644000;3372000;2874
3654000;3372000;3117
3664000;3372000;5183
3674000;3372000;16374
3994000;3372000;1513
4004000;3372000;2334
4014000;3372000;40
4024000;3372000;1262
4034000;3372000;2231
4044000;3372000;57
4054000;3372000;1190
4064000;3372000;1108
4074000;3372000;9
4084000;3372000;127
4094000;3372000;3741
4104000;3372000;2146
4114000;3372000;30
4124000;3372000;10313
4134000;3372000;6407
4144000;3372000;32473
4154000;3372000;22399
4164000;3372000;3865
4174000;3372000;6993
4184000;3372000;15110
4194000;3372000;32424
4204000;3372000;2575
4214000;3372000;25988
4224000;3372000;54782
4234000;3372000;7184
4244000;3372000;4111
4254000;3372000;10215
4264000;3372000;9401
4274000;3372000;10334
4284000;3372000;18385
4294000;3372000;49953
4304000;3372000;73144
4314000;3372000;105443
4324000;3372000;126238
4334000;3372000;103405
4344000;3372000;19468
4354000;3372000;11139
4364000;3372000;2114
4374000;3372000;2530
4384000;3372000;6773
4394000;3372000;2631
4404000;3372000;3089
4414000;3372000;5411
4424000;3372000;2163
4434000;3372000;2682
4444000;3372000;2091
4454000;3372000;7702
4464000;3372000;5924
4474000;3372000;7829
4484000;3372000;1758
4494000;3372000;8520
4504000;3372000;1077
4514000;3372000;2169
4524000;3372000;3422
4534000;3372000;6608
4544000;3372000;1861
4554000;3372000;3935
4564000;3372000;1669
4574000;3372000;2158
4584000;3372000;1983
4594000;3372000;5147
4604000;3372000;3412
4614000;3372000;273526
4624000;3372000;88425
4634000;3372000;9725
4644000;3372000;3756
4654000;3372000;5024
4664000;3372000;3493
4674000;3372000;4260
4684000;3372000;880
4704000;3372000;998
4714000;3372000;868
4724000;3372000;4525
4734000;3372000;2085
4744000;3372000;3409
4754000;3372000;1592
4764000;3372000;272
4774000;3372000;2978
4784000;3372000;5722
4794000;3372000;4038
4804000;3372000;6575
4814000;3372000;2873
4824000;3372000;7389
4834000;3372000;4735
4844000;3372000;5060
4854000;3372000;9053
4864000;3372000;5297
4874000;3372000;10140
4884000;3372000;7613
4894000;3372000;19197
4904000;3372000;5179
4914000;3372000;8397
4924000;3372000;3454
4934000;3372000;4668
4944000;3372000;5703
4954000;3372000;5325
4964000;3372000;2216
4974000;3372000;13276
4984000;3372000;4797
4994000;3372000;3218
5004000;3372000;4818
5014000;3372000;4753
5024000;3372000;4097
5034000;3372000;3235
5044000;3372000;21003
5054000;3372000;3229
5064000;3372000;3293
5074000;3372000;2725
5084000;3372000;2442
5094000;3372000;4082
5104000;3372000;4148
5114000;3372000;3567
5124000;3372000;3457
5134000;3372000;3780
5144000;3372000;3376
5154000;3372000;5796
5164000;3372000;3297
5174000;3372000;1796
5184000;3372000;2582
5194000;3372000;1611
5204000;3372000;28165
5214000;3372000;2015
5224000;3372000;24752
5234000;3372000;517
5244000;3372000;2117
5254000;3372000;1
2944000;3362000;27
2954000;3362000;714
2964000;3362000;407
2974000;3362000;282
2984000;3362000;879
2994000;3362000;184
3004000;3362000;702
3014000;3362000;1258
3024000;3362000;6155
3034000;3362000;2575
3044000;3362000;4757
3054000;3362000;11683
3064000;3362000;8220
3074000;3362000;4045
3084000;3362000;1587
3094000;3362000;1613
3104000;3362000;1874
3114000;3362000;1834
3124000;3362000;12599
3134000;3362000;1669
3144000;3362000;2520
3154000;3362000;12636
3164000;3362000;5372
3174000;3362000;3125
3184000;3362000;2680
3194000;3362000;4906
3204000;3362000;6609
3214000;3362000;1108
3364000;3362000;3290
3374000;3362000;1920
3384000;3362000;3825
3394000;3362000;1159
3404000;3362000;401
3414000;3362000;1362
3424000;3362000;3292
3434000;3362000;10025
3444000;3362000;3242
3454000;3362000;28832
3464000;3362000;51970
3474000;3362000;12773
3484000;3362000;21165
3494000;3362000;7861
3504000;3362000;74565
3514000;3362000;10248
3524000;3362000;5318
3534000;3362000;62198
3544000;3362000;86735
3554000;3362000;75336
3564000;3362000;123344
3574000;3362000;72214
3584000;3362000;17679
3594000;3362000;7081
3604000;3362000;47161
3614000;3362000;9044
3624000;3362000;16445
3634000;3362000;3624
3644000;3362000;45620
3654000;3362000;6507
3664000;3362000;54
3984000;3362000;1149
3994000;3362000;834
4024000;3362000;1022
4034000;3362000;7107
4044000;3362000;7634
4054000;3362000;17616
4064000;3362000;469
4074000;3362000;8233
4084000;3362000;15667
4094000;3362000;12613
4104000;3362000;9125
4114000;3362000;11600
4124000;3362000;14792
4134000;3362000;42292
4144000;3362000;8847
4154000;3362000;11034
4164000;3362000;14911
4174000;3362000;3988
4184000;3362000;18885
4194000;3362000;21544
4204000;3362000;3315
4214000;3362000;6667
4224000;3362000;6535
4234000;3362000;11404
4244000;3362000;3557
4254000;3362000;7930
4264000;3362000;5864
4274000;3362000;3714
4284000;3362000;10306
4294000;3362000;15473
4304000;3362000;13162
4314000;3362000;93908
4324000;3362000;24912
4334000;3362000;19100
4344000;3362000;36757
4354000;3362000;17316
4364000;3362000;12165
4374000;3362000;2438
4384000;3362000;3157
4394000;3362000;12915
4404000;3362000;1906
4414000;3362000;2054
4424000;3362000;7501
4434000;3362000;14621
4444000;3362000;5890
4454000;3362000;1459
4464000;3362000;1510
4474000;3362000;1851
4484000;3362000;2535
4494000;3362000;5862
4504000;3362000;475
4514000;3362000;1576
4524000;3362000;19628
4534000;3362000;2831
4544000;3362000;3564
4554000;3362000;1556
4564000;3362000;2245
4574000;3362000;17947
4584000;3362000;1596
4594000;3362000;2304
4604000;3362000;1815
4614000;3362000;4717
4624000;3362000;18561
4634000;3362000;7195
4644000;3362000;7027
4654000;3362000;68947
4664000;3362000;4695
4674000;3362000;3315
4684000;3362000;5026
4694000;3362000;1247
4704000;3362000;2802
4714000;3362000;2833
4724000;3362000;2156
4734000;3362000;1283
4744000;3362000;27184
4754000;3362000;3584
4764000;3362000;3101
4774000;3362000;1005
4784000;3362000;6021
4794000;3362000;4611
4804000;3362000;8289
4814000;3362000;5748
4824000;3362000;23927
4834000;3362000;7589
4844000;3362000;83354
4854000;3362000;229570
4864000;3362000;61020
4874000;3362000;6154
4884000;3362000;6030
4894000;3362000;9877
4904000;3362000;7921
4914000;3362000;3685
4924000;3362000;17063
4934000;3362000;6538
4944000;3362000;22179
4954000;3362000;4542
4964000;3362000;4071
4974000;3362000;5899
4984000;3362000;3739
4994000;3362000;4380
5004000;3362000;3687
5014000;3362000;3841
5024000;3362000;6015
5034000;3362000;4299
5044000;3362000;3340
5054000;3362000;6288
5064000;3362000;12519
5074000;3362000;2876
5084000;3362000;4637
5094000;3362000;5167
5104000;3362000;3221
5114000;3362000;27692
5124000;3362000;4076
5134000;3362000;4693
5144000;3362000;5576
5154000;3362000;3710
5164000;3362000;2818
5174000;3362000;6617
5184000;3362000;2321
5194000;3362000;2139
5204000;3362000;1606
5214000;3362000;2349
5224000;3362000;1216
5234000;3362000;55
5244000;3362000;3
2934000;3352000;10
2944000;3352000;476
2954000;3352000;1564
2964000;3352000;680
2974000;3352000;485
2984000;3352000;1355
2994000;3352000;4815
3004000;3352000;553
3014000;3352000;1522
3024000;3352000;1822
3034000;3352000;3224
3044000;3352000;5430
3054000;3352000;61193
3064000;3352000;135795
3074000;3352000;10501
3084000;3352000;16317
3094000;3352000;3305
3104000;3352000;10024
3114000;3352000;1658
3124000;3352000;1393
3154000;3352000;4
3164000;3352000;650
3174000;3352000;190
3194000;3352000;1832
3204000;3352000;1763
3214000;3352000;864
3364000;3352000;1399
3374000;3352000;2551
3384000;3352000;78
3394000;3352000;465
3404000;3352000;1459
3414000;3352000;2111
3424000;3352000;3293
3434000;3352000;3612
3444000;3352000;5483
3454000;3352000;11435
3464000;3352000;4448
3474000;3352000;95246
3484000;3352000;44718
3494000;3352000;7894
3504000;3352000;57795
3514000;3352000;67147
3524000;3352000;22434
