X_MIN000;Y_MIN000;TOT_P
3354000;3317000;26
3354000;3318000;6
3354000;3319000;73
3354000;3320000;11
3354000;3322000;21
3354000;3325000;14
3354000;3326000;18
3354000;3327000;7
3354000;3328000;8
3354000;3330000;59
3354000;3331000;490
3354000;3332000;648
3354000;3404000;65
3354000;3405000;3
3354000;3406000;25
3354000;3407000;11
3354000;3408000;1
3354000;3411000;39
3354000;3412000;63
3354000;3446000;25
3354000;3447000;22
3354000;3448000;50
3354000;3449000;240
3354000;3450000;65
3354000;3451000;32
3354000;3452000;99
3354000;3453000;533
3355000;3255000;925
3355000;3256000;548
3355000;3257000;146
3355000;3258000;4
3355000;3259000;8
3355000;3260000;1152
3355000;3261000;1361
3355000;3262000;34
3355000;3263000;613
3355000;3264000;1933
3355000;3265000;1134
3355000;3266000;3571
3355000;3267000;1227
3355000;3268000;14
3355000;3270000;91
3355000;3271000;31
3355000;3272000;2
3355000;3273000;34
3355000;3274000;6
3355000;3276000;21
3355000;3277000;8
3355000;3278000;18
3355000;3279000;29
3355000;3280000;399
3355000;3281000;711
3355000;3282000;354
3355000;3283000;37
3355000;3284000;11
3355000;3285000;17
3355000;3286000;1
3355000;3287000;25
3355000;3289000;15
3355000;3291000;20
3355000;3292000;12
3355000;3293000;19
3355000;3294000;15
3355000;3295000;7
3355000;3296000;11
3355000;3298000;168
3355000;3299000;12
3355000;3300000;13
3355000;3301000;2
3355000;3303000;4
3355000;3305000;10
3355000;3308000;26
3355000;3310000;40
3355000;3312000;40
3355000;3313000;28
3355000;3314000;121
3355000;3315000;20
3355000;3318000;34
3355000;3319000;21
3355000;3321000;11
3355000;3323000;45
3355000;3324000;147
3355000;3325000;20
3355000;3326000;14
3355000;3327000;52
3355000;3328000;4
3355000;3329000;9
3355000;3330000;18
3355000;3332000;29
3355000;3404000;76
3355000;3405000;25
3355000;3406000;209
3355000;3407000;12
3355000;3409000;31
3355000;3413000;35
3355000;3446000;63
3355000;3447000;4
3355000;3448000;38
3355000;3449000;338
3355000;3452000;15
3356000;3254000;82
3356000;3255000;2400
3356000;3256000;3105
3356000;3257000;2086
3356000;3258000;337
3356000;3260000;2199
3356000;3261000;2856
3356000;3262000;420
3356000;3263000;2070
3356000;3264000;860
3356000;3265000;1946
3356000;3266000;3438
3356000;3267000;1538
3356000;3268000;163
3356000;3269000;2
3356000;3270000;9
3356000;3271000;1629
3356000;3272000;962
3356000;3273000;7
3356000;3274000;7
3356000;3275000;15
3356000;3276000;12
3356000;3277000;26
3356000;3278000;83
3356000;3279000;66
3356000;3280000;505
3356000;3281000;787
3356000;3282000;61
3356000;3283000;11
3356000;3284000;53
3356000;3285000;11
3356000;3286000;26
3356000;3287000;3
3356000;3288000;35
3356000;3289000;62
3356000;3290000;29
3356000;3291000;117
3356000;3292000;27
3356000;3296000;2
3356000;3298000;8
3356000;3300000;4
3356000;3301000;15
3356000;3302000;47
3356000;3305000;21
3356000;3309000;5
3356000;3311000;26
3356000;3312000;55
3356000;3314000;75
3356000;3315000;16
3356000;3316000;51
3356000;3318000;9
3356000;3320000;27
3356000;3321000;7
3356000;3322000;21
3356000;3323000;12
3356000;3324000;18
3356000;3325000;29
3356000;3327000;28
3356000;3328000;4
3356000;3330000;1
3356000;3331000;46
3356000;3332000;252
3356000;3404000;371
3356000;3405000;26
3356000;3406000;33
3356000;3407000;141
3356000;3408000;14
3356000;3409000;71
3356000;3410000;18
3356000;3413000;9
3356000;3447000;7
3356000;3448000;9
3356000;3449000;596
3356000;3450000;358
3357000;3254000;971
3357000;3255000;2413
3357000;3256000;1312
3357000;3257000;2213
3357000;3258000;707
3357000;3259000;509
3357000;3260000;2478
3357000;3261000;1881
3357000;3262000;1466
3357000;3263000;623
3357000;3264000;19
3357000;3265000;909
3357000;3266000;936
3357000;3267000;11
3357000;3268000;852
3357000;3269000;85
3357000;3270000;680
3357000;3271000;2480
3357000;3272000;12
3357000;3273000;18
3357000;3274000;238
3357000;3275000;26
3357000;3276000;22
3357000;3277000;21
3357000;3278000;131
3357000;3279000;135
3357000;3280000;642
3357000;3281000;531
3357000;3282000;278
3357000;3283000;43
3357000;3284000;33
3357000;3285000;7
3357000;3286000;8
3357000;3287000;32
3357000;3288000;7
3357000;3290000;28
3357000;3291000;107
3357000;3292000;24
3357000;3293000;14
3357000;3294000;9
3357000;3295000;13
3357000;3296000;9
3357000;3299000;14
3357000;3302000;12
3357000;3304000;6
3357000;3311000;291
3357000;3312000;839
3357000;3313000;136
3357000;3314000;17
3357000;3320000;33
3357000;3322000;8
3357000;3326000;43
3357000;3327000;261
3357000;3328000;116
3357000;3329000;59
3357000;3330000;6
3357000;3331000;2
3357000;3404000;1748
3357000;3405000;501
3357000;3408000;26
3357000;3409000;7
3357000;3412000;46
3357000;3413000;345
3357000;3446000;12
3357000;3447000;11
3357000;3448000;26
3357000;3449000;162
3357000;3450000;842
3357000;3451000;247
3357000;3454000;52
3357000;3455000;1
3358000;3254000;70
3358000;3255000;32
3358000;3257000;36
3358000;3258000;540
3358000;3259000;2146
3358000;3260000;4574
3358000;3261000;1234
3358000;3262000;449
3358000;3263000;414
3358000;3264000;102
3358000;3265000;9
3358000;3266000;1227
3358000;3267000;229
3358000;3268000;433
3358000;3269000;57
3358000;3270000;1045
3358000;3271000;1810
3358000;3272000;366
3358000;3273000;2
3358000;3275000;14
3358000;3276000;7
3358000;3277000;204
3358000;3278000;323
3358000;3279000;990
3358000;3280000;1022
3358000;3281000;556
3358000;3282000;259
3358000;3283000;9
3358000;3284000;67
3358000;3285000;24
3358000;3287000;3
3358000;3288000;21
3358000;3289000;8
3358000;3290000;10
3358000;3291000;8
3358000;3293000;9
3358000;3294000;9
3358000;3295000;160
3358000;3297000;29
3358000;3300000;30
3358000;3304000;5
3358000;3305000;24
3358000;3306000;12
3358000;3310000;19
3358000;3311000;116
3358000;3312000;68
3358000;3313000;99
3358000;3314000;15
3358000;3315000;211
3358000;3316000;29
3358000;3317000;53
3358000;3318000;13
3358000;3319000;194
3358000;3320000;60
3358000;3321000;20
3358000;3322000;4
3358000;3323000;18
3358000;3324000;6
3358000;3326000;3
3358000;3327000;32
3358000;3329000;13
3358000;3330000;22
3358000;3332000;19
3358000;3404000;668
3358000;3405000;792
3358000;3406000;4
3358000;3407000;2
3358000;3408000;3
3358000;3409000;37
3358000;3410000;41
3358000;3412000;7
3358000;3416000;8
3358000;3443000;669
3358000;3446000;309
3358000;3447000;26
3358000;3448000;208
3358000;3449000;208
3358000;3450000;26
3358000;3451000;33
3358000;3452000;7
3358000;3454000;12
3358000;3455000;44
3358000;3456000;12
3358000;3457000;29
3359000;3258000;5
3359000;3259000;2619
3359000;3260000;4715
3359000;3261000;1796
3359000;3262000;739
3359000;3263000;1631
3359000;3264000;192
3359000;3265000;757
3359000;3266000;841
3359000;3267000;1320
3359000;3268000;405
3359000;3269000;11
3359000;3270000;25
3359000;3272000;2
3359000;3274000;21
3359000;3275000;2
3359000;3276000;3
3359000;3277000;828
3359000;3278000;121
3359000;3279000;485
3359000;3281000;121
3359000;3282000;103
3359000;3283000;76
3359000;3284000;150
3359000;3285000;38
3359000;3286000;44
3359000;3287000;8
3359000;3289000;28
3359000;3290000;86
3359000;3292000;34
3359000;3293000;18
3359000;3294000;13
3359000;3295000;11
3359000;3297000;5
3359000;3298000;17
3359000;3300000;17
3359000;3303000;1
3359000;3309000;21
3359000;3310000;99
3359000;3311000;1
3359000;3312000;14
3359000;3313000;21
3359000;3314000;21
3359000;3315000;27
3359000;3316000;17
3359000;3317000;1
3359000;3319000;33
3359000;3320000;10
3359000;3321000;55
3359000;3322000;12
3359000;3323000;235
3359000;3324000;87
3359000;3325000;21
3359000;3327000;25
3359000;3328000;135
3359000;3329000;2
3359000;3330000;8
3359000;3331000;159
3359000;3332000;9
3359000;3334000;28
3359000;3335000;24
3359000;3405000;43
3359000;3406000;114
3359000;3407000;26
3359000;3408000;95
3359000;3409000;25
3359000;3410000;3
3359000;3413000;7
3359000;3415000;5
3359000;3416000;593
3359000;3438000;1
3359000;3439000;15
3359000;3441000;15
3359000;3442000;51
3359000;3443000;209
3359000;3444000;114
3359000;3447000;966
3359000;3448000;45
3359000;3451000;69
3359000;3452000;268
3359000;3453000;107
3359000;3455000;2
3359000;3456000;16
3359000;3457000;25
3359000;3458000;28
3359000;3459000;53
3359000;3462000;1
3360000;3259000;8474
3360000;3260000;4583
3360000;3261000;3620
3360000;3262000;3888
3360000;3263000;5383
3360000;3264000;1301
3360000;3265000;4
3360000;3266000;7
3360000;3267000;217
3360000;3269000;18
3360000;3270000;22
3360000;3274000;5
3360000;3276000;26
3360000;3277000;300
3360000;3278000;946
3360000;3279000;336
3360000;3280000;119
3360000;3281000;199
3360000;3283000;12
3360000;3284000;127
3360000;3285000;62
3360000;3286000;9
3360000;3287000;82
3360000;3288000;9
3360000;3289000;17
3360000;3290000;11
3360000;3291000;13
3360000;3292000;20
3360000;3293000;24
3360000;3294000;24
3360000;3295000;11
3360000;3296000;15
3360000;3298000;13
3360000;3299000;15
3360000;3305000;8
3360000;3307000;7
3360000;3308000;1
3360000;3309000;56
3360000;3313000;23
3360000;3315000;88
3360000;3321000;3
3360000;3322000;123
3360000;3323000;25
3360000;3324000;9
3360000;3325000;8
3360000;3328000;39
3360000;3329000;63
3360000;3331000;29
3360000;3332000;15
3360000;3334000;95
3360000;3335000;745
3360000;3405000;32
3360000;3406000;347
3360000;3407000;40
3360000;3408000;393
3360000;3409000;6
3360000;3410000;12
3360000;3411000;18
3360000;3414000;296
3360000;3415000;11
3360000;3416000;69
3360000;3438000;17
3360000;3441000;6
3360000;3442000;117
3360000;3443000;181
3360000;3444000;10
3360000;3445000;27
3360000;3447000;53
3360000;3449000;34
3360000;3450000;10
3360000;3451000;11
3360000;3452000;79
3360000;3453000;19
3360000;3454000;22
3360000;3455000;51
3360000;3456000;2
3360000;3457000;266
3360000;3459000;62
3360000;3460000;29
3360000;3461000;9
3360000;3462000;14
3361000;3259000;6281
3361000;3260000;6445
3361000;3261000;3877
3361000;3262000;4747
3361000;3263000;2059
3361000;3264000;201
3361000;3265000;81
3361000;3268000;23
3361000;3269000;140
3361000;3270000;18
3361000;3272000;24
3361000;3275000;51
3361000;3276000;38
3361000;3277000;571
3361000;3278000;776
3361000;3279000;712
3361000;3280000;33
3361000;3281000;391
3361000;3282000;656
3361000;3283000;130
3361000;3284000;43
3361000;3285000;18
3361000;3287000;20
3361000;3288000;18
3361000;3289000;24
3361000;3290000;17
3361000;3291000;26
3361000;3292000;14
3361000;3293000;18
3361000;3294000;55
3361000;3296000;4
3361000;3297000;4
3361000;3298000;2
3361000;3299000;6
3361000;3300000;6
3361000;3301000;70
3361000;3305000;5
3361000;3306000;77
3361000;3307000;26
3361000;3311000;22
3361000;3312000;3
3361000;3313000;17
3361000;3315000;43
3361000;3317000;11
3361000;3320000;43
3361000;3321000;30
3361000;3322000;25
3361000;3323000;21
3361000;3324000;116
3361000;3325000;32
3361000;3326000;20
3361000;3328000;56
3361000;3330000;7
3361000;3331000;30
3361000;3333000;4
3361000;3334000;18
3361000;3335000;19
3361000;3336000;49
3361000;3405000;30
3361000;3406000;33
3361000;3408000;20
3361000;3409000;29
3361000;3411000;41
3361000;3413000;24
3361000;3416000;30
3361000;3417000;31
3361000;3438000;378
3361000;3439000;6
3361000;3440000;11
3361000;3441000;8
3361000;3442000;225
3361000;3443000;26
3361000;3444000;20
3361000;3445000;7
3361000;3446000;69
3361000;3447000;13
3361000;3448000;10
3361000;3449000;28
3361000;3450000;771
3361000;3451000;22
3361000;3452000;24
3361000;3453000;52
3361000;3454000;20
3361000;3456000;17
3361000;3457000;10
3361000;3458000;36
3361000;3459000;122
3361000;3461000;96
3362000;3259000;3401
3362000;3260000;3807
3362000;3261000;4915
3362000;3262000;5362
3362000;3263000;3588
3362000;3264000;2338
3362000;3265000;2308
3362000;3266000;1
3362000;3267000;13
3362000;3269000;91
3362000;3271000;1
3362000;3273000;37
3362000;3275000;9
3362000;3276000;71
3362000;3277000;204
3362000;3278000;1740
3362000;3279000;1992
3362000;3280000;1300
3362000;3281000;740
3362000;3282000;989
3362000;3283000;52
3362000;3284000;26
3362000;3285000;16
3362000;3286000;31
3362000;3287000;5
3362000;3288000;3
3362000;3289000;28
3362000;3290000;24
3362000;3291000;18
3362000;3293000;37
3362000;3294000;37
3362000;3295000;8
3362000;3296000;9
3362000;3297000;5
3362000;3299000;10
3362000;3300000;2
3362000;3305000;3
3362000;3306000;4
3362000;3307000;20
3362000;3309000;2
3362000;3312000;31
3362000;3313000;17
3362000;3315000;146
3362000;3316000;24
3362000;3317000;10
3362000;3318000;22
3362000;3319000;21
3362000;3321000;5
3362000;3322000;37
3362000;3324000;31
3362000;3326000;22
3362000;3327000;7
3362000;3329000;33
3362000;3330000;5
3362000;3331000;65
3362000;3332000;88
3362000;3333000;51
3362000;3334000;21
3362000;3335000;30
3362000;3337000;29
3362000;3405000;5
3362000;3407000;27
3362000;3408000;50
3362000;3410000;123
3362000;3414000;34
3362000;3417000;28
3362000;3436000;7
3362000;3439000;4
3362000;3440000;6
3362000;3441000;12
3362000;3442000;5
3362000;3443000;100
3362000;3444000;30
3362000;3445000;40
3362000;3446000;4
3362000;3447000;573
3362000;3448000;57
3362000;3449000;9
3362000;3450000;20
3362000;3451000;16
3362000;3452000;13
3362000;3454000;26
3362000;3455000;18
3362000;3456000;23
3362000;3457000;10
3362000;3458000;91
3362000;3459000;45
3362000;3460000;23
3362000;3461000;32
3362000;3462000;10
3363000;3259000;2644
3363000;3260000;890
3363000;3261000;681
3363000;3262000;1103
3363000;3263000;2087
3363000;3264000;3074
3363000;3265000;1541
3363000;3266000;688
3363000;3267000;55
3363000;3268000;7
3363000;3269000;11
3363000;3270000;5
3363000;3271000;5
3363000;3276000;8
3363000;3277000;58
3363000;3278000;698
3363000;3279000;915
3363000;3280000;51
3363000;3281000;21
3363000;3282000;17
3363000;3283000;9
3363000;3284000;100
3363000;3285000;20
3363000;3286000;16
3363000;3287000;55
3363000;3288000;112
3363000;3289000;53
3363000;3290000;61
3363000;3291000;88
3363000;3292000;17
3363000;3293000;15
3363000;3294000;23
3363000;3295000;13
3363000;3296000;14
3363000;3298000;13
3363000;3299000;13
3363000;3301000;7
3363000;3302000;36
3363000;3303000;11
3363000;3304000;7
3363000;3306000;9
3363000;3307000;27
3363000;3308000;1
3363000;3312000;19
3363000;3313000;76
3363000;3314000;145
3363000;3315000;2116
3363000;3316000;535
3363000;3318000;125
3363000;3321000;6
3363000;3323000;39
3363000;3324000;66
3363000;3326000;13
3363000;3328000;12
3363000;3329000;26
3363000;3330000;15
3363000;3331000;7
3363000;3332000;89
3363000;3333000;18
3363000;3334000;28
3363000;3335000;20
3363000;3336000;62
3363000;3337000;508
3363000;3338000;20
3363000;3405000;36
3363000;3407000;160
3363000;3408000;42
3363000;3409000;103
3363000;3411000;61
3363000;3417000;16
3363000;3418000;12
3363000;3436000;1
3363000;3437000;18
3363000;3438000;15
3363000;3439000;8
3363000;3440000;3
3363000;3441000;4
3363000;3443000;24
3363000;3444000;9
3363000;3445000;50
3363000;3446000;33
3363000;3447000;4
3363000;3448000;1
3363000;3449000;37
3363000;3450000;8
3363000;3452000;22
3363000;3454000;123
3363000;3457000;6
3363000;3458000;37
3363000;3459000;11
3363000;3460000;53
3363000;3461000;9
3363000;3462000;16
3364000;3259000;2263
3364000;3260000;9
3364000;3261000;2355
3364000;3262000;333
3364000;3263000;999
3364000;3264000;3213
3364000;3265000;3681
3364000;3266000;2651
3364000;3268000;83
3364000;3269000;3
3364000;3270000;35
3364000;3272000;8
3364000;3277000;36
3364000;3278000;243
3364000;3279000;680
3364000;3280000;87
3364000;3281000;5
3364000;3282000;17
3364000;3283000;17
3364000;3284000;36
3364000;3285000;24
3364000;3286000;8
3364000;3287000;132
3364000;3288000;378
3364000;3289000;1631
3364000;3290000;84
3364000;3291000;22
3364000;3292000;12
3364000;3293000;153
3364000;3294000;14
3364000;3295000;40
3364000;3296000;1
3364000;3301000;3
3364000;3303000;30
3364000;3306000;5
3364000;3307000;9
3364000;3308000;12
3364000;3309000;13
3364000;3311000;19
3364000;3313000;149
3364000;3314000;425
3364000;3316000;13
3364000;3318000;50
3364000;3319000;6
3364000;3320000;8
3364000;3321000;12
3364000;3325000;24
3364000;3327000;12
3364000;3333000;6
3364000;3334000;9
3364000;3335000;37
3364000;3336000;26
3364000;3337000;17
3364000;3406000;79
3364000;3407000;260
3364000;3408000;12
3364000;3409000;35
3364000;3410000;41
3364000;3412000;10
3364000;3418000;240
3364000;3436000;11
3364000;3438000;101
3364000;3439000;24
3364000;3440000;2
3364000;3441000;13
3364000;3442000;20
3364000;3443000;23
3364000;3444000;18
3364000;3446000;6
3364000;3447000;18
3364000;3448000;9
3364000;3449000;3
3364000;3450000;22
3364000;3451000;7
3364000;3452000;7
3364000;3453000;17
3364000;3454000;69
3364000;3455000;82
3364000;3456000;17
3364000;3458000;11
3364000;3459000;44
3364000;3461000;14
3364000;3462000;19
3365000;3260000;7
3365000;3261000;359
3365000;3262000;2783
3365000;3263000;385
3365000;3264000;367
3365000;3265000;792
3365000;3266000;1644
3365000;3267000;40
3365000;3268000;426
3365000;3269000;347
3365000;3270000;68
3365000;3278000;13
3365000;3279000;84
3365000;3280000;7
3365000;3281000;48
3365000;3282000;39
3365000;3283000;25
3365000;3284000;12
3365000;3285000;53
3365000;3286000;8
3365000;3287000;5
3365000;3289000;32
3365000;3290000;184
3365000;3291000;37
3365000;3292000;22
3365000;3293000;13
3365000;3294000;15
3365000;3295000;17
3365000;3296000;18
3365000;3297000;9
3365000;3298000;65
3365000;3300000;24
3365000;3303000;176
3365000;3304000;25
3365000;3305000;8
3365000;3306000;5
3365000;3307000;10
3365000;3310000;20
3365000;3311000;18
3365000;3315000;125
3365000;3316000;38
3365000;3319000;83
3365000;3321000;23
3365000;3323000;32
3365000;3325000;23
3365000;3326000;31
3365000;3329000;23
3365000;3330000;91
3365000;3331000;99
3365000;3333000;42
3365000;3334000;33
3365000;3335000;17
3365000;3339000;53
3365000;3340000;3
3365000;3405000;6
3365000;3406000;23
3365000;3407000;51
3365000;3408000;38
3365000;3409000;23
3365000;3410000;20
3365000;3411000;15
3365000;3412000;7
3365000;3414000;10
3365000;3417000;16
3365000;3418000;66
3365000;3419000;29
3365000;3420000;23
3365000;3437000;16
3365000;3438000;106
3365000;3439000;121
3365000;3440000;11
3365000;3441000;22
3365000;3444000;36
3365000;3445000;161
3365000;3446000;1
3365000;3448000;2
3365000;3449000;40
3365000;3450000;21
3365000;3453000;58
3365000;3457000;3
3365000;3458000;54
3365000;3459000;164
3365000;3460000;62
3365000;3461000;49
3365000;3462000;145
3366000;3259000;172
3366000;3261000;2
3366000;3262000;2824
3366000;3263000;2241
3366000;3264000;828
3366000;3265000;959
3366000;3266000;83
3366000;3267000;2836
3366000;3268000;1145
3366000;3269000;15
3366000;3270000;8
3366000;3271000;17
3366000;3273000;5
3366000;3275000;17
3366000;3277000;8
3366000;3279000;606
3366000;3280000;351
3366000;3283000;34
3366000;3284000;11
3366000;3285000;48
3366000;3286000;9
3366000;3287000;12
3366000;3288000;4
3366000;3289000;27
3366000;3291000;23
3366000;3293000;7
3366000;3294000;15
3366000;3296000;39
3366000;3297000;5
3366000;3298000;45
3366000;3299000;179
3366000;3300000;6
3366000;3301000;36
3366000;3302000;10
3366000;3304000;1
3366000;3307000;11
3366000;3309000;21
3366000;3310000;7
3366000;3312000;12
3366000;3314000;43
3366000;3315000;67
3366000;3316000;54
3366000;3318000;7
3366000;3319000;38
3366000;3320000;46
3366000;3322000;39
3366000;3323000;121
3366000;3326000;41
3366000;3327000;38
3366000;3329000;40
3366000;3331000;31
3366000;3334000;29
3366000;3335000;26
3366000;3336000;14
3366000;3337000;10
3366000;3339000;58
3366000;3341000;11
3366000;3342000;25
3366000;3406000;29
3366000;3407000;4
3366000;3408000;11
3366000;3410000;6
3366000;3416000;6
3366000;3417000;4
3366000;3418000;4
3366000;3419000;18
3366000;3420000;38
3366000;3421000;186
3366000;3436000;13
3366000;3437000;254
3366000;3438000;70
3366000;3439000;69
3366000;3444000;451
3366000;3445000;342
3366000;3446000;25
3366000;3448000;9
3366000;3449000;17
3366000;3450000;9
3366000;3451000;40
3366000;3452000;7
3366000;3455000;5
3366000;3456000;4
3366000;3457000;2
3366000;3458000;13
3366000;3459000;35
3366000;3460000;568
3366000;3461000;61
3366000;3462000;210
3366000;3463000;24
3367000;3259000;392
3367000;3262000;642
3367000;3263000;2173
3367000;3264000;2196
3367000;3265000;375
3367000;3266000;679
3367000;3267000;1682
3367000;3268000;1175
3367000;3273000;14
3367000;3278000;38
3367000;3279000;864
3367000;3280000;341
3367000;3281000;9
3367000;3285000;14
3367000;3288000;17
3367000;3290000;20
3367000;3291000;212
3367000;3292000;24
3367000;3293000;22
3367000;3294000;20
3367000;3295000;10
3367000;3296000;2
3367000;3297000;9
3367000;3298000;52
3367000;3299000;5
3367000;3300000;26
3367000;3301000;4
3367000;3302000;6
3367000;3303000;16
3367000;3304000;3
3367000;3307000;18
3367000;3308000;9
3367000;3309000;14
3367000;3310000;2
3367000;3311000;9
3367000;3312000;4
3367000;3313000;5
3367000;3315000;21
3367000;3316000;64
3367000;3318000;7
3367000;3319000;104
3367000;3320000;46
3367000;3323000;2
3367000;3325000;6
3367000;3326000;17
3367000;3328000;25
3367000;3329000;89
3367000;3330000;1
3367000;3332000;5
3367000;3333000;14
3367000;3336000;30
3367000;3337000;6
3367000;3338000;16
3367000;3342000;155
3367000;3344000;16
3367000;3406000;36
3367000;3407000;19
3367000;3408000;12
3367000;3409000;17
3367000;3410000;9
3367000;3411000;14
3367000;3412000;9
3367000;3415000;13
3367000;3417000;2
3367000;3418000;32
3367000;3419000;25
3367000;3421000;51
3367000;3422000;20
3367000;3425000;88
3367000;3427000;4
3367000;3434000;656
3367000;3435000;25
3367000;3438000;41
3367000;3439000;31
3367000;3440000;43
3367000;3441000;18
3367000;3442000;2
3367000;3444000;13
3367000;3445000;16
3367000;3446000;20
3367000;3447000;32
3367000;3448000;32
3367000;3449000;7
3367000;3451000;100
3367000;3452000;13
3367000;3453000;14
3367000;3456000;11
3367000;3457000;20
3367000;3458000;110
3367000;3459000;44
3367000;3460000;16
3367000;3462000;784
3367000;3463000;38
3368000;3260000;170
3368000;3261000;99
3368000;3262000;797
3368000;3263000;1787
3368000;3264000;116
3368000;3265000;16
3368000;3266000;457
3368000;3267000;617
3368000;3268000;650
3368000;3269000;22
3368000;3270000;6
3368000;3274000;1
3368000;3275000;10
3368000;3277000;25
3368000;3278000;391
3368000;3279000;1604
3368000;3280000;19
3368000;3285000;8
3368000;3288000;13
3368000;3289000;29
3368000;3290000;8
3368000;3292000;27
3368000;3293000;6
3368000;3294000;12
3368000;3295000;29
3368000;3296000;25
3368000;3298000;21
3368000;3299000;6
3368000;3301000;12
3368000;3302000;6
3368000;3303000;36
3368000;3304000;26
3368000;3305000;17
3368000;3306000;4
3368000;3307000;9
3368000;3308000;15
3368000;3309000;26
3368000;3310000;8
3368000;3311000;51
3368000;3312000;7
3368000;3313000;17
3368000;3315000;30
3368000;3316000;30
3368000;3317000;59
3368000;3318000;13
3368000;3319000;12
3368000;3323000;37
3368000;3324000;11
3368000;3325000;53
3368000;3327000;27
3368000;3329000;89
3368000;3332000;23
3368000;3333000;14
3368000;3335000;28
3368000;3336000;41
3368000;3337000;27
3368000;3338000;24
3368000;3339000;32
3368000;3341000;17
3368000;3342000;51
3368000;3343000;65
3368000;3344000;31
3368000;3406000;318
3368000;3407000;18
3368000;3408000;16
3368000;3409000;26
3368000;3410000;28
3368000;3413000;13
3368000;3414000;37
3368000;3415000;2
3368000;3418000;28
3368000;3421000;17
3368000;3422000;1
3368000;3423000;26
3368000;3424000;173
3368000;3433000;93
3368000;3434000;220
3368000;3435000;35
3368000;3438000;2
3368000;3439000;56
3368000;3440000;21
3368000;3441000;45
3368000;3442000;23
3368000;3443000;15
3368000;3444000;14
3368000;3445000;18
3368000;3446000;4
3368000;3447000;115
3368000;3448000;10
3368000;3449000;40
3368000;3456000;37
3368000;3457000;10
3368000;3458000;66
3368000;3459000;12
3368000;3460000;8
3368000;3461000;12
3368000;3462000;4
3368000;3463000;28
3369000;3255000;233
3369000;3256000;2554
3369000;3259000;15
3369000;3261000;314
3369000;3262000;3684
3369000;3263000;1468
3369000;3266000;7
3369000;3267000;4
3369000;3268000;674
3369000;3269000;236
3369000;3270000;203
3369000;3271000;155
3369000;3272000;22
3369000;3273000;21
3369000;3275000;204
3369000;3276000;554
3369000;3277000;702
3369000;3278000;632
3369000;3279000;121
3369000;3280000;9
3369000;3284000;6
3369000;3286000;15
3369000;3289000;22
3369000;3290000;3
3369000;3291000;33
3369000;3292000;109
3369000;3293000;66
3369000;3294000;37
3369000;3295000;10
3369000;3296000;8
3369000;3297000;9
3369000;3298000;10
3369000;3300000;21
3369000;3301000;23
3369000;3302000;6
3369000;3303000;51
3369000;3304000;14
3369000;3305000;20
3369000;3306000;38
3369000;3307000;17
3369000;3308000;18
3369000;3309000;28
3369000;3310000;39
3369000;3311000;69
3369000;3312000;27
3369000;3313000;3
3369000;3314000;6
3369000;3316000;12
3369000;3317000;4
3369000;3318000;30
3369000;3321000;33
3369000;3322000;1
3369000;3323000;8
3369000;3324000;4
3369000;3325000;14
3369000;3326000;139
3369000;3327000;33
3369000;3328000;35
3369000;3329000;20
3369000;3331000;29
3369000;3334000;26
3369000;3335000;62
3369000;3336000;12
3369000;3337000;108
3369000;3340000;26
3369000;3341000;24
3369000;3343000;33
3369000;3344000;293
3369000;3345000;136
3369000;3346000;365
3369000;3347000;1049
3369000;3348000;5784
3369000;3349000;1380
3369000;3405000;12
3369000;3406000;78
3369000;3407000;27
3369000;3408000;63
3369000;3409000;51
3369000;3410000;2
3369000;3412000;76
3369000;3414000;34
3369000;3415000;72
3369000;3417000;32
3369000;3418000;22
3369000;3419000;152
3369000;3420000;14
3369000;3421000;99
3369000;3423000;25
3369000;3424000;45
3369000;3425000;111
3369000;3426000;30
3369000;3427000;27
3369000;3433000;51
3369000;3434000;92
3369000;3436000;39
3369000;3437000;10
3369000;3438000;6
3369000;3440000;31
3369000;3441000;179
3369000;3442000;146
3369000;3443000;20
3369000;3444000;72
3369000;3445000;280
3369000;3446000;32
3369000;3447000;7
3369000;3448000;33
3369000;3449000;10
3369000;3451000;16
3369000;3452000;45
3369000;3453000;13
3369000;3454000;17
3369000;3457000;14
3369000;3459000;13
3369000;3460000;8
3370000;3254000;2051
3370000;3255000;4291
3370000;3256000;3547
3370000;3257000;504
3370000;3258000;902
3370000;3259000;2274
3370000;3260000;2312
3370000;3262000;1221
3370000;3263000;2231
3370000;3264000;6
3370000;3265000;15
3370000;3267000;14
3370000;3268000;1477
3370000;3269000;1950
3370000;3270000;1977
3370000;3271000;155
3370000;3273000;6
3370000;3274000;14
3370000;3276000;58
3370000;3277000;702
3370000;3278000;392
3370000;3279000;1008
3370000;3280000;12
3370000;3285000;11
3370000;3286000;3
3370000;3287000;9
3370000;3290000;7
3370000;3291000;71
3370000;3292000;34
3370000;3293000;3
3370000;3295000;5
3370000;3296000;18
3370000;3297000;14
3370000;3298000;19
3370000;3300000;20
3370000;3302000;11
3370000;3303000;2
3370000;3304000;25
3370000;3305000;7
3370000;3306000;21
3370000;3307000;7
3370000;3308000;14
3370000;3309000;6
3370000;3310000;22
3370000;3311000;37
3370000;3312000;3
3370000;3313000;11
3370000;3314000;7
3370000;3317000;61
3370000;3320000;24
3370000;3321000;14
3370000;3324000;19
3370000;3326000;46
3370000;3330000;13
3370000;3331000;36
3370000;3332000;54
3370000;3336000;39
3370000;3337000;31
