X_MIN000;Y_MIN000;TOT_P
3393000;3235000;54
3393000;3236000;159
3393000;3237000;13
3393000;3238000;200
3393000;3239000;12
3393000;3240000;13
3393000;3241000;51
3393000;3243000;504
3393000;3244000;2914
3393000;3245000;24
3393000;3248000;2
3393000;3249000;1984
3393000;3250000;1257
3393000;3251000;810
3393000;3254000;1396
3393000;3255000;2
3393000;3256000;4103
3393000;3257000;3060
3393000;3258000;238
3393000;3266000;249
3393000;3267000;1265
3393000;3269000;390
3393000;3270000;252
3393000;3271000;21
3393000;3273000;19
3393000;3276000;24
3393000;3286000;24
3393000;3289000;60
3393000;3290000;98
3393000;3293000;17
3393000;3295000;33
3393000;3296000;35
3393000;3307000;25
3393000;3308000;42
3393000;3309000;308
3393000;3310000;16
3393000;3360000;1
3393000;3361000;24
3393000;3362000;22
3393000;3365000;35
3393000;3366000;74
3393000;3374000;29
3393000;3379000;15
3393000;3380000;12
3393000;3381000;28
3393000;3382000;34
3393000;3383000;13
3393000;3384000;1
3393000;3385000;7
3393000;3386000;83
3393000;3389000;6
3393000;3391000;2
3393000;3400000;29
3393000;3410000;1
3393000;3415000;5
3393000;3416000;16
3393000;3421000;9
3393000;3424000;26
3393000;3437000;11
3393000;3438000;48
3394000;3227000;42
3394000;3229000;24
3394000;3234000;241
3394000;3235000;23
3394000;3236000;184
3394000;3237000;110
3394000;3238000;526
3394000;3239000;38
3394000;3240000;18
3394000;3241000;1705
3394000;3242000;36
3394000;3243000;1028
3394000;3244000;1587
3394000;3245000;106
3394000;3249000;1595
3394000;3253000;238
3394000;3254000;2637
3394000;3256000;2253
3394000;3258000;348
3394000;3259000;1898
3394000;3260000;444
3394000;3264000;54
3394000;3266000;1303
3394000;3267000;1762
3394000;3270000;4
3394000;3271000;33
3394000;3273000;12
3394000;3284000;50
3394000;3287000;11
3394000;3288000;9
3394000;3289000;114
3394000;3290000;263
3394000;3291000;122
3394000;3292000;42
3394000;3304000;14
3394000;3307000;25
3394000;3308000;7
3394000;3310000;5
3394000;3311000;4
3394000;3312000;3
3394000;3316000;6
3394000;3359000;12
3394000;3360000;57
3394000;3361000;6
3394000;3364000;75
3394000;3365000;13
3394000;3382000;115
3394000;3383000;25
3394000;3384000;28
3394000;3386000;19
3394000;3392000;8
3394000;3415000;5
3394000;3438000;834
3394000;3439000;1087
3395000;3226000;7
3395000;3227000;81
3395000;3228000;7
3395000;3229000;69
3395000;3230000;83
3395000;3235000;5
3395000;3236000;148
3395000;3237000;11
3395000;3238000;44
3395000;3241000;1356
3395000;3242000;10
3395000;3243000;54
3395000;3247000;725
3395000;3248000;2106
3395000;3249000;1092
3395000;3250000;25
3395000;3251000;1055
3395000;3252000;3754
3395000;3253000;3462
3395000;3254000;2372
3395000;3255000;1561
3395000;3256000;1082
3395000;3258000;467
3395000;3259000;4
3395000;3264000;1192
3395000;3265000;573
3395000;3266000;1846
3395000;3267000;23
3395000;3285000;5
3395000;3287000;1
3395000;3288000;26
3395000;3289000;7
3395000;3291000;13
3395000;3292000;11
3395000;3294000;28
3395000;3306000;20
3395000;3307000;23
3395000;3309000;1
3395000;3312000;11
3395000;3325000;18
3395000;3345000;25
3395000;3360000;21
3395000;3361000;20
3395000;3362000;5
3395000;3367000;14
3395000;3368000;88
3395000;3382000;22
3395000;3383000;5
3395000;3384000;12
3395000;3385000;5
3395000;3391000;32
3395000;3413000;1
3395000;3415000;3
3395000;3416000;18
3395000;3422000;20
3395000;3437000;6
3395000;3438000;1091
3395000;3439000;505
3395000;3440000;47
3396000;3226000;527
3396000;3227000;953
3396000;3228000;50
3396000;3229000;7
3396000;3230000;41
3396000;3231000;19
3396000;3233000;120
3396000;3235000;124
3396000;3236000;19
3396000;3240000;275
3396000;3241000;797
3396000;3242000;90
3396000;3246000;224
3396000;3247000;1272
3396000;3248000;315
3396000;3249000;2806
3396000;3250000;136
3396000;3251000;913
3396000;3252000;1515
3396000;3253000;1447
3396000;3254000;185
3396000;3255000;816
3396000;3256000;208
3396000;3257000;2201
3396000;3258000;1971
3396000;3260000;622
3396000;3263000;379
3396000;3264000;3319
3396000;3265000;650
3396000;3266000;172
3396000;3267000;45
3396000;3285000;7
3396000;3287000;32
3396000;3289000;29
3396000;3290000;5
3396000;3291000;25
3396000;3297000;28
3396000;3307000;12
3396000;3308000;18
3396000;3310000;6
3396000;3311000;16
3396000;3312000;12
3396000;3313000;4
3396000;3314000;13
3396000;3315000;10
3396000;3361000;16
3396000;3362000;26
3396000;3363000;7
3396000;3367000;74
3396000;3368000;1
3396000;3383000;29
3396000;3384000;9
3396000;3385000;33
3396000;3400000;30
3396000;3410000;7
3396000;3415000;146
3396000;3416000;194
3396000;3420000;32
3396000;3421000;67
3396000;3438000;21
3397000;3226000;1674
3397000;3227000;550
3397000;3229000;150
3397000;3230000;191
3397000;3233000;12
3397000;3235000;55
3397000;3237000;4
3397000;3238000;40
3397000;3240000;113
3397000;3241000;1121
3397000;3242000;2298
3397000;3243000;865
3397000;3244000;65
3397000;3245000;149
3397000;3246000;21
3397000;3248000;31
3397000;3249000;871
3397000;3250000;1019
3397000;3251000;1493
3397000;3252000;1745
3397000;3254000;1333
3397000;3255000;1831
3397000;3256000;1280
3397000;3257000;5
3397000;3260000;1703
3397000;3262000;88
3397000;3263000;4390
3397000;3264000;2680
3397000;3265000;734
3397000;3266000;525
3397000;3285000;2
3397000;3290000;18
3397000;3292000;19
3397000;3294000;6
3397000;3295000;30
3397000;3308000;13
3397000;3309000;4
3397000;3310000;5
3397000;3311000;9
3397000;3312000;33
3397000;3313000;109
3397000;3332000;22
3397000;3343000;6
3397000;3344000;8
3397000;3364000;40
3397000;3365000;31
3397000;3367000;5
3397000;3368000;3
3397000;3383000;2
3397000;3384000;72
3397000;3385000;14
3397000;3386000;2
3397000;3410000;45
3397000;3411000;48
3397000;3416000;29
3397000;3439000;156
3397000;3440000;280
3398000;3226000;1815
3398000;3227000;214
3398000;3230000;3
3398000;3231000;27
3398000;3233000;116
3398000;3234000;129
3398000;3236000;90
3398000;3237000;41
3398000;3238000;24
3398000;3239000;97
3398000;3240000;75
3398000;3241000;1985
3398000;3242000;1148
3398000;3243000;2151
3398000;3244000;332
3398000;3245000;1
3398000;3247000;122
3398000;3251000;3500
3398000;3252000;2084
3398000;3253000;2125
3398000;3254000;486
3398000;3260000;108
3398000;3261000;3276
3398000;3262000;2717
3398000;3263000;1201
3398000;3264000;279
3398000;3266000;16
3398000;3268000;56
3398000;3284000;8
3398000;3285000;26
3398000;3288000;6
3398000;3290000;50
3398000;3294000;15
3398000;3308000;207
3398000;3309000;54
3398000;3311000;6
3398000;3313000;6
3398000;3314000;9
3398000;3315000;3
3398000;3326000;6
3398000;3343000;5
3398000;3348000;22
3398000;3363000;10
3398000;3365000;69
3398000;3367000;26
3398000;3368000;149
3398000;3369000;5
3398000;3372000;5
3398000;3385000;25
3398000;3411000;19
3398000;3417000;46
3398000;3420000;8
3398000;3421000;13
3398000;3439000;1087
3398000;3440000;1040
3399000;3226000;68
3399000;3227000;8
3399000;3228000;16
3399000;3230000;66
3399000;3231000;37
3399000;3234000;223
3399000;3236000;98
3399000;3238000;37
3399000;3240000;6
3399000;3241000;41
3399000;3242000;408
3399000;3243000;2671
3399000;3244000;527
3399000;3246000;47
3399000;3251000;1006
3399000;3256000;2
3399000;3260000;1351
3399000;3261000;245
3399000;3262000;2229
3399000;3263000;716
3399000;3264000;422
3399000;3275000;20
3399000;3284000;18
3399000;3285000;17
3399000;3286000;10
3399000;3287000;16
3399000;3289000;29
3399000;3290000;28
3399000;3291000;20
3399000;3293000;21
3399000;3308000;25
3399000;3311000;17
3399000;3312000;12
3399000;3313000;29
3399000;3315000;6
3399000;3316000;21
3399000;3317000;3
3399000;3341000;16
3399000;3342000;20
3399000;3343000;9
3399000;3352000;12
3399000;3356000;31
3399000;3365000;13
3399000;3368000;18
3399000;3369000;10
3399000;3370000;75
3399000;3371000;28
3399000;3372000;63
3399000;3385000;11
3399000;3411000;9
3399000;3413000;24
3399000;3415000;6
3399000;3417000;7
3399000;3420000;4
3399000;3421000;18
3399000;3439000;173
3399000;3440000;209
3400000;3226000;213
3400000;3227000;29
3400000;3228000;16
3400000;3234000;6
3400000;3235000;119
3400000;3236000;28
3400000;3237000;109
3400000;3240000;44
3400000;3241000;386
3400000;3243000;21
3400000;3244000;4046
3400000;3245000;2166
3400000;3246000;64
3400000;3247000;18
3400000;3249000;9
3400000;3250000;2
3400000;3251000;631
3400000;3254000;9
3400000;3259000;1257
3400000;3260000;210
3400000;3261000;758
3400000;3262000;626
3400000;3265000;1
3400000;3266000;925
3400000;3267000;2076
3400000;3268000;5
3400000;3269000;15
3400000;3271000;17
3400000;3272000;40
3400000;3286000;189
3400000;3290000;52
3400000;3291000;13
3400000;3294000;23
3400000;3296000;2
3400000;3297000;36
3400000;3299000;6
3400000;3309000;18
3400000;3310000;158
3400000;3312000;15
3400000;3314000;24
3400000;3315000;4
3400000;3336000;27
3400000;3338000;16
3400000;3340000;8
3400000;3341000;4
3400000;3342000;4
3400000;3345000;23
3400000;3346000;12
3400000;3347000;27
3400000;3354000;59
3400000;3355000;12
3400000;3358000;17
3400000;3366000;36
3400000;3367000;18
3400000;3370000;36
3400000;3372000;72
3400000;3373000;10
3400000;3374000;2
3400000;3378000;43
3400000;3411000;4
3400000;3413000;2
3400000;3416000;6
3400000;3417000;17
3400000;3419000;22
3400000;3420000;9
3400000;3424000;24
3400000;3425000;54
3400000;3433000;27
3400000;3439000;46
3400000;3440000;1270
3401000;3226000;2448
3401000;3227000;2380
3401000;3228000;915
3401000;3229000;312
3401000;3231000;94
3401000;3233000;42
3401000;3234000;281
3401000;3235000;290
3401000;3236000;311
3401000;3238000;6
3401000;3240000;383
3401000;3241000;937
3401000;3242000;52
3401000;3244000;2897
3401000;3245000;1045
3401000;3247000;89
3401000;3248000;323
3401000;3249000;851
3401000;3250000;2831
3401000;3251000;212
3401000;3252000;13
3401000;3253000;34
3401000;3254000;974
3401000;3255000;449
3401000;3257000;149
3401000;3258000;3248
3401000;3259000;3815
3401000;3260000;353
3401000;3265000;2
3401000;3266000;1399
3401000;3267000;1628
3401000;3268000;1887
3401000;3269000;249
3401000;3285000;11
3401000;3286000;22
3401000;3287000;15
3401000;3288000;15
3401000;3289000;6
3401000;3290000;22
3401000;3291000;9
3401000;3295000;13
3401000;3298000;26
3401000;3309000;27
3401000;3311000;2
3401000;3314000;16
3401000;3317000;9
3401000;3318000;14
3401000;3325000;2
3401000;3326000;47
3401000;3327000;21
3401000;3335000;21
3401000;3337000;29
3401000;3341000;160
3401000;3342000;28
3401000;3353000;54
3401000;3354000;1
3401000;3357000;12
3401000;3359000;68
3401000;3360000;11
3401000;3372000;7
3401000;3373000;1
3401000;3374000;7
3401000;3375000;12
3401000;3376000;9
3401000;3386000;32
3401000;3412000;13
3401000;3413000;290
3401000;3419000;225
3401000;3420000;5
3401000;3422000;25
3401000;3423000;2
3401000;3424000;46
3401000;3426000;22
3401000;3430000;43
3401000;3431000;14
3401000;3432000;102
3401000;3433000;26
3401000;3434000;49
3401000;3435000;168
3401000;3437000;34
3401000;3439000;46
3401000;3440000;40
3402000;3225000;9
3402000;3226000;1266
3402000;3227000;5698
3402000;3228000;3423
3402000;3229000;1345
3402000;3233000;80
3402000;3235000;3
3402000;3237000;83
3402000;3238000;4
3402000;3240000;602
3402000;3241000;719
3402000;3243000;9
3402000;3244000;1779
3402000;3245000;2234
3402000;3246000;1394
3402000;3247000;16
3402000;3248000;12
3402000;3249000;2429
3402000;3250000;2887
3402000;3251000;4
3402000;3252000;335
3402000;3253000;1107
3402000;3254000;799
3402000;3256000;212
3402000;3257000;2475
3402000;3258000;1202
3402000;3259000;342
3402000;3263000;15
3402000;3264000;68
3402000;3265000;447
3402000;3266000;2623
3402000;3267000;1362
3402000;3268000;1324
3402000;3269000;821
3402000;3271000;6
3402000;3287000;8
3402000;3288000;186
3402000;3290000;5
3402000;3291000;17
3402000;3292000;2
3402000;3293000;25
3402000;3294000;22
3402000;3295000;9
3402000;3297000;21
3402000;3299000;16
3402000;3311000;13
3402000;3312000;13
3402000;3314000;29
3402000;3315000;24
3402000;3316000;4
3402000;3326000;6
3402000;3327000;10
3402000;3328000;10
3402000;3341000;15
3402000;3346000;46
3402000;3347000;24
3402000;3348000;19
3402000;3361000;46
3402000;3362000;110
3402000;3363000;15
3402000;3364000;21
3402000;3365000;11
3402000;3374000;44
3402000;3375000;29
3402000;3376000;146
3402000;3377000;30
3402000;3379000;18
3402000;3394000;5
3402000;3402000;8
3402000;3412000;32
3402000;3413000;24
3402000;3414000;33
3402000;3416000;13
3402000;3417000;14
3402000;3418000;44
3402000;3419000;216
3402000;3420000;10
3402000;3424000;21
3402000;3425000;254
3402000;3426000;298
3402000;3427000;18
3402000;3428000;18
3402000;3429000;212
3402000;3430000;223
3402000;3431000;333
3402000;3432000;89
3402000;3433000;31
3402000;3434000;77
3402000;3435000;36
3402000;3436000;9
3402000;3437000;29
3402000;3438000;72
3402000;3439000;51
3402000;3440000;13
3403000;3225000;286
3403000;3226000;1895
3403000;3227000;6103
3403000;3228000;3568
3403000;3229000;3172
3403000;3230000;27
3403000;3232000;59
3403000;3234000;138
3403000;3235000;72
3403000;3236000;63
3403000;3237000;22
3403000;3238000;53
3403000;3239000;108
3403000;3240000;38
3403000;3241000;863
3403000;3242000;63
3403000;3243000;8
3403000;3244000;785
3403000;3245000;2192
3403000;3246000;3285
3403000;3247000;479
3403000;3248000;3858
3403000;3249000;2315
3403000;3250000;3768
3403000;3251000;684
3403000;3252000;3134
3403000;3253000;214
3403000;3254000;682
3403000;3255000;586
3403000;3256000;1501
3403000;3257000;6
3403000;3260000;5
3403000;3261000;10
3403000;3262000;3
3403000;3263000;1452
3403000;3264000;68
3403000;3265000;3509
3403000;3266000;3729
3403000;3267000;4502
3403000;3268000;2945
3403000;3269000;29
3403000;3270000;51
3403000;3285000;12
3403000;3286000;11
3403000;3287000;17
3403000;3289000;22
3403000;3290000;84
3403000;3291000;137
3403000;3294000;2
3403000;3296000;13
3403000;3310000;5
3403000;3311000;20
3403000;3312000;26
3403000;3315000;9
3403000;3316000;15
3403000;3317000;23
3403000;3325000;70
3403000;3328000;13
3403000;3329000;15
3403000;3330000;5
3403000;3331000;31
3403000;3333000;10
3403000;3340000;3
3403000;3342000;4
3403000;3343000;32
3403000;3345000;44
3403000;3348000;12
3403000;3351000;17
3403000;3352000;8
3403000;3356000;2
3403000;3363000;9
3403000;3364000;87
3403000;3365000;16
3403000;3368000;15
3403000;3375000;24
3403000;3376000;13
3403000;3377000;9
3403000;3388000;9
3403000;3392000;12
3403000;3408000;1
3403000;3415000;35
3403000;3416000;36
3403000;3417000;9
3403000;3418000;34
3403000;3419000;56
3403000;3420000;1
3403000;3423000;14
3403000;3424000;524
3403000;3426000;46
3403000;3427000;4
3403000;3428000;20
3403000;3429000;54
3403000;3430000;35
3403000;3431000;5
3403000;3433000;1
3403000;3434000;267
3403000;3435000;47
3403000;3436000;11
3403000;3437000;157
3403000;3438000;117
3403000;3439000;342
3403000;3440000;98
3403000;3441000;51
3403000;3446000;39
3403000;3447000;3
3404000;3226000;2
3404000;3227000;3796
3404000;3228000;6096
3404000;3229000;3041
3404000;3230000;8
3404000;3231000;267
3404000;3232000;926
3404000;3233000;159
3404000;3234000;1238
3404000;3235000;1810
3404000;3236000;3
3404000;3238000;18
3404000;3239000;508
3404000;3240000;16
3404000;3241000;1313
3404000;3242000;16
3404000;3245000;493
3404000;3246000;831
3404000;3247000;3624
3404000;3248000;2285
3404000;3249000;31
3404000;3251000;1930
3404000;3252000;630
3404000;3253000;74
3404000;3254000;2069
3404000;3255000;929
3404000;3256000;128
3404000;3257000;14
3404000;3258000;587
3404000;3259000;1770
3404000;3260000;1463
3404000;3261000;901
3404000;3262000;1778
3404000;3263000;999
3404000;3265000;316
3404000;3266000;327
3404000;3267000;3079
3404000;3268000;2508
3404000;3269000;224
3404000;3270000;82
3404000;3271000;252
3404000;3274000;11
3404000;3275000;5
3404000;3284000;3
3404000;3287000;32
3404000;3290000;23
3404000;3300000;78
3404000;3311000;13
3404000;3314000;7
3404000;3318000;5
3404000;3325000;4
3404000;3328000;100
3404000;3331000;10
3404000;3340000;4
3404000;3341000;18
3404000;3342000;19
3404000;3343000;10
3404000;3345000;84
3404000;3350000;7
3404000;3351000;5
3404000;3352000;34
3404000;3360000;37
3404000;3363000;33
3404000;3364000;160
3404000;3365000;52
3404000;3389000;13
3404000;3390000;6
3404000;3391000;25
3404000;3392000;33
3404000;3393000;18
3404000;3401000;21
3404000;3416000;6
3404000;3417000;64
3404000;3418000;31
3404000;3419000;14
3404000;3420000;17
3404000;3421000;2
3404000;3422000;29
3404000;3423000;908
3404000;3424000;1776
3404000;3425000;86
3404000;3426000;43
3404000;3427000;8
3404000;3428000;34
3404000;3429000;15
3404000;3430000;7
3404000;3431000;4
3404000;3432000;24
3404000;3433000;10
3404000;3434000;72
3404000;3436000;22
3404000;3437000;27
3404000;3439000;1694
3404000;3440000;1127
3404000;3441000;817
3404000;3442000;423
3404000;3444000;375
3404000;3445000;199
3404000;3446000;10
3405000;3226000;446
3405000;3227000;556
3405000;3228000;4206
3405000;3229000;621
3405000;3230000;63
3405000;3231000;10
3405000;3232000;40
3405000;3233000;308
3405000;3234000;4375
3405000;3235000;4296
3405000;3236000;295
3405000;3237000;33
3405000;3239000;123
3405000;3240000;480
3405000;3242000;91
3405000;3243000;308
3405000;3244000;14
3405000;3245000;8
3405000;3246000;301
3405000;3247000;688
3405000;3248000;21
3405000;3252000;15
3405000;3253000;18
3405000;3254000;48
3405000;3255000;549
3405000;3256000;1647
3405000;3257000;14
3405000;3267000;1542
3405000;3268000;1778
3405000;3269000;273
3405000;3284000;11
3405000;3285000;11
3405000;3286000;26
3405000;3287000;10
3405000;3288000;1954
3405000;3289000;1511
3405000;3290000;42
3405000;3291000;8
3405000;3292000;70
3405000;3293000;100
3405000;3294000;13
3405000;3295000;60
3405000;3296000;14
3405000;3297000;44
3405000;3306000;6
3405000;3307000;36
3405000;3309000;15
3405000;3310000;27
3405000;3311000;140
3405000;3312000;13
3405000;3314000;4
3405000;3315000;24
3405000;3317000;18
3405000;3324000;96
3405000;3325000;5
3405000;3328000;818
3405000;3329000;846
3405000;3330000;64
3405000;3333000;9
3405000;3340000;23
3405000;3342000;54
3405000;3343000;41
3405000;3344000;41
3405000;3345000;4
3405000;3346000;11
3405000;3347000;47
3405000;3350000;21
3405000;3352000;53
3405000;3362000;65
3405000;3363000;3
3405000;3372000;19
3405000;3374000;34
3405000;3377000;23
3405000;3378000;16
3405000;3379000;2
3405000;3390000;14
3405000;3391000;8
3405000;3393000;23
3405000;3403000;9
3405000;3410000;14
3405000;3412000;51
3405000;3414000;4
3405000;3415000;27
3405000;3418000;3
3405000;3419000;13
3405000;3420000;6
3405000;3421000;16
3405000;3422000;81
3405000;3423000;22
3405000;3424000;38
3405000;3425000;33
3405000;3426000;178
3405000;3427000;44
3405000;3428000;20
3405000;3430000;13
3405000;3431000;9
3405000;3432000;193
3405000;3433000;99
3405000;3434000;18
3405000;3436000;29
3405000;3438000;35
3405000;3439000;15
3405000;3440000;559
3405000;3441000;1816
3405000;3442000;1220
3405000;3443000;1585
3405000;3444000;4789
3405000;3445000;1790
3406000;3226000;161
3406000;3227000;287
3406000;3228000;10
3406000;3229000;76
3406000;3230000;69
3406000;3231000;4
3406000;3233000;162
3406000;3234000;4204
3406000;3235000;6555
3406000;3236000;3997
3406000;3237000;2726
3406000;3238000;155
3406000;3239000;1660
3406000;3240000;2685
3406000;3241000;24
3406000;3242000;1895
3406000;3243000;1163
3406000;3244000;747
3406000;3246000;46
3406000;3248000;607
3406000;3249000;118
3406000;3250000;541
3406000;3252000;14
3406000;3253000;73
3406000;3254000;1171
3406000;3255000;1420
3406000;3256000;3191
3406000;3257000;304
3406000;3258000;12
3406000;3259000;11
3406000;3260000;1134
3406000;3261000;219
3406000;3263000;9
3406000;3267000;6
3406000;3268000;10
3406000;3283000;7
3406000;3284000;16
3406000;3285000;20
3406000;3286000;6
3406000;3287000;16
3406000;3288000;2353
3406000;3289000;1560
3406000;3290000;6
3406000;3291000;10
3406000;3292000;6
3406000;3294000;13
3406000;3304000;4
3406000;3307000;14
3406000;3311000;58
3406000;3312000;10
3406000;3314000;74
3406000;3316000;51
3406000;3317000;8
3406000;3320000;76
3406000;3323000;11
3406000;3328000;45
3406000;3329000;86
3406000;3336000;42
3406000;3338000;10
3406000;3340000;9
3406000;3342000;4
3406000;3344000;1052
3406000;3345000;1695
3406000;3346000;29
3406000;3347000;18
3406000;3348000;179
3406000;3349000;24
3406000;3352000;16
3406000;3360000;10
3406000;3368000;22
3406000;3380000;11
3406000;3390000;27
3406000;3391000;252
3406000;3392000;46
3406000;3396000;19
3406000;3397000;28
3406000;3410000;72
3406000;3411000;10
3406000;3413000;15
3406000;3417000;3
3406000;3418000;40
3406000;3420000;4
3406000;3421000;3
3406000;3422000;15
3406000;3424000;31
3406000;3425000;29
3406000;3427000;6
3406000;3428000;8
3406000;3430000;82
3406000;3431000;22
3406000;3432000;111
3406000;3433000;72
3406000;3434000;82
3406000;3435000;34
3406000;3436000;168
3406000;3437000;409
3406000;3438000;715
3406000;3440000;3368
3406000;3441000;1451
3406000;3442000;635
3406000;3443000;2517
3406000;3444000;2428
3407000;3226000;1353
3407000;3227000;1282
3407000;3229000;2068
3407000;3230000;1609
3407000;3231000;120
3407000;3234000;1062
3407000;3235000;4338
3407000;3236000;3985
3407000;3237000;4812
3407000;3238000;3042
3407000;3239000;770
3407000;3240000;719
3407000;3241000;1276
3407000;3242000;391
3407000;3244000;240
3407000;3245000;29
3407000;3246000;43
3407000;3248000;3123
3407000;3249000;1302
3407000;3250000;846
3407000;3251000;9
3407000;3252000;1
3407000;3253000;115
3407000;3254000;2249
3407000;3255000;1330
3407000;3256000;341
3407000;3257000;350
3407000;3258000;15
3407000;3259000;4
3407000;3260000;9
3407000;3267000;4
3407000;3268000;2
3407000;3287000;763
3407000;3288000;46
3407000;3289000;38
3407000;3290000;165
3407000;3293000;25
3407000;3294000;31
3407000;3306000;7
3407000;3307000;6
3407000;3309000;8
3407000;3310000;65
3407000;3311000;10
3407000;3312000;5
3407000;3314000;105
3407000;3317000;2
3407000;3318000;41
3407000;3321000;14
3407000;3322000;3
3407000;3323000;15
3407000;3324000;32
3407000;3325000;50
3407000;3328000;21
3407000;3330000;14
3407000;3333000;87
3407000;3334000;12
3407000;3335000;122
3407000;3339000;8
3407000;3340000;19
3407000;3341000;3
3407000;3342000;10
3407000;3343000;16
3407000;3344000;20
3407000;3345000;59
3407000;3346000;83
3407000;3347000;23
3407000;3348000;2
3407000;3350000;16
3407000;3357000;32
3407000;3360000;9
3407000;3361000;44
3407000;3380000;9
3407000;3381000;16
3407000;3387000;45
3407000;3391000;23
3407000;3392000;5
3407000;3393000;68
3407000;3394000;15
3407000;3395000;55
3407000;3398000;25
3407000;3399000;20
3407000;3409000;10
3407000;3412000;8
3407000;3413000;13
3407000;3414000;16
3407000;3417000;36
3407000;3418000;6
3407000;3421000;9
3407000;3424000;2
3407000;3426000;8
3407000;3427000;2
3407000;3428000;11
3407000;3429000;7
3407000;3430000;8
3407000;3432000;40
3407000;3436000;21
3407000;3437000;34
3407000;3438000;610
3407000;3439000;62
3407000;3440000;1036
3407000;3441000;162
3407000;3442000;143
3407000;3443000;424
3407000;3444000;1260
3408000;3226000;134
3408000;3227000;44
3408000;3228000;37
3408000;3229000;1587
3408000;3230000;2040
3408000;3231000;122
3408000;3232000;74
3408000;3233000;16
3408000;3234000;673
3408000;3235000;5246
3408000;3236000;3635
3408000;3237000;3798
3408000;3238000;4055
3408000;3239000;3378
3408000;3240000;1804
3408000;3241000;51
3408000;3242000;21
3408000;3244000;1063
3408000;3245000;2867
3408000;3246000;2262
3408000;3247000;1325
3408000;3248000;97
3408000;3253000;22
3408000;3254000;21
3408000;3255000;14
3408000;3256000;33
3408000;3257000;5
3408000;3262000;2
3408000;3263000;43
3408000;3264000;1038
3408000;3265000;212
3408000;3267000;2
3408000;3268000;131
3408000;3283000;2
3408000;3284000;45
3408000;3285000;147
3408000;3286000;8
3408000;3287000;15
3408000;3289000;9
3408000;3291000;36
3408000;3292000;8
3408000;3295000;3
3408000;3307000;10
3408000;3308000;11
3408000;3309000;17
3408000;3310000;237
3408000;3311000;387
3408000;3312000;13
3408000;3313000;125
3408000;3314000;49
3408000;3315000;19
3408000;3316000;37
3408000;3317000;70
3408000;3318000;519
3408000;3319000;8
3408000;3320000;9
3408000;3323000;14
3408000;3327000;27
3408000;3328000;26
3408000;3329000;21
3408000;3332000;70
3408000;3334000;22
3408000;3335000;44
3408000;3340000;2
3408000;3341000;24
3408000;3342000;2
3408000;3346000;4
3408000;3347000;8
3408000;3348000;24
3408000;3350000;145
3408000;3351000;21
3408000;3352000;67
3408000;3353000;38
3408000;3356000;29
3408000;3357000;81
3408000;3358000;61
3408000;3359000;27
3408000;3392000;11
3408000;3395000;20
3408000;3399000;10
3408000;3400000;15
3408000;3411000;29
3408000;3412000;8
3408000;3414000;3
3408000;3423000;16
3408000;3425000;36
3408000;3426000;7
3408000;3430000;11
3408000;3433000;37
3408000;3435000;18
3408000;3436000;6
3408000;3438000;19
3408000;3439000;82
3408000;3440000;42
3408000;3441000;113
3408000;3442000;103
3408000;3443000;1063
3408000;3444000;377
3409000;3226000;97
3409000;3227000;181
3409000;3228000;1743
3409000;3229000;4366
3409000;3230000;4219
3409000;3231000;2653
3409000;3232000;70
3409000;3233000;1339
3409000;3234000;4994
3409000;3235000;8684
3409000;3236000;459
3409000;3237000;4785
3409000;3238000;4655
3409000;3239000;3734
3409000;3240000;3620
3409000;3241000;222
3409000;3242000;19
3409000;3243000;38
3409000;3244000;1571
3409000;3245000;3492
3409000;3246000;3719
3409000;3247000;3885
3409000;3248000;359
3409000;3252000;394
3409000;3253000;481
3409000;3254000;418
3409000;3255000;1761
3409000;3256000;180
3409000;3260000;485
3409000;3261000;300
3409000;3264000;1232
3409000;3265000;1031
3409000;3266000;1243
3409000;3267000;2189
3409000;3268000;190
3409000;3269000;34
3409000;3285000;11
3409000;3286000;25
3409000;3287000;175
3409000;3288000;5
3409000;3289000;2
3409000;3290000;12
3409000;3294000;14
3409000;3298000;11
3409000;3301000;30
3409000;3303000;11
3409000;3308000;11
3409000;3309000;19
3409000;3310000;1748
3409000;3311000;192
3409000;3314000;26
3409000;3318000;16
3409000;3320000;14
3409000;3321000;7
3409000;3324000;9
3409000;3325000;45
3409000;3329000;4
3409000;3330000;10
3409000;3332000;32
3409000;3342000;10
3409000;3343000;16
3409000;3344000;19
3409000;3345000;6
3409000;3347000;11
3409000;3349000;29
3409000;3351000;148
3409000;3352000;34
3409000;3353000;19
3409000;3356000;132
3409000;3357000;225
3409000;3358000;25
3409000;3392000;24
3409000;3394000;15
3409000;3401000;26
3409000;3412000;68
3409000;3413000;96
3409000;3415000;2
3409000;3424000;9
3409000;3426000;21
3409000;3427000;8
3409000;3429000;11
3409000;3431000;5
3409000;3432000;5
3409000;3433000;13
3409000;3435000;20
3409000;3436000;18
3409000;3437000;19
3409000;3439000;10
3409000;3440000;1726
3409000;3441000;523
3409000;3442000;381
3409000;3443000;2846
3409000;3444000;154
3410000;3227000;798
3410000;3228000;1600
3410000;3229000;3710
3410000;3230000;4699
3410000;3231000;1804
3410000;3232000;3944
3410000;3233000;8653
3410000;3234000;8206
3410000;3235000;2761
3410000;3236000;5766
3410000;3237000;5074
3410000;3238000;6090
3410000;3239000;4891
3410000;3240000;4223
3410000;3241000;1712
3410000;3242000;19
3410000;3243000;60
3410000;3244000;453
