X_MIN;Y_MIN;TOT_P
4520000;3340000;143.0
5175000;3435000;449.0
5170000;4550000;17.0
4520000;2180000;231.0
4880000;1980000;134.0
4865000;3545000;405.0
4135000;3275000;3366.0
4520000;4410000;2.0
5220000;3370000;643.0
4175000;2790000;610.0
4890000;3145000;1031.0
5030000;1930000;14289.0
5335000;4565000;153.0
4585000;2575000;553.0
5395000;2075000;330.0
2800000;1840000;12.0
5260000;4155000;8.0
3225000;2275000;626.0
3945000;2625000;718.0
4115000;2900000;4514.0
4235000;4020000;69.0
3545000;3540000;314.0
5070000;4895000;85.0
3635000;2555000;3270.0
2960000;2245000;31.0
4945000;1990000;5757.0
5340000;2465000;690.0
3245000;3525000;2620.0
4245000;3510000;352.0
3570000;2155000;6.0
3705000;2300000;393.0
5275000;3860000;20.0
5280000;4335000;525.0
3510000;2375000;281.0
2970000;2100000;97.0
5250000;4255000;21.0
4640000;2740000;2077.0
4760000;3135000;542.0
3730000;2285000;151.0
5635000;2385000;440.0
5380000;2405000;737.0
3285000;2250000;41.0
5545000;2485000;160.0
4990000;3160000;823.0
4085000;4310000;8.0
3620000;2850000;2961.0
5640000;2825000;142050.0
3825000;2745000;502.0
4975000;4490000;3868.0
3930000;2815000;353.0
2735000;1765000;35.0
3480000;1970000;81.0
4330000;4500000;24.0
3480000;3345000;955.0
4345000;4210000;525.0
4680000;4105000;247.0
3920000;2890000;410.0
4025000;2840000;1214.0
4535000;1635000;29849.0
5100000;3200000;3358.0
3105000;2220000;249.0
5150000;4470000;68.0
4625000;3390000;532.0
3360000;3205000;22.0
4200000;3270000;1809.0
1945000;955000;44.0
3740000;2630000;472.0
4460000;3950000;296.0
4240000;1950000;2.0
4235000;2405000;644.0
4565000;4210000;73.0
4040000;2550000;815.0
3920000;2310000;6795.0
4720000;3700000;85.0
4210000;1925000;1444.0
5210000;2530000;26.0
2915000;2450000;887.0
5320000;3965000;229.0
5040000;4975000;11.0
5285000;4295000;179.0
4580000;2225000;175.0
4945000;3150000;7529.0
4845000;5150000;228.0
4690000;2580000;141.0
5120000;3620000;659.0
4520000;3820000;2209.0
4790000;3235000;412.0
3970000;2230000;81.0
4005000;2395000;165.0
4645000;3855000;23.0
5115000;2935000;3122.0
5125000;3770000;111.0
4215000;2115000;71.0
5265000;4545000;55.0
3775000;2940000;3092.0
4755000;3490000;1960.0
2725000;1995000;16.0
4865000;1955000;3849.0
4195000;3140000;133.0
5600000;2635000;1.0
3450000;3270000;1089.0
3510000;3705000;124.0
4400000;2930000;12417.0
4490000;3305000;436.0
5730000;1950000;90.0
4205000;2885000;5849.0
4225000;3745000;583.0
3990000;2790000;360.0
4825000;2465000;329.0
4740000;4435000;32.0
3250000;3675000;3215.0
3930000;2495000;1369.0
4785000;4085000;1074.0
5170000;4710000;2.0
3560000;2250000;94.0
3575000;3610000;1181.0
4810000;3255000;1488.0
4465000;2585000;1689.0
5490000;2850000;12.0
3460000;3000000;2.0
3465000;2500000;105.0
3765000;2615000;124.0
4860000;3430000;811.0
4815000;2630000;1025.0
4205000;1960000;2937.0
4130000;4065000;6.0
4870000;3350000;138.0
4815000;1705000;6517.0
4530000;4480000;7.0
4270000;2540000;1273.0
4025000;2825000;749.0
4605000;2555000;386.0
4990000;3420000;1141.0
3890000;2460000;533.0
5015000;4565000;57.0
3520000;3345000;5272.0
4410000;2125000;29.0
3590000;2295000;453.0
4650000;2650000;1516.0
4915000;2625000;826.0
5255000;4485000;35.0
2745000;1790000;208.0
3515000;2345000;512.0
4485000;4860000;1143.0
4575000;2805000;1917.0
4670000;2050000;280.0
5105000;3805000;105.0
4560000;2880000;2747.0
3710000;2160000;14.0
3585000;2100000;80.0
5200000;4600000;92.0
3470000;2340000;628.0
4750000;3225000;3612.0
5370000;2745000;1933.0
4460000;2785000;6726.0
4075000;3020000;1234.0
5065000;4845000;747.0
4255000;2355000;11602.0
5725000;2475000;121.0
5535000;2640000;3021.0
4775000;1625000;61810.0
3090000;3580000;552.0
3545000;3810000;72.0
4990000;2685000;3613.0
3530000;3160000;2579.0
3655000;2730000;4655.0
4605000;3670000;4661.0
5170000;2035000;176.0
5170000;3725000;290.0
5610000;2575000;643.0
3385000;3765000;53.0
3015000;2375000;88.0
3845000;3100000;54587.0
3325000;3125000;38028.0
5060000;3105000;1466.0
5465000;2525000;954.0
3670000;2605000;554.0
4530000;3630000;1680.0
5120000;3410000;1629.0
2965000;2255000;99.0
4700000;4410000;77.0
3170000;3610000;163.0
2960000;3370000;23.0
3120000;2105000;205.0
3115000;1755000;431.0
4535000;3370000;1086.0
4485000;3920000;229.0
4885000;2995000;933.0
4530000;3690000;170.0
4860000;3495000;2559.0
4340000;2280000;3630.0
4385000;2570000;67.0
4195000;2785000;3367.0
3260000;3130000;614.0
5220000;2560000;409.0
4805000;2885000;1111.0
4110000;2825000;17.0
5110000;4730000;31.0
4700000;3980000;27.0
2920000;2210000;249.0
4030000;2885000;5262.0
3415000;3775000;68.0
5155000;1905000;2690.0
3700000;2700000;1475.0
5015000;4435000;101.0
5395000;1670000;152.0
4650000;4175000;4.0
4260000;4470000;74.0
4310000;3580000;271.0
5265000;3775000;83.0
4170000;3945000;391.0
5205000;3920000;5.0
2890000;2255000;115.0
5720000;1820000;24.0
4720000;3225000;423.0
4350000;3365000;1760.0
3295000;1745000;240.0
3885000;2370000;1727.0
4805000;2570000;1685.0
4705000;3215000;2407.0
4930000;4170000;3.0
3655000;2715000;563.0
4055000;2315000;74.0
4210000;3085000;5136.0
3750000;2705000;1705.0
4360000;2925000;1577.0
4485000;3170000;3832.0
4250000;3640000;247.0
2790000;2395000;790.0
5235000;3710000;438.0
3675000;2880000;527.0
3930000;2485000;1766.0
4140000;3120000;1658.0
5080000;3310000;2774.0
5305000;4475000;16.0
3340000;3205000;729.0
5565000;2835000;1308.0
5160000;4675000;125.0
5025000;3215000;645.0
3800000;2815000;735.0
2945000;3425000;124.0
5250000;3935000;1502.0
4485000;2365000;3953.0
4360000;2245000;10534.0
5225000;2205000;596.0
4275000;2525000;11608.0
5545000;2390000;706.0
4025000;3220000;1204.0
4945000;3475000;1132.0
5700000;1500000;51312.0
4845000;3855000;8.0
2940000;2380000;1479.0
3555000;3280000;1085.0
3335000;1680000;749.0
4960000;3395000;648.0
3510000;2395000;29.0
4005000;2865000;432.0
5605000;2800000;746.0
4300000;2390000;423.0
5210000;2180000;1687.0
5145000;2775000;18.0
5680000;2435000;956.0
5390000;1990000;320.0
4215000;3505000;53.0
3005000;2270000;422.0
5425000;2510000;1152.0
5090000;4220000;428.0
5700000;2655000;944.0
5535000;2120000;485.0
4925000;2235000;33.0
4360000;2445000;1730.0
3090000;2170000;1328.0
5260000;3900000;56.0
3780000;2305000;547.0
3065000;3595000;119.0
5210000;2560000;184.0
5060000;4660000;61.0
4835000;2745000;4204.0
4970000;2955000;540.0
5295000;2790000;933.0
3855000;2285000;2.0
4240000;2000000;106.0
5390000;2370000;155.0
4785000;2640000;1675.0
4580000;2635000;1266.0
5180000;3615000;206.0
3425000;3860000;113.0
5005000;2840000;402.0
5480000;1790000;314.0
3420000;3260000;6487.0
5720000;1480000;1273.0
4100000;4065000;8.0
3380000;3385000;32.0
2900000;1690000;14619.0
5120000;3115000;730.0
5300000;3660000;215.0
2790000;1930000;118.0
4060000;2740000;3569.0
3510000;2340000;500.0
4495000;2850000;559.0
4715000;2900000;4309.0
5565000;2885000;228.0
4950000;2810000;460.0
5485000;2290000;331.0
4825000;2625000;471.0
4120000;2310000;741.0
3640000;2985000;1436.0
4820000;3050000;892.0
3915000;3105000;9409.0
5545000;1740000;3836.0
4255000;2540000;3654.0
2830000;2430000;1236.0
3875000;2455000;246.0
3445000;3165000;10056.0
5235000;4580000;71.0
3285000;3310000;844.0
4825000;4620000;427.0
4770000;2990000;10071.0
5260000;3885000;567.0
5285000;4010000;331.0
4260000;2915000;5678.0
4725000;4035000;3013.0
4215000;3545000;345.0
5260000;3075000;182.0
3545000;2610000;749.0
5435000;1880000;508.0
4415000;4590000;1.0
4230000;4415000;286.0
4735000;2710000;231.0
5025000;1905000;8657.0
3600000;2865000;604.0
5130000;3630000;805.0
3570000;2765000;159.0
4200000;2575000;71.0
2995000;2305000;66.0
3440000;3725000;51860.0
4110000;4090000;1.0
3135000;1775000;382.0
4865000;1835000;1280.0
4955000;4885000;16.0
5495000;2685000;549.0
3240000;2925000;1658.0
4790000;5215000;31.0
4630000;2900000;461.0
5100000;4705000;166.0
3450000;2150000;349.0
4665000;3375000;855.0
4435000;4035000;29.0
4960000;4350000;244.0
4770000;4655000;2.0
3440000;3570000;8.0
4505000;3295000;534.0
3645000;2110000;624.0
5605000;2750000;114736.0
3650000;2875000;348.0
5055000;4760000;29.0
5160000;3515000;28123.0
4655000;3765000;14.0
4965000;2860000;5027.0
3470000;2635000;89.0
4580000;2830000;1714.0
3000000;1630000;9415.0
4820000;3425000;12227.0
3375000;4020000;502.0
4790000;2495000;86.0
4675000;3405000;393.0
3360000;3135000;31739.0
3345000;2200000;13.0
3130000;2090000;23994.0
3080000;2240000;117.0
2875000;2100000;146.0
4720000;3115000;435.0
4315000;3060000;1521.0
4205000;2140000;12.0
5790000;2565000;327.0
4455000;2155000;43.0
4265000;3690000;703.0
3270000;2855000;3783.0
4470000;3810000;307.0
4190000;2955000;4839.0
4640000;2555000;1110.0
5115000;3800000;743.0
5675000;1455000;651.0
4100000;2710000;1162.0
5065000;4390000;144.0
4225000;4025000;27.0
3400000;1865000;4291.0
4410000;3635000;2167.0
5410000;1685000;292.0
5130000;4200000;49089.0
4615000;2165000;527.0
4255000;4520000;269.0
5595000;2285000;569.0
4265000;3250000;2725.0
4695000;3410000;424.0
4285000;2410000;148.0
4935000;4370000;18.0
3200000;2230000;244.0
3735000;2665000;1796.0
4125000;3215000;3776.0
5060000;4170000;100.0
3945000;2360000;243.0
4425000;3285000;1012.0
3690000;2670000;1667.0
5635000;2605000;893.0
4665000;3705000;252.0
4080000;4060000;1617.0
4025000;2830000;475.0
4600000;5075000;227.0
4730000;3995000;154.0
4740000;1640000;4.0
5415000;2805000;203.0
4625000;3905000;75.0
4350000;3675000;1319.0
4640000;2875000;1740.0
4440000;3990000;81.0
3430000;2875000;1019.0
4700000;1595000;4.0
4535000;3170000;576.0
4250000;1835000;421.0
4805000;1915000;311.0
4845000;3465000;1102.0
4335000;3820000;753.0
4455000;4620000;19.0
4400000;2995000;813.0
3545000;3635000;454.0
5175000;3005000;3915.0
4740000;3365000;335.0
5005000;3840000;20.0
5315000;3970000;242.0
4620000;3770000;221.0
4945000;2810000;859.0
3685000;3235000;5348.0
5435000;1860000;156.0
3435000;3735000;3200.0
3305000;1915000;18.0
4380000;3550000;32.0
4095000;2840000;1411.0
5305000;3840000;46.0
4420000;3980000;1.0
4670000;3315000;48.0
5150000;3225000;1328.0
5165000;3470000;113.0
4980000;3395000;769.0
4465000;3830000;672.0
4420000;3065000;527.0
5735000;2615000;3187.0
4135000;2575000;812.0
3805000;2910000;1464.0
5100000;4340000;54.0
5355000;3805000;172.0
4455000;3590000;11223.0
4515000;5045000;1651.0
5280000;3535000;60.0
4935000;4430000;93.0
4980000;4310000;71.0
3575000;3310000;1336.0
4290000;3985000;87.0
4935000;3280000;1238.0
3485000;3600000;1567.0
4850000;3500000;8239.0
4745000;1540000;14734.0
4635000;3790000;42.0
4970000;3150000;1376.0
4565000;3250000;19635.0
3540000;2530000;483.0
4970000;4585000;874.0
4680000;3785000;69.0
4490000;4910000;2.0
4490000;2245000;198.0
3180000;3595000;867.0
5300000;3880000;191.0
4715000;3445000;793.0
3650000;2140000;269.0
5010000;2760000;7919.0
4580000;3340000;241.0
5135000;4890000;18.0
3565000;3640000;2897.0
3265000;1920000;1747.0
4080000;2710000;34965.0
4610000;3950000;1004.0
3485000;3960000;106.0
3220000;3485000;1474.0
5025000;4445000;75.0
5035000;4605000;410.0
5210000;2755000;2417.0
5285000;3575000;12.0
2960000;2005000;27.0
5110000;2190000;115.0
3630000;2790000;1430.0
3515000;2370000;406.0
4100000;3075000;9050.0
4820000;2810000;370.0
4140000;2530000;76.0
3140000;2295000;60.0
4900000;2980000;2637.0
4955000;3280000;1494.0
5145000;4885000;46.0
4725000;1635000;46.0
4490000;3275000;886.0
4715000;1615000;2.0
3120000;1720000;722.0
4165000;4420000;411.0
5185000;4355000;76.0
5215000;4420000;59.0
5170000;4565000;82.0
4655000;3900000;352.0
4645000;3140000;1173.0
3525000;2140000;72.0
3215000;3680000;790.0
3065000;3370000;715.0
3985000;3100000;11518.0
4405000;3310000;1088.0
4755000;3315000;107.0
3020000;2255000;129.0
5765000;2300000;42.0
4045000;3000000;1144.0
5645000;2655000;3489.0
4545000;3840000;71.0
5130000;4435000;17640.0
5110000;3850000;62.0
5240000;3785000;355.0
4050000;4030000;1690.0
4285000;3515000;10075.0
3725000;2285000;72.0
5230000;3300000;662.0
5135000;2735000;2.0
3305000;2265000;99.0
3660000;3230000;1393.0
3225000;1830000;356.0
5245000;4110000;169.0
4615000;4110000;79.0
4110000;2300000;1489.0
3195000;2280000;289.0
4740000;1995000;2582.0
4065000;2535000;5810.0
4280000;1810000;4317.0
4295000;4455000;48.0
3645000;3415000;1652.0
4340000;2775000;1514.0
4435000;3125000;1783.0
5550000;2680000;2806.0
3460000;2535000;1125.0
3890000;2685000;330.0
5275000;4345000;125.0
4030000;2300000;120.0
3985000;2765000;363.0
4535000;3495000;291.0
5535000;2010000;84.0
5075000;4820000;32.0
3770000;2300000;209.0
4705000;3980000;76.0
3220000;2140000;20.0
4035000;3190000;16000.0
2955000;1935000;449.0
3400000;1780000;5999.0
5065000;4430000;5.0
4690000;2640000;3731.0
4740000;5215000;4.0
4610000;2975000;2930.0
3355000;1730000;2676.0
5320000;3975000;8089.0
2860000;2145000;188.0
4810000;5335000;2.0
3730000;2445000;680.0
5500000;2285000;415.0
4495000;3820000;67.0
3540000;3690000;621.0
5210000;4430000;282.0
3115000;2190000;530.0
3325000;3590000;3789.0
5165000;3145000;630.0
5175000;3125000;461.0
5100000;4790000;73.0
3150000;3480000;377.0
5010000;4240000;277.0
4090000;2935000;5418.0
4055000;2370000;701.0
3505000;2775000;589.0
3945000;3085000;4489.0
4650000;2685000;149.0
5485000;2830000;1417.0
3505000;2980000;894.0
4300000;2840000;21532.0
3595000;2940000;1220.0
4195000;1970000;121.0
2945000;2290000;3.0
4735000;2095000;4206.0
3400000;2860000;2396.0
4385000;2635000;14.0
3490000;2745000;2035.0
3425000;2850000;3138.0
5095000;3820000;65.0
3605000;2070000;190.0
3645000;3320000;311.0
4740000;4110000;597.0
4465000;4105000;14.0
4235000;3135000;2916.0
5465000;2670000;164.0
2780000;1950000;30.0
3250000;2295000;35.0
4560000;3915000;379.0
4360000;4180000;1130.0
5150000;4870000;1.0
4655000;1610000;1.0
4410000;2425000;398.0
4745000;2090000;14.0
2950000;2250000;76.0
5070000;4575000;261.0
5100000;3185000;1050.0
4475000;4160000;4.0
4210000;3610000;2024.0
3410000;1955000;231.0
3085000;2265000;113.0
4995000;3420000;220.0
5330000;3835000;188.0
3100000;2155000;1032.0
4850000;2900000;2367.0
4255000;3130000;716.0
4060000;3225000;1991.0
5315000;1980000;412.0
5220000;4720000;6.0
4295000;3070000;2078.0
5310000;1940000;82.0
5150000;3080000;2051.0
4340000;4375000;27.0
5225000;4480000;31.0
4580000;3125000;6321.0
3635000;2375000;515.0
4290000;2760000;2445.0
3650000;2665000;30.0
5165000;4470000;120.0
4500000;3025000;1923.0
3995000;3330000;4.0
3455000;2745000;9720.0
3660000;2990000;2217.0
4175000;3330000;986.0
4035000;3295000;707.0
5275000;3870000;65.0
3855000;2295000;167.0
5220000;3665000;219.0
5260000;1955000;378.0
3365000;3140000;680.0
5430000;2060000;90.0
3375000;3165000;1974.0
5230000;4150000;106.0
4950000;4495000;128.0
5275000;2505000;502.0
3510000;2020000;826.0
4595000;2055000;10755.0
5395000;2310000;19.0
5180000;3675000;160.0
4330000;3725000;1393.0
4690000;2895000;461.0
5215000;2930000;383.0
4605000;2520000;4663.0
3600000;2420000;2278.0
3640000;2885000;336.0
4235000;3530000;843.0
5250000;3805000;131.0
2995000;1865000;3451.0
4055000;3190000;15174.0
4660000;3880000;51.0
3530000;2380000;63.0
3210000;3450000;507.0
3715000;3260000;1356.0
4555000;3995000;149.0
5235000;4085000;1494.0
5315000;1890000;432.0
3545000;2065000;111.0
2800000;2315000;1321.0
4775000;3205000;2217.0
4410000;2850000;4344.0
5140000;2820000;4162.0
5450000;2265000;19.0
3840000;2385000;139.0
5210000;3955000;107.0
4780000;2535000;157318.0
2820000;1965000;357.0
2935000;1840000;1034.0
3860000;2960000;4255.0
5385000;2415000;15836.0
5585000;2370000;224.0
3600000;3435000;286.0
4380000;3460000;1547.0
4530000;3695000;250.0
4640000;3100000;12300.0
4940000;4300000;2244.0
4360000;4290000;42.0
4500000;3595000;4.0
5505000;1770000;13875.0
4870000;3510000;11797.0
4690000;5130000;21.0
4940000;5320000;41.0
5635000;2695000;390.0
5490000;2860000;3.0
4425000;2975000;5669.0
5035000;2595000;123.0
5350000;2535000;2097.0
2670000;1795000;21.0
3340000;2870000;268.0
4340000;3385000;3010.0
4720000;2780000;1053.0
3435000;3200000;2471.0
3460000;1985000;126.0
4205000;2400000;2159.0
5610000;1635000;1161.0
4395000;4645000;69.0
3765000;2280000;4833.0
4330000;3000000;3976.0
4305000;4495000;69.0
5630000;2375000;205.0
4535000;2195000;1335.0
3250000;3460000;29840.0
4165000;2900000;2020.0
4610000;3670000;1158.0
5460000;1750000;9288.0
5185000;3020000;6966.0
4770000;1605000;796.0
3570000;3350000;9202.0
3980000;2235000;6081.0
4500000;2545000;3041.0
5355000;4495000;27.0
4450000;2590000;2425.0
4780000;2065000;186.0
4835000;4770000;19.0
4825000;4695000;93.0
5330000;4115000;31.0
2970000;2235000;40.0
3310000;2920000;1729.0
4615000;5060000;14.0
4380000;3380000;3535.0
3300000;2145000;66.0
3915000;3015000;1169.0
5695000;2485000;22.0
4790000;3480000;2068.0
4795000;3265000;6107.0
4475000;4125000;99.0
4280000;1830000;1.0
4185000;2440000;1205.0
2805000;2065000;231.0
4445000;3790000;1826.0
3470000;2455000;181.0
3260000;2255000;52.0
3565000;2445000;485.0
4395000;3250000;710.0
5360000;1865000;95.0
2795000;1885000;2.0
4720000;4880000;10.0
4210000;2875000;23378.0
4780000;4555000;18.0
4275000;2745000;1818.0
2810000;2105000;1168.0
3075000;2165000;230.0
3690000;4155000;227.0
3765000;2395000;215.0
4965000;4875000;53.0
5170000;2715000;40.0
3290000;3270000;105.0
2940000;2425000;636.0
5295000;4000000;442.0
5140000;4810000;28.0
3920000;2490000;1916.0
5200000;4565000;120.0
5625000;2565000;2574.0
4225000;1955000;37.0
3400000;2775000;2557.0
4670000;3680000;1137.0
5075000;2915000;185.0
4085000;4370000;79.0
5075000;2990000;3911.0
3795000;2995000;1146.0
4780000;2960000;1159.0
4680000;4245000;41.0
4250000;2490000;75254.0
3715000;2185000;153.0
3860000;2300000;173.0
4400000;3260000;2069.0
4950000;4505000;110.0
3215000;1670000;900.0
3095000;2035000;772.0
4385000;4480000;121.0
3075000;1845000;1011.0
4330000;2825000;1131.0
4570000;4255000;5.0
5245000;4750000;7.0
3755000;2170000;3016.0
4730000;5250000;50.0
4570000;2710000;9.0
5480000;1710000;85.0
3580000;2540000;492.0
4130000;2885000;4830.0
5670000;2635000;225.0
5040000;3055000;2812.0
5365000;3885000;165.0
3290000;2120000;39.0
4945000;2965000;678.0
5105000;4015000;37.0
4465000;4080000;577.0
4745000;4015000;1243.0
3805000;2460000;971.0
3880000;2805000;3189.0
3550000;2720000;3310.0
5110000;4230000;681.0
3500000;3505000;19.0
2925000;2025000;817.0
5340000;1710000;717.0
3280000;2210000;18.0
4270000;2865000;8608.0
3615000;2090000;9418.0
4750000;1955000;2495.0
5245000;2840000;3365.0
4540000;4415000;6.0
4780000;2690000;2235.0
5110000;3295000;2052.0
3335000;2020000;2.0
3585000;3270000;39001.0
4695000;2680000;12.0
4960000;5015000;84.0
2785000;2000000;89.0
4410000;3880000;955.0
3530000;2190000;44.0
4790000;3475000;84.0
3720000;3295000;1635.0
4675000;4385000;30.0
2705000;1860000;25.0
4670000;5130000;30.0
4100000;2405000;300.0
4430000;2855000;8831.0
4385000;2360000;3169.0
5655000;2290000;317.0
4105000;2325000;785.0
4470000;2940000;1046.0
4475000;3250000;977.0
4560000;2955000;3564.0
3430000;3235000;253.0
4175000;2455000;1315.0
3555000;2045000;574.0
4265000;2935000;561.0
3470000;3430000;7872.0
5035000;4185000;58.0
4775000;3105000;2172.0
3275000;2325000;142505.0
5500000;2430000;63.0
3245000;3475000;116626.0
5450000;2515000;837.0
3935000;2650000;2178.0
4060000;2700000;722.0
5120000;2725000;59.0
4990000;2540000;34.0
5345000;3755000;22957.0
3400000;3700000;3329.0
5195000;3050000;833.0
3280000;2940000;532.0
2840000;2200000;745.0
4080000;4160000;190.0
3800000;2270000;38.0
3470000;2880000;966.0
4705000;2740000;20.0
3390000;1875000;1478.0
2920000;2115000;3.0
4990000;2480000;3381.0
3775000;2975000;667.0
4615000;2505000;50406.0
4545000;2060000;2662.0
4730000;1430000;36489.0
4550000;2890000;374.0
5240000;3145000;977.0
4685000;5120000;48.0
5765000;2425000;221.0
4590000;1660000;52.0
4495000;2310000;483.0
5050000;4360000;264.0
5165000;3235000;1927.0
5790000;2445000;104.0
4270000;1905000;2791.0
3340000;3285000;3832.0
5145000;2930000;3002.0
4110000;3030000;1831.0
4760000;1955000;2823.0
