x,y,2018,2011
113,20,30,37
113,21,3,4
114,44,102,63
114,22,3,4
114,67,0,12
114,46,22,1
114,110,42,1
114,118,0,4
114,119,0,45
114,52,0,16
114,57,0,40
114,15,59,72
114,38,0,38
114,16,2,11
114,121,63,52
114,0,18,18
114,122,134,122
114,1,12,12
114,123,480,176
114,124,566,645
114,102,34,0
114,125,420,509
114,103,3,0
114,126,402,499
114,127,75,133
114,107,36,22
114,108,413,524
114,109,13,13
114,84,22,26
114,41,18,5
114,20,3,4
114,42,53,40
114,43,41,58
114,21,17,22
115,22,3,4
115,68,0,1
115,110,24,48
115,118,0,5
115,13,3,0
115,14,50,61
115,15,0,8
115,16,46,56
115,39,0,1
115,17,47,57
115,120,135,349
115,121,307,666
115,0,76,75
115,122,178,330
115,2,51,50
115,123,13,37
115,3,32,32
115,124,9,16
115,125,78,83
115,126,0,36
115,127,28,63
115,106,52,41
115,107,234,422
115,8,20,21
115,109,90,1
115,41,1,0
115,20,18,22
115,21,8,10
116,67,0,2
116,110,69,570
116,111,21,14
116,112,3,0
116,115,10,0
116,118,6,0
116,119,0,3
116,10,77,80
116,14,8,11
116,15,21,25
116,16,35,43
116,17,8,10
116,39,0,5
116,120,9,20
116,0,142,140
116,121,0,6
116,2,49,48
116,124,2,13
116,125,0,4
116,126,0,5
116,104,4,0
116,127,3,19
116,105,4,0
116,106,152,235
116,7,42,44
116,8,51,53
116,108,14,0
116,9,216,225
116,109,56,172
90,67,0,1
90,68,0,23
90,90,0,5
90,95,0,16
90,97,102,2
90,75,0,9
90,98,369,19
90,99,417,87
90,11,4,5
90,35,12,16
90,57,0,1
90,36,5,6
90,37,29,38
90,16,36,45
90,38,0,22
90,17,23,29
90,18,132,163
90,19,84,104
90,0,3,4
90,1,15,21
90,100,188,165
90,123,3,0
90,2,5,7
90,101,80,137
90,124,28,5
90,102,7,44
90,103,0,29
90,5,5,7
90,6,25,33
90,107,0,1
90,81,0,18
90,9,8,11
90,108,2,2
90,82,13,31
90,64,0,49
117,110,102,17
117,111,163,5
117,112,63,1
117,113,39,0
117,114,110,0
117,115,194,0
117,116,69,0
117,117,10,0
117,119,119,932
117,50,0,24
117,10,9,9
117,14,71,86
117,36,0,1
117,15,167,203
117,38,20,23
117,39,0,1
117,17,10,12
117,18,7,8
117,120,4,31
117,0,426,384
117,121,42,71
117,122,6,11
117,2,139,120
117,123,3,3
117,103,0,29
117,6,14,15
117,7,66,69
117,8,4,4
117,9,178,74
117,109,2,0
117,64,0,6
117,20,22,27
117,65,16,1
118,111,0,10
118,112,0,142
118,113,0,140
118,114,14,62
118,115,66,5
118,116,65,3
118,117,65,49
118,118,283,0
118,119,328,86
118,10,77,80
118,12,70,87
118,35,0,10
118,13,412,454
118,36,0,68
118,14,226,277
118,15,4,5
118,37,15,2
118,38,22,1
118,17,111,135
118,18,23,28
118,19,67,82
118,120,5,21
118,0,36,30
118,121,207,416
118,1,68,66
118,122,59,202
118,2,174,172
118,101,82,195
118,123,19,38
118,102,176,295
118,103,589,425
118,105,106,296
118,6,4,4
118,7,73,76
118,106,25,39
118,8,38,39
118,9,43,45
118,83,5,0
118,63,0,5
118,64,0,1
118,20,32,39
118,65,5,17
91,66,0,1
91,67,0,31
91,68,0,52
91,71,0,3
91,95,4,14
91,96,0,3
91,98,185,16
91,10,3,4
91,99,1348,1619
91,11,5,7
91,58,0,1
91,36,2,4
91,37,3,4
91,15,28,35
91,38,5,6
91,16,37,46
91,39,3,4
91,18,40,50
91,19,3,4
91,1,4,6
91,100,1307,1532
91,122,4,0
91,101,128,210
91,2,0,4
91,123,7,1
91,102,0,1
91,124,44,4
91,5,8,10
91,80,0,54
91,8,3,4
91,81,20,52
91,82,39,40
91,83,0,2
91,63,0,55
91,42,3,4
92,88,0,1
92,27,2,0
92,28,16,19
92,29,0,12
92,96,6,12
92,97,5,10
92,98,421,97
92,77,0,2
92,99,350,348
92,11,7,9
92,78,1,1
92,79,162,238
92,14,33,41
92,58,3,10
92,37,8,10
92,59,6,31
92,15,27,33
92,38,3,4
92,16,9,11
92,39,3,4
92,121,16,0
92,100,110,159
92,122,22,2
92,101,2,15
92,2,6,9
92,123,42,25
92,102,1,0
92,124,3,0
92,5,11,14
92,106,11,53
92,80,190,122
92,107,6,9
92,8,6,8
92,81,186,98
92,60,157,0
92,109,2,0
92,82,17,35
92,83,0,31
92,61,0,9
92,62,0,14
92,63,0,5
92,41,5,7
92,64,0,19
119,111,0,70
119,112,0,166
119,113,13,166
119,114,8,166
119,115,122,113
119,116,77,1856
119,117,77,84
119,118,8,0
119,119,8,6
119,10,108,112
119,11,91,90
119,34,0,2
119,12,270,303
119,13,115,140
119,35,40,22
119,36,12,1
119,14,2,4
119,15,72,88
119,16,0,55
119,17,12,15
119,19,19,23
119,120,6,79
119,121,0,3
119,1,26,26
119,100,0,2
119,101,20,112
119,102,47,35
119,103,288,131
119,4,2,4
119,5,108,112
119,104,24,9
119,105,31,72
119,6,185,192
119,7,372,374
119,106,30,12
119,107,29,17
119,8,200,208
119,9,0,107
119,108,66,210
119,20,19,23
119,65,26,0
93,28,10,12
93,29,3,4
93,119,3,0
93,95,4,7
93,96,6,16
93,97,8,5
93,98,65,45
93,76,26,206
93,77,48,16
93,99,2,1
93,78,429,120
93,79,529,895
93,13,3,4
93,58,14,2
93,14,65,80
93,59,0,3
93,15,43,53
93,16,15,19
93,120,19,20
93,121,16,35
93,2,19,27
93,102,27,133
93,103,1,1
93,4,3,4
93,5,8,10
93,105,2,0
93,106,8,16
93,8,8,10
93,107,35,101
93,80,1126,995
93,108,12,9
93,9,3,4
93,81,526,227
93,82,22,42
93,83,2,3
93,61,0,1
93,63,0,6
93,65,0,2
94,91,4,3
94,119,14,15
94,92,2,2
94,94,31,7
94,96,8,10
94,97,0,1
94,76,10,10
94,98,8,2
94,77,22,31
94,78,225,293
94,12,3,4
94,57,150,112
94,79,940,1216
94,13,36,45
94,58,1182,837
94,36,4,6
94,14,16,20
94,59,13,36
94,15,27,33
94,38,3,4
94,16,53,65
94,120,0,5
94,121,545,206
94,1,8,11
94,122,24,26
94,2,18,25
94,4,5,7
94,103,2,0
94,5,14,19
94,104,2,0
94,6,10,13
94,106,10,21
94,7,8,10
94,80,632,731
94,8,2,4
94,107,2,3
94,108,2,7
94,81,8,7
94,9,9,12
94,60,0,38
94,84,46,32
94,85,4,0
94,86,20,4
94,87,12,10
95,115,18,0
95,118,20,3
95,92,0,2
95,119,25,7
95,95,2,6
95,96,4,13
95,97,1,6
95,76,0,45
95,77,27,45
95,56,0,2
95,78,108,83
95,79,357,376
95,35,14,22
95,13,12,15
95,57,7,15
95,58,9,117
95,14,97,120
95,36,99,150
95,37,11,16
95,15,6,7
95,39,3,4
95,17,38,47
95,121,12,8
95,1,7,10
95,122,3,1
95,123,8,33
95,2,3,4
95,125,0,6
95,126,81,118
95,105,8,11
95,6,6,8
95,7,10,13
95,106,8,23
95,60,0,36
95,61,0,6
95,84,4,0
95,85,4,1
95,86,0,3
96,27,26,31
96,28,8,10
96,118,22,28
96,94,11,3
96,95,32,14
96,96,19,28
96,75,0,6
96,97,2,7
96,77,0,2
96,56,16,8
96,34,19,29
96,78,29,41
96,12,41,46
96,79,0,55
96,35,53,80
96,57,1,0
96,58,31,87
96,14,2,4
96,36,51,77
96,37,3,4
96,16,5,6
96,39,3,5
96,17,3,4
96,18,6,8
96,120,3,2
96,121,6,0
96,1,13,19
96,123,26,17
96,101,0,6
96,2,3,4
96,3,9,12
96,124,28,6
96,125,44,32
96,104,0,4
96,126,114,368
96,105,13,70
96,127,134,541
96,106,2,5
96,107,3,0
97,27,48,57
97,117,14,11
97,118,6,0
97,119,0,5
97,95,11,11
97,96,6,53
97,97,10,16
97,32,2,4
97,10,17,18
97,11,61,74
97,77,23,28
97,78,23,44
97,56,3,1
97,12,118,128
97,13,6,6
97,57,26,58
97,35,10,15
97,58,9,27
97,18,7,9
97,120,3,0
97,1,9,10
97,122,6,1
97,101,0,1
97,123,6,0
97,124,3,1
97,125,29,30
97,4,17,23
97,104,0,4
97,126,26,52
97,127,115,424
97,105,1,15
97,106,1,1
97,9,12,13
97,62,14,8
98,25,3,4
98,26,15,18
98,27,49,58
98,28,2,16
98,117,11,2
98,72,0,1
98,94,11,3
98,73,0,1
98,95,296,180
98,74,4,4
98,30,1,5
98,75,0,1
98,97,2,0
98,31,4,6
98,32,2,4
98,76,4,8
98,10,4,4
98,33,2,4
98,11,86,90
98,77,21,90
98,12,2,4
98,56,7,1
98,36,3,4
98,18,6,8
98,1,45,48
98,122,0,1
98,2,72,78
98,101,0,8
98,124,0,6
98,102,2,5
98,125,52,110
98,126,224,557
98,104,0,5
98,105,2,6
98,106,0,2
98,7,4,4
98,8,4,4
98,9,6,6
98,84,0,1
98,63,0,2
10,44,2,0
10,89,64,70
10,47,16,14
10,48,59,57
10,49,135,141
10,110,6,8
10,90,37,40
10,91,149,160
10,119,24,26
10,70,17,17
10,92,231,253
10,93,143,156
10,50,38,39
10,94,21,23
10,96,5,6
10,52,14,15
10,53,97,101
10,31,68,64
10,97,4,4
10,32,134,126
10,54,37,38
10,12,4,4
10,36,40,38
10,58,8,8
10,37,116,107
10,59,97,96
10,38,162,154
10,18,4,4
10,120,16,18
10,100,4,4
10,101,13,14
10,104,22,28
10,105,20,25
10,106,8,10
10,107,8,10
10,108,8,10
10,109,3,4
10,60,43,42
10,61,4,4
10,63,9,9
10,43,9,9
99,26,91,109
99,28,83,99
99,29,501,599
99,116,0,2
99,117,22,1
99,73,0,3
99,95,119,55
99,74,0,4
99,30,1,11
99,96,20,35
99,75,0,1
99,31,92,109
99,10,4,4
99,76,13,22
99,33,6,10
99,77,4,94
99,12,4,4
99,34,1,5
99,78,8,54
99,13,4,4
99,39,6,9
99,18,3,4
99,101,0,3
99,2,26,28
99,124,0,2
99,125,8,2
99,126,189,86
99,8,101,106
99,61,0,2
99,63,0,2
11,89,4,4
11,69,47,47
11,47,15,15
11,48,430,443
11,116,7,8
11,117,11,12
11,90,36,39
11,91,98,107
11,118,5,6
11,92,247,270
11,70,8,8
11,93,859,940
11,50,127,63
11,94,169,185
11,51,12,13
11,96,23,25
11,53,68,71
11,97,4,4
11,31,12,11
11,32,4,4
11,55,4,4
11,36,390,368
11,58,4,4
11,37,1556,1481
11,59,51,50
11,38,162,154
11,18,4,4
11,100,42,46
11,103,15,19
11,104,65,82
11,105,48,61
11,106,5,6
11,107,6,7
11,108,37,47
11,60,60,59
11,109,17,0
11,62,33,33
11,63,54,53
11,42,29,27
12,46,4,4
12,47,35,36
12,69,7,7
12,48,54,52
12,49,4,4
12,115,14,17
12,116,5,6
12,90,5,5
12,117,9,10
12,118,8,9
12,91,16,18
12,92,1413,1538
12,93,2161,2335
12,50,135,140
12,94,115,124
12,31,285,258
12,97,11,12
12,54,14,15
12,99,10,11
12,55,226,228
12,58,27,27
12,36,256,237
12,37,205,196
12,59,95,94
12,38,5,5
12,100,71,78
12,102,5,6
12,103,37,47
12,126,11,14
12,104,371,469
12,127,10,13
12,105,103,130
12,106,48,61
12,107,26,33
12,108,14,18
12,109,4,6
12,61,32,32
12,62,90,89
12,63,647,617
13,46,41,44
13,47,19,20
13,69,8,8
13,49,20,21
13,29,24,23
13,115,3,4
13,117,22,24
13,91,97,106
13,118,31,34
13,92,574,578
13,93,48,53
13,50,17,14
13,94,116,102
13,51,20,0
13,95,95,104
13,96,55,59
13,30,40,38
13,31,7,6
13,53,4,4
13,97,61,67
13,54,122,127
13,99,40,44
13,57,82,81
13,58,73,72
13,36,37,33
13,37,37,35
13,17,4,4
13,18,4,4
13,100,15,16
13,101,3,4
13,102,28,36
13,103,13,17
13,126,38,48
13,104,61,77
13,105,7,9
13,127,157,200
13,106,14,18
13,107,25,32
13,108,2,4
13,61,21,21
14,44,4,4
14,45,361,382
14,46,25,27
14,68,18,18
14,28,11,10
14,29,178,167
14,114,4,5
14,116,15,17
14,117,10,11
14,91,38,42
14,118,12,13
14,92,33,36
14,93,19,21
14,51,23,24
14,96,4,4
14,30,167,152
14,52,72,75
14,97,71,75
14,53,52,54
14,98,55,60
14,99,72,79
14,55,70,73
14,57,13,25
14,58,216,213
14,37,46,44
14,38,118,106
14,100,13,14
14,101,53,61
14,102,3,4
14,104,26,33
14,126,28,35
14,127,102,126
14,105,16,20
14,106,28,36
14,9,4,4
14,109,3,4
14,60,29,29
14,61,17,17
15,44,308,333
15,45,13,14
15,68,20,20
15,28,249,230
15,29,18,17
15,110,3,4
15,113,3,4
15,116,4,4
15,117,9,10
15,90,25,27
15,91,5,6
15,51,450,468
15,52,231,240
15,98,6,7
15,54,38,40
15,99,642,692
15,33,4,4
15,55,159,165
15,36,105,101
15,58,37,37
15,37,317,290
15,38,121,115
15,100,51,48
15,125,13,17
15,104,4,5
15,126,52,68
15,127,4,6
15,105,0,14
15,106,3,4
15,60,134,132
15,85,4,4
15,43,10,11
16,44,297,321
16,45,134,145
16,89,77,84
16,46,37,40
16,68,34,34
16,27,39,37
16,28,52,49
16,29,11,10
16,110,3,4
16,111,3,4
16,113,15,19
16,90,16,17
16,50,33,34
16,51,145,151
16,97,9,10
16,53,19,20
16,98,24,26
16,32,235,238
16,33,93,94
16,99,847,927
16,56,29,29
16,57,63,64
16,36,171,158
16,59,149,145
16,37,4,0
16,38,76,72
16,100,26,28
16,125,35,44
16,126,9,11
16,106,7,9
16,109,3,4
16,41,51,47
16,43,87,93
16,87,5,6
17,67,7,7
17,45,8,9
17,89,13,14
17,46,15,16
17,68,16,16
17,24,3,0
17,26,11,10
17,48,14,15
17,27,135,124
17,49,89,93
17,28,17,15
17,113,3,4
17,90,113,124
17,91,4,4
17,50,253,263
17,31,42,40
17,53,140,144
17,98,14,15
17,32,28,28
17,34,57,53
17,35,124,116
17,58,4,4
17,36,35,33
17,59,32,32
17,39,64,63
17,100,4,4
17,123,3,4
17,124,25,32
17,125,38,48
17,126,3,4
17,127,3,4
17,109,9,11
17,40,638,628
17,41,179,176
17,42,43,40
17,43,168,171
18,46,17,18
18,47,4,5
18,48,5,5
18,49,115,120
18,110,3,4
18,111,3,4
18,115,3,4
18,116,3,4
18,90,4,4
18,91,11,12
18,92,4,4
18,50,17,18
18,95,5,6
18,52,40,42
18,96,9,10
18,53,157,163
18,98,4,4
18,54,8,0
18,99,4,4
18,58,155,157
18,59,24,24
18,120,2,4
18,122,4,6
18,123,21,28
18,124,12,15
18,126,5,6
18,127,6,9
18,60,31,31
18,65,4,4
18,66,109,106
18,67,39,39
18,68,4,4
18,24,11,10
18,25,257,241
18,26,9,8
18,27,167,149
18,29,43,43
18,30,55,52
18,34,136,136
18,35,251,240
18,36,34,32
18,37,20,19
18,38,4,0
18,39,151,147
18,100,5,5
18,101,50,55
18,40,70,68
18,84,4,4
18,41,7,7
18,86,9,10
18,87,13,14
19,66,52,52
19,88,6,7
19,22,4,4
19,45,111,120
19,24,57,52
19,46,10,9
19,25,106,88
19,48,6,4
19,28,4,4
19,29,896,897
19,110,4,5
19,111,6,7
19,112,7,9
19,115,3,4
19,116,4,5
19,91,4,4
19,30,4,4
19,52,15,16
19,54,79,80
19,55,67,68
19,33,43,44
19,34,19,19
19,57,28,28
19,35,75,74
19,58,22,22
19,36,5,7
19,59,45,46
19,37,545,511
19,38,24,23
19,39,100,98
19,120,2,4
19,100,5,5
19,101,5,6
19,102,11,12
19,126,24,32
19,127,30,38
19,60,46,46
19,41,26,22
19,86,16,18
19,42,128,134
19,65,453,451
19,87,28,31
120,45,0,12
120,46,0,2
120,110,1,0
120,111,0,30
120,112,0,156
120,113,0,158
120,114,72,164
120,115,372,166
120,116,50,114
120,117,3,2
120,119,0,14
120,53,0,28
120,10,356,370
120,11,186,197
120,99,4,7
120,34,0,5
120,12,37,42
120,13,40,48
120,35,22,1
120,15,5,5
120,16,41,53
120,18,7,10
120,19,45,55
120,120,0,30
120,100,31,150
120,1,64,63
120,101,30,35
120,102,420,425
120,103,71,132
120,4,19,20
120,5,68,71
120,6,483,502
120,105,0,3
120,106,4,2
120,7,4569,4685
120,8,2668,2774
120,107,47,405
120,108,90,149
120,9,610,634
120,109,20,18
120,20,36,44
121,45,0,5
121,68,0,16
121,28,0,1
121,29,0,1
121,110,6,1
121,112,0,95
121,113,16,153
121,114,237,154
121,115,2,158
121,116,6,114
121,10,269,280
121,11,214,223
121,33,0,5
121,12,286,297
121,34,0,2
121,79,14,38
121,13,47,49
121,14,49,51
121,15,90,94
121,16,33,34
121,17,7,9
121,19,13,16
121,121,0,10
121,1,4,4
121,100,8,1
121,123,0,4
121,101,38,19
121,3,16,17
121,102,506,651
121,103,14,3
121,4,114,40
121,125,0,5
121,5,513,533
121,104,20,3
121,6,1350,1404
121,7,1221,1195
121,107,175,714
121,8,1395,1448
121,108,17,141
121,9,509,529
121,109,130,196
121,64,0,1
0,67,139,140
0,68,4,4
0,24,560,518
0,49,238,240
0,110,3,4
0,115,14,18
0,116,63,80
0,50,369,360
0,51,10,10
0,96,8,9
0,97,11,12
0,78,4,4
0,56,7,5
0,79,9,10
0,57,12,12
0,58,199,110
0,101,16,18
0,124,17,19
0,102,15,16
0,125,99,109
0,103,18,20
0,126,207,216
0,127,231,255
0,109,5,6
0,40,478,443
0,41,508,489
0,42,4,4
122,67,6,32
122,68,0,1
122,112,0,4
122,113,68,122
122,114,33,78
122,115,55,30
122,116,9,7
122,117,11,0
122,91,14,0
122,32,1,8
122,10,64,67
122,12,44,46
122,13,46,48
122,14,134,135
122,15,4,4
122,121,12,56
122,100,744,600
122,122,0,6
122,2,92,96
122,101,642,529
122,3,288,284
122,102,8,35
122,4,287,298
122,5,483,502
122,104,0,1
122,6,13,13
122,105,10,2
122,7,213,221
122,106,89,164
122,8,992,1025
122,107,179,308
122,9,607,624
122,41,0,17
122,64,7,0
1,67,113,120
1,48,441,444
1,49,15,15
1,110,3,4
1,113,9,11
1,114,21,27
1,115,32,41
1,116,19,24
1,92,4,4
1,50,67,68
1,96,7,8
1,97,16,17
1,98,4,4
1,77,7,8
1,78,10,11
1,56,60,59
1,57,4,4
1,58,218,214
1,59,89,88
1,39,141,134
1,101,6,7
1,102,18,20
1,124,64,71
1,103,5,5
1,125,63,69
1,126,109,120
1,127,27,26
1,109,9,11
1,60,266,265
1,61,74,72
1,40,633,604
1,87,4,4
123,67,44,9
123,113,0,4
123,116,3,0
123,119,0,6
123,30,5,0
123,10,634,225
123,11,12,34
123,12,0,221
123,13,74,77
123,15,68,71
123,16,35,36
123,120,6,29
123,0,13,14
123,121,3,4
123,100,3391,3380
123,1,92,96
123,123,0,1
123,101,258,154
123,2,452,470
123,124,0,2
123,3,9,9
123,125,0,1
123,126,0,10
123,104,21,0
123,127,6,12
123,8,289,301
123,9,195,203
123,61,58,0
123,62,28,0
123,85,42,110
2,66,7,7
2,45,11,11
2,67,4,4
2,68,18,4
2,46,939,946
2,69,52,56
2,47,1186,1170
2,48,231,222
2,110,6,8
2,111,20,25
2,112,9,11
2,113,5,6
2,114,44,56
2,115,16,20
2,95,15,16
2,96,4,4
2,97,6,7
2,76,4,4
2,77,4,4
2,55,192,188
2,56,102,100
2,58,1,11
2,59,49,47
2,37,38,38
2,38,1185,1189
2,39,110,110
2,100,6,7
2,101,4,4
2,124,99,109
2,102,29,32
2,103,9,10
2,125,84,93
2,104,5,6
2,126,10,11
2,60,304,306
2,61,111,111
2,40,18,17
2,62,19,0
2,87,8,9
3,44,3391,3417
3,23,4,4
3,45,2295,2316
3,46,2759,2749
3,24,4,4
3,47,718,697
3,110,21,26
3,111,32,40
3,112,3,4
3,113,4,5
3,114,6,7
3,90,11,12
3,75,20,22
3,76,4,4
3,99,4,4
3,36,30,28
3,37,37,36
3,38,199,200
3,39,4,4
3,100,6,7
3,123,156,172
3,101,9,10
3,124,72,79
3,102,5,6
3,103,5,6
3,104,4,4
3,60,359,362
3,109,9,12
3,61,376,384
3,87,37,41
124,68,0,1
124,29,3,0
124,117,4,1
124,119,0,26
124,50,5,0
124,30,3,3
124,10,154,160
124,11,306,318
124,12,111,115
124,39,0,18
124,120,0,3
124,122,18,6
124,1,285,287
124,100,1336,712
124,123,0,3
124,101,40,10
124,102,333,161
124,124,0,1
124,103,637,618
124,125,4,9
124,126,14,13
124,104,115,229
124,127,0,2
124,8,156,161
124,9,329,342
124,60,0,1
124,84,11,1
124,41,0,1
4,44,8986,8999
4,89,11,12
4,45,6869,6921
4,67,4,0
4,46,4393,4364
4,47,1189,1204
4,48,872,879
4,110,13,17
4,111,5,6
4,112,3,4
4,113,4,5
4,90,24,26
4,91,4,4
4,73,4,4
4,74,10,11
4,97,5,5
4,98,6,7
4,37,6,4
4,122,47,52
4,100,18,20
4,123,126,135
4,101,24,26
4,102,4,4
4,124,62,64
4,103,4,4
4,127,4,4
4,109,10,13
4,87,49,54
4,43,1835,1849
125,28,19,27
125,29,50,95
125,110,4,0
125,113,0,20
125,114,0,1
125,115,0,1
125,116,0,1
125,117,0,1
125,118,1,18
125,119,0,13
125,50,8,0
125,10,302,321
125,99,18,3
125,11,199,211
125,12,27,28
125,37,0,8
125,38,0,29
125,120,0,14
125,0,150,162
125,122,0,7
125,1,79,84
125,100,50,0
125,123,0,2
125,102,147,5
125,125,0,7
125,103,66,7
125,104,48,410
125,127,0,4
125,107,26,27
125,80,0,1
125,9,42,44
125,82,9,0
125,60,7,0
125,83,8,0
125,84,9,4
125,85,2,14
125,86,9,2
125,64,14,4
126,89,9,43
126,25,0,1
126,28,11,16
126,29,158,386
126,113,0,1
126,114,0,1
126,115,0,1
126,116,0,1
126,117,0,7
126,118,26,47
126,119,0,18
126,94,10,0
126,95,23,0
126,97,170,285
126,10,204,220
126,99,81,96
126,11,3,4
126,79,14,52
126,35,20,21
126,36,6,43
126,37,5,1
126,59,8,3
126,120,45,54
126,121,0,2
126,0,338,361
126,100,0,1
126,122,0,7
126,1,103,111
126,124,0,6
126,125,2,4
126,103,48,0
126,104,5,19
126,105,4,6
126,80,6,17
126,81,48,356
126,82,5,1
126,60,0,2
126,64,0,2
126,87,38,19
5,44,7863,7922
5,45,3155,3130
5,89,4,4
5,46,1513,1526
5,47,848,854
5,48,237,235
5,110,7,9
5,111,3,4
5,113,3,4
5,90,4,4
5,93,4,4
5,72,6,7
5,94,4,4
5,73,15,16
5,96,4,4
5,97,16,17
5,53,35,34
5,54,110,105
5,98,4,4
5,99,4,4
5,35,172,163
5,36,39,39
5,121,92,101
5,122,102,112
5,100,14,15
5,101,7,8
5,123,5,5
5,102,24,26
5,103,8,9
5,104,3,4
5,127,4,4
5,42,665,670
5,87,21,23
5,43,5979,5978
6,66,97,95
6,88,8,9
6,44,3134,3125
6,45,6213,6216
6,46,39,38
6,49,20,0
6,111,3,4
6,112,9,11
6,113,4,6
6,91,4,4
6,92,4,4
6,93,7,8
6,72,49,53
6,94,18,20
6,95,21,23
6,52,37,36
6,53,16,16
6,32,4,4
6,98,16,17
6,99,10,11
6,33,33,31
6,34,11,9
6,57,76,78
6,35,441,436
6,36,59,59
6,120,12,13
6,121,110,120
6,122,54,60
6,101,11,12
6,123,11,12
6,102,12,13
6,124,48,53
6,125,66,73
6,103,30,33
6,104,18,22
6,127,13,16
6,86,21,23
6,42,9,9
6,43,2075,2079
6,87,3,6
127,88,8,2
127,49,8,5
127,28,2,20
127,29,0,16
127,114,0,1
127,115,0,1
127,118,17,49
127,93,52,324
127,94,452,251
127,95,156,29
127,96,573,550
127,52,0,5
127,97,173,339
127,10,230,248
127,98,86,73
127,35,176,16
127,58,19,34
127,36,2,2
127,15,4,4
127,59,0,1
127,120,6,2
127,0,180,194
127,121,0,1
127,122,0,5
127,123,0,3
127,103,13,0
127,125,0,1
127,104,10,0
127,5,13,14
127,126,3,18
127,127,0,5
127,6,632,682
127,105,26,75
127,7,109,118
127,8,9,10
127,9,83,90
127,108,13,0
127,60,39,0
127,84,0,6
127,85,0,2
127,86,70,3
127,87,39,9
7,88,9,10
7,44,624,583
7,89,106,93
7,45,19,11
7,111,3,4
7,90,5,5
7,91,13,14
7,92,14,15
7,119,5,5
7,93,15,16
7,94,21,23
7,72,25,25
7,51,37,39
7,95,21,23
7,96,32,35
7,52,22,22
7,53,11,11
7,97,23,25
7,98,17,19
7,32,13,12
7,54,4,4
7,33,39,37
7,55,4,4
7,34,6,6
7,56,245,250
7,57,28,29
7,120,112,123
7,121,4,4
7,123,20,22
7,124,83,91
7,102,4,4
7,125,5,5
7,126,7,8
7,104,3,4
7,127,24,32
7,61,7,7
7,86,1,6
7,42,18,17
7,65,79,78
7,43,1934,1949
8,44,92,93
8,88,22,24
8,45,218,220
8,89,45,49
8,47,10,10
8,111,8,10
