x,y,pp,ra,rp
13,116,242371,212228,87
13,117,242371,212228,87
14,116,242371,212228,87
14,117,242371,212228,87
18,40,326128,97125,29
18,41,326128,97125,29
19,40,326128,97125,29
19,41,326128,97125,29
19,42,491757,142731,29
19,43,491757,142731,29
19,121,30228,5663,18
19,122,30228,5663,18
20,38,638539,83463,13
20,39,638539,83463,13
20,40,695629,179481,25
20,41,877590,247644,28
20,42,717987,204245,28
20,43,491757,142731,29
20,121,30228,5663,18
20,122,29895,5728,19
20,123,29832,5741,19
21,38,683981,175431,25
21,39,685283,176942,25
21,40,695939,179856,25
21,41,948121,426789,44
21,42,948655,426931,44
21,43,1165514,414596,35
21,44,1177866,390136,33
21,122,29832,5741,19
21,123,29832,5741,19
22,38,762094,408697,53
22,39,865864,435624,50
22,40,1005172,570355,56
22,41,1131622,743863,65
22,42,1156383,550484,47
22,43,1190198,443310,37
22,44,1195461,400116,33
22,45,1175173,349425,29
22,47,719,346,48
22,48,468028,148343,37
22,49,701990,222439,31
22,123,32046,7245,22
23,38,894051,492097,55
23,39,985209,582573,58
23,40,1087008,673981,61
23,41,1175886,827714,70
23,42,1216436,747259,61
23,43,1323829,573037,43
23,44,1355138,451480,33
23,45,1217549,397303,32
23,46,1092037,456260,41
23,47,719,346,48
23,48,794046,270171,35
23,49,739871,261075,35
23,50,643284,313323,48
23,52,401506,93757,23
23,53,358721,86185,24
23,54,279636,72188,25
23,123,32046,7244,22
24,38,1030372,561912,54
24,39,1110435,652395,58
24,40,1202021,799517,66
24,41,1294901,959336,74
24,42,1423508,972575,68
24,43,1470878,917531,61
24,44,1418751,566823,39
24,45,1345654,613399,45
24,46,1169795,562012,47
24,47,1169635,566447,48
24,48,897788,308938,34
24,49,777901,307676,40
24,50,699644,328135,47
24,51,601158,318547,52
24,52,471561,144648,29
24,53,418046,101375,24
24,54,279636,72188,25
25,38,1102761,597849,54
25,39,1208023,767780,62
25,40,1316462,874319,66
25,41,1388887,1009691,72
25,42,1582277,1116146,70
25,43,1652233,1204356,72
25,44,1667135,1117367,67
25,45,1542218,776851,51
25,46,1318794,743312,56
25,47,1286153,702767,54
25,48,1112122,627553,56
25,49,961357,459146,47
25,50,787204,401906,51
25,51,670535,363576,54
25,52,610752,233023,38
25,53,485750,119697,24
26,39,1299729,818676,62
26,40,1410705,961037,68
26,41,1552962,1129402,72
26,42,1740252,1161463,66
26,43,1846962,1208906,65
26,44,1901081,992595,52
26,45,1850016,807938,43
26,46,1501290,810537,54
26,47,1381984,878625,64
26,48,1269258,747474,58
26,49,1118318,632373,56
26,50,965597,525319,54
26,51,816746,443390,53
26,52,720870,289147,39
26,53,679796,195065,28
27,39,1313147,770245,58
27,40,1480091,853838,57
27,41,1646678,1132727,68
27,42,1895277,1384030,73
27,43,1996778,1137251,57
27,44,2052993,1039007,50
27,45,1934336,947072,48
27,46,1684249,821573,48
27,47,1637335,952022,57
27,48,1471710,788182,53
27,49,1228966,600760,48
27,50,1092380,582784,53
27,51,981245,512865,52
27,52,876647,350515,39
27,53,821882,260599,31
28,39,1315130,755743,57
28,40,1468228,876157,59
28,41,1687344,1098877,64
28,42,1901503,1357673,71
28,43,2230557,1675307,73
28,44,2585765,1959319,73
28,45,2654302,1740351,64
28,46,2459247,1195031,49
28,47,2178865,1603195,72
28,48,1721295,970687,55
28,49,1570436,789018,50
28,50,1308581,655671,50
28,51,1201355,544157,45
28,52,1231344,469932,38
28,53,1072555,509115,47
28,54,831266,133727,16
28,55,831266,133727,16
29,40,1469246,973285,66
29,41,1744839,1153430,66
29,42,2375034,1254819,54
29,43,3033011,2258881,73
29,44,3188896,2653324,83
29,45,3204632,2163893,67
29,46,3305207,2104565,63
29,47,3158880,2308601,72
29,48,3110733,996700,32
29,49,1859894,704009,38
29,50,1767952,613709,35
29,51,1512279,567277,38
29,52,1374255,522299,38
29,53,1072555,509115,47
29,54,950288,348715,36
